"dates","APTV.Open","APTV.High","APTV.Low","APTV.Close","APTV.Volume","APTV.Adjusted"
"2011-12-27",19.186924,19.186924,17.921207,18.147528,528618,16.584106
"2011-12-28",18.248114,18.290026,17.678122,17.761946,172746,16.231749
"2011-12-29",17.78709,17.963118,17.619448,17.954737,344896,16.407927
"2011-12-30",17.988264,18.139145,17.678122,18.055323,152704,16.499847
"2012-01-03",18.53311,19.220453,18.239733,18.642078,1169498,17.036057
"2012-01-04",19.47192,19.47192,18.315172,18.893545,469684,17.26586
"2012-01-05",18.809723,18.809723,18.239733,18.558256,802293,16.959455
"2012-01-06",18.558256,19.136629,18.440905,18.901928,690628,17.273523
"2012-01-09",18.952221,19.036043,18.843252,19.036043,499628,17.396078
"2012-01-10",19.21207,20.117352,19.21207,19.974854,1131918,18.254013
"2012-01-11",19.949707,20.134115,19.77368,20.075439,271288,18.345934
"2012-01-12",20.201174,20.955574,19.991617,20.695724,1208986,18.912779
"2012-01-13",20.561609,21.223806,20.352055,20.78793,645294,18.997032
"2012-01-17",20.913664,21.064543,20.343672,20.419111,1059145,18.659998
"2012-01-18",20.293379,20.955574,20.293379,20.536463,679652,18.767241
"2012-01-19",20.687344,21.098072,20.611902,21.01425,1141105,19.203867
"2012-01-20",20.97234,21.123219,20.905281,21.039396,634676,19.226843
"2012-01-23",21.106455,21.651299,21.022633,21.357922,584093,19.517929
"2012-01-24",21.207041,21.684828,21.106455,21.634535,486863,19.770714
"2012-01-25",21.634535,21.701593,21.349539,21.592625,720214,19.732409
"2012-01-26",21.668064,22.330259,21.098072,21.751886,956309,19.877949
"2012-01-27",22.598492,22.96731,21.936295,22.766136,3047876,20.804825
"2012-01-30",22.757753,23.093042,22.271584,22.699078,805514,20.743544
"2012-01-31",22.858339,23.042749,22.271584,22.489523,660445,20.55204
"2012-02-01",22.74099,24.048616,22.623638,23.964794,850609,21.900219
"2012-02-02",23.579212,24.341995,23.361275,24.283319,682038,22.191303
"2012-02-03",24.50964,26.010059,24.492874,25.775356,3254862,23.5548
"2012-02-06",25.666388,25.800503,25.062866,25.582565,1968927,23.378613
"2012-02-07",25.565802,25.565802,24.878458,25.213747,944737,23.041573
"2012-02-08",25.297569,25.356245,24.383905,25.062866,1802742,22.903687
"2012-02-09",25.138308,25.163452,24.660521,24.979044,1801191,22.827089
"2012-02-10",24.719194,25.289186,24.610226,25.180218,1777331,23.010933
