"dates","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
"2011-07-25",51.869999,52.299999,51.77,52.07,771700,38.463654
"2011-07-26",52.150002,52.150002,51.700001,51.82,966600,38.27898
"2011-07-27",51.689999,51.860001,51.32,51.439999,1097500,37.99828
"2011-07-28",51.299999,51.48,50.939999,51.040001,1236200,37.702801
"2011-07-29",50.779999,51.139999,50.48,50.689999,1242200,37.44426
"2011-08-01",50.939999,51.139999,50.310001,50.43,1235500,37.252197
"2011-08-02",50.150002,50.73,49.610001,49.639999,1647700,36.668629
"2011-08-03",49.52,49.790001,49.040001,49.68,1708200,36.698189
"2011-08-04",49.189999,49.540001,47.880001,47.91,1751300,35.39069
"2011-08-05",48.400002,48.779999,47.119999,48.48,2724100,35.811749
"2011-08-08",47.790001,48.27,45.459999,45.59,4638500,33.676918
"2011-08-09",46.029999,47.759998,44.779999,47.709999,3006100,35.242958
"2011-08-10",46.93,47.029999,45.650002,45.709999,3646900,33.765568
"2011-08-11",45.799999,48.459999,45.799999,47.970001,2541100,35.435013
"2011-08-12",48.27,48.470001,47.509998,47.779999,1648500,35.294666
"2011-08-15",48.18,49.580002,48.02,49.490002,1206500,36.557835
"2011-08-16",49.16,49.599998,48.790001,49.27,1455600,36.395313
"2011-08-17",49.369999,50.240002,49.369999,49.950001,1800500,36.897617
"2011-08-18",49.049999,49.459999,48.41,49.290001,2550100,36.410095
"2011-08-19",48.75,49.490002,48.580002,48.759998,1767300,36.018581
"2011-08-22",49.380001,49.580002,48.59,48.849998,1485300,36.085056
"2011-08-23",48.740002,50.07,48.490002,50.07,1713500,36.986267
"2011-08-24",49.950001,51.419998,49.919998,51.259998,1335000,37.865311
"2011-08-25",51.389999,51.540001,50.299999,50.540001,1646100,37.333462
"2011-08-26",49.91,51.360001,49.25,51.040001,1559900,37.702801
"2011-08-29",51.57,52.130001,51.389999,52.07,758100,38.463654
"2011-08-30",51.880001,52.470001,51.75,52.189999,1047800,38.552292
"2011-08-31",52.32,52.66,52.209999,52.52,1096000,38.796066
"2011-09-01",52.57,53.02,52.330002,52.490002,1262700,38.773911
"2011-09-02",51.68,52.080002,51.5,51.66,1071000,38.160782
"2011-09-06",49.77,50.889999,49.77,50.82,1218600,37.540279
"2011-09-07",51.509998,52.189999,51.209999,52.139999,1000600,38.515358
"2011-09-08",51.82,52.52,51.669998,51.720001,1049500,38.205109
"2011-09-09",51.27,51.27,50,50.310001,1353900,37.163563
"2011-09-12",50.09,50.419998,49.540001,50.400002,1577300,37.230042
"2011-09-13",50.389999,51.009998,50.200001,50.91,1043200,37.606762
"2011-09-14",51.189999,51.950001,50.720001,51.48,1191300,38.027828
"2011-09-15",51.740002,52.32,51.560001,52.259998,1024400,38.603992
"2011-09-16",52.700001,53.380001,52.349998,53.32,1894600,39.387028
"2011-09-19",52.549999,52.790001,52.310001,52.57,1646300,38.832993
"2011-09-20",52.830002,53.759998,52.48,53.099998,1223000,39.224503
"2011-09-21",52.98,53.259998,51.32,51.330002,1604000,37.917019
"2011-09-22",50.34,50.459999,49.16,49.720001,3071900,36.72773
"2011-09-23",49.639999,50.349998,49.509998,50.18,1619200,37.067516
"2011-09-26",50.709999,50.830002,50.060001,50.669998,1181200,37.429474
"2011-09-27",51.150002,51.619999,50.709999,51.009998,1241000,38.040997
"2011-09-28",51.029999,51.91,50.41,50.540001,1197800,37.690506
"2011-09-29",51.349998,51.639999,50.740002,51.41,1348500,38.339294
"2011-09-30",51.029999,52.330002,50.889999,51.5,2452100,38.406414
"2011-10-03",51.43,51.830002,49.810001,49.830002,1857700,37.161007
"2011-10-04",49.23,49.810001,48.380001,49.779999,1500000,37.123726
"2011-10-05",50.119999,50.119999,49.209999,50.02,1332400,37.302715
"2011-10-06",49.93,51.040001,49.689999,51,620300,38.033543
"2011-10-07",51.279999,51.490002,50.57,50.93,1053000,37.981346
"2011-10-10",51.740002,52,51.5,51.990002,926100,38.771851
"2011-10-11",51.540001,51.939999,51.290001,51.779999,1035200,38.615242
"2011-10-12",51.950001,51.990002,51.310001,51.32,873200,38.272194
"2011-10-13",51.369999,51.93,50.790001,51.759998,1288700,38.600323
"2011-10-14",52.139999,52.349998,51.830002,52.259998,593200,38.97319
"2011-10-17",52.189999,52.59,51.990002,52.32,1098000,39.017941
"2011-10-18",52.41,53.169998,51.860001,52.950001,1214800,39.487782
"2011-10-19",52.869999,53.75,52.830002,53.150002,1009500,39.636936
"2011-10-20",53.139999,53.700001,52.889999,53.549999,1114600,39.935211
"2011-10-21",53.93,54.540001,53.919998,54.529999,1070000,40.666065
"2011-10-24",54.450001,54.720001,54.150002,54.369999,1085800,40.546741
"2011-10-25",54.09,54.34,53.639999,53.860001,849900,40.166401
"2011-10-26",54.470001,54.560001,53.669998,54.189999,2066500,40.412506
"2011-10-27",55.57,55.580002,54.490002,54.669998,2602900,40.770466
"2011-10-28",54.75,54.810001,54.099998,54.150002,1432200,40.382683
"2011-10-31",53.77,54.41,53.709999,53.73,1531400,40.069454
"2011-11-01",52.509998,53.169998,51.93,52,2058600,38.779305
"2011-11-02",52.82,53.619999,52.82,53,1878900,39.525059
"2011-11-03",52.139999,53.98,52.139999,53.52,2321900,39.912846
"2011-11-04",53.32,53.799999,52.919998,53.580002,1351400,39.957596
"2011-11-07",53.639999,53.860001,53.139999,53.779999,1028900,40.106739
"2011-11-08",53.84,54.369999,53.619999,54.349998,1251200,40.531826
"2011-11-09",53.509998,53.68,52.669998,52.779999,1487600,39.360992
"2011-11-10",53.369999,53.619999,52.720001,53.049999,1066400,39.562336
"2011-11-11",53.52,54.009998,53.52,53.98,743200,40.255901
"2011-11-14",53.75,53.759998,53.18,53.27,600400,39.726418
"2011-11-15",53.299999,53.529999,53.02,53.310001,695800,39.756237
"2011-11-16",52.880001,53.43,52.57,52.610001,823800,39.234219
"2011-11-17",52.450001,52.82,51.77,52.240002,1130300,38.958282
"2011-11-18",52.540001,53.439999,52.540001,53.18,1273100,39.659294
"2011-11-21",52.77,52.77,51.639999,52.07,913300,38.831509
"2011-11-22",52.07,52.080002,51.41,51.5,911200,38.406414
"2011-11-23",51.139999,51.139999,50.529999,50.75,1077800,37.847107
"2011-11-25",50.790001,51.290001,50.77,50.880001,300100,37.94405
"2011-11-28",51.59,51.959999,51.080002,51.360001,836000,38.302017
"2011-11-29",51.580002,51.869999,51.369999,51.66,1289600,38.525742
"2011-11-30",52.860001,53.209999,52.650002,53.189999,1222200,39.666756
"2011-12-01",53.240002,53.619999,53.029999,53.189999,1030200,39.666756
"2011-12-02",53.419998,53.68,52.900002,52.919998,921800,39.465397
"2011-12-05",53.709999,53.709999,52.970001,53.310001,1097300,39.756237
"2011-12-06",53.450001,53.82,53.220001,53.580002,804200,39.957596
"2011-12-07",53.290001,53.299999,52.84,53.029999,1109100,39.547417
"2011-12-08",52.849998,52.849998,51.919998,52.009998,1148000,38.786751
"2011-12-09",52.34,52.689999,52,52.529999,1208200,39.174557
"2011-12-12",52.360001,52.439999,51.529999,51.950001,1067500,38.742012
"2011-12-13",52.16,53.349998,52.16,52.759998,1403400,39.346069
"2011-12-14",52.759998,52.959999,51.84,51.93,1651000,38.727097
"2011-12-15",52.450001,53.009998,52.360001,52.759998,1267200,39.346069
"2011-12-16",53.049999,53.41,52.66,52.84,2639400,39.405735
"2011-12-19",53.009998,53.240002,51.939999,52.060001,1323500,38.824043
"2011-12-20",51.959999,53.150002,51.959999,53.110001,1474400,39.975666
"2011-12-21",53.27,54.52,53.150002,54.330002,1569000,40.893959
"2011-12-22",54.360001,54.48,53.939999,54.110001,814800,40.728363
"2011-12-23",54.349998,54.970001,54.25,54.619999,520900,41.112236
"2011-12-27",54.689999,55.080002,54.610001,54.990002,441800,41.390739
"2011-12-28",54.880001,55.169998,54.459999,54.470001,596500,40.99934
"2011-12-29",54.669998,55.369999,54.630001,55.34,753000,41.654186
"2011-12-30",55.419998,55.610001,54.950001,55,812800,41.398266
"2012-01-03",55.689999,55.700001,54.700001,54.830002,1387400,41.270309
"2012-01-04",54.84,55.450001,54.82,55.27,1555300,41.601498
"2012-01-05",55,55.82,54.810001,55.540001,1536800,41.804729
"2012-01-06",55.529999,56,55.110001,55.849998,1535000,42.038059
"2012-01-09",55.889999,56.060001,55.610001,55.880001,1077700,42.060627
"2012-01-10",56.169998,56.360001,55.740002,56.049999,1409000,42.188599
"2012-01-11",55.98,56.040001,55.419998,55.509998,1069600,41.782146
"2012-01-12",55.529999,55.830002,55.139999,55.52,876200,41.789677
"2012-01-13",55.189999,55.459999,54.889999,55.419998,1038700,41.714401
"2012-01-17",55.990002,56.5,55.830002,55.919998,1159000,42.09074
"2012-01-18",55.98,56.139999,55.380001,55.540001,1060600,41.804729
"2012-01-19",55.700001,55.700001,55.119999,55.639999,980900,41.879997
"2012-01-20",55.700001,56.389999,55.610001,56.299999,1548600,42.376774
"2012-01-23",56.169998,56.59,55.950001,56.220001,1501600,42.316563
"2012-01-24",56.130001,56.25,55.790001,56.220001,1269900,42.316563
"2012-01-25",55.959999,57.27,55.709999,57.189999,1117800,43.046669
"2012-01-26",57.5,58.419998,57.279999,58.18,1670700,43.791836
"2012-01-27",58.080002,58.150002,57.27,57.669998,1287900,43.407955
"2012-01-30",57.419998,57.490002,56.830002,56.970001,1121400,42.881081
"2012-01-31",57.27,57.639999,56.59,56.900002,1267100,42.828377
"2012-02-01",57.310001,58.080002,57.139999,57.799999,1230600,43.505814
"2012-02-02",57.919998,58.150002,57.389999,57.610001,1041800,43.362801
"2012-02-03",58.029999,58.34,57.709999,58.299999,1244700,43.882156
"2012-02-06",58.110001,58.110001,57.25,57.459999,1083300,43.249893
"2012-02-07",57.639999,58.709999,57.52,58.34,1389900,43.912262
"2012-02-08",58.349998,58.560001,57.84,58.310001,1408100,43.889683
"2012-02-09",58.41,58.41,57.939999,58.169998,1024100,43.784317
"2012-02-10",57.880001,57.990002,57.369999,57.5,1234100,43.28001
"2012-02-13",57.830002,58.150002,57.470001,57.52,862100,43.295055
"2012-02-14",57.330002,57.57,57.099998,57.490002,1337500,43.272476
"2012-02-15",57.459999,58.060001,57.259998,57.450001,1337400,43.242363
"2012-02-16",57.610001,58.209999,57.509998,57.959999,1165600,43.62624
"2012-02-17",58.330002,58.619999,58.060001,58.32,1024600,43.897224
"2012-02-21",58.549999,58.560001,58.040001,58.240002,1068100,43.837009
"2012-02-22",58.259998,58.610001,58.009998,58.27,938700,43.859581
"2012-02-23",58.099998,58.18,57.189999,57.669998,1824000,43.407955
"2012-02-24",57.689999,58.130001,57.400002,58.040001,1002700,43.686451
"2012-02-27",57.84,58.43,57.759998,57.900002,1015900,43.581085
"2012-02-28",58.169998,59,57.490002,58.380001,2261600,43.942383
"2012-02-29",59.240002,59.740002,58.509998,59.240002,2906700,44.589691
"2012-03-01",59.200001,59.610001,58.68,59.299999,2075400,44.634857
"2012-03-02",59.349998,59.349998,58.759998,58.889999,1204300,44.326244
"2012-03-05",58.669998,59,58.369999,58.900002,1287500,44.333778
"2012-03-06",58.529999,58.790001,58.099998,58.32,1182900,43.897224
"2012-03-07",58.27,58.419998,57.759998,58.290001,1119800,43.874634
"2012-03-08",58.580002,58.700001,58.200001,58.450001,3788900,43.995068
"2012-03-09",58.68,59.200001,58.400002,59.169998,3639700,44.537014
"2012-03-12",59.169998,59.82,59.169998,59.66,3961900,44.905827
"2012-03-13",59.810001,60.080002,59.549999,59.950001,1354600,45.124115
"2012-03-14",59.77,59.950001,59.07,59.080002,1394800,44.469273
"2012-03-15",59.110001,59.34,58.66,59.16,1104600,44.529484
"2012-03-16",59.150002,59.290001,58.650002,58.709999,1534500,44.190769
"2012-03-19",58.59,58.950001,58.139999,58.189999,1648300,43.799362
"2012-03-20",58.009998,58.939999,57.849998,58.700001,1378800,44.183228
"2012-03-21",58.759998,59.009998,58.549999,58.849998,1235300,44.296139
"2012-03-22",58.23,58.419998,57.950001,58.299999,1366000,44.334167
"2012-03-23",58.330002,58.400002,57.990002,58.130001,1485000,44.204887
"2012-03-26",58.599998,58.84,58.259998,58.619999,1129600,44.577511
"2012-03-27",58.779999,59.259998,58.639999,59.049999,1487300,44.904491
"2012-03-28",59.07,59.150002,58.02,58.360001,1341200,44.379799
"2012-03-29",58.18,59.419998,57.889999,59.25,2432100,45.056599
"2012-03-30",59.549999,60.360001,59.360001,59.959999,1838700,45.596512
"2012-04-02",60.209999,61.419998,60.040001,61.139999,2424700,46.493843
"2012-04-03",62.380001,62.470001,61.34,62.279999,4038900,47.36076
"2012-04-04",61.75,62.32,60.580002,62.16,2896300,47.269497
"2012-04-05",61.91,62.490002,61.73,62.43,1489500,47.474815
"2012-04-09",61.990002,62.5,61.740002,62.290001,1613200,47.368362
"2012-04-10",62.16,62.299999,61.669998,62,2794200,47.147827
"2012-04-11",62.369999,62.75,62.16,62.68,1986400,47.664936
"2012-04-12",62.68,63.119999,62.25,62.889999,2197600,47.824623
"2012-04-13",62.610001,63.060001,62.360001,62.389999,2151200,47.444405
"2012-04-16",62.860001,63.619999,62.610001,63.18,1536500,48.045162
"2012-04-17",63.470001,64.220001,63.470001,64.029999,1753900,48.691547
"2012-04-18",63.779999,63.970001,63.43,63.450001,1066000,48.250481
"2012-04-19",63.389999,63.560001,62.880001,63.509998,1958400,48.296089
"2012-04-20",63.639999,64.690002,63.48,64.510002,1711200,49.056557
"2012-04-23",63.849998,64.050003,63.27,63.459999,1684400,48.258083
"2012-04-24",63.630001,64.139999,63.450001,64.089996,1818000,48.737156
"2012-04-25",64.400002,64.400002,63.939999,64.120003,1738800,48.759987
"2012-04-26",64.110001,64.110001,63.330002,63.91,1935700,48.600292
"2012-04-27",64.18,64.919998,64.059998,64.800003,1427500,49.277088
"2012-04-30",64.57,64.860001,64.379997,64.739998,930500,49.231457
"2012-05-01",64.639999,65.330002,64.339996,65.059998,1149600,49.4748
"2012-05-02",64.889999,64.900002,63.490002,63.880001,2443800,48.577461
"2012-05-03",64.220001,65.370003,64.220001,64.449997,1981100,49.010937
"2012-05-04",64.860001,65.5,64.769997,64.919998,1694500,49.36832
"2012-05-07",64.830002,65.150002,64.699997,65.040001,1255700,49.459587
"2012-05-08",64.489998,64.919998,64.360001,64.739998,2048800,49.231457
"2012-05-09",64.260002,64.699997,63.959999,64.190002,1959700,48.813217
"2012-05-10",64.5,65.239998,64.300003,64.970001,1698400,49.406353
"2012-05-11",64.720001,65.150002,64.699997,64.889999,1300900,49.34552
"2012-05-14",64.410004,65.110001,64.169998,64.739998,1008100,49.231457
"2012-05-15",64.699997,64.699997,63.950001,64.25,1739000,48.858837
"2012-05-16",64.330002,64.43,63.75,63.919998,1046200,48.60788
"2012-05-17",64.010002,64.150002,63.700001,63.720001,1300000,48.455814
"2012-05-18",63.970001,64.25,63.290001,63.439999,990500,48.24287
"2012-05-21",63.849998,64.050003,63.369999,64.040001,747400,48.699154
"2012-05-22",64.139999,64.330002,63.849998,64.019997,944100,48.683933
"2012-05-23",63.84,64.050003,63.02,63.419998,1289400,48.227673
"2012-05-24",63.57,64.57,63.459999,64.050003,1430000,48.706745
"2012-05-25",63.389999,64.419998,63.389999,64.349998,872600,48.934887
"2012-05-29",64.57,64.730003,64.309998,64.730003,699400,49.223858
"2012-05-30",64.370003,65.269997,64.349998,64.550003,1478500,49.086975
"2012-05-31",64.489998,65.419998,64.349998,65.010002,1221900,49.436787
"2012-06-01",64.099998,64.830002,63.84,64.07,1439600,48.721954
"2012-06-04",64.160004,64.419998,63.810001,64.339996,1053400,48.92728
"2012-06-05",64.050003,64.730003,63.299999,64.080002,1669200,48.729568
"2012-06-06",64.349998,65.389999,64.220001,65.370003,1138600,49.710541
"2012-06-07",65.949997,66.459999,65.800003,66.18,1704000,50.326508
"2012-06-08",65.919998,66.75,65.879997,66.730003,809000,50.744751
"2012-06-11",66.959999,67.150002,66.459999,66.519997,841600,50.58506
"2012-06-12",66.589996,66.959999,66.110001,66.949997,923200,50.912056
"2012-06-13",66.760002,67.419998,66.559998,67.059998,918800,50.995689
"2012-06-14",67,67.690002,66.989998,67.489998,1179700,51.322689
"2012-06-15",68.010002,68.010002,67.300003,67.849998,1237000,51.596458
"2012-06-18",67.739998,68.75,67.589996,68.730003,1030900,52.265652
"2012-06-19",68.849998,69.459999,68.629997,69.260002,1530300,52.668682
"2012-06-20",69.07,69.199997,68.230003,68.519997,1725900,52.105946
"2012-06-21",68.709999,69.089996,67.790001,67.860001,1494000,51.604069
"2012-06-22",68.099998,68.150002,67.139999,67.199997,1637400,51.102161
"2012-06-25",66.199997,66.82,65.949997,66.610001,1003600,51.10984
"2012-06-26",66.82,67.959999,66.699997,67.709999,1305200,51.953857
"2012-06-27",67.120003,68.349998,67.120003,67.970001,964300,52.153366
"2012-06-28",67.720001,68.330002,67.279999,68.190002,743500,52.322166
"2012-06-29",68.800003,69.230003,68.290001,68.879997,959100,52.851608
"2012-07-02",69.099998,69.5,68.650002,69.400002,809700,53.250603
"2012-07-03",69.32,69.410004,69.080002,69.290001,547100,53.166206
"2012-07-05",69.150002,69.169998,68.769997,68.779999,912500,52.774887
"2012-07-06",68.389999,68.839996,68.139999,68.709999,788700,52.721165
"2012-07-09",68.379997,68.760002,68.169998,68.489998,716000,52.552361
"2012-07-10",68.639999,68.82,67.970001,68.099998,890900,52.253098
"2012-07-11",68.220001,68.580002,67.830002,68.459999,1111500,52.529331
"2012-07-12",68.199997,68.580002,68.099998,68.410004,1205100,52.490978
"2012-07-13",68.620003,69.050003,68.5,69.029999,1003800,52.966709
"2012-07-16",69.040001,69.190002,68.529999,68.660004,1414700,52.682819
"2012-07-17",68.809998,69.620003,68.739998,69.510002,792800,53.335007
"2012-07-18",69.5,70.269997,69.139999,70.260002,923300,53.910484
"2012-07-19",70.139999,70.589996,69.839996,70.43,817700,54.04092
"2012-07-20",70.18,70.860001,70.18,70.690002,877300,54.240417
"2012-07-23",69.480003,69.910004,69.18,69.43,1048200,53.273628
"2012-07-24",69.32,69.370003,68.370003,68.769997,790800,52.7672
"2012-07-25",69.059998,69.199997,67.709999,68.07,939500,52.230087
"2012-07-26",68.800003,69.769997,68.800003,69.68,760000,53.465454
"2012-07-27",70.010002,71.099998,69.959999,70.860001,1151100,54.37085
"2012-07-30",70.68,71.330002,70.480003,70.860001,605500,54.37085
"2012-07-31",70.870003,71.169998,70.309998,70.410004,699700,54.025597
"2012-08-01",70.650002,72.32,70.07,70.080002,842300,53.772366
"2012-08-02",70.099998,70.129997,68.860001,69.230003,1172600,53.120163
"2012-08-03",70.260002,70.32,69.790001,70.220001,892600,53.879791
"2012-08-06",70.610001,70.870003,69.699997,69.720001,738300,53.496143
"2012-08-07",69.889999,70.190002,69.379997,69.459999,1077700,53.296646
"2012-08-08",69.470001,69.510002,68.660004,68.889999,912400,52.859291
"2012-08-09",68.889999,69.139999,68.589996,68.879997,558900,52.851608
"2012-08-10",68.699997,69.120003,68.440002,69.029999,475700,52.966709
"2012-08-13",68.82,69.07,68.389999,68.599998,576200,52.636765
"2012-08-14",68.830002,69.43,68.650002,69.330002,1011400,53.196896
"2012-08-15",69.209999,69.690002,69.050003,69.290001,520700,53.166206
"2012-08-16",69.220001,69.5,68.790001,68.919998,616800,52.882309
"2012-08-17",68.860001,68.860001,68.550003,68.739998,473900,52.74419
"2012-08-20",68.389999,68.830002,68.010002,68.830002,643000,52.813232
"2012-08-21",68.839996,68.910004,67.68,67.75,940200,51.984535
"2012-08-22",67.739998,67.889999,67.559998,67.75,733800,51.984535
"2012-08-23",67.699997,67.739998,66.830002,66.949997,617600,51.370724
"2012-08-24",66.730003,67.339996,66.68,67.18,628800,51.547195
"2012-08-27",67.190002,67.370003,67.010002,67.230003,762600,51.585564
"2012-08-28",67.080002,67.199997,66.650002,66.739998,1017700,51.209587
"2012-08-29",66.779999,66.910004,66.43,66.830002,839700,51.278648
"2012-08-30",66.580002,66.769997,66.18,66.400002,751700,50.948708
"2012-08-31",66.589996,66.629997,66.019997,66.199997,824200,50.795242
"2012-09-04",66.099998,66.5,65.900002,66.129997,1126100,50.741531
"2012-09-05",66.389999,66.489998,65.529999,65.739998,1571600,50.44228
"2012-09-06",66.010002,66.809998,65.790001,66.790001,913700,51.247952
"2012-09-07",66.919998,66.970001,66.279999,66.610001,794100,51.10984
"2012-09-10",66.940002,66.940002,66.57,66.57,1014500,51.07914
"2012-09-11",66.57,66.830002,66.449997,66.589996,897500,51.094505
"2012-09-12",66.639999,66.660004,66.150002,66.290001,778500,50.864292
"2012-09-13",66.230003,67.220001,66.139999,67.220001,924700,51.577888
"2012-09-14",67.160004,67.209999,65.559998,65.790001,3235600,50.480656
"2012-09-17",65.550003,65.970001,65.32,65.449997,4183100,50.219769
"2012-09-18",65.449997,65.449997,64.610001,64.68,1511700,49.628952
"2012-09-19",64.699997,65,64.459999,64.730003,1012700,49.667316
"2012-09-20",64.529999,64.940002,64.5,64.790001,1024700,49.713356
"2012-09-21",64.959999,64.959999,64.059998,64.540001,2843600,49.521526
"2012-09-24",64.410004,65.120003,64.32,65.010002,1359000,49.882164
"2012-09-25",65.139999,65.419998,64.699997,65.019997,1690100,49.889816
"2012-09-26",64.68,65.110001,64.089996,64.139999,1212000,49.672981
"2012-09-27",64.349998,64.610001,64.040001,64.059998,1198600,49.611031
"2012-09-28",64,64.610001,63.869999,64.489998,1072900,49.944054
"2012-10-01",64.669998,65.099998,64.550003,64.639999,1121000,50.060207
"2012-10-02",64.709999,65.18,64.470001,65.110001,1158800,50.424206
"2012-10-03",65.260002,66.150002,65.129997,66.059998,1232600,51.159916
"2012-10-04",66.440002,66.870003,66.260002,66.389999,1169700,51.415474
"2012-10-05",66.639999,67.269997,66.489998,66.68,995100,51.640072
"2012-10-08",66.589996,66.970001,66.519997,66.910004,657600,51.818203
"2012-10-09",66.830002,67.279999,66.699997,66.739998,999200,51.686539
"2012-10-10",66.93,67.190002,66.699997,66.760002,997900,51.702034
"2012-10-11",67.059998,67.279999,66.790001,67.010002,738800,51.895657
"2012-10-12",67.239998,67.269997,66.620003,66.879997,969700,51.794975
"2012-10-15",66.910004,67.610001,66.620003,67.540001,826000,52.30611
"2012-10-16",67.75,68.160004,67.57,67.879997,1087900,52.569416
"2012-10-17",68.099998,68.5,67.93,68.360001,688300,52.941147
"2012-10-18",68.230003,68.480003,68.110001,68.349998,742600,52.933399
"2012-10-19",68.360001,68.629997,67.650002,67.779999,693900,52.49197
"2012-10-22",67.540001,68.120003,67.260002,68.089996,925200,52.732048
"2012-10-23",67.709999,67.93,67.110001,67.760002,785600,52.476479
"2012-10-24",67.849998,68.040001,67.419998,67.660004,714100,52.399044
"2012-10-25",67.910004,68.660004,67.830002,68.650002,1116100,53.165737
"2012-10-26",68.650002,69.279999,68.629997,68.980003,1306800,53.42131
"2012-10-31",69.059998,70,68.93,69.75,1169500,54.017628
"2012-11-01",69.169998,69.260002,68.599998,68.989998,1204800,53.429047
"2012-11-02",69.309998,69.739998,69.040001,69.129997,1798300,53.537472
"2012-11-05",68.93,68.989998,68.150002,68.239998,852600,52.848213
"2012-11-06",68.449997,69.860001,68.110001,68.760002,1198300,53.250923
"2012-11-07",68.389999,68.389999,66.57,67,1179600,51.887901
"2012-11-08",66.959999,67.339996,66.059998,66.059998,1066500,51.159916
"2012-11-09",65.800003,66.199997,65.529999,65.790001,771000,50.950825
"2012-11-12",65.779999,66.080002,65.459999,65.769997,597100,50.935337
"2012-11-13",65.459999,66.5,65.389999,66.190002,806000,51.260605
"2012-11-14",66.169998,66.290001,65.419998,65.699997,1297300,50.881126
"2012-11-15",65.760002,66.099998,65,65.190002,1084500,50.486153
"2012-11-16",64.959999,66.400002,64.959999,66.080002,955400,51.175411
"2012-11-19",66.32,66.43,65.57,65.910004,745300,51.043755
"2012-11-20",66.019997,66.57,65.769997,66.57,1422300,51.554897
"2012-11-21",66.690002,66.720001,65.440002,66.300003,946500,51.345787
"2012-11-23",66.5,66.550003,65.769997,66.050003,450300,51.152168
"2012-11-26",65.739998,66.889999,65.739998,66.779999,715500,51.717522
"2012-11-27",66.529999,67.349998,66.529999,66.610001,887000,51.585861
"2012-11-28",66.57,67.529999,66.269997,67.480003,1116400,52.259644
"2012-11-29",67.610001,67.870003,67.209999,67.779999,598500,52.49197
"2012-11-30",67.660004,68.459999,67.639999,68.419998,1218700,52.987625
"2012-12-03",68.410004,69.080002,68.040001,68.660004,1624200,53.173489
"2012-12-04",68.75,68.790001,68.160004,68.239998,978000,52.848213
"2012-12-05",68.419998,71.129997,68.120003,70.300003,2037500,54.443581
"2012-12-06",70.43,71.57,70.260002,71.5,1751700,55.372902
"2012-12-07",71.620003,71.800003,70.919998,71.339996,1614300,55.248997
"2012-12-10",71.220001,71.709999,70.93,71.220001,877200,55.156059
"2012-12-11",71.25,71.849998,71.160004,71.529999,1179000,55.396141
"2012-12-12",71.43,72.010002,71.269997,71.360001,1320300,55.264488
"2012-12-13",71.459999,71.730003,71.07,71.440002,915700,55.326447
"2012-12-14",71.480003,71.870003,71.360001,71.5,956400,55.372902
"2012-12-17",71.57,72.790001,71.510002,72.739998,1184700,56.333225
"2012-12-18",72.620003,72.870003,72.260002,72.650002,1527900,56.263531
"2012-12-19",72.529999,72.709999,72.139999,72.260002,831100,55.961502
"2012-12-20",71.989998,72.389999,71.730003,71.949997,1264900,55.721405
"2012-12-21",71.580002,72.449997,71.580002,71.959999,2040900,55.729164
"2012-12-24",71.839996,71.959999,71.32,71.709999,294300,55.535522
"2012-12-26",71.589996,71.82,70.93,70.989998,629400,55.441826
"2012-12-27",70.919998,71.239998,69.849998,70.739998,715700,55.246578
"2012-12-28",70.480003,70.949997,70.07,70.190002,901200,54.817036
"2012-12-31",69.980003,71,69.690002,70.940002,1106400,55.402775
"2013-01-02",71.980003,72.349998,71.589996,72.18,1187200,56.371201
"2013-01-03",72.209999,72.620003,71.75,71.959999,579000,56.199387
"2013-01-04",72.07,72.269997,71.75,72,901500,56.230621
"2013-01-07",72.019997,72.25,71.669998,71.849998,749900,56.113464
"2013-01-08",71.629997,71.849998,70.610001,70.839996,1623400,55.32468
"2013-01-09",71.07,71.580002,70.93,71.370003,1049800,55.73859
"2013-01-10",71.650002,72.169998,71.580002,71.860001,830800,56.121269
"2013-01-11",72.089996,72.150002,71.360001,71.830002,1050100,56.097847
"2013-01-14",71.860001,72.519997,71.709999,72.25,918700,56.42585
"2013-01-15",72.220001,72.889999,71.589996,72.699997,1102500,56.777309
"2013-01-16",72.43,72.559998,71.940002,72.220001,665900,56.402424
"2013-01-17",72.410004,72.910004,72.059998,72.669998,741800,56.753876
"2013-01-18",72.739998,73.220001,72.529999,73.190002,826600,57.159981
"2013-01-22",73.190002,74.129997,72.459999,74.010002,843300,57.800388
"2013-01-23",73.730003,73.839996,73.169998,73.690002,912900,57.550484
"2013-01-24",73.800003,74.470001,73.769997,73.970001,568900,57.76915
"2013-01-25",74.029999,74.440002,73.57,74.360001,654900,58.073738
"2013-01-28",74.370003,74.809998,74.120003,74.580002,661900,58.245544
"2013-01-29",74.639999,74.970001,74.599998,74.919998,715500,58.511086
"2013-01-30",74.919998,75.330002,74.739998,75.080002,618700,58.636032
"2013-01-31",74.889999,75.400002,74.809998,75.050003,841000,58.612602
"2013-02-01",75.220001,75.809998,75.199997,75.730003,650000,59.143688
"2013-02-04",75.809998,76.32,75.389999,75.5,939000,58.964054
"2013-02-05",75.970001,76.449997,75.669998,75.790001,614000,59.190533
"2013-02-06",75.5,75.889999,75.349998,75.739998,559800,59.151478
"2013-02-07",75.75,76.239998,75.370003,75.68,843500,59.10463
"2013-02-08",75.599998,76.190002,75.400002,76.139999,767200,59.463879
"2013-02-11",76.019997,76.139999,75.57,75.760002,6e+05,59.167103
