"dates","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
"2010-03-02",49.360001,49.5,48.619999,48.790001,3512500,34.32235
"2010-03-03",48.779999,49.060001,48.619999,48.939999,2218600,34.427868
"2010-03-04",48.68,49.07,48.380001,48.810001,1962300,34.336422
"2010-03-05",49.009998,49.830002,48.860001,49.73,2281300,34.983604
"2010-03-08",51.360001,51.740002,50.91,51,3446700,35.877022
"2010-03-09",50.98,50.98,50.48,50.650002,3347400,35.630806
"2010-03-10",50.57,50.73,50.25,50.68,2198700,35.651901
"2010-03-11",50.459999,50.669998,50.189999,50.59,1171400,35.5886
"2010-03-12",50.84,51.029999,50.220001,50.27,1558200,35.363476
"2010-03-15",50.279999,50.48,50.099998,50.25,1413400,35.349426
"2010-03-16",49.860001,50.380001,49.75,50.330002,1621300,35.682625
"2010-03-17",50.209999,50.43,50,50.310001,1982200,35.668442
"2010-03-18",50.16,50.84,50.16,50.75,1252900,35.9804
"2010-03-19",50.5,51.09,50.169998,50.5,2326300,35.803162
"2010-03-22",50.09,50.5,50,50.310001,1334500,35.668442
"2010-03-23",50.240002,50.240002,49.84,50.060001,2034600,35.491211
"2010-03-24",49.939999,49.939999,49.27,49.57,2602700,35.143818
"2010-03-25",49.790001,50.25,48.66,48.740002,2716700,34.555374
"2010-03-26",48.900002,49.43,48.720001,49.150002,2501600,34.846043
"2010-03-29",49.25,50.5,49.150002,50.439999,2097200,35.760609
"2010-03-30",50.43,50.869999,50.189999,50.259998,1899000,35.633003
"2010-03-31",50.09,50.310001,49.759998,49.900002,1688900,35.377781
"2010-04-01",50.02,50.759998,50.02,50.700001,1392400,35.944958
"2010-04-05",50.740002,51.259998,50.720001,51.25,1574700,36.334877
"2010-04-06",50.990002,51.43,50.860001,51.360001,1640600,36.412868
"2010-04-07",51.380001,51.419998,50.779999,50.849998,2310300,36.051292
"2010-04-08",50.73,50.73,50.09,50.310001,1248300,35.668442
"2010-04-09",50.23,50.540001,49.849998,50.490002,1611600,35.796059
"2010-04-12",50.619999,50.740002,50.439999,50.48,1312800,35.788979
"2010-04-13",50.349998,50.709999,49.93,50.150002,1471000,35.555023
"2010-04-14",50.02,50.200001,49.59,49.790001,1543700,35.299782
"2010-04-15",49.75,49.93,49.560001,49.66,1628100,35.207611
"2010-04-16",49.59,49.82,49.060001,49.099998,1421900,34.810581
"2010-04-19",49.009998,49.549999,48.849998,49.5,1249200,35.094177
"2010-04-20",49.75,49.990002,49.439999,49.959999,1786700,35.420315
"2010-04-21",49.990002,50.330002,49.939999,50.150002,1211200,35.555023
"2010-04-22",50.07,50.240002,49.580002,50.130001,1222000,35.540833
"2010-04-23",50.02,50.490002,49.75,50.490002,955800,35.796059
"2010-04-26",50.470001,50.5,50.150002,50.200001,781200,35.590462
"2010-04-27",50,50.080002,49,49.02,1391400,34.753876
"2010-04-28",48.84,49.869999,47.16,49.5,6491100,35.094177
"2010-04-29",49.529999,50.110001,48.860001,49.43,2553600,35.044548
"2010-04-30",49.41,49.639999,49.040001,49.18,2144000,34.867313
"2010-05-03",49.290001,50.779999,49.040001,50.369999,2935300,35.710983
"2010-05-04",49.830002,50.209999,48.619999,48.950001,3027800,34.704243
"2010-05-05",48.810001,49.130001,47.98,48.130001,4408000,34.122894
"2010-05-06",47.860001,48.150002,45.02,47.040001,4119300,33.350113
"2010-05-07",47,47.619999,46.099998,46.439999,3619700,32.924725
"2010-05-10",47.220001,47.970001,46.880001,47.48,2059300,33.66206
"2010-05-11",47.099998,47.75,46.939999,47.299999,1573700,33.534447
"2010-05-12",47.330002,47.610001,46.990002,47.169998,2625600,33.442276
"2010-05-13",47.18,48.220001,46.91,47.41,1651300,33.612442
"2010-05-14",47.369999,47.580002,46.919998,47.209999,1997700,33.470631
"2010-05-17",47.25,47.450001,46.299999,47.16,2021700,33.435192
"2010-05-18",47.400002,48.07,47.23,47.299999,2834800,33.534447
"2010-05-19",47.200001,48.040001,47.049999,47.34,4133700,33.562809
"2010-05-20",46.549999,46.73,45.740002,45.799999,3833200,32.470982
"2010-05-21",45.439999,46.240002,45.119999,46.099998,3601800,32.683666
"2010-05-24",46.029999,46.560001,45.439999,45.48,2508200,32.244106
"2010-05-25",44.740002,45.099998,43.91,45.07,2144100,31.953424
"2010-05-26",45.41,45.700001,44.790001,44.959999,2086300,31.875446
"2010-05-27",45.509998,45.82,45.150002,45.689999,1201400,32.393002
"2010-05-28",45.66,46.490002,45.639999,46,1852400,32.612774
"2010-06-01",45.77,45.849998,44.849998,44.849998,2214800,31.797451
"2010-06-02",45.119999,45.799999,44.740002,45.779999,2108900,32.456799
"2010-06-03",45.68,46.18,45.639999,46.07,1177600,32.662407
"2010-06-04",45.32,45.580002,44.400002,44.509998,1810600,31.556406
"2010-06-07",44.669998,45.529999,44.52,44.970001,2316000,31.88253
"2010-06-08",44.93,46.5,44.740002,46.400002,4650300,32.89637
"2010-06-09",46.630001,46.639999,46,46.23,4164500,32.775852
"2010-06-10",46.68,47.66,46.68,47.610001,1636300,33.754227
"2010-06-11",47.349998,48.169998,47.040001,48.110001,2693800,34.10873
"2010-06-14",48.580002,49,48.139999,48.220001,1860500,34.186703
"2010-06-15",48.5,49.200001,48.459999,49.150002,1680700,34.846043
"2010-06-16",48.240002,49.529999,48.240002,49.23,1915300,35.181927
"2010-06-17",49.41,50.060001,49.080002,49.970001,2280000,35.710758
"2010-06-18",49.91,50.169998,49.630001,50.099998,1715300,35.803661
"2010-06-21",50.360001,50.98,49,49.330002,2293100,35.253391
"2010-06-22",49.200001,49.43,47.75,47.82,2359400,34.174274
"2010-06-23",47.889999,48.23,47.669998,47.77,1702000,34.138542
"2010-06-24",47.700001,48.860001,47.490002,47.950001,2957500,34.267174
"2010-06-25",48.150002,48.25,47.439999,48.240002,2296600,34.474422
"2010-06-28",48.389999,48.990002,47.98,48.619999,1790300,34.745995
"2010-06-29",48.200001,48.299999,47.18,47.5,2885700,33.945599
"2010-06-30",47.34,47.720001,46.59,46.790001,2094000,33.438194
"2010-07-01",46.959999,46.990002,46.25,46.43,2130000,33.180931
"2010-07-02",46.459999,46.810001,46.25,46.509998,1440100,33.238094
"2010-07-06",46.73,47.299999,46.540001,47.060001,1303900,33.631145
"2010-07-07",47.009998,48.5,46.93,48.490002,1562300,34.653088
"2010-07-08",48.740002,48.849998,48.290001,48.849998,1054800,34.910355
"2010-07-09",48.919998,49.279999,48.669998,49.259998,1466900,35.20335
"2010-07-12",49.099998,49.540001,48.849998,49.310001,827600,35.239098
"2010-07-13",49.779999,50.18,49.459999,49.75,1220100,35.553528
"2010-07-14",49.509998,49.799999,49.110001,49.380001,1392900,35.289112
"2010-07-15",49.450001,49.720001,48.720001,49.400002,2888800,35.303413
"2010-07-16",49.25,49.360001,48.439999,48.540001,1520100,34.688831
"2010-07-19",48.650002,49.560001,48.330002,49.450001,1616800,35.339153
"2010-07-20",48.869999,49.959999,48.810001,49.950001,1315200,35.696468
"2010-07-21",49.919998,49.919998,48.98,49.220001,1713600,35.174778
"2010-07-22",49.619999,50.509998,49.619999,50.349998,1989100,35.982327
"2010-07-23",50.32,50.630001,50.029999,50.459999,1445700,36.060944
"2010-07-26",50.529999,50.779999,50.400002,50.759998,1700200,36.27533
"2010-07-27",50.889999,51.240002,50.330002,51.16,1829700,36.56118
"2010-07-28",50.93,51.18,50.439999,50.580002,1384600,36.146694
"2010-07-29",51.009998,51.200001,49.529999,49.959999,2304300,35.703609
"2010-07-30",49.52,50,49.110001,49.75,1683000,35.553528
"2010-08-02",50.139999,50.790001,50.139999,50.450001,2185600,36.053795
"2010-08-03",50.220001,51.57,50.09,51.360001,2597500,36.704124
"2010-08-04",51.43,51.779999,51.07,51.450001,1530500,36.768433
"2010-08-05",51.099998,51.84,50.970001,51.82,1570500,37.032852
"2010-08-06",51.580002,52,51.130001,51.799999,1806000,37.018566
"2010-08-09",51.759998,52.299999,51.720001,51.939999,1871000,37.118607
"2010-08-10",51.450001,52.700001,51.380001,52.43,1824600,37.468788
"2010-08-11",51.75,51.939999,51.369999,51.759998,2097900,36.989967
"2010-08-12",51.09,51.639999,50.939999,51.279999,1252800,36.646938
"2010-08-13",50.889999,51.560001,50.889999,51.150002,1002300,36.554054
"2010-08-16",50.919998,51.439999,50.509998,51.240002,965000,36.618366
"2010-08-17",51.57,51.98,51.349998,51.400002,1261500,36.732693
"2010-08-18",51.419998,51.43,50.889999,51.299999,1441800,36.661236
"2010-08-19",50.93,51.099998,50.16,50.599998,1196000,36.160984
"2010-08-20",50.169998,50.66,49.91,50.540001,1394400,36.118099
"2010-08-23",50.779999,51.400002,50.779999,51,1024600,36.446842
"2010-08-24",50.59,51.5,50.490002,51.099998,1774100,36.518307
"2010-08-25",50.799999,51.490002,50.549999,51.25,1957000,36.625507
"2010-08-26",51.349998,51.619999,51.16,51.330002,1536100,36.682674
"2010-08-27",51.529999,52,51.049999,51.970001,1444700,37.140045
"2010-08-30",51.900002,51.950001,51,51.009998,818600,36.453995
"2010-08-31",50.849998,51.459999,50.560001,50.919998,2580800,36.389679
"2010-09-01",51.27,52.619999,50.84,52.490002,2066900,37.511669
"2010-09-02",52.470001,53.450001,52.25,53.439999,2500600,38.19059
"2010-09-03",53.630001,53.720001,53.02,53.560001,1323500,38.27634
"2010-09-07",53.349998,53.73,53.18,53.240002,889600,38.047646
"2010-09-08",53.23,53.439999,52.560001,52.709999,1138900,37.668884
"2010-09-09",53.34,53.34,52.959999,53.139999,889700,37.97617
"2010-09-10",53.080002,53.369999,52.73,53.290001,1767600,38.083385
"2010-09-13",53.610001,53.73,53,53.369999,1095300,38.140568
"2010-09-14",53.07,53.650002,52.970001,53.450001,1038700,38.197731
"2010-09-15",53.380001,53.450001,52.799999,53.150002,866000,37.983326
"2010-09-16",53,53.43,52.799999,53.139999,1275600,37.97617
"2010-09-17",53.389999,53.5,52.919998,53.080002,1328700,37.933319
"2010-09-20",53.130001,53.540001,53,53.400002,1618500,38.161999
"2010-09-21",53.349998,53.400002,52.709999,52.91,1586400,37.811802
"2010-09-22",52.959999,53.82,52.959999,53.599998,1261300,38.304909
"2010-09-23",53.299999,53.48,52.610001,52.689999,1042000,37.654591
"2010-09-24",53.18,54.040001,53.169998,53.880001,1417600,38.505016
"2010-09-27",53.470001,53.849998,53.349998,53.630001,1130000,38.605808
"2010-09-28",53.639999,54.040001,53.18,53.93,1295900,38.821754
"2010-09-29",53.66,54.029999,53.389999,53.73,921000,38.67778
"2010-09-30",53.900002,54.32,53.619999,53.799999,1855400,38.728176
"2010-10-01",53.860001,54.259998,53.639999,54.16,1102200,38.987328
"2010-10-04",53.959999,54.380001,53.290001,53.689999,1009500,38.648983
"2010-10-05",54.07,54.259998,53.57,54.169998,1395900,38.994518
"2010-10-06",53.990002,54.380001,53.689999,54.09,1181900,38.936939
"2010-10-07",54.02,54.450001,53.700001,53.889999,903300,38.792961
"2010-10-08",54.060001,54.09,53.709999,53.75,1416000,38.692184
"2010-10-11",53.720001,53.720001,53.369999,53.48,1439800,38.497826
"2010-10-12",53.34,53.720001,53.150002,53.599998,1265500,38.584194
"2010-10-13",53.700001,53.849998,53.43,53.470001,1268100,38.490608
"2010-10-14",53.490002,53.830002,52.939999,53.200001,1465200,38.296265
"2010-10-15",53.52,53.900002,53.259998,53.330002,1639100,38.389851
"2010-10-18",53.439999,53.91,53.34,53.880001,883800,38.78577
"2010-10-19",53.43,53.93,53.259998,53.400002,1238800,38.440231
"2010-10-20",53.439999,54.110001,53.439999,53.790001,961900,38.720978
"2010-10-21",54.029999,54.049999,53.139999,53.349998,988300,38.404251
"2010-10-22",53.380001,53.560001,53.09,53.52,975800,38.526611
"2010-10-25",53.869999,54.02,53.669998,53.790001,1072200,38.720978
"2010-10-26",53.610001,53.740002,53.259998,53.330002,1394900,38.389851
"2010-10-27",52.73,53.220001,52.59,53.139999,1106900,38.253082
"2010-10-28",53.400002,53.720001,53.200001,53.490002,953800,38.505016
"2010-10-29",53.349998,53.669998,53.139999,53.48,1167300,38.497826
"2010-11-01",53.720001,53.889999,52.82,53.139999,1144500,38.253082
"2010-11-02",53.439999,53.98,53.41,53.889999,1347300,38.792961
"2010-11-03",53.900002,53.990002,53.209999,53.650002,1038200,38.62019
"2010-11-04",54.09,54.279999,53.66,53.779999,1490900,38.713772
"2010-11-05",52.939999,54.130001,52.880001,54.060001,1205300,38.915344
"2010-11-08",53.939999,54.029999,53.27,53.639999,1349700,38.612991
"2010-11-09",52.990002,52.990002,50.830002,51.59,6534800,37.137299
"2010-11-10",51.52,52.41,51.169998,51.900002,2706100,37.360458
"2010-11-11",51.459999,51.950001,51.189999,51.279999,1374200,36.914135
"2010-11-12",51.110001,51.369999,50.84,50.970001,1701500,36.69099
"2010-11-15",51.040001,51.25,50.709999,50.709999,1518700,36.503815
"2010-11-16",50.57,50.66,49.599998,49.959999,2393500,35.963928
"2010-11-17",50.18,50.279999,49.75,49.950001,1640000,35.956718
"2010-11-18",50.310001,50.509998,50.130001,50.369999,1162700,36.259079
"2010-11-19",50.419998,50.810001,50.09,50.470001,1940200,36.331062
"2010-11-22",50.299999,50.580002,50.119999,50.509998,1382500,36.359863
"2010-11-23",50.419998,50.419998,49.720001,50.07,1075900,36.043114
"2010-11-24",50.5,50.529999,50.209999,50.470001,1180800,36.331062
"2010-11-26",50.099998,50.490002,49.970001,50.25,636000,36.172684
"2010-11-29",49.919998,50.09,49.599998,49.880001,1192200,35.906342
"2010-11-30",49.689999,50.169998,49.490002,50.09,2376300,36.057507
"2010-12-01",50.57,50.869999,50.080002,50.549999,2163700,36.388649
"2010-12-02",50.66,51.139999,50.5,51.009998,1856300,36.719765
"2010-12-03",50.860001,51.049999,50.529999,50.990002,1460400,36.705383
"2010-12-06",50.98,51.23,50.799999,50.939999,2768400,36.66938
"2010-12-07",51.220001,51.389999,50.84,50.939999,1939800,36.66938
"2010-12-08",50.939999,51.209999,50.59,50.799999,1980400,36.5686
"2010-12-09",51.369999,51.540001,51.110001,51.34,2499700,36.95734
"2010-12-10",51.369999,51.689999,51.080002,51.279999,3150100,36.914135
"2010-12-13",51.43,51.619999,51.110001,51.349998,1385100,36.964523
"2010-12-14",51.450001,51.759998,51.389999,51.75,1369500,37.25248
"2010-12-15",51.540001,51.779999,51.389999,51.57,1439600,37.122894
"2010-12-16",51.610001,51.970001,51.360001,51.91,1470500,37.367653
"2010-12-17",51.900002,52.470001,51.790001,52.470001,3140200,37.770779
"2010-12-20",52.57,52.75,52.220001,52.41,1657800,37.727581
"2010-12-21",52.200001,52.27,51.68,51.900002,2278800,37.640549
"2010-12-22",51.91,52.209999,51.709999,52.110001,985800,37.792843
"2010-12-23",52.029999,52.27,51.810001,52.16,818300,37.829113
"2010-12-27",51.98,52.369999,51.860001,52.200001,638700,37.858116
"2010-12-28",52.25,52.369999,51.919998,52.279999,634200,37.916142
"2010-12-29",52.25,52.41,52.200001,52.32,924800,37.945145
"2010-12-30",52.310001,52.5,52.279999,52.369999,630300,37.981411
"2010-12-31",52.259998,52.580002,52.259998,52.48,741700,38.061195
"2011-01-03",52.689999,52.689999,52.279999,52.459999,971000,38.04668
"2011-01-04",52.630001,52.919998,52.139999,52.470001,2020000,38.053951
"2011-01-05",52.040001,52.330002,51.689999,51.900002,1906000,37.640549
"2011-01-06",51.740002,52,51.59,51.77,1306700,37.546265
"2011-01-07",51.75,51.970001,51.48,51.650002,1273600,37.45924
"2011-01-10",51.549999,51.59,51.18,51.549999,1140800,37.386696
"2011-01-11",51.720001,51.860001,51.439999,51.700001,869500,37.495499
"2011-01-12",51.900002,52.119999,51.77,51.900002,853600,37.640549
"2011-01-13",51.830002,52.130001,51.619999,51.959999,781000,37.684055
"2011-01-14",51.880001,52.349998,51.849998,52.349998,906000,37.966908
"2011-01-18",52.490002,52.490002,51.759998,52.080002,1378200,37.771091
"2011-01-19",52.139999,52.259998,51.77,51.939999,1181000,37.669548
"2011-01-20",51.939999,52.77,51.740002,52.299999,2036200,37.930649
"2011-01-21",52.57,52.689999,52.25,52.43,2605100,38.024933
"2011-01-24",52.32,52.779999,52.32,52.619999,1001700,38.162731
"2011-01-25",52.599998,52.84,52.25,52.580002,1143800,38.133724
"2011-01-26",52.48,52.82,52.259998,52.450001,1484300,38.039436
"2011-01-27",52.439999,52.509998,51.990002,52.330002,1740400,37.952408
"2011-01-28",52.259998,52.470001,51.799999,51.869999,1566300,37.618793
"2011-01-31",51.950001,52.220001,51.779999,52.07,1797500,37.76384
"2011-02-01",52.200001,52.939999,52.07,52.91,1699900,38.373058
"2011-02-02",52.57,53,52.509998,52.560001,933100,38.119213
"2011-02-03",52.459999,52.810001,51.900002,51.98,2652000,37.698559
"2011-02-04",52.040001,52.279999,51.709999,52.119999,1520200,37.800102
"2011-02-07",52.330002,52.82,52.23,52.82,1222400,38.307785
"2011-02-08",52.900002,53.41,52.720001,53.369999,1744500,38.706654
"2011-02-09",53,53.439999,53,53.400002,1077600,38.72842
"2011-02-10",53.09,53.470001,53.09,53.450001,803800,38.764694
"2011-02-11",53.029999,53.43,52.84,53.27,1527300,38.634144
"2011-02-14",53.07,53.119999,52.599998,53.09,865700,38.503597
"2011-02-15",52.889999,53.349998,52.82,53.16,962700,38.554348
"2011-02-16",53.049999,53.5,53,53.330002,1102600,38.677658
"2011-02-17",53.189999,53.549999,52.880001,52.970001,2446400,38.416569
"2011-02-18",53.080002,53.32,52.970001,53.299999,1880200,38.655903
"2011-02-22",52.720001,53.349998,52.560001,53.32,1878300,38.67041
"2011-02-23",53.439999,53.439999,52.82,52.830002,2233800,38.315029
"2011-02-24",53,53.18,52.639999,52.98,2121500,38.42382
"2011-02-25",53.060001,53.599998,53.009998,53.43,1248400,38.750172
"2011-02-28",52.740002,53.59,52.529999,53.23,2643700,38.605137
"2011-03-01",53.330002,53.790001,53.060001,53.09,2834800,38.503597
"2011-03-02",53.220001,53.490002,53.049999,53.290001,1411000,38.648647
"2011-03-03",53.57,53.849998,53.41,53.75,2060000,38.982265
"2011-03-04",53.599998,53.830002,53.009998,53.639999,2378700,38.902481
"2011-03-07",53.73,54.27,53.490002,53.599998,2432100,38.87347
"2011-03-08",53.77,54.439999,53.709999,54.029999,1632500,39.185333
"2011-03-09",54.040001,54.150002,53.77,54.07,1360100,39.214348
"2011-03-10",53.66,53.869999,53.389999,53.459999,1262700,38.771927
"2011-03-11",53.450001,53.889999,53.389999,53.759998,1113000,38.989525
"2011-03-14",53.330002,53.41,52.869999,53,1610300,38.438324
"2011-03-15",52.130001,52.34,51.549999,51.939999,2962900,37.669548
"2011-03-16",51.43,51.599998,50.32,50.619999,3010000,37.054665
"2011-03-17",51.240002,51.389999,50.639999,51.25,1563100,37.515846
"2011-03-18",51.880001,52.439999,51.189999,51.400002,2058400,37.625637
"2011-03-21",51.830002,52.560001,51.830002,52.23,1113500,38.233208
"2011-03-22",52.34,52.830002,52.279999,52.380001,1355600,38.34301
"2011-03-23",52.799999,53.52,52.029999,52.040001,3117600,38.094128
"2011-03-24",52.419998,52.59,51.93,52.459999,1573500,38.401566
"2011-03-25",52.549999,52.759998,52.400002,52.490002,920400,38.423546
"2011-03-28",52.5,52.900002,52.380001,52.380001,1256800,38.34301
"2011-03-29",52.360001,52.77,52.119999,52.77,1423700,38.628502
"2011-03-30",52.900002,53.919998,52.849998,53.75,1330700,39.345882
"2011-03-31",53.66,53.799999,53.389999,53.5,1286100,39.162868
"2011-04-01",53.630001,53.950001,53.580002,53.810001,822300,39.389805
"2011-04-04",53.799999,53.93,53.389999,53.91,1047400,39.463001
"2011-04-05",53.82,54.080002,53.619999,53.740002,1013900,39.338558
"2011-04-06",53.869999,54.349998,53.860001,54.099998,737800,39.602081
"2011-04-07",54.029999,54.029999,53.259998,53.450001,1086100,39.126278
"2011-04-08",53.709999,53.82,53.209999,53.459999,704200,39.133583
"2011-04-11",53.400002,53.630001,52.830002,53,836700,38.796867
"2011-04-12",52.860001,53.040001,52.189999,52.57,874800,38.48209
"2011-04-13",52.650002,52.939999,52.439999,52.470001,1010600,38.408905
"2011-04-14",52.240002,52.919998,52.119999,52.810001,728500,38.65778
"2011-04-15",53.040001,54,52.939999,53.77,1350800,39.360508
"2011-04-18",53.34,53.610001,53.02,53.189999,904900,38.935951
"2011-04-19",53.360001,53.389999,52.59,52.959999,1105100,38.767578
"2011-04-20",53.5,53.759998,53.360001,53.470001,872900,39.140903
"2011-04-21",53.529999,53.669998,53.310001,53.450001,741300,39.126278
"2011-04-25",53.369999,53.91,53.34,53.91,705400,39.463001
"2011-04-26",54,54.41,53.869999,54.32,581600,39.763123
"2011-04-27",54.41,54.970001,54.330002,54.889999,677800,40.180374
"2011-04-28",54.759998,55.220001,54.529999,55.110001,763300,40.341415
"2011-04-29",55.080002,55.169998,54.799999,55.099998,1067800,40.334095
"2011-05-02",55.259998,55.470001,54.91,55.200001,902000,40.407295
"2011-05-03",54.950001,55.880001,54.790001,55.5,1523800,40.626911
"2011-05-04",55.419998,55.48,54.650002,54.779999,1585900,40.099857
"2011-05-05",54.619999,54.869999,54.040001,54.360001,962800,39.792408
"2011-05-06",54.849998,55.330002,54.549999,54.860001,919600,40.158417
"2011-05-09",54.650002,55.060001,54.310001,55.02,936200,40.275528
"2011-05-10",55.18,55.970001,55.18,55.389999,1348800,40.546383
"2011-05-11",55.290001,55.380001,54.630001,54.990002,821100,40.253586
"2011-05-12",54.900002,55.23,54.68,55.18,1032700,40.392658
"2011-05-13",55.25,55.470001,54.610001,55.110001,755500,40.341415
"2011-05-16",55.009998,55.209999,54.759998,55,925700,40.260891
"2011-05-17",54.900002,55.220001,54.810001,54.950001,1117900,40.224297
"2011-05-18",55.029999,55.040001,54.580002,54.889999,1010400,40.180374
"2011-05-19",55.09,55.330002,54.889999,55.060001,1451200,40.304817
"2011-05-20",54.990002,55.59,54.810001,55.360001,1613000,40.524422
"2011-05-23",54.860001,55.130001,54.630001,54.75,1129800,40.077896
"2011-05-24",54.790001,54.849998,54.490002,54.700001,982200,40.041286
"2011-05-25",54.470001,54.830002,54.09,54.560001,1112800,39.938812
"2011-05-26",54.380001,54.639999,53.919998,54.540001,877500,39.924168
"2011-05-27",54.73,54.889999,54.509998,54.68,732100,40.026669
"2011-05-31",55,55.189999,54.75,55.169998,1062400,40.385342
"2011-06-01",55,55.119999,54.209999,54.209999,1006600,39.682606
"2011-06-02",53.779999,53.93,52.990002,53.75,1146300,39.345882
"2011-06-03",53.119999,53.709999,52.939999,53.32,1288200,39.031116
"2011-06-06",53.209999,53.25,52.799999,52.950001,996600,38.760269
"2011-06-07",53.060001,53.189999,52.779999,52.869999,1855700,38.701698
"2011-06-08",52.900002,53.09,52.66,52.93,1270100,38.745632
"2011-06-09",53.09,53.34,52.779999,53.060001,880400,38.84079
"2011-06-10",53,53.110001,52.540001,52.59,895900,38.496742
"2011-06-13",51.889999,52.77,51.880001,52.689999,1196700,38.569935
"2011-06-14",52.959999,53.110001,52.599998,52.93,1069500,38.745632
"2011-06-15",52.59,52.990002,52.369999,52.599998,1164800,38.504051
"2011-06-16",52.630001,53.169998,52.540001,52.830002,998800,38.672421
"2011-06-17",53.25,53.509998,52.959999,53.209999,1227300,38.950592
"2011-06-20",53.150002,53.450001,52.91,53.27,950800,38.994514
"2011-06-21",53.619999,53.790001,53.02,53.119999,3834400,38.884705
"2011-06-22",52.639999,52.939999,52.349998,52.560001,1267200,38.825607
"2011-06-23",52.099998,52.18,51.529999,51.939999,1050200,38.367615
"2011-06-24",52,52.389999,51.77,51.91,1635300,38.345459
"2011-06-27",51.939999,52.389999,51.919998,52.259998,1018000,38.603992
"2011-06-28",52.380001,52.470001,52.02,52.07,1256400,38.463654
"2011-06-29",52.279999,52.41,51.970001,52.299999,1063800,38.633553
"2011-06-30",52.52,52.919998,52.099998,52.880001,1117100,39.061996
"2011-07-01",52.830002,53.509998,52.830002,53.419998,701400,39.460892
"2011-07-05",53.610001,53.610001,52.98,53.029999,697900,39.172779
"2011-07-06",53.029999,53.32,52.84,53.240002,691900,39.327919
"2011-07-07",53.599998,53.68,53.150002,53.18,1157500,39.283604
"2011-07-08",52.75,52.939999,52.389999,52.82,1038800,39.01767
"2011-07-11",52.259998,52.419998,51.889999,52.040001,964500,38.44149
"2011-07-12",51.849998,52.470001,51.790001,52.220001,1373800,38.574459
"2011-07-13",52.369999,52.400002,51.950001,52.040001,1106000,38.44149
"2011-07-14",52.07,52.419998,51.75,51.880001,1035500,38.323303
"2011-07-15",52.040001,52.18,51.77,52.099998,1327600,38.485813
"2011-07-18",52.009998,52.009998,51.34,51.549999,615700,38.079525
"2011-07-19",51.689999,52.029999,51.41,51.959999,897600,38.382393
"2011-07-20",51.830002,52.119999,51.75,51.889999,1047800,38.330685
"2011-07-21",52.09,52.919998,52,52.84,1480700,39.03244
"2011-07-22",52.759998,52.869999,52.150002,52.240002,1027800,38.589222
