"dates","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"2013-07-05",57.84,57.889999,55.41,57.240002,3653200,44.389748
"2013-07-08",57.709999,59.169998,57.639999,58.75,3067800,45.560745
"2013-07-09",59.02,59.369999,58.41,58.509998,3271200,45.374615
"2013-07-10",58.41,58.630001,55.939999,56.09,5874000,43.497906
"2013-07-11",57.049999,57.900002,56.02,57.759998,5355200,44.792999
"2013-07-12",56.900002,59.639999,56.900002,59.09,6108800,45.824406
"2013-07-15",59.450001,59.849998,58.779999,59.23,4202400,45.932983
"2013-07-16",59.209999,59.419998,57.150002,57.639999,6289800,44.699936
"2013-07-17",57.82,58.419998,57.099998,58.040001,3527400,45.010139
"2013-07-18",58.189999,58.279999,56.709999,56.919998,4328100,44.141586
"2013-07-19",57.439999,57.830002,56.720001,57.490002,3960500,44.583614
"2013-07-22",57.880001,58.450001,57.18,57.959999,4093500,44.948101
"2013-07-23",58.470001,59.709999,58.349998,59.490002,3938200,46.134628
"2013-07-24",59.650002,59.650002,57.700001,58.84,4041900,45.63055
"2013-07-25",58.68,59.700001,58.240002,59.419998,4551000,46.080334
"2013-07-26",59.25,59.84,58.709999,59,2603600,45.75462
"2013-07-29",59,59.290001,58.57,58.959999,852400,45.723595
"2013-07-30",59.049999,59.25,57.91,58.470001,4076700,45.343601
"2013-07-31",57.32,61.970001,57.130001,61.5,8186700,47.693375
"2013-08-01",61.869999,61.91,60.32,60.52,3918500,46.933384
"2013-08-02",60.130001,60.130001,58.07,58.41,5612800,45.297085
"2013-08-05",58.279999,58.299999,57.299999,57.799999,4125100,44.824024
"2013-08-06",57.639999,59.150002,57.639999,58.310001,4863300,45.219532
"2013-08-07",58.240002,58.689999,57.560001,57.959999,3824100,44.948101
"2013-08-08",58.02,59.360001,57.900002,59,3254800,45.75462
"2013-08-09",59,59.310001,58.57,58.919998,3178500,45.692589
"2013-08-12",58.439999,58.98,57.720001,58.169998,3295100,45.110966
"2013-08-13",58.389999,59.189999,58,59.09,3180300,45.824406
"2013-08-14",59,59.18,58.380001,58.790001,2358500,45.834549
"2013-08-15",58.27,58.43,57.040001,57.150002,3495300,44.555958
"2013-08-16",56.889999,56.990002,56.07,56.299999,3478700,43.893272
"2013-08-19",56.279999,56.849998,55.25,55.34,3212100,43.144817
"2013-08-20",55.23,57.689999,54.900002,57.009998,3870800,44.446796
"2013-08-21",56.73,58.490002,56.299999,57.950001,3784200,45.179668
"2013-08-22",57.98,58.869999,57.52,58.110001,3009300,45.304398
"2013-08-23",58.450001,59.240002,57.939999,58.110001,2951800,45.304398
"2013-08-26",58.169998,59.09,57.880001,58.130001,2843800,45.32
"2013-08-27",57.709999,58,57.09,57.099998,2979300,44.516972
"2013-08-28",57.200001,58.299999,57.200001,58.029999,2220300,45.242043
"2013-08-29",57.869999,58.470001,57.380001,57.720001,2119000,45.000351
"2013-08-30",57.950001,58.5,56.950001,57.099998,2661100,44.516972
"2013-09-03",57.759998,58.439999,57.330002,58.110001,3045700,45.304398
"2013-09-04",57.919998,59.32,57.580002,59.029999,4079400,46.021664
"2013-09-05",58.68,59.099998,57.790001,57.799999,3849800,45.062717
"2013-09-06",57.91,58.110001,56.900002,57.419998,2800400,44.766445
"2013-09-09",57.07,57.919998,57.02,57.470001,3102600,44.805447
"2013-09-10",57.439999,57.439999,56.68,56.790001,3476500,44.275299
"2013-09-11",56.830002,57.029999,56.060001,56.93,2597300,44.384434
"2013-09-12",56.990002,57.34,56.330002,56.450001,2662700,44.010212
"2013-09-13",56.639999,57.73,56.57,57.130001,2420800,44.540367
"2013-09-16",57.619999,57.700001,56.709999,56.830002,2521900,44.306473
"2013-09-17",56.709999,56.799999,55.810001,56.049999,3885000,43.698368
"2013-09-18",56.049999,57.5,56.02,57.25,3873300,44.63393
"2013-09-19",58.34,59.209999,57.900002,58.150002,4667700,45.335583
"2013-09-20",58.209999,59.299999,57.689999,57.93,4944400,45.164066
"2013-09-23",57.73,57.73,56.900002,57.41,3067700,44.758667
"2013-09-24",57.240002,58.549999,57.029999,57.77,3430500,45.039341
"2013-09-25",57.82,58.549999,57.529999,58.049999,3049500,45.257629
"2013-09-26",58.009998,59,58.009998,58.48,2709400,45.592869
"2013-09-27",58.099998,58.869999,58.099998,58.529999,3027700,45.631851
"2013-09-30",58.009998,58.09,56.880001,57.82,4407300,45.078304
"2013-10-01",57.650002,58.220001,57.189999,57.900002,2600600,45.140675
"2013-10-02",57.59,59.310001,57.330002,59.18,4150400,46.138607
"2013-10-03",58.860001,59.830002,58.599998,59.560001,4244400,46.434872
"2013-10-04",59,59.349998,58.389999,59.169998,3550700,46.130806
"2013-10-07",58.759998,58.900002,57.900002,57.900002,3345300,45.140675
"2013-10-08",57.919998,58.09,56.5,56.889999,4211400,44.353245
"2013-10-09",56.82,57.279999,56.509998,56.900002,3466300,44.361046
"2013-10-10",57.669998,58.790001,57.619999,58.57,4396700,45.663029
"2013-10-11",58.549999,60.810001,58.470001,59.93,5680300,46.723331
"2013-10-14",59.57,60.720001,59.25,60.48,2891900,47.152122
"2013-10-15",60.389999,60.849998,59.34,59.5,3602600,46.388096
"2013-10-16",60.02,60.75,59.860001,60.73,2993300,47.347038
"2013-10-17",60.57,62.389999,60.5,62.220001,3405000,48.508698
"2013-10-18",62.509998,63.5,62.25,63.48,3813800,49.491024
"2013-10-21",63.77,64.190002,63.490002,63.91,2985500,49.826271
"2013-10-22",64.339996,65.239998,64.160004,64.879997,4264700,50.582497
"2013-10-23",64.370003,65.400002,64.330002,64.660004,4215000,50.411003
"2013-10-24",64.540001,64.599998,62.700001,63.23,4248900,49.296116
"2013-10-25",63.32,63.720001,62.75,63.400002,2206800,49.428661
"2013-10-28",63.77,64.419998,63.139999,63.279999,3067700,49.335094
"2013-10-29",63.389999,64.32,63.23,64.139999,3213300,50.005592
"2013-10-30",64.099998,65.639999,63.049999,65.230003,4687500,50.855385
"2013-10-31",64.980003,65.529999,64.410004,64.43,3786300,50.231682
"2013-11-01",64.470001,64.830002,63.290001,64.129997,2746900,49.997784
"2013-11-04",64.279999,64.540001,63.389999,64.440002,2728600,50.239468
"2013-11-05",64.25,64.809998,63.619999,64.269997,3184100,50.106934
"2013-11-06",64.75,65.559998,64.150002,64.360001,2979500,50.177094
"2013-11-07",64.279999,64.860001,63.619999,63.84,3084200,49.771698
"2013-11-08",63.919998,65.389999,63.66,65.360001,3252600,50.95673
"2013-11-11",65.150002,65.580002,64.790001,65.489998,2437700,51.05809
"2013-11-12",64.93,66.230003,64.830002,65.410004,3229900,51.301216
"2013-11-13",65.279999,66.059998,64.529999,66.050003,3427000,51.803181
"2013-11-14",66.239998,68.360001,66.230003,67.559998,4088500,52.987473
"2013-11-15",67.300003,67.620003,66.519997,67.099998,4106300,52.626694
"2013-11-18",67.620003,68.050003,67.050003,67.209999,2723300,52.712963
"2013-11-19",67.139999,68.540001,66.919998,67.769997,3246100,53.152168
"2013-11-20",68.220001,68.389999,66.800003,67.029999,2923500,52.571785
"2013-11-21",67.059998,67.639999,65.839996,67.5,2933400,52.940403
"2013-11-22",67.849998,68.800003,67.540001,68.480003,3108000,53.709038
"2013-11-25",68.480003,69.349998,68.129997,68.639999,2808300,53.834515
"2013-11-26",68.790001,69.230003,68.129997,68.75,3094400,53.920784
"2013-11-27",68.599998,71,68.400002,70.120003,4526400,54.995277
"2013-11-29",70.029999,70.720001,69.410004,69.610001,1688100,54.595295
"2013-12-02",70,71.75,69.669998,71.360001,3900900,55.967812
"2013-12-03",71.059998,71.269997,69.540001,70.599998,4299300,55.371746
"2013-12-04",69.699997,70.480003,68.330002,69.589996,5377100,54.579609
"2013-12-05",69.82,70.5,69.169998,69.730003,3978800,54.689415
"2013-12-06",70.330002,72.5,70,71.239998,5174200,55.873703
"2013-12-09",72.300003,73.169998,71.699997,71.830002,4297300,56.33643
"2013-12-10",71.25,72.440002,69.540001,71.610001,4233700,56.163902
"2013-12-11",71.639999,71.690002,70.290001,70.849998,3890300,55.567833
"2013-12-12",70.800003,71.690002,70.440002,71.220001,2773000,55.858032
"2013-12-13",71.25,72.019997,70.57,71.599998,2711400,56.156055
"2013-12-16",71.68,73.260002,71.529999,72.610001,2741600,56.948193
"2013-12-17",72.610001,73.269997,72.25,72.599998,2438200,56.940357
"2013-12-18",72.559998,74.120003,72.209999,73.980003,3960900,58.022709
"2013-12-19",73.550003,74.389999,72.699997,72.919998,3505000,57.191326
"2013-12-20",73.199997,74.529999,73.050003,74.029999,4906800,58.061909
"2013-12-23",74.5,75.389999,74.279999,74.410004,2556800,58.35994
"2013-12-24",74.739998,74.970001,74.290001,74.739998,1065000,58.618759
"2013-12-26",75,75.290001,74.68,75.120003,1187000,58.916801
"2013-12-27",75.139999,75.18,74.190002,74.75,1688800,58.626617
"2013-12-30",75.010002,75.599998,74.690002,74.720001,2252200,58.603077
"2013-12-31",75.269997,77.290001,75.18,77.129997,2993900,60.493248
"2014-01-02",77.169998,77.32,76.360001,76.449997,2846700,59.959923
"2014-01-03",76.360001,76.989998,76.150002,76.290001,1958200,59.834431
"2014-01-06",76.510002,77.489998,76.400002,77.010002,2815600,60.399132
"2014-01-07",77.07,77.830002,76.669998,77.019997,4005700,60.406963
"2014-01-08",77.25,77.410004,76.150002,76.870003,4492200,60.289341
"2014-01-09",77.010002,78.25,76.879997,78.129997,4187400,61.277554
"2014-01-10",78.389999,79,77.239998,78,3019900,61.175602
"2014-01-13",78.199997,78.199997,75.489998,75.809998,3046300,59.457954
"2014-01-14",76.150002,76.709999,75.800003,76.489998,3359100,59.991291
"2014-01-15",76.5,76.529999,74.75,75.540001,3697800,59.246185
"2014-01-16",75.309998,75.730003,74.669998,75.389999,3231900,59.128559
"2014-01-17",74.870003,76.620003,74.849998,76.019997,3901600,59.622665
"2014-01-21",76.029999,77.400002,76.029999,76.900002,2792000,60.312855
"2014-01-22",77.300003,77.599998,76.089996,77.099998,2748300,60.469707
"2014-01-23",77.519997,78.099998,76.040001,77.199997,4105600,60.548138
"2014-01-24",76.220001,76.349998,73.599998,74.440002,4712700,58.383472
"2014-01-27",74.57,75.699997,73.779999,74.900002,3408300,58.744251
"2014-01-28",73.919998,75.459999,73.919998,75.080002,2792000,58.885433
"2014-01-29",74.029999,76.900002,70.809998,74.18,5942000,58.17955
"2014-01-30",74.440002,74.970001,73.370003,73.559998,4595300,57.693283
"2014-01-31",73.099998,74.580002,72.75,73.089996,5799800,57.324661
"2014-02-03",73.120003,73.580002,71.139999,71.360001,5620300,55.967812
"2014-02-04",71.510002,71.75,68.779999,71.139999,4647500,55.795258
"2014-02-05",70.75,71.550003,69.110001,70.669998,6071000,55.426659
"2014-02-06",71.300003,73.620003,70.889999,73.300003,5388900,57.489376
"2014-02-07",73.699997,74.43,72.910004,74.279999,3310400,58.257977
"2014-02-10",74.349998,74.690002,72.029999,72.269997,3743600,56.68153
"2014-02-11",72.300003,74.260002,72.239998,74.089996,3711500,58.108967
"2014-02-12",74.169998,74.599998,73.360001,73.639999,3045200,57.756042
"2014-02-13",72.75,74.919998,72.629997,74.650002,3234400,58.859898
"2014-02-14",74.470001,75.980003,74.260002,75.93,2408700,59.869156
"2014-02-18",76.209999,76.989998,75.269997,75.379997,2813700,59.435482
"2014-02-19",75.220001,76.949997,75.019997,75.269997,3700300,59.348755
"2014-02-20",75.019997,75.760002,74.75,75.290001,3164800,59.364532
"2014-02-21",75.080002,75.690002,74.809998,74.949997,3210500,59.096436
"2014-02-24",75.010002,77.769997,75.010002,76.25,3631400,60.121483
"2014-02-25",76.230003,78.309998,75.900002,77.529999,4201700,61.130703
"2014-02-26",77.440002,77.93,76.449997,76.760002,3384100,60.523594
"2014-02-27",76.480003,76.800003,74.330002,74.739998,5635900,58.930859
"2014-02-28",74.779999,78.889999,74.379997,74.860001,4209000,59.025478
"2014-03-03",74.650002,75.769997,74.370003,74.860001,2672200,59.025478
"2014-03-04",75.550003,76.199997,74.900002,76.080002,2380300,59.987419
"2014-03-05",75.800003,76.93,75.449997,76.809998,2815300,60.563019
"2014-03-06",76.980003,78.790001,76.949997,78.139999,3699300,61.611683
"2014-03-07",78.5,78.779999,77.349998,78.080002,2243500,61.564384
"2014-03-10",78,79.199997,77.82,78.660004,2371900,62.021709
"2014-03-11",78.629997,79.379997,78.010002,79.080002,3068100,62.352859
"2014-03-12",79.089996,80.290001,79.059998,80,3437700,63.078251
"2014-03-13",80.07,80.389999,77.720001,78.139999,3439100,61.611683
"2014-03-14",78.029999,79.410004,78,78.690002,2751000,62.045364
"2014-03-17",78.860001,79.720001,78.739998,79.349998,2640700,62.56575
"2014-03-18",79.32,80.360001,78.910004,80.349998,3002000,63.354206
"2014-03-19",80.239998,80.25,77.919998,78.43,2894800,61.840347
"2014-03-20",78.07,78.959999,77.529999,78.5,3108200,61.895546
"2014-03-21",80.120003,80.120003,77.82,77.949997,4624400,61.461876
"2014-03-24",78.370003,78.699997,77.019997,77.419998,3287000,61.043991
"2014-03-25",77.239998,78.739998,77.239998,78.199997,3040600,61.659008
"2014-03-26",78.470001,78.800003,76.919998,77.209999,2657000,60.878403
"2014-03-27",77.290001,77.669998,76.730003,76.860001,3430600,60.602417
"2014-03-28",77,77.400002,76.510002,76.650002,3014100,60.436867
"2014-03-31",77.300003,77.559998,76.870003,77.059998,3071500,60.760136
"2014-04-01",77.220001,79.639999,76.93,79.580002,4031200,62.747089
"2014-04-02",79.169998,79.5,77.889999,79.239998,3083000,62.479015
"2014-04-03",79.669998,80.910004,79.669998,80.599998,3319400,63.551373
"2014-04-04",81.010002,81.43,79.150002,79.57,3315400,62.73922
"2014-04-07",79.099998,79.949997,77.879997,77.949997,3224400,61.461876
"2014-04-08",78.059998,78.669998,77.010002,77.559998,3338900,61.154362
"2014-04-09",78.029999,78.709999,77.230003,78.330002,2515700,61.761501
"2014-04-10",78.269997,79.379997,76.669998,76.690002,3875400,60.468399
"2014-04-11",76.629997,78.059998,76.18,76.75,5550200,60.51569
"2014-04-14",77.110001,78.029999,76.639999,78.010002,2673900,61.50919
"2014-04-15",77.760002,78.709999,76.739998,78.68,3647700,62.037457
"2014-04-16",79.419998,81.150002,78.629997,81.110001,3800900,63.953468
"2014-04-17",80.669998,81.349998,80,80.279999,4512100,63.299015
"2014-04-21",80.360001,82.150002,80.190002,81.82,2938800,64.513298
"2014-04-22",81.330002,82.470001,80.730003,81.980003,2987200,64.63945
"2014-04-23",81.849998,82.949997,81.5,82.300003,2077200,64.891747
"2014-04-24",82.599998,83.050003,81.760002,82.57,2592200,65.104652
"2014-04-25",82.529999,83.099998,82.029999,82.589996,2544900,65.120415
"2014-04-28",82.889999,84.400002,81.870003,84.050003,3864300,66.271591
"2014-04-29",84.529999,84.849998,83.339996,83.75,2732500,66.035049
"2014-04-30",83.910004,84.5,83.110001,83.220001,2860200,65.617149
"2014-05-01",83.269997,84.669998,83.089996,84.050003,2602300,66.271591
"2014-05-02",83.989998,84.550003,83.43,83.529999,2095700,65.861588
"2014-05-05",83.139999,83.989998,82.650002,83.93,2101300,66.176987
"2014-05-06",84.129997,85.419998,83.660004,84.260002,2669000,66.437172
"2014-05-07",84.669998,85.25,83.470001,85.029999,2584100,67.044304
"2014-05-08",84.209999,84.75,82.489998,82.919998,3057500,65.380615
"2014-05-09",82.720001,83.190002,80.82,81.910004,3687700,64.584244
"2014-05-12",82.639999,84.080002,82.559998,83.540001,3181100,65.869484
"2014-05-13",83.779999,84.739998,83.470001,84.260002,2566700,66.437172
"2014-05-14",84.059998,84.68,82.959999,83.559998,3143600,65.885231
"2014-05-15",83.010002,83.010002,81.290001,82.010002,11581500,65.052338
"2014-05-16",81.849998,82.370003,81.230003,81.860001,2305200,64.933372
"2014-05-19",81.989998,83.099998,81.860001,82.730003,2907900,65.623489
"2014-05-20",82.449997,83.239998,81.860001,81.970001,2316600,65.020622
"2014-05-21",82.239998,82.620003,80.900002,81.589996,6323700,64.719208
"2014-05-22",81.690002,82.860001,81.589996,82.379997,2433300,65.345856
"2014-05-23",82.349998,82.709999,82.029999,82.029999,2540600,65.068214
"2014-05-27",82.260002,82.410004,81.459999,82.18,3004300,65.18721
"2014-05-28",82.050003,83.449997,82.040001,82.989998,3488700,65.829712
"2014-05-29",83.239998,84.410004,82.82,84.32,2451600,66.884705
"2014-05-30",84.360001,85.120003,84.169998,84.790001,4139400,67.257523
"2014-06-02",84.989998,85.449997,84.410004,85.239998,2520000,67.614479
"2014-06-03",84.889999,85.18,84.379997,84.540001,2335700,67.059235
"2014-06-04",84.059998,84.660004,83.550003,83.699997,2449600,66.392891
"2014-06-05",84.07,84.639999,83.419998,83.519997,3736300,66.250107
"2014-06-06",83.949997,84.599998,83.550003,84.360001,2492800,66.916443
"2014-06-09",84.18,84.510002,83.339996,83.730003,2308600,66.416695
"2014-06-10",83.599998,83.900002,82.440002,82.830002,2394900,65.702797
"2014-06-11",82.360001,83.160004,82.190002,82.889999,2355300,65.750397
"2014-06-12",83.370003,83.709999,82.43,82.800003,2879000,65.679008
"2014-06-13",82.800003,83.57,82.400002,83.489998,4330000,66.226326
"2014-06-16",83.519997,83.650002,82.940002,83.440002,2279700,66.186653
"2014-06-17",83.010002,84.099998,82.5,84.07,2965900,66.686394
"2014-06-18",83.879997,84.550003,82.93,84.5,2617000,67.027481
"2014-06-19",84.709999,85.540001,84.620003,85.260002,2950200,67.630333
"2014-06-20",85.589996,86.279999,85.25,85.940002,7281900,68.169731
"2014-06-23",86.25,86.82,85.919998,86.330002,2316700,68.479103
"2014-06-24",86.019997,87.050003,84.669998,84.940002,2801900,67.376511
"2014-06-25",80.949997,82.660004,79.160004,81.360001,10144700,64.536751
"2014-06-26",81.919998,82.459999,81.089996,82.099998,5304200,65.123741
"2014-06-27",81.68,82.07,81.019997,81.489998,5490200,64.63987
"2014-06-30",81.059998,81.190002,80.050003,80.43,3392600,63.799053
"2014-07-01",80.599998,80.830002,79.940002,80.599998,3127100,63.933937
"2014-07-02",80.639999,81.510002,80.599998,81,2437000,64.251175
"2014-07-03",81.199997,81.949997,81,81.5,1712300,64.64782
"2014-07-07",81.330002,81.440002,79.940002,80.5,2226500,63.854588
"2014-07-08",80.309998,80.529999,79.029999,79.279999,3010600,62.886833
"2014-07-09",79.660004,80.190002,78.529999,79.809998,3278400,63.30724
"2014-07-10",78.720001,80.089996,78.690002,79.730003,2722600,63.24382
"2014-07-11",79.550003,80.550003,79.510002,80.290001,2235200,63.688011
"2014-07-14",80.879997,80.900002,79.629997,79.949997,8384700,63.418316
"2014-07-15",79.739998,81.5,79.419998,81.120003,8653600,64.346375
"2014-07-16",81.209999,81.870003,80.410004,80.839996,2888000,64.124275
"2014-07-17",80.400002,80.980003,79.400002,79.540001,2370200,63.093086
"2014-07-18",79.910004,81.040001,79.449997,80.860001,3127200,64.140137
"2014-07-21",80.400002,80.800003,80,80.160004,2102800,63.584888
"2014-07-22",80.739998,81.150002,80.239998,80.5,2733900,63.854588
"2014-07-23",80.550003,81.730003,80.449997,81.269997,2118400,64.465347
"2014-07-24",81.730003,82.830002,81.300003,82.099998,3517400,65.123741
"2014-07-25",82.139999,82.870003,81.830002,82.650002,2064000,65.560028
"2014-07-28",83,83,81.660004,82.610001,2359500,65.52829
"2014-07-29",82.919998,83.25,82.470001,82.470001,3163300,65.417252
"2014-07-30",82.190002,83.410004,81.309998,81.720001,2664700,64.822311
"2014-07-31",81.139999,82.510002,80.559998,81.110001,3120000,64.338455
"2014-08-01",80.620003,81.010002,79.25,80.540001,4488000,63.886318
"2014-08-04",80.809998,82.040001,80.239998,81.879997,2934400,64.949242
"2014-08-05",81.440002,81.650002,80.580002,81.010002,2735500,64.259109
"2014-08-06",80.75,82.900002,80.75,82.279999,2730200,65.266518
"2014-08-07",82.5,83.029999,81.169998,81.519997,2532100,64.663666
"2014-08-08",82,83.169998,81.309998,83.050003,2290400,65.877312
"2014-08-11",83.510002,83.849998,82.300003,82.389999,2293700,65.35379
"2014-08-12",82.580002,82.93,82.139999,82.559998,2113300,65.488625
"2014-08-13",82.559998,82.879997,81.970001,82.779999,2411200,66.063232
"2014-08-14",82.949997,83.910004,82.550003,83.690002,2849900,66.789467
"2014-08-15",83.849998,84.370003,83.5,83.790001,4763500,66.869286
"2014-08-18",84.269997,86.080002,84.269997,85.610001,3347700,68.321739
"2014-08-19",85.610001,86.400002,85.339996,86.089996,2676900,68.704796
"2014-08-20",85.989998,86.790001,85.650002,86.599998,2128300,69.111794
"2014-08-21",86.699997,86.720001,86.010002,86.239998,1767600,68.824486
"2014-08-22",86.050003,86.279999,85.470001,86.089996,1633900,68.704796
"2014-08-25",86.379997,87.099998,86.120003,86.900002,1903500,69.351227
"2014-08-26",86.870003,87.099998,86.260002,86.669998,1869300,69.167664
"2014-08-27",86.699997,87,86.029999,86.440002,1824500,68.984123
"2014-08-28",86.029999,86.919998,85.82,86.610001,1188200,69.119797
"2014-08-29",86.580002,87.150002,86.449997,87.019997,2150300,69.447006
"2014-09-02",86.910004,87.199997,86.019997,86.949997,2376000,69.391129
"2014-09-03",87.199997,87.980003,86.800003,87.239998,2881000,69.622581
"2014-09-04",87.220001,87.870003,86.540001,86.879997,3332000,69.335274
"2014-09-05",86.940002,87.660004,86.059998,87.510002,2236800,69.838051
"2014-09-08",87.449997,87.599998,87.019997,87.059998,2060200,69.478928
"2014-09-09",87,87.540001,85.949997,86.470001,2486700,69.008064
"2014-09-10",86.129997,86.410004,83.900002,85.139999,4590100,67.946655
"2014-09-11",84.580002,85.110001,83.57,84.010002,3313500,67.044838
"2014-09-12",83.879997,84.239998,82.550003,83.019997,2782700,66.254753
"2014-09-15",83.040001,84.019997,82.690002,83.900002,2412600,66.957054
"2014-09-16",83.779999,86.68,83.5,85.779999,5220300,68.457382
"2014-09-17",85.940002,86.379997,85.290001,85.690002,4135200,68.38559
"2014-09-18",85.709999,86.389999,85.370003,85.889999,3497400,68.545197
"2014-09-19",86.040001,86.379997,85.580002,85.75,3614200,68.433456
"2014-09-22",85.5,85.529999,83.690002,83.839996,2576400,66.909157
"2014-09-23",83.849998,84.849998,83.139999,83.260002,2168700,66.446297
"2014-09-24",82.949997,83.339996,81.610001,82.690002,2514100,65.991409
"2014-09-25",82.830002,82.830002,81.739998,81.739998,2420500,65.233246
"2014-09-26",81.599998,82.519997,81.599998,82.230003,3274500,65.624298
"2014-09-29",81.370003,82.300003,81.080002,81.769997,2073500,65.257187
"2014-09-30",81.5,81.879997,80.68,81.309998,5197200,64.890083
"2014-10-01",81.309998,82,79.559998,79.629997,4192300,63.549358
"2014-10-02",79.18,79.389999,75.940002,77.760002,8948800,62.056973
"2014-10-03",78.230003,78.279999,77.040001,77.639999,4846200,61.961216
"2014-10-06",77.699997,78.120003,76.699997,77.349998,2580100,61.729771
"2014-10-07",77.589996,78.800003,77.150002,77.349998,3654200,61.729771
"2014-10-08",77.830002,79.209999,76.519997,79.160004,4384500,63.174267
"2014-10-09",78.970001,79.370003,76.559998,76.610001,3570400,61.139217
"2014-10-10",76.75,77.730003,74.809998,76.32,4702000,60.907742
"2014-10-13",75.980003,77.139999,72.849998,73.050003,5176000,58.29813
"2014-10-14",73.519997,74.160004,70.110001,70.589996,9368900,56.334915
"2014-10-15",69.82,70.860001,66.239998,67.889999,11400000,54.180157
"2014-10-16",67.459999,70.519997,66.120003,69.709999,8930400,55.632622
"2014-10-17",70.690002,73.150002,70.190002,72.209999,8218500,57.627747
"2014-10-20",71.760002,72.900002,71.660004,72.349998,3495500,57.739468
"2014-10-21",74.349998,77.080002,72.93,76.809998,6745200,61.298828
"2014-10-22",76.75,77.550003,75.349998,75.389999,5186800,60.165585
"2014-10-23",76.419998,77.07,75.959999,76.120003,3218500,60.748154
"2014-10-24",76.150002,76.57,74.849998,76.489998,2924800,61.043449
"2014-10-27",75.650002,76.110001,74.529999,75.480003,4295500,60.237408
"2014-10-28",75.849998,77.720001,75.169998,77.529999,7580200,61.873413
"2014-10-29",78.559998,78.970001,75.610001,76.389999,4319500,60.963623
"2014-10-30",76.349998,77.57,75.629997,77.400002,3747000,61.769695
"2014-10-31",77.699997,78.760002,76.650002,78.5,3848500,62.647545
"2014-11-03",78.459999,78.849998,76.379997,76.68,5523700,61.195068
"2014-11-04",76.019997,76.440002,73.480003,74.489998,6013000,59.447338
"2014-11-05",74.900002,76.370003,73.68,74.739998,5429500,59.646835
"2014-11-06",75.18,75.639999,74.32,75.419998,4054400,60.189522
"2014-11-07",75.300003,75.589996,74.279999,74.699997,5464000,59.614922
"2014-11-10",75,75.599998,74.379997,74.5,3332200,59.455311
"2014-11-11",74.889999,75.150002,73.230003,73.639999,3976000,58.768993
"2014-11-12",72.970001,74.209999,72.849998,73.040001,3703800,58.688641
"2014-11-13",72.629997,72.720001,70.220001,70.830002,5418400,56.912861
"2014-11-14",70.940002,71.839996,70.800003,71.779999,7638900,57.676189
"2014-11-17",71.790001,73.120003,71.790001,72.779999,4327600,58.47971
"2014-11-18",73.150002,74.540001,72.82,73.959999,4730000,59.427864
"2014-11-19",74.139999,76.080002,73.790001,75.769997,4721100,60.882214
"2014-11-20",75.519997,77.989998,75.5,77.830002,4789900,62.537449
"2014-11-21",79.010002,80.32,78.220001,79.419998,5331200,63.815044
"2014-11-24",79.129997,79.900002,79.059998,79.419998,2976700,63.815044
"2014-11-25",79.760002,80.169998,79.019997,79.540001,3458700,63.911465
"2014-11-26",79.57,79.650002,78.699997,79.279999,4383900,63.702549
"2014-11-28",78.410004,78.599998,72.760002,73.019997,5301900,58.67255
"2014-12-01",73,73.730003,71.07,71.860001,7524300,57.740475
"2014-12-02",71.75,74.290001,71.75,73.760002,5166700,59.267159
"2014-12-03",73.809998,75.260002,73.790001,74.830002,3270600,60.126923
"2014-12-04",74.330002,75.239998,73.620003,74.970001,3904000,60.239403
"2014-12-05",74.82,75.190002,72.919998,73.019997,4252400,58.67255
"2014-12-08",72.230003,72.629997,68.709999,68.93,6709000,55.386196
"2014-12-09",68.559998,69.129997,67.559998,68.809998,5270200,55.289776
"2014-12-10",67.629997,68.349998,66.419998,67.110001,5589700,53.923786
"2014-12-11",67.110001,68.120003,66.620003,66.82,4743700,53.690773
"2014-12-12",66.300003,67.120003,65.309998,65.68,4427800,52.774765
"2014-12-15",66.650002,67.419998,64.870003,65.089996,9156000,52.300697
"2014-12-16",64.599998,68.629997,64.019997,67.040001,6209400,53.867538
"2014-12-17",66.779999,69.150002,66.620003,68.360001,4530100,54.928204
"2014-12-18",69.900002,70.300003,66.830002,69.029999,5258500,55.466534
"2014-12-19",69.599998,71.889999,69.080002,71.809998,6677000,57.700294
"2014-12-22",71.059998,71.650002,70.300003,71.230003,3540100,57.234276
"2014-12-23",71.489998,72.730003,71.300003,72.559998,3717500,58.302959
"2014-12-24",72.099998,72.589996,71.309998,72.099998,2090100,57.933338
"2014-12-26",72.339996,73.339996,72.099998,72.650002,1842900,58.375267
"2014-12-29",73.010002,73.370003,72.099998,72.82,2980000,58.511852
"2014-12-30",72.800003,73.610001,72.190002,72.919998,3144000,58.592197
"2014-12-31",72.699997,73.029999,71.660004,71.699997,2565400,57.611908
"2015-01-02",71.610001,72.449997,70.949997,72.290001,2545200,58.086002
"2015-01-05",71.239998,71.589996,67.139999,67.919998,5886000,54.574642
"2015-01-06",67.660004,68.760002,66.019997,66.019997,5793500,53.047962
"2015-01-07",66.769997,67.889999,65.900002,66.309998,5556700,53.280975
"2015-01-08",67.099998,68.900002,66.599998,68.889999,5432700,55.35405
"2015-01-09",68.309998,68.5,66.699997,67.309998,4438000,54.084488
"2015-01-12",66.480003,66.519997,63.830002,64.239998,5232300,51.617706
"2015-01-13",64.309998,64.790001,61.369999,61.5,8886400,49.41608
