"dates","AAP.Open","AAP.High","AAP.Low","AAP.Close","AAP.Volume","AAP.Adjusted"
"2011-07-22",54.959999,56.049999,54.779999,55.869999,1108600,54.3773
"2011-07-25",55.509998,57.060001,55.220001,56.959999,1639200,55.438194
"2011-07-26",56.990002,57.689999,56.630001,57.610001,1435200,56.070839
"2011-07-27",57.43,57.43,56.099998,56.200001,1535300,54.698498
"2011-07-28",55.77,55.77,54.540001,54.779999,1412000,53.316437
"2011-07-29",54.529999,55.439999,54.150002,54.970001,1279100,53.501358
"2011-08-01",55.439999,55.439999,53.91,54.200001,710000,52.751938
"2011-08-02",54.080002,54.939999,53.18,53.240002,1016300,51.817577
"2011-08-03",53.349998,54.52,52.610001,54.349998,1273600,52.897926
"2011-08-04",53.759998,53.939999,52.73,52.740002,1494000,51.330944
"2011-08-05",53.080002,53.389999,51.900002,52.939999,1887200,51.525604
"2011-08-08",51.93,52.07,49.82,50.040001,2566500,48.703079
"2011-08-09",50.509998,51.91,49.66,51.860001,2238000,50.474453
"2011-08-10",50.299999,51.419998,49.5,50.099998,1893500,48.761482
"2011-08-11",56.27,57,53.220001,54.290001,5604900,52.839523
"2011-08-12",55.73,56.139999,54.639999,55.169998,1339500,53.696018
"2011-08-15",55.490002,56.389999,54.709999,56.360001,1284300,54.854221
"2011-08-16",55.689999,56.23,55.130001,55.639999,1574300,54.153465
"2011-08-17",56.110001,56.919998,55.919998,56.740002,1330800,55.224072
"2011-08-18",55.43,57.099998,54.970001,56.549999,2583800,55.039154
"2011-08-19",56.009998,58.330002,55.799999,57.950001,2229300,56.401741
"2011-08-22",58.68,58.720001,56.919998,57.330002,1979500,55.798302
"2011-08-23",57.52,58.740002,57.27,58.34,1138100,56.781334
"2011-08-24",57.970001,59.200001,57.75,59.139999,1317300,57.559956
"2011-08-25",59.200001,60.110001,57.830002,57.98,1038700,56.430946
"2011-08-26",58.110001,59.330002,57.619999,59.200001,1014600,57.618343
"2011-08-29",60,60.240002,59.560001,60.189999,955300,58.581894
"2011-08-30",59.990002,60.689999,59.650002,60.389999,970000,58.776539
"2011-08-31",60.650002,61.25,60.25,60.720001,1242100,59.097736
"2011-09-01",60.799999,61.32,60.169998,60.330002,909000,58.718159
"2011-09-02",59.380001,59.91,58.939999,59.439999,826600,57.851952
"2011-09-06",58.369999,59.880001,58.259998,59.810001,850200,58.212051
"2011-09-07",60.279999,60.98,60.02,60.950001,858700,59.321594
"2011-09-08",60.669998,61.700001,60.549999,60.860001,996100,59.234005
"2011-09-09",60.299999,61.380001,59.919998,60.439999,851500,58.825214
"2011-09-12",59.91,60.41,59.34,60.41,989700,58.796017
"2011-09-13",60.720001,61.310001,60.259998,60.650002,854000,59.02961
"2011-09-14",60.950001,62.119999,60.490002,61.48,1004000,59.83744
"2011-09-15",61.880001,62.73,61.549999,62.669998,923200,60.99564
"2011-09-16",62.779999,63.59,62.540001,62.59,1467100,60.91777
"2011-09-19",61.790001,63,61.790001,62.759998,1104300,61.083233
"2011-09-20",62.77,63.150002,61.619999,61.689999,1051600,60.041832
"2011-09-21",61.599998,62.169998,59.740002,59.790001,836400,58.249245
"2011-09-22",58.560001,59.939999,58.02,58.669998,1164000,57.1581
"2011-09-23",58.650002,60.240002,58.380001,59.970001,787000,58.42461
"2011-09-26",60.23,61.02,59.630001,60.830002,792400,59.26244
"2011-09-27",61.509998,61.650002,60.09,60.290001,743600,58.736355
"2011-09-28",60.529999,60.939999,59.599998,59.66,643900,58.122581
"2011-09-29",60.369999,60.48,57.830002,59,1050800,57.479599
"2011-09-30",58.560001,59.5,58.07,58.099998,879800,56.602795
"2011-10-03",57.84,58.52,56.27,56.299999,675300,54.849182
"2011-10-04",55.889999,58.59,55.610001,58.560001,1102900,57.050949
"2011-10-05",58.439999,58.939999,57.5,58.619999,704700,57.10939
"2011-10-06",58.389999,59.599998,58.25,59.389999,601600,57.859543
"2011-10-07",59.650002,60.049999,58.689999,59.040001,509900,57.518578
"2011-10-10",59.919998,61.060001,59.52,60.939999,481700,59.369602
"2011-10-11",60.849998,61.110001,60.09,60.950001,428600,59.379349
"2011-10-12",61.360001,61.549999,59.900002,60.040001,798800,58.492794
"2011-10-13",59.950001,60.360001,59.25,59.799999,682800,58.25898
"2011-10-14",60.400002,60.779999,59.619999,60.740002,519700,59.174759
"2011-10-17",60.52,61.23,59.32,59.580002,1013600,58.044674
"2011-10-18",59.830002,61.93,59.48,61.580002,1094500,59.993118
"2011-10-19",61.310001,62.23,61.110001,61.799999,1002100,60.207443
"2011-10-20",61.759998,62.669998,61.610001,62.380001,1043200,60.772491
"2011-10-21",63,63.419998,62.470001,62.919998,434500,61.298592
"2011-10-24",63.290001,64.110001,62.75,63.549999,592000,61.912346
"2011-10-25",63.220001,63.900002,63.200001,63.540001,439300,61.902596
"2011-10-26",63.84,64,62.630001,63.34,727800,61.707764
"2011-10-27",65.07,66.610001,64.82,65.989998,887700,64.289497
"2011-10-28",65.889999,66.93,65.260002,65.669998,484200,63.977715
"2011-10-31",65.309998,66.089996,64.949997,65.07,485700,63.393173
"2011-11-01",63.509998,65.559998,63.02,64.82,823900,63.149616
"2011-11-02",65.519997,65.519997,64.379997,64.900002,564800,63.227566
"2011-11-03",64.980003,66.190002,64.25,66.07,647200,64.367416
"2011-11-04",65.650002,66.019997,64.790001,66.019997,623400,64.318695
"2011-11-07",66.089996,66.660004,65.389999,66.449997,895300,64.737625
"2011-11-08",66.879997,67.889999,65.75,67.690002,1278000,65.945648
"2011-11-09",66.699997,68.029999,65.889999,66.370003,1329100,64.659683
"2011-11-10",67.400002,71,67,69.510002,2918700,67.718773
"2011-11-11",70.18,70.809998,69.669998,70.279999,1184100,68.468941
"2011-11-14",69.800003,70.029999,68.779999,68.980003,1060600,67.2024
"2011-11-15",68.120003,69,67.690002,68.449997,797500,66.686066
"2011-11-16",68.07,68.089996,66.870003,67.010002,1261000,65.283195
"2011-11-17",67.160004,67.800003,67.010002,67.559998,1288100,65.819008
"2011-11-18",67.849998,68.519997,67.379997,67.949997,570900,66.198936
"2011-11-21",66.889999,67.919998,66.580002,67.540001,677600,65.799538
"2011-11-22",67.370003,67.550003,66.849998,66.949997,1134100,65.224754
"2011-11-23",66.57,67.300003,66.550003,66.849998,649400,65.127304
"2011-11-25",66.5,67.529999,66.040001,67.139999,474200,65.409851
"2011-11-28",68.540001,69.099998,66.93,67.300003,718900,65.565697
"2011-11-29",67.300003,67.849998,67.07,67.519997,458900,65.780045
"2011-11-30",68.779999,69.239998,68.160004,69.220001,729200,67.436226
"2011-12-01",68.940002,70.169998,68.650002,68.75,695000,66.978371
"2011-12-02",69.440002,69.470001,68.489998,69.059998,616900,67.280373
"2011-12-05",69.519997,70.550003,69.300003,69.919998,545300,68.118202
"2011-12-06",70.230003,70.540001,69.75,70.089996,760300,68.283798
"2011-12-07",69.699997,70.309998,69.629997,70,610600,68.196167
"2011-12-08",69.550003,70.629997,69.379997,69.900002,578300,68.098709
"2011-12-09",69.970001,70.769997,69.790001,70.279999,774400,68.468941
"2011-12-12",69.889999,70.080002,69.099998,69.160004,1174900,67.377762
"2011-12-13",69.599998,70.029999,67.709999,67.900002,746100,66.150261
"2011-12-14",67.839996,67.860001,66.709999,66.900002,818900,65.176018
"2011-12-15",67.57,68.169998,67.339996,67.709999,617400,65.965149
"2011-12-16",68.32,68.639999,67.620003,68,1083900,66.247665
"2011-12-19",68.199997,68.5,66.959999,66.989998,754300,65.263695
"2011-12-20",68.040001,69.32,67.919998,68.989998,813700,67.212166
"2011-12-21",68.970001,69.18,68.169998,68.5,1020200,66.792862
"2011-12-22",69.650002,70.889999,68.970001,69.379997,912100,67.650925
"2011-12-23",69.639999,70.449997,69.57,70.25,411100,68.499275
"2011-12-27",70.120003,71.349998,69.970001,70.919998,547100,69.152573
"2011-12-28",70.980003,71.690002,70.18,70.260002,475900,68.509026
"2011-12-29",70.510002,71.139999,69.540001,70.349998,483400,68.596786
"2011-12-30",70.019997,70.529999,69.599998,69.629997,452500,67.89473
"2012-01-03",71.139999,71.599998,69.059998,69.099998,786600,67.377899
"2012-01-04",69,71.099998,68.790001,70.720001,1412800,68.957527
"2012-01-05",70.440002,71.419998,69.660004,71.169998,596900,69.396339
"2012-01-06",71.290001,72.059998,70.800003,71.5,1346600,69.718117
"2012-01-09",71.860001,71.900002,70.760002,71.480003,686100,69.698601
"2012-01-10",72.18,72.360001,71.419998,71.540001,396500,69.757111
"2012-01-11",71.599998,72.489998,71.599998,72.019997,551000,70.225151
"2012-01-12",72.300003,72.300003,70.940002,71.650002,487100,69.864372
"2012-01-13",71.040001,72.019997,71.019997,71.459999,318300,69.679131
"2012-01-17",72.050003,72.449997,71.949997,72.080002,619300,70.283646
"2012-01-18",72.010002,73.629997,71.800003,73.629997,646100,71.795006
"2012-01-19",75.169998,76.330002,74.489998,75.150002,935200,73.277153
"2012-01-20",75.169998,75.440002,74.279999,74.75,1296500,72.887115
"2012-01-23",74.769997,75.040001,74.18,74.900002,771700,73.033401
"2012-01-24",74.690002,75.339996,74.260002,75.230003,615100,73.355164
"2012-01-25",74.949997,76,74.870003,75.980003,491700,74.086441
"2012-01-26",76.459999,76.489998,74.889999,75.059998,577800,73.189369
"2012-01-27",74.93,75.589996,74.669998,75.349998,379800,73.472153
"2012-01-30",76.959999,76.970001,75.010002,76.57,1028700,74.661789
"2012-01-31",76.699997,77.07,76.199997,76.639999,779800,74.730042
"2012-02-01",77.080002,77.550003,76.440002,76.660004,769800,74.749535
"2012-02-02",77.050003,77.050003,75.690002,76.269997,984000,74.369225
"2012-02-03",77.120003,77.209999,76.660004,76.919998,1193700,75.003067
"2012-02-06",76.910004,76.970001,76.510002,76.839996,359100,74.925041
"2012-02-07",76.559998,77.349998,76.559998,77.230003,1009300,75.305321
"2012-02-08",77.230003,79.07,77.010002,78.830002,2775800,76.865433
"2012-02-09",78.800003,80.309998,78.580002,80.120003,2236200,78.123306
"2012-02-10",79.18,80.050003,79.019997,79.989998,823200,77.996529
"2012-02-13",80.199997,80.389999,79.25,79.43,830800,77.450523
"2012-02-14",79.330002,79.879997,78.940002,79.769997,774000,77.782013
"2012-02-15",79.959999,80.220001,79.110001,79.400002,1354300,77.421227
"2012-02-16",84.120003,86.300003,83.949997,85.900002,5455800,83.759232
"2012-02-17",86.449997,87.489998,85.480003,85.57,2096100,83.437469
"2012-02-21",84.760002,86.230003,84.489998,85.389999,1631400,83.261963
"2012-02-22",85.349998,86,85,85.080002,1295500,82.959686
"2012-02-23",85.330002,85.559998,84.800003,85.150002,1985500,83.027969
"2012-02-24",85.190002,85.709999,84.379997,84.580002,925400,82.472153
"2012-02-27",84.459999,84.739998,84.059998,84.169998,1104100,82.072342
"2012-02-28",84.559998,86.089996,84.419998,85.769997,814300,83.632484
"2012-02-29",86.029999,86.190002,84.830002,85.370003,717600,83.242477
"2012-03-01",85.730003,86.389999,85.25,85.980003,1159500,83.837257
"2012-03-02",86.269997,87.059998,85.949997,86.709999,1319600,84.549057
"2012-03-05",86.690002,87.360001,86.489998,86.839996,1679600,84.675804
"2012-03-06",86.389999,87.279999,85.879997,87.010002,1314800,84.841591
"2012-03-07",87.050003,87.139999,86.269997,86.800003,1218400,84.636826
"2012-03-08",86.900002,87.290001,86.510002,86.940002,785000,84.773315
"2012-03-09",87.050003,87.760002,86.75,87.269997,803700,85.095131
"2012-03-12",87.389999,87.910004,86.970001,87.489998,615400,85.309624
"2012-03-13",88.139999,88.550003,87.660004,88.480003,876800,86.274963
"2012-03-14",88.489998,89.410004,88.239998,89.169998,791200,86.947754
"2012-03-15",89.07,89.459999,88.57,89.25,1022400,87.025757
"2012-03-16",89.440002,89.5,87.57,88.050003,819500,85.85569
"2012-03-19",87.809998,88.849998,87.330002,88.5,1009400,86.294456
"2012-03-20",88.330002,89.349998,88.18,88.809998,1369500,86.59671
"2012-03-21",89.290001,89.650002,88.900002,89.110001,528200,86.94799
"2012-03-22",88.75,89.720001,88.32,89.18,785400,87.016296
"2012-03-23",89.010002,89.169998,88.309998,88.989998,523200,86.830902
"2012-03-26",89.580002,90.400002,89.540001,90.330002,481300,88.138397
"2012-03-27",90.699997,91.050003,90.269997,90.510002,853800,88.314003
"2012-03-28",90.709999,90.790001,88.650002,88.790001,838000,86.63575
"2012-03-29",88.589996,88.82,87.279999,87.980003,774800,85.845398
"2012-03-30",88,88.93,87.980003,88.57,936500,86.421082
"2012-04-02",88.75,89.769997,88.07,88.980003,824000,86.821129
"2012-04-03",89.230003,90.010002,89.199997,90,897300,87.816414
"2012-04-04",89.110001,90.040001,88.669998,89.730003,736400,87.552948
"2012-04-05",89.389999,90.449997,89.379997,90.199997,584400,88.011543
"2012-04-09",89.610001,89.849998,88.900002,89.82,713100,87.640778
"2012-04-10",89.839996,89.839996,87.889999,88.279999,927000,86.13813
"2012-04-11",88.690002,89.699997,88.32,89.660004,935800,87.484673
"2012-04-12",89.93,90.5,89.550003,89.949997,970000,87.767601
"2012-04-13",89.849998,90.849998,89.839996,90.150002,713900,87.962761
"2012-04-16",90.739998,90.739998,89.309998,89.699997,797800,87.523689
"2012-04-17",90.129997,90.75,89.43,90.190002,598400,88.001762
"2012-04-18",89.849998,90.860001,89.690002,90.68,664200,88.479897
"2012-04-19",90.75,91.599998,90.410004,90.870003,586700,88.665276
"2012-04-20",90.949997,91.059998,90.389999,90.779999,516100,88.577469
"2012-04-23",90.589996,90.779999,89.32,90.589996,599000,88.39209
"2012-04-24",90.559998,91.120003,88.169998,88.849998,721900,86.694283
"2012-04-25",89.290001,89.739998,88.139999,89.639999,606300,87.465126
"2012-04-26",89.790001,92.599998,88.5,91.43,1845700,89.2117
"2012-04-27",91.93,93.080002,91.5,92.370003,998100,90.128899
"2012-04-30",92.559998,92.720001,91.540001,91.800003,664900,89.572723
"2012-05-01",91.260002,92.480003,90.599998,90.75,1094300,88.548203
"2012-05-02",90.330002,92.459999,90.330002,92.32,775000,90.080093
"2012-05-03",92.32,92.519997,91.440002,91.949997,517100,89.719093
"2012-05-04",91.440002,91.720001,90.349998,90.360001,588600,88.167679
"2012-05-07",90.25,91.050003,90.25,90.669998,818000,88.470154
"2012-05-08",90.199997,90.199997,87.809998,89.18,1012000,87.016296
"2012-05-09",88.370003,89.290001,87.669998,88.610001,720300,86.460121
"2012-05-10",88.910004,89.830002,88.43,89.07,718000,86.908966
"2012-05-11",88.660004,90.230003,88.150002,88.419998,708400,86.274742
"2012-05-14",85.57,86.459999,82.269997,82.339996,2547400,80.342224
"2012-05-15",82.309998,82.68,80.540001,81.080002,1850400,79.112801
"2012-05-16",81.139999,83.169998,81,82.099998,1405300,80.108055
"2012-05-17",72.279999,73.800003,67.220001,68.169998,6813900,66.516022
"2012-05-18",68.150002,68.25,66.25,66.68,1912500,65.062187
"2012-05-21",66.919998,70.339996,66.029999,69.82,3489000,68.125999
"2012-05-22",68.980003,70.120003,68.660004,68.970001,2575200,67.296631
"2012-05-23",68.459999,71.830002,68.459999,71.650002,2258400,69.911606
"2012-05-24",72.339996,72.959999,70.93,72.93,2484400,71.160561
"2012-05-25",73.029999,73.800003,72.519997,73.669998,1436900,71.882599
"2012-05-29",74.139999,74.300003,72.870003,74.209999,1360900,72.409515
"2012-05-30",73.389999,73.790001,72.449997,72.449997,1399900,70.692184
"2012-05-31",72.650002,73.43,71.650002,72.940002,1007300,71.170311
"2012-06-01",71.510002,72.389999,71.099998,71.139999,1090600,69.413971
"2012-06-04",71.160004,71.980003,70.019997,70.779999,1308700,69.062721
"2012-06-05",70.669998,72.400002,70.360001,72.120003,1585200,70.370209
"2012-06-06",72.639999,73.709999,72.639999,73.709999,1023000,71.921608
"2012-06-07",74.150002,74.150002,73.309998,73.720001,903800,71.931389
"2012-06-08",73.470001,74.629997,72.959999,74.330002,923100,72.526604
"2012-06-11",74.870003,74.870003,72.110001,72.169998,946600,70.418976
"2012-06-12",72.379997,73.480003,72.07,73.349998,660700,71.570374
"2012-06-13",72.900002,73.169998,70.440002,70.540001,1360500,68.828529
"2012-06-14",70.82,72.68,70.230003,70.660004,1498700,68.945633
"2012-06-15",70.410004,71,69.389999,69.739998,1823800,68.047943
"2012-06-18",69.910004,71.370003,69.199997,70.690002,1374200,68.974907
"2012-06-19",70.779999,70.779999,68.650002,68.860001,2496900,67.189293
"2012-06-20",68.690002,69.18,68.160004,69.029999,1632100,67.41391
"2012-06-21",69.190002,69.269997,67.220001,67.230003,1793400,65.656052
"2012-06-22",67.589996,68.410004,67.290001,67.93,1240900,66.339653
"2012-06-25",67.150002,67.269997,66.099998,66.480003,1037900,64.923615
"2012-06-26",65.209999,66.25,62.779999,65.849998,2508000,64.308365
"2012-06-27",60.869999,66.019997,60.869999,65.589996,3743900,64.054436
"2012-06-28",64.75,65.760002,64.660004,65.709999,1565200,64.171654
"2012-06-29",66.410004,68.300003,66.410004,68.220001,1225700,66.622871
"2012-07-02",68.400002,68.400002,67.330002,67.669998,1149500,66.085747
"2012-07-03",67.599998,69.220001,66.970001,69.199997,826200,67.579933
"2012-07-05",68.940002,70.290001,68.730003,68.800003,1246700,67.189285
"2012-07-06",68.489998,69.32,68.389999,69.050003,970200,67.433434
"2012-07-09",68.860001,70.120003,68.580002,70.099998,1036600,68.45887
"2012-07-10",70.540001,70.800003,69.739998,70.650002,1622600,68.99601
"2012-07-11",70.480003,70.830002,69.059998,69.800003,1240100,68.165886
"2012-07-12",69.5,71.870003,69.25,71.580002,1437100,69.904213
"2012-07-13",71.75,72.510002,71.339996,71.599998,1338800,69.923759
"2012-07-16",71.300003,71.410004,70.330002,70.43,738300,68.781166
"2012-07-17",72.470001,72.980003,71.730003,72.099998,1493900,70.412048
"2012-07-18",72.019997,74.389999,72.010002,73.910004,1133000,72.179626
"2012-07-19",73.949997,74.389999,73.080002,73.370003,1091300,71.652313
"2012-07-20",73,73.25,71.970001,72.529999,857600,70.831963
"2012-07-23",71.139999,72.190002,70.519997,71.919998,589500,70.236259
"2012-07-24",72.019997,72.019997,70.830002,71.360001,756900,69.689377
"2012-07-25",71.449997,72.919998,71.160004,72.550003,1574300,70.851494
"2012-07-26",72.889999,72.980003,69.309998,69.389999,2864800,67.765472
"2012-07-27",70.029999,70.43,69.18,69.610001,2205000,67.980347
"2012-07-30",69.5,70.690002,69.110001,70.400002,944800,68.751823
"2012-07-31",70.510002,71.580002,69.970001,70.150002,1089500,68.507698
"2012-08-01",70.489998,71.82,67.889999,68.059998,1267500,66.466614
"2012-08-02",66.629997,68.099998,66.599998,67.139999,1766800,65.568161
"2012-08-03",68.260002,68.5,66.309998,68.010002,2080900,66.417786
"2012-08-06",68.239998,69.470001,68.089996,69.110001,886300,67.492058
"2012-08-07",69.230003,71.139999,69.050003,70.660004,1137200,69.00576
"2012-08-08",70.629997,71.449997,70.389999,70.57,1548200,68.917862
"2012-08-09",67.080002,70,66.870003,67.919998,3157800,66.329918
"2012-08-10",67.410004,68.620003,66.919998,68.599998,1289400,66.99398
"2012-08-13",68.510002,69.32,68.510002,69.110001,1063600,67.492058
"2012-08-14",69.25,70.910004,69.190002,70.669998,1305400,69.015541
"2012-08-15",70.730003,71.790001,70.5,71.300003,1217100,69.630775
"2012-08-16",71.360001,72.75,71.209999,72.459999,1519900,70.763611
"2012-08-17",72.709999,73.059998,72.410004,72.870003,1102300,71.164017
"2012-08-20",72.519997,72.800003,71.419998,71.580002,1328100,69.904213
"2012-08-21",71.760002,72.07,71.360001,72,736600,70.314392
"2012-08-22",72.010002,72.419998,71.900002,72.199997,594200,70.509705
"2012-08-23",72.059998,72.370003,71.900002,71.959999,657500,70.275337
"2012-08-24",71.870003,72.349998,71.550003,71.970001,831000,70.285095
"2012-08-27",72.349998,72.349998,71.339996,71.400002,701900,69.728439
"2012-08-28",71.389999,72.449997,70.959999,72.089996,627600,70.402267
"2012-08-29",72.169998,72.339996,71.360001,71.440002,984700,69.767479
"2012-08-30",71.120003,71.480003,70.739998,71.019997,452600,69.357323
"2012-08-31",71.5,71.709999,70.559998,71.120003,377500,69.454971
"2012-09-04",71.120003,71.18,69,70.260002,843500,68.61512
"2012-09-05",70.150002,71.220001,70.010002,70.239998,845700,68.595596
"2012-09-06",70.540001,72.129997,70.300003,71.32,1057700,69.650314
"2012-09-07",71.269997,71.449997,69.970001,70.389999,1470700,68.742073
"2012-09-10",70.449997,70.809998,69.849998,69.860001,1478300,68.224487
"2012-09-11",70.080002,70.739998,69.800003,70.550003,768700,68.898346
"2012-09-12",70.669998,70.940002,70.040001,70.589996,661500,68.937393
"2012-09-13",70.699997,70.699997,69,69.470001,980700,67.84359
"2012-09-14",69.470001,69.470001,67.589996,68,1585800,66.408035
"2012-09-17",67.57,69.040001,67.529999,67.889999,777100,66.300591
"2012-09-18",67.629997,67.720001,66.910004,67.690002,1150400,66.105286
"2012-09-19",67.32,69.330002,67.32,68.279999,1566800,66.740646
"2012-09-20",68.029999,69.220001,67.5,69.209999,1469100,67.649673
"2012-09-21",69.5,69.5,68.419998,68.470001,1087700,66.926346
"2012-09-24",68,68.449997,67.660004,67.839996,785400,66.310555
"2012-09-25",68.129997,68.260002,67.529999,67.529999,790400,66.007561
"2012-09-26",67.550003,68.07,67.150002,67.839996,826400,66.310555
"2012-09-27",68.059998,68.269997,67.25,68.120003,466000,66.584244
"2012-09-28",67.93,68.599998,67.620003,68.440002,963800,66.897018
"2012-10-01",68.529999,68.540001,67.709999,67.989998,1228400,66.457184
"2012-10-02",68.25,68.629997,67.849998,68.540001,596200,66.994774
"2012-10-03",68.900002,69.050003,68.050003,68.129997,455300,66.594032
"2012-10-04",68.370003,69.650002,68.110001,69.489998,631200,67.923347
"2012-10-05",69.730003,70.639999,69.519997,69.870003,519200,68.294785
"2012-10-08",69.650002,71.07,69.459999,70.589996,668000,68.998528
"2012-10-09",70.629997,70.93,69.800003,69.93,631200,68.353416
"2012-10-10",69.779999,70.32,68.959999,69.110001,762000,67.551926
"2012-10-11",69.550003,69.550003,68.150002,68.489998,571500,66.945885
"2012-10-12",68.550003,68.550003,67.900002,67.970001,520800,66.437622
"2012-10-15",68.110001,68.110001,66.690002,67.769997,529100,66.242104
"2012-10-16",67.519997,68.809998,67.339996,68.169998,744700,66.633125
"2012-10-17",68.099998,68.360001,67.32,68.349998,698400,66.809059
"2012-10-18",68.18,68.919998,67.220001,68.309998,1012900,66.769951
"2012-10-19",68.230003,68.629997,67.849998,68.43,515400,66.88726
"2012-10-22",65.760002,66.419998,64.360001,66.150002,2884100,64.658676
"2012-10-23",65.699997,67.550003,65.07,67.290001,1296700,65.772964
"2012-10-24",67.489998,67.620003,66.040001,66.849998,835800,65.342888
"2012-10-25",67.080002,68.199997,67.080002,67.900002,835100,66.369217
"2012-10-26",68.110001,68.349998,67.610001,68.139999,705000,66.603806
"2012-10-31",68.650002,71.120003,68.169998,70.940002,819800,69.340675
"2012-11-01",70.639999,84,70.080002,81,4395200,79.173859
"2012-11-02",80.830002,81.230003,79.379997,79.970001,2432800,78.167084
"2012-11-05",80.099998,81.059998,79.269997,80.790001,906800,78.968605
"2012-11-06",80.800003,81.760002,80.160004,80.440002,1306300,78.62648
"2012-11-07",80.059998,81.089996,79.610001,79.760002,983200,77.961792
"2012-11-08",79.650002,81.459999,79.199997,79.400002,2073400,77.609932
"2012-11-09",78.389999,80.760002,77.989998,78.410004,1818000,76.642273
"2012-11-12",79.480003,79.82,77.889999,78.269997,846500,76.505424
"2012-11-13",78.010002,80.559998,78.010002,79.269997,1464200,77.482864
"2012-11-14",79.650002,80.099998,77.300003,77.849998,1043900,76.094902
"2012-11-15",77.489998,78.050003,76.769997,77.5,937700,75.752777
"2012-11-16",77.510002,78,76.900002,76.900002,1467200,75.166313
"2012-11-19",77.43,78.220001,77.139999,77.790001,813200,76.03624
"2012-11-20",77.529999,78.489998,77.110001,77.650002,601900,75.899391
"2012-11-21",77.620003,78.190002,77.160004,77.93,238600,76.173065
"2012-11-23",77.830002,79.120003,77.639999,79.040001,198500,77.258041
"2012-11-26",78.580002,79.050003,77.589996,78.160004,741200,76.397881
"2012-11-27",78.059998,78.07,76.029999,76.610001,1326100,74.882828
"2012-11-28",76.470001,78.07,76.290001,78.07,487900,76.309921
"2012-11-29",71.449997,74.050003,71.360001,73.93,3211200,72.263245
"2012-11-30",73.519997,73.889999,73,73.150002,1948100,71.500839
"2012-12-03",73.510002,74.220001,71.940002,73.169998,1363200,71.520386
"2012-12-04",72.849998,72.919998,71.970001,72.379997,866100,70.748192
"2012-12-05",72.589996,72.959999,72.019997,72.199997,692500,70.572273
"2012-12-06",72.339996,72.589996,71.669998,71.949997,496500,70.327911
"2012-12-07",72.239998,72.309998,71.480003,71.620003,424700,70.005348
"2012-12-10",71.129997,72.949997,71.059998,72.699997,643500,71.060989
"2012-12-11",73.099998,73.339996,72.540001,72.830002,980100,71.188057
"2012-12-12",73.290001,75.440002,72.629997,72.790001,1011200,71.148949
"2012-12-13",72.959999,73.610001,72.790001,73.029999,481900,71.383553
"2012-12-14",72.970001,73.559998,72.419998,72.589996,686900,70.953438
"2012-12-17",72.93,73.489998,72.629997,73.050003,731000,71.403084
"2012-12-18",73.309998,73.419998,72.690002,72.900002,1168900,71.256477
"2012-12-19",73.050003,73.400002,71.989998,72.029999,635800,70.464073
"2012-12-20",72.269997,72.910004,71.470001,71.68,442100,70.121689
"2012-12-21",70.940002,71.559998,70.019997,70.269997,1210300,68.742348
"2012-12-24",70.5,71.089996,70.199997,70.779999,178600,69.241264
"2012-12-26",70.779999,71.169998,70.120003,70.599998,511600,69.065178
"2012-12-27",70.57,71.529999,70.089996,71.339996,619300,69.789085
"2012-12-28",70.919998,71.849998,70.790001,71.510002,422100,69.955391
"2012-12-31",71.389999,72.550003,71.300003,72.349998,454500,70.777122
"2013-01-02",73.489998,73.760002,71.690002,72.489998,800500,70.91407
"2013-01-03",72.849998,73.440002,72.129997,72.489998,520600,70.91407
"2013-01-04",72.75,73.639999,72.389999,73.620003,615000,72.019508
"2013-01-07",73.150002,73.800003,73.150002,73.370003,1054400,71.774948
"2013-01-08",73.169998,73.660004,72.139999,72.169998,840000,70.601021
"2013-01-09",72.389999,73.220001,72.220001,72.389999,537600,70.816277
"2013-01-10",72.559998,72.559998,71.510002,71.760002,583200,70.199974
"2013-01-11",72.080002,73.739998,71.480003,72.290001,780200,70.71843
"2013-01-14",72.019997,72.830002,71.900002,72.580002,663200,71.002151
"2013-01-15",72.360001,73.720001,71.519997,73.639999,442000,72.039055
"2013-01-16",73.82,73.82,72.980003,73.360001,368700,71.765167
"2013-01-17",73.150002,74.230003,73.099998,73.419998,449700,71.823868
"2013-01-18",73.43,73.779999,73.25,73.75,266400,72.14669
"2013-01-22",73.75,74.440002,73.610001,74.080002,418300,72.469528
"2013-01-23",73.860001,74.940002,73.779999,74.75,409400,73.124969
"2013-01-24",75,75.480003,74.309998,75.010002,588000,73.379288
"2013-01-25",75.010002,75.650002,74.779999,75.25,702300,73.614082
"2013-01-28",75.419998,76.709999,75.25,75.940002,1043500,74.289085
"2013-01-29",75.830002,75.830002,74.489998,74.57,852000,72.94886
"2013-01-30",74.410004,74.889999,73.5,73.529999,790700,71.931473
"2013-01-31",73.470001,74.050003,73.040001,73.519997,1019200,71.921661
"2013-02-01",73.800003,74.040001,72.959999,73.660004,952900,72.058655
"2013-02-04",73.309998,73.720001,72.139999,72.230003,1063400,70.659729
"2013-02-05",72.470001,73.389999,72.419998,73.269997,759000,71.677132
"2013-02-06",72.849998,73.43,72.529999,72.900002,848200,71.315178
"2013-02-07",79.849998,81,73.669998,77.139999,5130000,75.46299
"2013-02-08",78.339996,79.720001,78.010002,78.900002,1298200,77.184746
"2013-02-11",78.650002,78.910004,77.230003,78.389999,758100,76.685829
