"dates","AAP.Open","AAP.High","AAP.Low","AAP.Close","AAP.Volume","AAP.Adjusted"
"2010-08-02",54.130001,54.150002,52.959999,53.43,1102100,51.802097
"2010-08-03",53.209999,53.279999,52.150002,52.610001,924500,51.00708
"2010-08-04",52.75,53.529999,52.59,53.360001,651600,51.734226
"2010-08-05",53.259998,54.060001,52.599998,53.869999,795700,52.22868
"2010-08-06",53.560001,53.889999,52.41,52.75,962300,51.142788
"2010-08-09",52.759998,53.419998,52.759998,53.259998,867000,51.637268
"2010-08-10",52.810001,53.490002,52.52,53.049999,774400,51.43367
"2010-08-11",52.459999,52.48,51.689999,51.91,1194100,50.328407
"2010-08-12",52.75,55.779999,52.720001,54.619999,3096700,52.955837
"2010-08-13",54.610001,54.779999,53.939999,54.259998,1118200,52.6068
"2010-08-16",53.950001,54.73,53.82,54.299999,1235900,52.645573
"2010-08-17",54.369999,54.939999,54.119999,54.5,1200500,52.839485
"2010-08-18",54.57,55.360001,54.240002,55.189999,896800,53.508461
"2010-08-19",55.080002,55.52,54.75,55.279999,1166700,53.595726
"2010-08-20",55.279999,55.919998,54.759998,55.889999,784900,54.187145
"2010-08-23",55.900002,56.209999,54.740002,54.75,1312600,53.081871
"2010-08-24",54.119999,54.93,53.650002,54.259998,946500,52.6068
"2010-08-25",53.880001,55.150002,53.880001,54.860001,1099600,53.188534
"2010-08-26",54.869999,55.209999,54.34,54.68,900900,53.014019
"2010-08-27",55.02,55.939999,54.240002,55.580002,954600,53.886574
"2010-08-30",55.32,55.509998,54.150002,54.16,1133700,52.509846
"2010-08-31",53.779999,54.75,53.720001,54.470001,1268500,52.810387
"2010-09-01",55.080002,55.98,55.080002,55.48,666800,53.789627
"2010-09-02",55.43,56.490002,55.43,56.290001,623900,54.574947
"2010-09-03",56.720001,57.630001,55.849998,56.540001,916100,54.817337
"2010-09-07",56.380001,56.880001,56.040001,56.279999,562600,54.565258
"2010-09-08",56.279999,56.799999,56.049999,56.560001,627400,54.836727
"2010-09-09",57.150002,57.259998,55.810001,56.040001,729500,54.332569
"2010-09-10",56.119999,56.490002,55.880001,56.07,449900,54.361649
"2010-09-13",56.700001,57.02,56.369999,56.560001,827300,54.836727
"2010-09-14",56.580002,57.580002,56.419998,57.360001,827900,55.61235
"2010-09-15",57.32,57.450001,56.66,57.41,672000,55.66082
"2010-09-16",57.25,58,57.200001,57.990002,628400,56.223152
"2010-09-17",57.369999,58.240002,57.27,58.150002,1079200,56.378288
"2010-09-20",58.349998,59.700001,58.259998,59.16,1230400,57.357506
"2010-09-21",59.279999,59.279999,58,58.41,1305300,56.630363
"2010-09-22",58.240002,59.889999,58.040001,59.810001,1327200,58.047337
"2010-09-23",59.610001,60.209999,58.860001,58.860001,981600,57.125324
"2010-09-24",59.27,59.900002,58.970001,59.610001,870800,57.853237
"2010-09-27",59.490002,59.75,59.169998,59.380001,486200,57.629997
"2010-09-28",59.689999,59.740002,58.860001,59.459999,945500,57.707649
"2010-09-29",59.25,59.790001,59.25,59.66,717500,57.901749
"2010-09-30",59.290001,59.509998,58.080002,58.68,1027500,56.950619
"2010-10-01",59.220001,59.610001,57.959999,58.700001,838700,56.970039
"2010-10-04",58.400002,58.639999,57.220001,57.779999,983800,56.077152
"2010-10-05",58.209999,58.950001,57.98,58.669998,806300,56.940922
"2010-10-06",58.580002,58.849998,57.869999,58.450001,385100,56.727406
"2010-10-07",58.759998,59.060001,58.099998,58.790001,553800,57.057392
"2010-10-08",58.919998,59.450001,58.32,58.549999,772600,56.824471
"2010-10-11",58.490002,59.450001,58.279999,59.27,523500,57.523258
"2010-10-12",59.209999,60.200001,58.889999,59.860001,627500,58.095867
"2010-10-13",60.209999,60.599998,59.490002,59.98,626300,58.212315
"2010-10-14",60.080002,60.389999,59.549999,59.790001,534700,58.027916
"2010-10-15",60.209999,61.150002,60.139999,60.959999,844500,59.163441
"2010-10-18",61.279999,61.299999,60.040001,60.360001,463400,58.581127
"2010-10-19",59.810001,60.970001,59.799999,60.389999,869500,58.610226
"2010-10-20",60.560001,61.16,60.209999,61.150002,757600,59.347847
"2010-10-21",60.810001,61.380001,60.529999,61.009998,646200,59.211964
"2010-10-22",60.93,61.450001,60.52,61.400002,689800,59.590485
"2010-10-25",61.77,62.43,61.529999,62.080002,576800,60.250443
"2010-10-26",62.009998,62.220001,61.540001,61.860001,579400,60.036922
"2010-10-27",61.540001,61.75,60.790001,61.419998,798000,59.609875
"2010-10-28",62.189999,64.309998,62.040001,63.880001,1540200,61.997379
"2010-10-29",63.900002,65.010002,63.490002,64.980003,1058500,63.064964
"2010-11-01",65.290001,65.339996,64.459999,64.760002,555700,62.851456
"2010-11-02",65.110001,65.190002,64.480003,64.57,472000,62.667046
"2010-11-03",64.57,65.089996,64.190002,64.940002,555300,63.026138
"2010-11-04",65.620003,65.809998,65.080002,65.809998,498100,63.870483
"2010-11-05",65.989998,66.110001,65.370003,65.629997,647800,63.695801
"2010-11-08",64.900002,66.790001,64.900002,65.970001,1313900,64.02581
"2010-11-09",66.199997,66.300003,65.519997,66.010002,1394600,64.064621
"2010-11-10",66.419998,67.269997,66.080002,66.720001,2165100,64.753677
"2010-11-11",67.970001,68.879997,64.75,66.339996,3366500,64.384865
"2010-11-12",66.089996,66.309998,64.379997,64.529999,1218100,62.628235
"2010-11-15",64.629997,66.010002,64.580002,65.209999,1139800,63.288204
"2010-11-16",64.760002,65.800003,64.709999,65.290001,1120900,63.365856
"2010-11-17",65.290001,65.910004,64.769997,65.5,645200,63.569645
"2010-11-18",65.989998,66.650002,65.360001,65.510002,631500,63.579338
"2010-11-19",65.300003,65.5,64.870003,65.07,420000,63.152309
"2010-11-22",65,66.93,64.919998,66.459999,684200,64.501343
"2010-11-23",66.120003,66.339996,65.410004,66.269997,417900,64.316956
"2010-11-24",66.440002,67.209999,66.43,67,775700,65.025459
"2010-11-26",66.93,67.730003,66.559998,67.110001,294300,65.13221
"2010-11-29",66.910004,67.209999,66.050003,66.910004,571000,64.93808
"2010-11-30",66.330002,67.25,65.940002,65.989998,1693100,64.045212
"2010-12-01",66.620003,66.980003,65.739998,66.150002,987200,64.200508
"2010-12-02",66.160004,67.580002,65.870003,67.540001,689700,65.549545
"2010-12-03",67.43,68.389999,67.129997,68.230003,637000,66.219193
"2010-12-06",68.279999,69.080002,68.279999,68.540001,821300,66.520035
"2010-12-07",69.379997,69.510002,67.110001,67.199997,1168900,65.219536
"2010-12-08",67.239998,68.099998,67.239998,67.709999,503800,65.7145
"2010-12-09",67.900002,68.239998,67.639999,67.870003,337900,65.869789
"2010-12-10",67.900002,68.389999,67.629997,67.919998,392400,65.91832
"2010-12-13",68.099998,68.300003,67.459999,68,544400,65.995956
"2010-12-14",68.150002,68.360001,67.540001,68.029999,458000,66.02507
"2010-12-15",67.830002,68.5,67.669998,67.779999,536200,65.782463
"2010-12-16",67.900002,68.019997,66.879997,67.879997,664100,65.879509
"2010-12-17",67.75,67.769997,66.540001,66.790001,1488000,64.821632
"2010-12-20",66.690002,67.57,66.309998,67.389999,650100,65.403923
"2010-12-21",67.519997,67.720001,66.519997,66.730003,448600,64.821136
"2010-12-22",66.769997,67.110001,66.370003,66.559998,453100,64.65593
"2010-12-23",66.459999,66.830002,66.389999,66.57,408200,64.665657
"2010-12-27",66.269997,66.730003,65.949997,66.419998,387200,64.519951
"2010-12-28",66.419998,66.660004,66.010002,66.25,459200,64.354843
"2010-12-29",66.150002,66.809998,66.150002,66.449997,403800,64.549118
"2010-12-30",66.559998,67,66.370003,66.720001,495300,64.811386
"2010-12-31",66.599998,66.919998,66.139999,66.150002,479900,64.257729
"2011-01-03",66.5,66.739998,65.470001,65.5,826400,63.626289
"2011-01-04",65.459999,65.5,61.860001,62.240002,1916600,60.459553
"2011-01-05",62.32,63.209999,61.959999,62.32,1426100,60.537254
"2011-01-06",61.990002,62.290001,60.09,60.27,1513500,58.545898
"2011-01-07",60.450001,62.110001,60.299999,61.880001,1160600,60.10984
"2011-01-10",61.549999,62.77,61,62.34,1213400,60.556683
"2011-01-11",62.439999,62.610001,61.439999,61.970001,857200,60.197277
"2011-01-12",62.23,63.630001,62.110001,62.799999,1024600,61.003521
"2011-01-13",62.849998,63.400002,62.400002,62.990002,732400,61.188099
"2011-01-14",62.919998,63.529999,62.799999,63.18,624900,61.372646
"2011-01-18",63.200001,63.619999,62.360001,62.91,1133200,61.110374
"2011-01-19",62.639999,64.209999,62.389999,63.459999,864500,61.644634
"2011-01-20",63.27,64.339996,62.849998,63.16,693300,61.353214
"2011-01-21",63.560001,63.939999,62.52,63.509998,756800,61.693199
"2011-01-24",63.720001,63.900002,63.16,63.439999,576100,61.625214
"2011-01-25",63.459999,64.139999,62.939999,64.019997,747600,62.188622
"2011-01-26",63.900002,64.550003,62.68,64.25,1129200,62.412048
"2011-01-27",64.290001,64.730003,63.790001,64.150002,958700,62.314907
"2011-01-28",64.370003,64.370003,63.029999,64.089996,1187200,62.256611
"2011-01-31",64.540001,65.160004,63.900002,63.939999,839200,62.110897
"2011-02-01",64.220001,64.419998,63.34,63.349998,869300,61.537785
"2011-02-02",63.349998,63.349998,61.299999,61.610001,1224900,59.847576
"2011-02-03",61.610001,62.830002,61.400002,62.48,694500,60.692684
"2011-02-04",62.48,64.120003,62.200001,63.98,843800,62.149765
"2011-02-07",64.260002,65.029999,64.260002,64.5,954700,62.654884
"2011-02-08",64.43,65.230003,64.360001,64.900002,1107100,63.043453
"2011-02-09",64.900002,66.800003,64.900002,66,2097200,64.111984
"2011-02-10",64.75,67,63.73,65.25,4428100,63.383438
"2011-02-11",65.150002,65.410004,64.019997,65.300003,1662300,63.432007
"2011-02-14",64.949997,65,63.5,63.779999,1332400,61.955486
"2011-02-15",63.450001,64.160004,63.25,63.529999,1067400,61.712627
"2011-02-16",63.720001,65,63.720001,64.410004,1247700,62.567463
"2011-02-17",64,64,62.740002,62.810001,1494600,61.013241
"2011-02-18",62.779999,63.07,62.32,62.389999,865400,60.605267
"2011-02-22",61.849998,61.93,60.349998,61.43,1313500,59.672714
"2011-02-23",61.310001,61.900002,60.349998,60.700001,1231700,58.963593
"2011-02-24",60.540001,61.709999,60.540001,61.32,1792200,59.565857
"2011-02-25",61.43,62.689999,61.290001,62.630001,1058500,60.838383
"2011-02-28",62.599998,63.060001,62.290001,62.68,1199700,60.886944
"2011-03-01",62.990002,63.349998,62.220001,62.630001,1201100,60.838383
"2011-03-02",62.57,63.48,61.990002,63.02,971600,61.217236
"2011-03-03",63.240002,64.529999,62.959999,64.459999,1088800,62.616024
"2011-03-04",64.349998,64.440002,63.470001,63.790001,746500,61.965206
"2011-03-07",64.089996,64.089996,62.990002,63.049999,864200,61.246376
"2011-03-08",63.080002,64.57,62.490002,64.080002,1251700,62.246906
"2011-03-09",64.169998,64.989998,63.759998,64.510002,855800,62.664608
"2011-03-10",63.900002,65.610001,63.75,64.889999,1230700,63.033749
"2011-03-11",64.510002,65.669998,64.199997,65.599998,1065500,63.723408
"2011-03-14",65.18,65.980003,64.910004,65.279999,1021000,63.41259
"2011-03-15",64.230003,65.980003,64.129997,65.419998,1032500,63.548569
"2011-03-16",65.160004,65.510002,64.559998,64.93,1199000,63.072586
"2011-03-17",65.629997,65.629997,64.300003,64.480003,940800,62.635471
"2011-03-18",64.830002,65.059998,63.189999,64.800003,1557200,62.946301
"2011-03-21",65.339996,65.839996,64.980003,65,1002100,63.140591
"2011-03-22",64.980003,65.419998,64.919998,64.989998,1052300,63.130875
"2011-03-23",64.940002,65.650002,64.330002,65.339996,836500,63.529522
"2011-03-24",65.720001,66.860001,65.470001,66.519997,1010400,64.676811
"2011-03-25",66.709999,66.830002,66.019997,66.260002,743900,64.424049
"2011-03-28",66.510002,66.540001,65.550003,65.620003,645200,63.801777
"2011-03-29",65.489998,65.660004,65.18,65.589996,464400,63.772575
"2011-03-30",65.699997,66.040001,65.25,65.910004,659300,64.083733
"2011-03-31",66.029999,66.029999,64.940002,65.620003,706700,63.801777
"2011-04-01",65.980003,66.389999,65.730003,66.160004,571100,64.326797
"2011-04-04",66.360001,66.400002,65.639999,66.099998,649900,64.26844
"2011-04-05",66.050003,68.199997,65.919998,67.779999,1085900,65.901932
"2011-04-06",68.120003,68.849998,67.269997,67.589996,769300,65.717171
"2011-04-07",67.480003,67.809998,66.269997,67.300003,617400,65.435204
"2011-04-08",67.580002,67.660004,66.220001,66.459999,874000,64.618469
"2011-04-11",65.150002,65.93,64.559998,65.650002,1418100,63.830933
"2011-04-12",65.330002,66,65.269997,65.639999,754900,63.821209
"2011-04-13",64.279999,64.650002,63.360001,64,1928500,62.226639
"2011-04-14",63.669998,64.239998,63.330002,63.970001,878100,62.197472
"2011-04-15",63.959999,64.400002,63.73,63.84,1184600,62.071091
"2011-04-18",63.549999,64.699997,63.34,64.5,1030100,62.712784
"2011-04-19",64.75,65.110001,64.519997,65,872000,63.198936
"2011-04-20",65.5,66.169998,65.199997,66.129997,914900,64.297638
"2011-04-21",66.339996,66.5,65.830002,66.419998,319500,64.579567
"2011-04-25",66.32,66.32,64.989998,65.730003,441300,63.908722
"2011-04-26",65.949997,66.449997,65.75,65.910004,548200,64.083733
"2011-04-27",65.919998,66.809998,65.879997,66.349998,746300,64.511536
"2011-04-28",66.07,66.230003,65.110001,66.18,910100,64.346207
"2011-04-29",66.029999,66.029999,64.989998,65.459999,991000,63.646198
"2011-05-02",65.290001,65.57,65.059998,65.440002,802400,63.626732
"2011-05-03",65.089996,66.129997,65.050003,66.059998,773400,64.229576
"2011-05-04",66.050003,66.550003,65.279999,65.760002,894700,63.937893
"2011-05-05",65.5,66.550003,65.120003,65.860001,1061700,64.035103
"2011-05-06",66.120003,66.599998,65.019997,65.050003,682400,63.247559
"2011-05-09",65.019997,65.830002,64.879997,65.510002,715400,63.694794
"2011-05-10",65.599998,66.440002,65.599998,66.279999,830600,64.443474
"2011-05-11",66.32,69.190002,66.239998,68.830002,2485800,66.922836
"2011-05-12",68.82,69.830002,68.169998,69.410004,1422300,67.486732
"2011-05-13",69.43,72.32,69.410004,72.160004,2243900,70.160568
"2011-05-16",71.800003,71.919998,70.18,70.18,1173400,68.23542
"2011-05-17",69.839996,69.93,68.559998,69.720001,1389400,67.788139
"2011-05-18",69.800003,70.660004,68.949997,70.660004,1473900,68.70211
"2011-05-19",64.199997,65,62.580002,63.490002,6039200,61.730782
"2011-05-20",63.400002,64.120003,61.630001,63.27,2618200,61.516861
"2011-05-23",62.34,63.450001,61.91,62.990002,1072900,61.24464
"2011-05-24",63.060001,63.080002,61.91,62.200001,1984300,60.476513
"2011-05-25",61.84,62.75,61.580002,62.490002,1320300,60.758488
"2011-05-26",61.349998,62.75,61.349998,62.66,1705100,60.923775
"2011-05-27",62.630001,62.75,61.790001,62.119999,1360800,60.39875
"2011-05-31",62.290001,62.389999,61.389999,62.099998,1530900,60.379303
"2011-06-01",62.139999,62.139999,60.860001,61.02,1554100,59.329216
"2011-06-02",61,61.060001,59.77,60.509998,2453600,58.833363
"2011-06-03",59.869999,60.470001,59.040001,59.77,1078600,58.113853
"2011-06-06",59.490002,59.91,58.860001,58.889999,1019100,57.258247
"2011-06-07",58.68,59.130001,57.549999,58.43,1555500,56.810974
"2011-06-08",58.349998,58.669998,57.869999,58.400002,1260000,56.781815
"2011-06-09",58.220001,58.549999,57.759998,58.16,1171700,56.548473
"2011-06-10",58.150002,58.5,57.599998,57.970001,1201000,56.363731
"2011-06-13",58.330002,58.919998,57.93,57.970001,985500,56.363731
"2011-06-14",57.27,57.549999,56.580002,57.25,3024600,55.663685
"2011-06-15",57.02,58.189999,56.810001,57.439999,1867600,55.848419
"2011-06-16",57.18,58.740002,57.07,58.59,1705200,56.966553
"2011-06-17",58.669998,59.5,58.049999,58.119999,2851100,56.509571
"2011-06-20",58.029999,59.25,57.619999,59.040001,1730400,57.404091
"2011-06-21",59.040001,59.259998,58.25,58.889999,1077600,57.258247
"2011-06-22",58.919998,59.369999,58.619999,58.650002,1442800,57.083054
"2011-06-23",58.310001,59.080002,58.060001,59.009998,1494400,57.43343
"2011-06-24",58.970001,59.34,57.700001,57.990002,1133900,56.44067
"2011-06-27",58.099998,58.470001,57.700001,58.029999,1132600,56.479599
"2011-06-28",58.200001,58.540001,57.810001,58.150002,869300,56.596413
"2011-06-29",58.23,58.25,57.450001,57.669998,961500,56.129215
"2011-06-30",57.959999,58.91,57.959999,58.490002,1452200,56.92733
"2011-07-01",58.439999,59.650002,58.290001,59.099998,811200,57.521015
"2011-07-05",59.150002,59.259998,57.950001,58.419998,1013000,56.859192
"2011-07-06",58.209999,58.82,57.950001,58.110001,1002200,56.55748
"2011-07-07",58.369999,59.669998,58.369999,59.52,929200,57.929813
"2011-07-08",59.200001,60,59.029999,59.119999,1091800,57.540493
"2011-07-11",58.889999,59.16,58.029999,58.52,971600,56.95652
"2011-07-12",58.41,59.060001,58.299999,58.349998,1849600,56.791073
"2011-07-13",58.57,58.73,56.91,56.959999,2111300,55.438194
"2011-07-14",57,57.599998,56.43,56.549999,1888300,55.039154
"2011-07-15",56.68,56.73,55.150002,55.490002,1459000,54.007469
"2011-07-18",55.200001,55.41,54.580002,54.82,1190700,53.355362
"2011-07-19",55,55.990002,55,55.490002,1161100,54.007469
"2011-07-20",55.529999,55.560001,54.599998,55.040001,1002300,53.569477
"2011-07-21",54.990002,55.189999,54.5,55.07,1315000,53.59869
