"dates","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2010-06-21",18.846516,18.872412,18.392185,18.495764,4109090,14.531743
"2010-06-22",18.582863,18.731169,17.951977,17.977873,3674945,14.124846
"2010-06-23",17.966103,18.029661,17.695387,17.897835,4652410,14.06196
"2010-06-24",17.831921,17.838984,17.483522,17.589455,4934477,13.819677
"2010-06-25",17.587099,17.756592,17.436441,17.733051,6224594,13.932492
"2010-06-28",17.711864,17.919022,17.596516,17.704802,2935368,13.910296
"2010-06-29",17.419962,17.429379,16.878531,17.00565,6582701,13.360992
"2010-06-30",16.949154,17.109228,16.723164,16.756121,5318071,13.164936
"2010-07-01",16.725517,16.986816,16.445387,16.836159,4539413,13.227823
"2010-07-02",16.857346,16.970339,16.54661,16.624294,3172831,13.061363
"2010-07-06",16.784369,16.91855,16.299435,16.457155,3489307,12.930047
"2010-07-07",16.468927,17.111582,16.4242,17.078625,3973579,13.418321
"2010-07-08",17.158663,17.52825,17.158663,17.483522,4664729,13.736443
"2010-07-09",17.671846,17.671846,17.382298,17.631826,3382258,13.852967
"2010-07-12",17.542374,17.737759,17.401131,17.507063,3853786,13.754936
"2010-07-13",17.780132,18.024954,17.671846,17.935499,2925598,14.091555
"2010-07-14",17.841337,17.949623,17.641243,17.928436,4262018,14.086004
"2010-07-15",17.911959,17.999058,17.63418,17.904896,4686394,14.067506
"2010-07-16",17.822506,17.855461,17.109228,17.153955,4531766,13.477512
"2010-07-19",17.241055,17.382298,16.972692,17.135122,2872073,13.462716
"2010-07-20",16.864407,17.66243,16.845573,17.655367,3640536,13.871461
"2010-07-21",17.758945,17.806026,17.36582,17.410545,4578494,13.679102
"2010-07-22",18.411016,18.707626,17.919022,18.455744,6954401,14.500295
"2010-07-23",18.592279,19.013653,18.592279,18.780603,7412335,14.755531
"2010-07-26",18.837099,19.329096,18.745293,19.274954,5278140,15.143933
"2010-07-27",19.303202,19.329096,18.72175,18.917137,4910688,14.862807
"2010-07-28",18.837099,18.987759,18.580507,18.724106,3457447,14.711141
"2010-07-29",18.799435,18.88418,18.389832,18.651131,3367390,14.653807
"2010-07-30",18.415726,18.707626,18.316854,18.674669,4624373,14.672303
