"dates","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"2011-07-28",14.0875,14.255,14.04,14.06,7344000,10.578925
"2011-07-29",14.02,14.02,13.79,13.8125,9977200,10.392703
"2011-08-01",13.8875,13.95,13.73,13.8525,6737200,10.422799
"2011-08-02",13.7775,13.825,13.56,13.56,7207600,10.20272
"2011-08-03",13.5775,13.605,13.28,13.5075,13422000,10.163218
"2011-08-04",13.405,13.515,13.1175,13.1225,13019600,9.873541
"2011-08-05",13.2225,13.3025,12.9675,13.2025,17404000,9.933732
"2011-08-08",12.9825,13.1475,12.5,12.5425,14094400,9.437139
"2011-08-09",12.6875,13.0075,12.25,12.985,17858400,9.770082
"2011-08-10",12.8175,12.9425,12.5,12.5475,16360800,9.440902
"2011-08-11",12.5825,13.245,12.5475,13.1125,28130000,9.866013
"2011-08-12",13.205,13.3575,13.0975,13.1725,26907200,9.91116
"2011-08-15",13.24,13.7225,13.2125,13.685,24555200,10.296769
"2011-08-16",13.5875,13.735,13.455,13.6725,7134800,10.287368
"2011-08-17",13.755,13.93,13.72,13.7625,7592800,10.35508
"2011-08-18",13.545,13.6775,13.3625,13.6475,14720800,10.268557
"2011-08-19",13.5525,13.675,13.4875,13.5725,9924800,10.212122
"2011-08-22",13.7775,13.7775,13.5,13.5325,9130400,10.182027
"2011-08-23",13.6025,13.78,13.475,13.78,9200800,10.368249
"2011-08-24",13.63,14.03,13.61,14.01,8870400,10.647548
"2011-08-25",14.04,14.04,13.705,13.8025,7402800,10.489847
"2011-08-26",13.7275,13.8775,13.425,13.8525,6784800,10.527847
"2011-08-29",13.985,14.08,13.9225,14.0725,4896400,10.695045
"2011-08-30",14.025,14.17,13.99,14.11,6061600,10.723548
"2011-08-31",14.145,14.205,14.0825,14.18,8580000,10.776751
"2011-09-01",14.2075,14.26,14.115,14.18,10512400,10.776751
"2011-09-02",13.97,14.0225,13.8975,13.9075,8055200,10.569652
"2011-09-06",13.7,13.7825,13.5,13.7625,7274000,10.459447
"2011-09-07",13.95,13.95,13.605,13.75,12296000,10.449951
"2011-09-08",13.5525,13.7825,13.55,13.665,10302400,10.38535
"2011-09-09",13.535,13.5725,13.325,13.4,11257600,10.183949
"2011-09-12",13.29,13.5325,13.2625,13.53,8249600,10.282747
"2011-09-13",13.515,13.535,13.3225,13.3975,12767600,10.18205
"2011-09-14",13.3825,13.5825,13.2625,13.4625,9866400,10.231449
"2011-09-15",13.5625,13.6775,13.495,13.585,10833600,10.324552
"2011-09-16",13.645,13.8575,13.605,13.82,11891200,10.503149
"2011-09-19",13.67,13.74,13.6375,13.6875,5899200,10.402449
"2011-09-20",13.75,14.0875,13.7225,13.9175,9977200,10.577246
"2011-09-21",13.9475,14.065,13.6975,13.7025,9047200,10.413849
"2011-09-22",13.47,13.61,13.225,13.3375,14760000,10.13645
"2011-09-23",13.34,13.6225,13.315,13.4525,10764400,10.223849
"2011-09-26",13.58,13.615,13.4625,13.595,8468400,10.332151
"2011-09-27",13.855,13.91,13.5875,13.64,10456400,10.366349
"2011-09-28",13.6775,13.7475,13.4325,13.46,8629200,10.229552
"2011-09-29",13.6125,13.6725,13.495,13.63,11456400,10.358747
"2011-09-30",13.5275,13.6875,13.5,13.505,9766000,10.263752
"2011-10-03",13.4725,13.645,13.2125,13.2175,8868800,10.045249
"2011-10-04",13.085,13.2575,12.8325,13.2525,11600000,10.071849
"2011-10-05",13.29,13.345,13.1325,13.255,9690800,10.073751
"2011-10-06",13.225,13.4475,13.1975,13.44,5900800,10.21435
"2011-10-07",13.5025,13.64,13.405,13.55,11350800,10.29795
"2011-10-10",13.715,13.78,13.605,13.775,6891200,10.468947
"2011-10-11",13.7375,13.7525,13.5975,13.6925,4801600,10.406249
"2011-10-12",13.71,13.775,13.595,13.67,7169200,10.389152
"2011-10-13",13.6175,13.69,13.515,13.6475,5708800,10.372051
"2011-10-14",13.7175,13.7925,13.6525,13.715,7864000,10.423348
"2011-10-17",13.7125,13.78,13.63,13.6725,7709200,10.391051
"2011-10-18",13.6925,13.81,13.55,13.7075,7815200,10.417648
"2011-10-19",13.7325,13.8875,13.67,13.6875,7295600,10.402449
"2011-10-20",13.7175,13.815,13.6725,13.77,6166800,10.465149
"2011-10-21",13.88,13.9875,13.8525,13.9675,8139600,10.61525
"2011-10-24",13.975,14.0375,13.885,13.96,6071200,10.60955
"2011-10-25",13.8875,13.975,13.78,13.8,6510400,10.487947
"2011-10-26",13.96,14.08,13.845,14.0075,9362000,10.645646
"2011-10-27",14.3675,14.5225,14.24,14.45,12055600,10.981946
"2011-10-28",14.43,14.4625,14.235,14.26,11022800,10.837549
"2011-10-31",14.1325,14.265,14.1,14.1,9863200,10.715948
"2011-11-01",13.8825,14.015,13.7975,13.8375,10273200,10.516446
"2011-11-02",14.0225,14.185,14.0075,14.05,7758400,10.677949
"2011-11-03",14.15,14.4175,14.1025,14.4025,11016000,10.945844
"2011-11-04",13.8875,14.225,13.8875,14.11,14420000,10.723548
"2011-11-07",13.9125,14.1675,13.8575,14.0075,12002400,10.645646
"2011-11-08",14.005,14.115,13.9475,14.1125,6682800,10.725449
"2011-11-09",13.94,13.94,13.68,13.72,10162000,10.427149
"2011-11-10",13.87,13.8975,13.75,13.8225,6214000,10.505049
"2011-11-11",13.915,14.0525,13.915,13.955,7103200,10.605749
"2011-11-14",13.975,13.975,13.765,13.8175,5100400,10.501249
"2011-11-15",13.825,13.9675,13.7525,13.9125,14236400,10.573446
"2011-11-16",13.81,14.055,13.78,13.9,10115200,10.563947
"2011-11-17",13.865,13.9875,13.7425,13.845,8745600,10.522149
"2011-11-18",13.8825,13.9525,13.7925,13.8825,7426000,10.550648
"2011-11-21",13.79,13.82,13.6125,13.675,9083600,10.39295
"2011-11-22",13.505,13.56,13.2825,13.365,8161600,10.260519
"2011-11-23",13.2875,13.3225,13.0925,13.095,9066800,10.053236
"2011-11-25",13.0875,13.2325,13.08,13.1425,3957600,10.089703
"2011-11-28",13.405,13.49,13.32,13.3875,7978800,10.27779
"2011-11-29",13.4575,13.6475,13.43,13.6,6276800,10.44093
"2011-11-30",13.8375,13.9125,13.7325,13.86,12371200,10.640538
"2011-12-01",13.86,13.9925,13.835,13.895,5316400,10.667408
"2011-12-02",14,14.0925,13.9125,13.94,9955200,10.701954
"2011-12-05",14.1375,14.245,14.0225,14.1275,8876800,10.845901
"2011-12-06",14.1625,14.3,14.1,14.195,7504400,10.897722
"2011-12-07",14.1475,14.3175,14.12,14.27,7317200,10.955304
"2011-12-08",14.1925,14.3125,14.1275,14.155,8610400,10.867013
"2011-12-09",14.23,14.395,14.1825,14.37,7318800,11.032073
"2011-12-12",14.3425,14.3825,14.15,14.2475,7024000,10.938028
"2011-12-13",14.3225,14.495,14.2625,14.345,7300800,11.012878
"2011-12-14",14.3025,14.375,14.2375,14.2925,7726400,10.972572
"2011-12-15",14.455,14.52,14.355,14.4775,8591600,11.1146
"2011-12-16",14.555,14.5625,14.39,14.4675,15871600,11.106922
"2011-12-19",14.4275,14.5025,14.325,14.3875,7898800,11.045506
"2011-12-20",14.52,14.735,14.495,14.685,10570800,11.273904
"2011-12-21",14.72,14.98,14.715,14.92,11749200,11.454318
"2011-12-22",14.935,14.9775,14.87,14.93,10523600,11.461995
"2011-12-23",14.92,15.085,14.92,15.0625,7393200,11.563716
"2011-12-27",15.065,15.2175,15.0525,15.1925,5915600,11.663518
"2011-12-28",15.1775,15.2425,15.15,15.1675,5884800,11.644324
"2011-12-29",15.2375,15.285,15.1525,15.27,4849200,11.723016
"2011-12-30",15.2875,15.3,15.1925,15.22,4917200,11.68463
"2012-01-03",15.29,15.29,14.675,14.7375,19250400,11.314208
"2012-01-04",14.7175,14.7675,14.6725,14.7,11679600,11.285417
"2012-01-05",14.7725,14.9175,14.6425,14.8875,13628000,11.429365
"2012-01-06",14.8675,14.88,14.725,14.73,18193600,11.308449
"2012-01-09",14.7875,14.8125,14.6425,14.7475,9357200,11.321887
"2012-01-10",14.7875,14.8725,14.73,14.8125,7598400,11.371788
"2012-01-11",14.77,14.84,14.7,14.8025,7078400,11.364109
"2012-01-12",14.855,14.8875,14.74,14.8475,7762400,11.398656
"2012-01-13",14.76,14.85,14.7075,14.78,8264400,11.346833
"2012-01-17",14.9225,14.9675,14.75,14.7875,7612400,11.352593
"2012-01-18",14.775,14.9,14.7675,14.875,7074800,11.419768
"2012-01-19",14.92,14.92,14.6875,14.6975,9229200,11.283502
"2012-01-20",14.6925,14.8275,14.6925,14.8275,9678000,11.383303
"2012-01-23",14.8075,14.9375,14.795,14.84,8460000,11.3929
"2012-01-24",14.8375,14.8425,14.705,14.7975,5954400,11.36027
"2012-01-25",14.7475,15.0325,14.6775,15.0125,9944000,11.525331
"2012-01-26",15.025,15.06,14.845,14.9175,11892800,11.452398
"2012-01-27",14.85,15.01,14.77,14.98,10602000,11.500381
"2012-01-30",14.925,15.0925,14.8425,14.9825,10821600,11.502297
"2012-01-31",14.9925,15.01,14.8875,14.9625,8736800,11.486944
"2012-02-01",15.04,15.09,14.97,14.9875,8662400,11.506138
"2012-02-02",15.025,15.1225,14.9675,15.0275,8047600,11.536845
"2012-02-03",15.1175,15.15,14.965,15.0525,7399200,11.556036
"2012-02-06",15.0125,15.0775,14.955,14.9925,5274400,11.509975
"2012-02-07",14.9625,15.1125,14.8975,15.045,7050000,11.550279
"2012-02-08",15.02,15.105,14.9625,15.0875,6726400,11.582909
"2012-02-09",15.0775,15.105,14.9875,15.0725,6455200,11.571393
"2012-02-10",15.0075,15.1125,15.0075,15.09,5397600,11.584826
"2012-02-13",15.125,15.125,14.9525,15.01,7214800,11.52341
"2012-02-14",14.97,15.095,14.9425,15.095,5380400,11.588667
"2012-02-15",15.13,15.145,14.9175,14.9925,7544800,11.509975
"2012-02-16",15.035,15.19,14.995,15.1075,8270000,11.598262
"2012-02-17",15.125,15.18,15.0275,15.055,7547600,11.557958
"2012-02-21",15.105,15.14,15.0525,15.1025,7985200,11.594421
"2012-02-22",15.125,15.175,15.0075,15.045,5201200,11.550279
"2012-02-23",15.045,15.095,14.94,15.0525,23902800,11.556036
"2012-02-24",15.1,15.2225,15.0375,15.1925,25763600,11.663518
"2012-02-27",15.165,15.25,15.1125,15.205,40980000,11.673115
"2012-02-28",15.24,15.2425,15.1025,15.12,6014000,11.607859
"2012-02-29",15.01,15.0275,14.775,14.8775,9810400,11.536136
"2012-03-01",14.8875,15.015,14.8825,14.9525,8026800,11.594291
"2012-03-02",14.9425,14.99,14.88,14.95,6076000,11.592351
"2012-03-05",14.915,14.9975,14.875,14.96,5246800,11.600104
"2012-03-06",14.895,14.9225,14.8125,14.8825,4798000,11.540013
"2012-03-07",14.8875,14.9525,14.7975,14.9375,5192800,11.582659
"2012-03-08",15,15.0025,14.9125,14.94,5630800,11.584596
"2012-03-09",14.97,15.075,14.91,15.0025,7049200,11.63306
"2012-03-12",15.01,15.225,15.005,15.1925,6857200,11.780388
"2012-03-13",15.2075,15.2425,15.13,15.2275,7364400,11.807527
"2012-03-14",15.2125,15.2575,14.9975,15.015,7512800,11.642755
"2012-03-15",15.0325,15.0875,14.925,15.0625,8405600,11.679587
"2012-03-16",15.0475,15.07,14.9775,15.04,10953600,11.662135
"2012-03-19",15,15.1625,14.97,15.0075,7478800,11.636935
"2012-03-20",14.9725,15.1275,14.9725,15.05,4334000,11.669891
"2012-03-21",15.13,15.1525,15.0375,15.0775,4175200,11.691215
"2012-03-22",15.015,15.085,14.985,15.0725,5495200,11.687342
"2012-03-23",15.0625,15.1425,15.0575,15.1,4865600,11.708664
"2012-03-26",15.1875,15.2525,15.1475,15.2325,4547200,11.811403
"2012-03-27",15.2325,15.3025,15.205,15.24,4517200,11.817219
"2012-03-28",15.23,15.265,15.0675,15.1125,4900400,11.718357
"2012-03-29",15.065,15.1575,14.97,15.15,4254000,11.747432
"2012-03-30",15.2125,15.2725,15.1375,15.27,6602400,11.840481
"2012-04-02",15.3,15.525,15.3,15.4575,8510000,11.985874
"2012-04-03",15.4775,15.515,15.4225,15.49,5702800,12.011069
"2012-04-04",15.4475,15.6475,15.44,15.61,8737600,12.10412
"2012-04-05",15.5675,15.7375,15.54,15.72,11919200,12.189416
"2012-04-09",15.5825,15.6875,15.58,15.6575,7303600,12.140954
"2012-04-10",15.6,15.675,15.465,15.5625,8897200,12.067287
"2012-04-11",15.6375,15.675,15.54,15.6,8717600,12.096367
"2012-04-12",15.5925,15.63,15.4925,15.63,7467200,12.119631
"2012-04-13",15.62,15.6925,15.5125,15.52,15741600,12.034333
"2012-04-16",15.5475,15.72,15.5275,15.68,5744000,12.158397
"2012-04-17",15.7325,15.78,15.5775,15.755,5151200,12.216555
"2012-04-18",15.6925,15.765,15.5775,15.7,6608800,12.173906
"2012-04-19",15.675,15.7475,15.585,15.68,6435600,12.158397
"2012-04-20",15.695,15.9075,15.6375,15.865,7089200,12.301852
"2012-04-23",15.805,15.8725,15.7875,15.835,5507600,12.278589
"2012-04-24",15.855,16.012501,15.82,15.975,7435200,12.387145
"2012-04-25",16.0075,16.17,15.93,16.102501,8370000,12.48601
"2012-04-26",16.15,16.2125,16.049999,16.1075,9025600,12.489888
"2012-04-27",16.137501,16.165001,16.059999,16.135,4322800,12.51121
"2012-04-30",16.120001,16.127501,16.049999,16.0875,7750000,12.474378
"2012-05-01",15.7125,15.9975,15.655,15.9475,21819600,12.365822
"2012-05-02",15.9325,15.9625,15.9,15.9475,7525200,12.365822
"2012-05-03",15.915,16.025,15.89,15.9,6741600,12.328987
"2012-05-04",15.8875,15.995,15.85,15.8925,7876400,12.323174
"2012-05-07",15.8875,16.057501,15.875,16.035,9171600,12.43367
"2012-05-08",16.004999,16.094999,15.975,16.049999,6696400,12.445299
"2012-05-09",15.9575,16.115,15.935,16.0375,7918400,12.435607
"2012-05-10",16.147499,16.317499,16.094999,16.272499,9802000,12.617827
"2012-05-11",16.25,16.3575,16.205,16.2925,5574400,12.633337
"2012-05-14",16.275,16.5,16.1975,16.424999,9923200,12.736076
"2012-05-15",16.432501,16.5,16.342501,16.41,9106800,12.724445
"2012-05-16",16.434999,16.4825,16.309999,16.389999,6628800,12.708941
"2012-05-17",16.3825,16.4125,16.262501,16.262501,6115200,12.610074
"2012-05-18",16.280001,16.4375,16.225,16.25,9135600,12.600381
"2012-05-21",16.245001,16.317499,16.1875,16.299999,7250800,12.639151
"2012-05-22",16.3125,16.455,16.3125,16.4025,6264000,12.718633
"2012-05-23",16.389999,16.49,16.174999,16.235001,9248400,12.58875
"2012-05-24",16.290001,16.389999,16.217501,16.2575,7432400,12.606199
"2012-05-25",16.2775,16.389999,16.264999,16.3325,23769200,12.664355
"2012-05-29",16.375,16.440001,16.2675,16.41,24244000,12.724445
"2012-05-30",16.352501,16.467501,16.262501,16.2925,6251200,12.633337
"2012-05-31",16.1775,16.42,16.145,16.334999,11154400,12.783989
"2012-06-01",16.1425,16.352501,16.115,16.147499,10193600,12.637246
"2012-06-04",16.15,16.195,16.077499,16.182501,9712000,12.664643
"2012-06-05",16.227501,16.334999,16.120001,16.2875,7506400,12.746816
"2012-06-06",16.3475,16.450001,16.2875,16.415001,6655200,12.846599
"2012-06-07",16.495001,16.605,16.467501,16.5625,7620400,12.962038
"2012-06-08",16.5075,16.762501,16.4925,16.735001,6258400,13.097036
"2012-06-11",16.807501,16.825001,16.657499,16.67,5294800,13.046164
"2012-06-12",16.68,16.725,16.5275,16.725,5094400,13.089208
"2012-06-13",16.6975,16.809999,16.577499,16.75,5198000,13.108774
"2012-06-14",16.775,16.91,16.76,16.877501,7635600,13.208559
"2012-06-15",17.0075,17.049999,16.8675,16.942499,8080800,13.259429
"2012-06-18",16.942499,17.09,16.942499,17.049999,5496000,13.343557
"2012-06-19",17.094999,17.110001,16.942499,16.959999,5930000,13.273125
"2012-06-20",16.950001,16.9725,16.735001,16.799999,6433600,13.147905
"2012-06-21",16.8375,16.959999,16.645,16.6525,6750800,13.03247
"2012-06-22",16.709999,16.73,16.625,16.655001,5597200,13.034425
"2012-06-25",16.57,16.7675,16.5,16.727501,5384800,13.091166
"2012-06-26",16.762501,16.8325,16.695,16.754999,7648800,13.112687
"2012-06-27",16.747499,16.997499,16.747499,16.940001,4852400,13.25747
"2012-06-28",16.84,16.987499,16.807501,16.9825,4417600,13.29073
"2012-06-29",17.192499,17.24,17.0625,17.202499,6467200,13.462909
"2012-07-02",17.307501,17.315001,17.08,17.209999,6456000,13.468776
"2012-07-03",17.182501,17.299999,17.1,17.1425,3207600,13.415954
"2012-07-05",17.102501,17.290001,17.0625,17.102501,4595200,13.384646
"2012-07-06",17.0175,17.120001,16.9725,17.075001,3382000,13.363124
"2012-07-09",17.0625,17.092501,16.8925,16.965,6914800,13.277036
"2012-07-10",17.059999,17.17,17.0075,17.1325,4722800,13.408121
"2012-07-11",17.1625,17.200001,17.025,17.092501,5746800,13.376822
"2012-07-12",17.035,17.1625,17.030001,17.105,5075600,13.386603
"2012-07-13",17.1525,17.42,17.129999,17.3325,5753600,13.564648
"2012-07-16",17.275,17.4575,17.264999,17.3825,5902000,13.603779
"2012-07-17",17.4175,17.5,17.325001,17.365,6478800,13.590084
"2012-07-18",17.342501,17.625,17.342501,17.625,7725600,13.793563
"2012-07-19",17.610001,17.620001,17.440001,17.575001,6351600,13.754431
"2012-07-20",17.522499,17.735001,17.4925,17.622499,5035600,13.791606
"2012-07-23",17.565001,17.6075,17.42,17.487499,3734000,13.685947
"2012-07-24",17.487499,17.487499,17.2125,17.3125,4598000,13.548997
"2012-07-25",17.395,17.4275,17.174999,17.205,5471600,13.464863
"2012-07-26",17.3375,17.7425,17.3375,17.68,7777600,13.836603
"2012-07-27",17.7325,17.877501,17.6625,17.772499,7590000,13.908991
"2012-07-30",17.775,17.965,17.75,17.855,5693200,13.973563
"2012-07-31",17.842501,17.932501,17.7125,17.725,7999200,13.871821
"2012-08-01",17.8225,18.055,17.605,17.645,8181200,13.809209
"2012-08-02",17.547501,17.5975,17.385,17.549999,5366800,13.734864
"2012-08-03",17.682501,17.762501,17.547501,17.717501,4294400,13.865952
"2012-08-06",17.7075,17.7775,17.5975,17.5975,4401600,13.77204
"2012-08-07",17.66,17.672501,17.452499,17.4625,5441200,13.666387
"2012-08-08",17.48,17.487499,17.362499,17.450001,4366400,13.656603
"2012-08-09",17.407499,17.432501,17.285,17.3125,5555600,13.548997
"2012-08-10",17.295,17.465,17.280001,17.450001,5038400,13.656603
"2012-08-13",17.3475,17.377501,17.264999,17.3225,5e+06,13.556822
"2012-08-14",17.415001,17.452499,17.352501,17.397499,5267200,13.615517
"2012-08-15",17.3675,17.415001,17.2925,17.307501,4418400,13.545084
"2012-08-16",17.355,17.424999,17.317499,17.395,5934000,13.61356
"2012-08-17",17.4475,17.4825,17.365,17.4,5549600,13.617471
"2012-08-20",17.3575,17.387501,17.182501,17.2575,5882000,13.505951
"2012-08-21",17.219999,17.315001,17.127501,17.139999,6080400,13.413994
"2012-08-22",17.094999,17.147499,17,17.0525,6112400,13.345514
"2012-08-23",17.0375,17.075001,16.747499,16.852501,6379600,13.188993
"2012-08-24",16.855,16.967501,16.817499,16.959999,3794800,13.273125
"2012-08-27",17,17.135,16.975,17.075001,6421600,13.363124
"2012-08-28",17.025,17.145,17.004999,17.0975,7046400,13.380733
"2012-08-29",16.975,17.030001,16.895,16.9375,6228000,13.372837
"2012-08-30",16.889999,16.907499,16.8125,16.844999,4190800,13.299806
"2012-08-31",16.895,16.942499,16.7675,16.827499,4578800,13.285987
"2012-09-04",16.834999,16.855,16.7325,16.797501,7054800,13.262301
"2012-09-05",16.805,16.865,16.782499,16.7875,5487200,13.254408
"2012-09-06",16.497499,16.860001,16.487499,16.852501,20393200,13.305727
"2012-09-07",16.8825,16.987499,16.8475,16.9125,9896000,13.3531
"2012-09-10",16.969999,17.110001,16.942499,16.985001,9501200,13.41034
"2012-09-11",17,17.0175,16.922501,16.934999,6472800,13.370864
"2012-09-12",16.950001,16.969999,16.754999,16.7775,7008400,13.24651
"2012-09-13",16.754999,17.192499,16.75,17.174999,11081200,13.560354
"2012-09-14",17.1425,17.165001,16.895,16.9475,8156800,13.380733
"2012-09-17",16.985001,17.040001,16.8325,16.887501,7310000,13.333359
"2012-09-18",16.85,16.9125,16.8125,16.852501,7584000,13.305727
"2012-09-19",16.827499,16.9725,16.8025,16.877501,5734800,13.325466
"2012-09-20",16.85,17.02,16.815001,17.012501,5240000,13.432055
"2012-09-21",17.0525,17.184999,16.9725,17.157499,13538800,13.546536
"2012-09-24",17.16,17.385,17.125,17.372499,6736000,13.71629
"2012-09-25",17.41,17.497499,17.34,17.397499,7381200,13.736027
"2012-09-26",17.4375,17.615,17.4125,17.487499,10158800,13.807081
"2012-09-27",17.522499,17.545,17.360001,17.535,9413600,13.844588
"2012-09-28",17.5175,17.620001,17.42,17.5825,12552000,13.882091
"2012-10-01",17.674999,17.7125,17.51,17.5375,6905200,13.846561
"2012-10-02",17.622499,17.682501,17.525,17.6425,6208800,13.929462
"2012-10-03",17.6625,17.7325,17.622499,17.68,5033600,13.959069
"2012-10-04",17.735001,17.915001,17.6975,17.77,4733200,14.030129
"2012-10-05",17.7925,17.809999,17.67,17.7075,5542800,13.980784
"2012-10-08",17.727501,17.745001,17.605,17.67,3582400,13.951178
"2012-10-09",17.622499,17.705,17.5275,17.577499,5343600,13.878145
"2012-10-10",17.575001,17.639999,17.422501,17.4725,6409200,13.795244
"2012-10-11",17.5625,17.5625,17.434999,17.4625,6396800,13.787347
"2012-10-12",17.522499,17.522499,17.290001,17.342501,8578800,13.692603
"2012-10-15",17.3675,17.4375,17.254999,17.415001,7437600,13.749841
"2012-10-16",17.52,17.6525,17.469999,17.622499,10730400,13.913673
"2012-10-17",17.665001,17.969999,17.6325,17.945,7218400,14.1683
"2012-10-18",17.940001,18.0275,17.862499,18.012501,4608000,14.221593
"2012-10-19",18.0075,18.0525,17.9175,17.93,7242000,14.156454
"2012-10-22",17.895,17.93,17.825001,17.915001,5572000,14.144612
"2012-10-23",17.799999,17.807501,17.567499,17.690001,6770400,13.966967
"2012-10-24",17.495001,17.6175,17.227501,17.3825,14021600,13.724184
"2012-10-25",17.440001,17.495001,17.285,17.434999,5142800,13.765635
"2012-10-26",17.4375,17.450001,17.285,17.379999,5006400,13.722209
"2012-10-31",17.397499,17.5425,17.34,17.514999,6756000,13.8288
"2012-11-01",17.575001,17.575001,17.397499,17.467501,12451600,13.791294
"2012-11-02",17.522499,17.575001,17.379999,17.432501,5486800,13.763657
"2012-11-05",17.395,17.422501,17.252501,17.4025,6318400,13.739973
"2012-11-06",17.4125,17.422501,17.2575,17.2875,9407200,13.649172
"2012-11-07",17.2325,17.245001,16.907499,17.012501,5767600,13.432055
"2012-11-08",16.987499,17.1175,16.9025,16.9025,5350800,13.345204
"2012-11-09",16.844999,16.9725,16.790001,16.844999,4526400,13.299806
"2012-11-12",16.844999,16.865,16.6775,16.6975,4117600,13.183346
"2012-11-13",16.665001,16.875,16.5875,16.775,6228800,13.244536
"2012-11-14",16.77,16.790001,16.5725,16.672501,6059600,13.163611
"2012-11-15",16.6675,16.825001,16.512501,16.622499,5965200,13.12413
"2012-11-16",16.6425,16.860001,16.592501,16.8375,6569600,13.293881
"2012-11-19",16.932501,16.977501,16.799999,16.9275,7640400,13.364939
"2012-11-20",16.9275,16.965,16.745001,16.9275,5200800,13.364939
"2012-11-21",16.924999,16.9475,16.5975,16.8125,6914800,13.274142
"2012-11-23",16.862499,16.895,16.700001,16.799999,2855200,13.264276
"2012-11-26",16.772499,17,16.75,16.99,5905600,13.414289
"2012-11-27",17.004999,17.0625,16.915001,16.955,6669200,13.386653
"2012-11-28",16.825001,16.855,16.622499,16.852501,6799200,13.424492
"2012-11-29",16.877501,17.0275,16.8325,17.0275,6138400,13.563897
"2012-11-30",17.0275,17.200001,17.0075,17.1775,7314400,13.683384
"2012-12-03",17.202499,17.205,17.0075,17.0725,5359600,13.599745
"2012-12-04",17.0875,17.137501,16.955,16.977501,4936800,13.524068
"2012-12-05",16.9925,17.407499,16.952499,17.295,7267200,13.776981
"2012-12-06",17.317499,17.405001,17.2075,17.290001,4397200,13.773001
"2012-12-07",17.309999,17.4,17.2675,17.342501,4068400,13.81482
"2012-12-10",17.32,17.35,17.252501,17.285,4212000,13.769016
"2012-12-11",17.309999,17.3925,17.2675,17.327499,4375600,13.802869
"2012-12-12",17.3475,17.475,17.290001,17.307501,8512000,13.786944
"2012-12-13",17.2875,17.57,17.217501,17.512501,10394800,13.950238
"2012-12-14",17.4175,17.512501,17.3575,17.3675,11210400,13.834735
"2012-12-17",17.4125,17.66,17.3825,17.629999,9123200,14.043837
"2012-12-18",17.6075,17.797501,17.5825,17.7225,8985600,14.117522
"2012-12-19",17.6875,17.702499,17.5275,17.6425,6372000,14.053798
"2012-12-20",17.684999,17.715,17.5625,17.647499,4686400,14.057778
"2012-12-21",17.522499,17.6175,17.442499,17.49,12792400,13.932319
"2012-12-24",17.4575,17.532499,17.379999,17.48,2328800,13.924352
"2012-12-26",17.487499,17.5275,17.2425,17.2775,6590400,13.763041
"2012-12-27",17.245001,17.362499,17.127501,17.3025,5349200,13.782956
"2012-12-28",17.2125,17.3325,17.059999,17.0625,5421200,13.591774
"2012-12-31",17.032499,17.3125,16.9375,17.297501,5921600,13.778971
"2013-01-02",17.497499,17.6425,17.452499,17.629999,8953200,14.043837
"2013-01-03",17.65,17.7075,17.5825,17.6325,4909200,14.04583
"2013-01-04",17.66,17.737499,17.612499,17.719999,3739200,14.115534
"2013-01-07",17.7125,17.735001,17.594999,17.637501,5578400,14.049812
"2013-01-08",17.645,17.825001,17.5975,17.825001,7972400,14.199174
"2013-01-09",17.827499,17.827499,17.6325,17.700001,5231600,14.099599
"2013-01-10",17.764999,17.877501,17.690001,17.872499,5876400,14.237015
"2013-01-11",17.952499,17.969999,17.855,17.945,6177600,14.29476
"2013-01-14",17.895,17.987499,17.875,17.922501,5605200,14.276839
"2013-01-15",17.885,17.9825,17.855,17.969999,3957600,14.314678
"2013-01-16",17.91,17.9625,17.807501,17.827499,5654400,14.201161
"2013-01-17",17.74,17.8475,17.655001,17.77,5892400,14.15536
"2013-01-18",17.825001,17.907499,17.7925,17.887501,7058000,14.248963
"2013-01-22",17.870001,18.01,17.8675,17.995001,8861600,14.334595
"2013-01-23",17.9,17.959999,17.8375,17.9475,7762800,14.296756
"2013-01-24",17.959999,18.0875,17.93,18.025,4448400,14.358489
"2013-01-25",18.1075,18.129999,17.9175,18.125,4953200,14.438149
"2013-01-28",18.2125,18.2125,17.975,18.1,6053200,14.418234
"2013-01-29",18.1325,18.217501,18.035,18.1525,7754000,14.460057
"2013-01-30",18.135,18.139999,18,18,8636400,14.338573
"2013-01-31",18,18.055,17.93,18.012501,8068400,14.34853
"2013-02-01",18.112499,18.1775,18.065001,18.07,6379600,14.394338
"2013-02-04",18.0425,18.0975,17.98,17.997499,5545200,14.336585
"2013-02-05",18.075001,18.115,18.014999,18.040001,5838000,14.37044
"2013-02-06",18,18.002501,17.907499,18.002501,9534000,14.34057
"2013-02-07",18.057501,18.157499,17.9575,18.0625,9359600,14.388364
"2013-02-08",18.065001,18.0725,17.98,18.025,4228000,14.358489
"2013-02-11",18.002501,18.055,17.995001,18.045,4388400,14.374421
"2013-02-12",18.032499,18.139999,18.0075,18.122499,7118800,14.436155
"2013-02-13",18.145,18.23,18.105,18.137501,6005600,14.448105
"2013-02-14",18.084999,18.16,17.959999,18.049999,7118000,14.378402
"2013-02-15",18.094999,18.15,18.057501,18.125,9880400,14.438149
"2013-02-19",18.172501,18.26,18.137501,18.225,10432800,14.517809
"2013-02-20",18.225,18.352501,18.209999,18.235001,23429200,14.525772
