"dates","FISV.Open","FISV.High","FISV.Low","FISV.Close","FISV.Volume","FISV.Adjusted"
"2010-12-20",15.07,15.0725,14.7175,14.735,4157600,14.735
"2010-12-21",14.7875,14.8675,14.7225,14.8675,3446800,14.8675
"2010-12-22",14.8275,14.8975,14.7375,14.75,3422400,14.75
"2010-12-23",14.7525,14.795,14.62,14.67,4062800,14.67
"2010-12-27",14.635,14.7875,14.48,14.735,2450800,14.735
"2010-12-28",14.745,14.8,14.6275,14.7625,1354000,14.7625
"2010-12-29",14.8025,14.905,14.7625,14.79,2818400,14.79
"2010-12-30",14.7625,14.88,14.7075,14.8125,1813600,14.8125
"2010-12-31",14.78,14.85,14.6325,14.64,2373200,14.64
"2011-01-03",14.7975,14.985,14.7825,14.875,5420400,14.875
"2011-01-04",14.8225,14.8675,14.4375,14.61,5322800,14.61
"2011-01-05",14.53,14.7425,14.53,14.7325,3766000,14.7325
"2011-01-06",14.7125,14.7975,14.69,14.7525,2732800,14.7525
"2011-01-07",14.905,15,14.775,14.86,5536000,14.86
"2011-01-10",14.77,14.9125,14.6925,14.795,3650400,14.795
"2011-01-11",14.8175,15.05,14.81,15.045,3490000,15.045
"2011-01-12",15.18,15.2075,15.0575,15.205,3264000,15.205
"2011-01-13",15.21,15.28,15.17,15.19,2644800,15.19
"2011-01-14",15.175,15.5,15.13,15.48,3514400,15.48
"2011-01-18",15.485,15.6825,15.48,15.625,4082400,15.625
"2011-01-19",15.5525,15.595,15.4175,15.5,2806800,15.5
"2011-01-20",15.4375,15.5775,15.3675,15.475,2518000,15.475
"2011-01-21",15.55,15.55,15.36,15.495,3533600,15.495
"2011-01-24",15.485,15.8175,15.48,15.7275,2932800,15.7275
"2011-01-25",15.665,15.7225,15.4675,15.7225,2964400,15.7225
"2011-01-26",15.7275,15.8,15.64,15.7225,2273600,15.7225
"2011-01-27",15.7225,15.7425,15.5975,15.7175,4150000,15.7175
