"dates","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"2013-01-30",103,103.110001,102.300003,102.529999,1939800,85.273384
"2013-01-31",102.5,103.150002,102.110001,102.339996,1656300,85.115364
"2013-02-01",102.889999,104.349998,102.589996,104.150002,2316000,86.62072
"2013-02-04",104.110001,104.110001,102.339996,102.480003,1728600,85.231812
"2013-02-05",102.75,103.970001,102.279999,103.309998,1842400,85.922096
"2013-02-06",102.879997,103.190002,100.940002,101.699997,3192000,84.808838
"2013-02-07",101.769997,102.309998,101.199997,101.849998,3007300,84.933922
"2013-02-08",102.379997,102.959999,101.809998,102.790001,1726400,85.717781
"2013-02-11",102.870003,102.940002,101.760002,101.989998,1457400,85.050667
"2013-02-12",102.209999,102.230003,101.529999,101.760002,1203200,84.858856
"2013-02-13",101.980003,102.370003,100.949997,101.629997,1224400,84.750443
"2013-02-14",101.040001,102.059998,101.010002,102.019997,2211200,85.075668
"2013-02-15",101.790001,103.129997,101.029999,102.169998,4239800,85.20076
"2013-02-19",102.349998,102.400002,101.470001,101.900002,1894200,84.975601
"2013-02-20",102.18,102.629997,101.050003,101.080002,1915100,84.291801
"2013-02-21",101.169998,101.419998,100.260002,100.690002,2730500,83.966599
"2013-02-22",101.07,101.300003,100.230003,101.160004,1576200,84.358513
"2013-02-25",101.639999,102.129997,100.059998,100.089996,1644000,83.466248
"2013-02-26",100.099998,100.760002,99.309998,99.449997,2915100,82.932533
"2013-02-27",99.669998,101.540001,98.949997,100.730003,2511000,83.999916
"2013-02-28",101.07,102.370003,100.790001,101.290001,2213200,84.466919
"2013-03-01",100.82,101.650002,100.260002,101.419998,1790100,84.575356
"2013-03-04",101.260002,103.459999,101.160004,103.43,1942000,86.251503
"2013-03-05",103.68,103.879997,102.75,103.150002,1611700,86.018005
"2013-03-06",103.150002,103.489998,102.360001,102.559998,1254400,85.525993
"2013-03-07",103.550003,103.980003,101.900002,101.970001,2603300,85.033981
"2013-03-08",102.580002,103.260002,101.860001,103.040001,1549200,85.926292
"2013-03-11",103.550003,103.690002,102.349998,102.440002,2120800,85.425934
"2013-03-12",103.610001,105.519997,103.260002,103.75,3795000,86.518349
"2013-03-13",103.989998,104.190002,102.910004,103.419998,2459100,86.243172
"2013-03-14",103.269997,104.029999,102.910004,102.910004,2316700,85.817886
"2013-03-15",102.550003,102.989998,101.510002,101.75,4001800,84.850525
"2013-03-18",101.339996,102.010002,101.010002,101.68,2138000,84.792145
"2013-03-19",101.860001,102.540001,101.129997,102.120003,2240300,85.159103
"2013-03-20",102.440002,103.360001,102.339996,103.080002,2316400,85.959633
"2013-03-21",102.849998,103.970001,102.68,103.519997,2216900,86.326553
"2013-03-22",103.459999,105.120003,103.440002,105.110001,2036100,87.652481
"2013-03-25",105.190002,105.769997,104.559998,105.470001,2315300,87.95269
"2013-03-26",105.690002,106.010002,105.440002,105.970001,1452800,88.369637
"2013-03-27",105.239998,106.769997,105.040001,106.639999,1971500,88.928368
"2013-03-28",106.660004,107.059998,105.610001,106.110001,1672900,88.486382
"2013-04-01",106,106.589996,105.379997,105.809998,1005700,88.236198
"2013-04-02",106.269997,107.75,106.029999,107.68,1831900,89.795624
"2013-04-03",107.5,107.739998,106,106.360001,1833200,88.694847
"2013-04-04",106.260002,106.889999,105.459999,106.360001,1575700,88.694847
"2013-04-05",105.300003,105.970001,104.449997,105.800003,1678900,88.227852
"2013-04-08",106.449997,107.089996,105.870003,107.040001,1077600,89.261932
"2013-04-09",107.25,107.279999,105.589996,105.790001,1947300,88.219536
"2013-04-10",105.730003,106.519997,105.529999,105.75,1757200,88.186165
"2013-04-11",105.879997,106.400002,105.190002,106.010002,2319400,88.402985
"2013-04-12",106.139999,106.790001,105.650002,106.129997,1437700,88.503059
"2013-04-15",105.449997,106.220001,104.129997,104.209999,1818400,86.901955
"2013-04-16",104.730003,105.790001,104.550003,105.550003,2796500,88.019386
"2013-04-17",104.769997,105.25,104.339996,104.769997,1882600,87.368935
"2013-04-18",104.760002,105.120003,103.330002,103.610001,1854300,86.401604
"2013-04-19",103.199997,104.650002,103.199997,104.449997,2215600,87.102104
"2013-04-22",104.43,105.779999,104.269997,105.160004,2048400,87.694145
"2013-04-23",105.739998,107.349998,105.540001,107.25,1731100,89.437027
"2013-04-24",107.459999,108.349998,107.300003,107.830002,2234300,89.920746
"2013-04-25",108.349998,109.339996,107.800003,109.129997,1848100,91.004799
"2013-04-26",108.900002,109.75,108.379997,109.269997,2146700,91.121559
"2013-04-29",109.300003,109.470001,108.470001,108.629997,1728300,90.587852
"2013-04-30",108.120003,108.57,107.68,108.43,1561400,90.421051
"2013-05-01",108.129997,109,107.959999,108.220001,1199400,90.245941
"2013-05-02",108.169998,109.290001,107.720001,108.690002,1442900,90.637901
"2013-05-03",109.93,110.410004,109.010002,109.75,1407600,91.521835
"2013-05-06",109.709999,110.25,109.029999,109.089996,1112700,90.97142
"2013-05-07",109.019997,109.779999,108.660004,109.709999,1617400,91.488464
"2013-05-08",109.900002,110.25,109.400002,109.610001,863800,91.405075
"2013-05-09",109.879997,110.150002,108.879997,109.139999,1306300,91.013153
"2013-05-10",109.410004,110.150002,109.169998,109.989998,1239600,91.721977
"2013-05-13",109.690002,110.32,109.599998,110.010002,1246600,91.738647
"2013-05-14",110.290001,111.720001,109.889999,111.389999,1932800,92.88942
"2013-05-15",110.860001,112.949997,110.690002,112.82,1810600,94.34449
"2013-05-16",112.589996,113,111.220001,111.510002,1533600,93.249023
"2013-05-17",112.209999,113.190002,111.639999,113.050003,1678300,94.536827
"2013-05-20",113.059998,113.129997,111.949997,112.019997,1664300,93.675499
"2013-05-21",112.480003,113.959999,112.209999,113.480003,1946000,94.896408
"2013-05-22",113.330002,114.720001,112.93,113.379997,2524300,94.812782
"2013-05-23",112.730003,114.199997,111.849998,113.190002,2225200,94.653908
"2013-05-24",112.480003,114.690002,112.25,114.389999,1769800,95.657364
"2013-05-28",115.099998,115.769997,114.029999,114.830002,2693700,96.025322
"2013-05-29",114.529999,114.650002,112.739998,112.949997,1834000,94.453201
"2013-05-30",114.279999,115.489998,111.870003,111.879997,3459400,93.558441
"2013-05-31",112.120003,112.739998,109.629997,109.629997,3537200,91.67688
"2013-06-03",109.919998,111.050003,108.57,110.879997,2341400,92.722183
"2013-06-04",110.860001,111.809998,109.900002,110.660004,1855200,92.538239
"2013-06-05",110.120003,110.589996,108.879997,109.169998,2018400,91.292221
"2013-06-06",109.540001,111.129997,109.379997,111.089996,2186800,92.897774
"2013-06-07",111.239998,111.949997,110.169998,110.580002,2013400,92.471306
"2013-06-10",110.93,111.029999,109.639999,110.309998,1563900,92.245544
"2013-06-11",109.75,111,109.519997,110.019997,1066300,92.003006
"2013-06-12",110.75,110.82,109.110001,109.400002,1320200,91.484535
"2013-06-13",109.169998,111.139999,109.019997,110.879997,1230500,92.722183
"2013-06-14",110.370003,111.620003,110.330002,111,1318000,92.82254
"2013-06-17",111.75,112.5,110.940002,111.699997,1441700,93.407906
"2013-06-18",111.540001,112.199997,111.199997,112.089996,1250200,93.734032
"2013-06-19",112.230003,112.589996,110.139999,110.190002,1458600,92.14518
"2013-06-20",109.730003,109.730003,107.379997,107.559998,2211900,89.945877
"2013-06-21",108.389999,109.580002,107.900002,108.650002,3111500,90.857384
"2013-06-24",107.459999,110.599998,107.440002,109.639999,1832300,91.685257
"2013-06-25",110.68,110.68,109.239998,110.25,1607800,92.195351
"2013-06-26",110.449997,111.470001,110.099998,111.18,1539200,92.973083
"2013-06-27",111.57,112.349998,111.239998,111.489998,922200,93.232285
"2013-06-28",111.209999,112.220001,110.519997,110.57,1853600,92.462952
"2013-07-01",111.550003,111.809998,110.32,110.43,1112700,92.345886
"2013-07-02",110.629997,111.870003,110.449997,110.849998,1279700,92.697105
"2013-07-03",110.43,111.290001,110.059998,110.910004,752200,92.747284
"2013-07-05",112.239998,112.309998,110.709999,111.760002,1366700,93.458061
"2013-07-08",112.339996,112.970001,112.07,112.620003,1525200,94.177246
"2013-07-09",113.089996,113.599998,112.75,113.349998,1360800,94.787697
"2013-07-10",113.480003,114.040001,113.309998,113.650002,1274300,95.038551
"2013-07-11",114.839996,115.940002,114.339996,115.889999,1549900,96.911758
"2013-07-12",115.470001,116.879997,115.199997,116.459999,2233300,97.388397
"2013-07-15",116,116.239998,115.120003,115.889999,1156500,96.911758
"2013-07-16",116.169998,116.739998,115.550003,116.529999,1295200,97.44693
"2013-07-17",116.959999,117.699997,116.349998,117.400002,1276900,98.174469
"2013-07-18",117.339996,117.599998,116.400002,117.059998,1180700,97.890129
"2013-07-19",117.580002,118.139999,116.57,118.07,1639200,98.734764
"2013-07-22",118.82,118.830002,117.650002,118.050003,1158000,98.718018
"2013-07-23",118.370003,119.150002,118.290001,119.099998,1079600,99.596069
"2013-07-24",119,119.389999,117.25,117.900002,1726900,98.59259
"2013-07-25",117.089996,117.68,116.660004,117.449997,1352200,98.216293
"2013-07-26",116.769997,117,115.540001,116.57,1863100,97.480385
"2013-07-29",116.480003,117.699997,116.239998,117.139999,1198100,97.957024
"2013-07-30",117.839996,118.309998,116.769997,116.93,1162500,97.781456
"2013-07-31",117.550003,118.099998,116.970001,117.419998,1925200,98.191193
"2013-08-01",118.07,118.599998,117.650002,118.339996,1255700,98.960533
"2013-08-02",118.300003,119.5,117.919998,119.370003,1503600,99.821869
"2013-08-05",119.449997,120.199997,118.940002,120.07,1336700,100.407219
"2013-08-06",119.239998,119.919998,119.019997,119.5,1308500,99.930565
"2013-08-07",119.150002,119.519997,118.459999,119.339996,1297600,100.056343
"2013-08-08",118.059998,118.910004,116.080002,117.389999,2372700,98.421417
"2013-08-09",116.860001,117.25,115.370003,115.629997,1676800,96.945816
"2013-08-12",115.589996,116.209999,115.019997,115.730003,1596800,97.029663
"2013-08-13",116.339996,116.349998,114.75,115.650002,1230300,96.96257
"2013-08-14",115.150002,115.25,113.589996,113.779999,1656500,95.394745
"2013-08-15",112.459999,112.779999,111.510002,111.790001,1656600,93.726311
"2013-08-16",111.769997,112.510002,111.650002,111.900002,1651000,93.818542
"2013-08-19",111.900002,112.940002,111.800003,112.080002,1259500,93.969437
"2013-08-20",112.239998,113.290001,112.099998,112.839996,1448500,94.606636
"2013-08-21",112.629997,112.870003,111.849998,111.959999,1329300,93.868835
"2013-08-22",112.050003,112.580002,111.900002,112.239998,998500,94.1036
"2013-08-23",112.589996,113.489998,111.660004,113.07,1444900,94.799469
"2013-08-26",113,113.120003,111.839996,111.870003,1031500,93.793388
"2013-08-27",111.230003,111.870003,111.029999,111.669998,1415500,93.625702
"2013-08-28",111.720001,111.720001,110.360001,110.459999,1648900,92.611214
"2013-08-29",110.290001,111.889999,110.190002,111.389999,1388000,93.39093
"2013-08-30",111.739998,112.190002,111.150002,111.870003,1207700,93.793388
"2013-09-03",112.809998,113.129997,111.550003,111.980003,1204600,93.885628
"2013-09-04",111.989998,112.279999,111.349998,111.5,1397900,93.48317
"2013-09-05",113,115.099998,113,114.620003,2564100,96.099014
"2013-09-06",114.300003,115.010002,113.120003,114.349998,2232000,95.87265
"2013-09-09",114.169998,115.470001,113.93,115.349998,1262000,96.711037
"2013-09-10",115.849998,117.559998,115.529999,117.32,1665400,98.36274
"2013-09-11",117.57,119.339996,117.5,119.25,1808600,99.980873
"2013-09-12",119.059998,119.330002,117.860001,118.190002,1371000,99.092171
"2013-09-13",118.529999,118.57,116.910004,117.029999,1661000,98.119576
"2013-09-16",118.360001,118.459999,116.959999,117.349998,1767100,98.387894
"2013-09-17",117.300003,118.519997,117.089996,117.910004,990900,98.857391
"2013-09-18",117.68,119.059998,116.959999,118.639999,1858800,99.469452
"2013-09-19",119.07,119.470001,118.639999,119.199997,1219500,99.938934
"2013-09-20",119.360001,119.449997,117.610001,117.940002,2587100,98.882561
"2013-09-23",117.080002,118.169998,117.050003,117.57,1762600,98.572334
"2013-09-24",117.32,118.080002,116.32,116.339996,1650000,97.541092
"2013-09-25",116.449997,116.57,115,115.410004,2268800,96.761375
"2013-09-26",115.889999,116.480003,115.239998,116.400002,1039100,97.5914
"2013-09-27",115.610001,116.209999,115.419998,115.720001,897500,97.021271
"2013-09-30",115.029999,115.559998,114.739998,115.169998,1829000,96.560143
"2013-10-01",115.110001,115.169998,114.650002,115,1452200,96.41761
"2013-10-02",114.620003,115.089996,114.32,114.82,1640200,96.266708
"2013-10-03",114.339996,115.139999,113.900002,114.419998,1608000,95.931335
"2013-10-04",114.18,114.949997,114.029999,114.440002,1084900,95.948105
"2013-10-07",113.809998,114.169998,113.360001,113.410004,1293900,95.084541
"2013-10-08",113.489998,113.790001,112.120003,112.209999,2148600,94.07843
"2013-10-09",111.080002,115.230003,110.150002,114.589996,5852500,96.073875
"2013-10-10",114.980003,115.959999,114.129997,115.699997,2388300,97.004501
"2013-10-11",115.160004,116,114.739998,115.900002,1563000,97.172203
"2013-10-14",115.010002,116.300003,115.010002,116.260002,1195100,97.474022
"2013-10-15",115.760002,116.110001,115.269997,115.360001,1503100,96.719437
"2013-10-16",116.269997,117.489998,115.620003,117.360001,1854900,98.396248
"2013-10-17",117.230003,118.699997,117.099998,118.260002,2099700,99.150826
"2013-10-18",118.32,118.349998,116.629997,117.639999,2727100,98.631042
"2013-10-21",117.410004,117.5,116.75,117.379997,1454600,98.413048
"2013-10-22",117.18,118.889999,117.089996,117.809998,1386000,98.77356
"2013-10-23",117.25,118.029999,117.019997,117.160004,1183200,98.228569
"2013-10-24",115.540001,116.800003,115.18,116.239998,2250100,97.457245
"2013-10-25",115.970001,116.459999,115.290001,116.440002,1840100,97.624931
"2013-10-28",116.199997,118.290001,116.199997,117.349998,1802400,98.387894
"2013-10-29",117.669998,118.989998,117.370003,118.75,1881000,99.561684
"2013-10-30",118.589996,118.900002,117.209999,117.760002,1108600,98.731613
"2013-10-31",117.860001,118.599998,117.470001,118,1587700,98.932846
"2013-11-01",118.709999,119.800003,118.550003,119.620003,2185100,100.291077
"2013-11-04",120,120.400002,119.260002,120.339996,1588900,100.894745
"2013-11-05",120.150002,120.43,119.099998,120.129997,1419700,100.718681
"2013-11-06",120.440002,124.559998,120.32,124.07,3059000,104.022018
"2013-11-07",124.739998,124.739998,122.510002,122.779999,2459500,102.94046
"2013-11-08",122.209999,122.889999,121.120003,122.779999,2314300,102.94046
"2013-11-11",122.739998,123.669998,122.099998,123.019997,1275700,103.141701
"2013-11-12",121.610001,122.730003,121.519997,122.449997,1588000,102.663795
"2013-11-13",121.910004,123.169998,121.599998,123.169998,1679300,103.529541
"2013-11-14",123.389999,124.059998,122.849998,123.739998,1488000,104.008659
"2013-11-15",123.660004,124.690002,123.389999,124.290001,1784200,104.470985
"2013-11-18",124.660004,124.660004,122.919998,123.309998,1327600,103.647232
"2013-11-19",123.540001,124.099998,123.120003,123.629997,1233600,103.916191
"2013-11-20",124,124.209999,122.43,122.760002,1135900,103.184929
"2013-11-21",122.949997,124.199997,122.309998,123.889999,1164200,104.13475
"2013-11-22",124.260002,125.349998,124,125.209999,1502000,105.24427
"2013-11-25",125.669998,126.120003,124.900002,125.169998,1391900,105.210632
"2013-11-26",125.209999,126.120003,125.040001,125.18,1597700,105.21904
"2013-11-27",125.650002,125.889999,125.199997,125.379997,873400,105.387146
"2013-11-29",125.699997,126.029999,125.139999,125.43,725400,105.429176
"2013-12-02",125.660004,125.690002,123.449997,123.690002,1444900,103.966629
"2013-12-03",123.720001,123.970001,122.970001,123.82,1767900,104.075905
"2013-12-04",123.260002,124.459999,122.360001,122.970001,1644000,103.36145
"2013-12-05",121.5,122.349998,120.5,120.949997,3329000,101.663544
"2013-12-06",122,122.150002,121.019997,122.059998,1734800,102.596535
"2013-12-09",122.82,122.839996,121.379997,121.660004,2192500,102.260338
"2013-12-10",121.190002,121.480003,119.970001,120.040001,3163300,100.898666
"2013-12-11",118.099998,120.300003,116.970001,118.57,6113600,99.663055
"2013-12-12",118.519997,119.400002,118.099998,118.220001,2023600,99.368896
"2013-12-13",119.010002,119.050003,117.410004,117.910004,1722600,99.108299
"2013-12-16",117.919998,118.900002,117.529999,118,2069500,99.183945
"2013-12-17",118.169998,118.360001,117.019997,117.550003,1722800,98.805695
"2013-12-18",117.779999,118.599998,115.849998,118.5,3167600,99.604225
"2013-12-19",117.839996,118.440002,117.25,117.989998,2339400,99.175545
"2013-12-20",117.690002,119.050003,117.690002,118.529999,3007000,99.629433
"2013-12-23",119.099998,119.129997,118.129997,118.690002,1181600,99.763947
"2013-12-24",118.690002,118.849998,118.18,118.690002,612500,99.763947
"2013-12-26",118.68,119.110001,118.589996,118.629997,1169900,99.713478
"2013-12-27",118.870003,119.309998,118.25,118.529999,995100,99.629433
"2013-12-30",118.949997,119.370003,118.57,118.769997,812800,99.831154
"2013-12-31",119.190002,119.709999,118.709999,119.019997,1181700,100.041306
"2014-01-02",118.709999,119.300003,117.739998,117.809998,1618400,99.024254
"2014-01-03",118.209999,118.360001,117.129997,117.290001,1293500,98.587143
"2014-01-06",117.489998,117.75,115.889999,116.400002,2120200,97.839096
"2014-01-07",116.389999,116.559998,115.379997,115.860001,2292500,97.385201
"2014-01-08",116.040001,116.040001,113.919998,114.050003,4600000,95.863838
"2014-01-09",116.199997,119.099998,114.050003,118.510002,5759400,99.612633
"2014-01-10",118.199997,118.650002,116.660004,117.849998,2790200,99.057861
"2014-01-13",117.059998,117.529999,114.580002,114.769997,3164200,96.469017
"2014-01-14",115.199997,116.830002,115.120003,116.230003,2320600,97.696182
"2014-01-15",116.07,116.690002,115.25,116.239998,1847500,97.704597
"2014-01-16",116.440002,116.470001,115.300003,115.559998,1938200,97.133018
"2014-01-17",115.599998,116.610001,115.43,116.290001,2708100,97.746628
"2014-01-21",115.610001,116.110001,114.839996,114.93,2110800,96.6035
"2014-01-22",115.010002,115.160004,113.690002,113.75,2501600,95.611641
"2014-01-23",113.5,113.529999,112.400002,112.800003,2162300,94.813133
"2014-01-24",112.690002,112.870003,111.919998,112.129997,3183100,94.249954
"2014-01-27",112.559998,113.730003,112.029999,113.080002,3784900,95.048485
"2014-01-28",113.529999,114.760002,113.440002,114.379997,2362100,96.14119
"2014-01-29",114.050003,114.190002,112.110001,112.230003,2356000,94.334023
"2014-01-30",112.75,113.489998,112.089996,112.730003,1625800,94.754303
"2014-01-31",111.290001,113.279999,111.129997,112.360001,2143600,94.443291
"2014-02-03",112.959999,113,110.050003,110.18,3111900,92.610924
"2014-02-04",110.730003,111.330002,109.5,110.889999,2529600,93.207695
"2014-02-05",110.220001,110.800003,109.800003,110.510002,2374200,92.888298
"2014-02-06",113.010002,114.580002,113,114.260002,3738900,96.040352
"2014-02-07",114.080002,114.610001,113.379997,114.040001,2194100,95.855415
"2014-02-10",114.040001,114.099998,112.580002,113.849998,1871700,95.695686
"2014-02-11",113.910004,115.150002,113.5,114.989998,1768900,96.653923
"2014-02-12",114.879997,115.43,114.300003,114.809998,1737700,96.763496
"2014-02-13",114.139999,115.93,114.139999,115.809998,1583300,97.6063
"2014-02-14",115.160004,116.489998,114.5,116.099998,1517900,97.850723
"2014-02-18",116.300003,116.410004,114.919998,115.360001,2056500,97.227028
"2014-02-19",115.110001,115.300003,114.269997,114.910004,1802600,96.847763
"2014-02-20",114.57,115.550003,113.879997,115.059998,1837100,96.974182
"2014-02-21",115.400002,115.489998,112.919998,113.190002,3654300,95.398125
"2014-02-24",113.459999,114.809998,113.199997,113.940002,2281900,96.030243
"2014-02-25",114,115.889999,114,115.459999,1920800,97.31131
"2014-02-26",115.5,116.830002,115.370003,115.879997,1924500,97.665306
"2014-02-27",116.029999,116.419998,115.279999,116.220001,1374400,97.951843
"2014-02-28",116.5,117.470001,115.889999,116.800003,2103000,98.440681
"2014-03-03",116.220001,117.07,115.110001,115.75,1667000,97.555717
"2014-03-04",116.610001,116.910004,115.849998,116.650002,1808300,98.31424
"2014-03-05",116.57,116.949997,115.809998,116.470001,2305700,98.162567
"2014-03-06",113.150002,114.639999,112.269997,113.260002,8921900,95.457115
"2014-03-07",113.800003,114.010002,113.139999,113.5,2905600,95.659401
"2014-03-10",113.209999,114.589996,113,114.589996,2319100,96.578072
"2014-03-11",114.559998,114.75,113.919998,114.709999,2201800,96.679199
"2014-03-12",114.389999,115.620003,114.25,115.209999,2173400,97.100601
"2014-03-13",115.660004,115.790001,114.190002,114.410004,2519600,96.426361
"2014-03-14",114.949997,114.949997,113.330002,113.449997,2290000,95.617256
"2014-03-17",114.139999,114.459999,113.389999,113.459999,2189200,95.625671
"2014-03-18",113.900002,114.120003,113.019997,113.849998,2501000,95.954369
"2014-03-19",113.540001,114.25,112.459999,112.849998,1635600,95.111572
"2014-03-20",112.559998,113.220001,112.129997,113.160004,1408200,95.372841
"2014-03-21",114.410004,114.580002,113.300003,113.830002,4442300,95.937531
"2014-03-24",113.989998,114,112.889999,113.370003,2501700,95.549828
"2014-03-25",113.82,114.459999,113.790001,113.93,2199400,96.021805
"2014-03-26",114.279999,114.470001,112.459999,112.489998,1905900,94.808159
"2014-03-27",112.5,112.940002,111.82,112.029999,2039500,94.420486
"2014-03-28",112.349998,112.790001,111.150002,111.660004,2795500,94.108612
"2014-03-31",111.940002,112.279999,111.57,111.68,2119500,94.125488
"2014-04-01",112.209999,112.550003,111.510002,111.860001,2566200,94.277191
"2014-04-02",111.900002,112.010002,110.940002,111.550003,3296800,94.015907
"2014-04-03",111.739998,112.150002,111.279999,111.699997,2328900,94.142326
"2014-04-04",111.949997,112,110.629997,110.650002,2716200,93.257378
"2014-04-07",110.730003,111.129997,110.360001,110.790001,3119400,93.375351
"2014-04-08",110.559998,112.739998,110.379997,112.660004,3863900,94.951439
"2014-04-09",112.720001,113.139999,112.110001,113.050003,2899600,95.280128
"2014-04-10",114.120003,114.440002,111.940002,112.080002,3305100,94.462608
"2014-04-11",111.440002,112.779999,111.400002,112.080002,3097800,94.462608
"2014-04-14",112.489998,113,111.529999,112.559998,2519000,94.867157
"2014-04-15",112.580002,112.959999,111.449997,112.059998,2123700,94.44574
"2014-04-16",112.800003,113.639999,112.269997,113.489998,2455000,95.650955
"2014-04-17",113.519997,114.029999,113.120003,113.5,1659000,95.659401
"2014-04-21",113.510002,114.099998,113.400002,114.099998,1826800,96.165092
"2014-04-22",114,114.230003,113.510002,113.559998,2315100,95.709969
"2014-04-23",113.480003,114.989998,113.330002,114.790001,1991200,96.74662
"2014-04-24",114.900002,115.309998,114.139999,115.029999,1939300,96.948906
"2014-04-25",114.849998,115.300003,114.199997,115.010002,1721200,96.932045
"2014-04-28",115.099998,116.610001,115.099998,115.589996,3018800,97.420868
"2014-04-29",115.379997,115.949997,115.160004,115.400002,1580300,97.260735
"2014-04-30",115.040001,115.760002,114.760002,115.68,1633800,97.496735
"2014-05-01",115.68,116,114.940002,115.559998,1168000,97.395592
"2014-05-02",116.139999,116.139999,115.059998,115.150002,1321100,97.050049
"2014-05-05",115.059998,115.059998,113.93,114.489998,1398000,96.493782
"2014-05-06",114.279999,114.489998,112.769997,112.830002,1945300,95.094727
"2014-05-07",112.830002,113.089996,111.610001,111.980003,2950600,94.378357
"2014-05-08",113.080002,114.82,112.970001,114.730003,2556900,96.696075
"2014-05-09",114.550003,115.669998,114.300003,115.389999,1954600,97.252319
"2014-05-12",115.779999,116.910004,115.580002,116.510002,1940500,98.196289
"2014-05-13",116.32,116.599998,116.080002,116.290001,1229400,98.010857
"2014-05-14",115.730003,116.099998,114.860001,115.129997,1255300,97.330315
"2014-05-15",114.760002,114.800003,113.620003,114.349998,1883200,96.670898
"2014-05-16",114.580002,115.82,114.360001,115.610001,2145300,97.736099
"2014-05-19",115.089996,116.550003,114.870003,116.370003,2212800,98.378578
"2014-05-20",115.790001,116.110001,114.980003,115.129997,2126900,97.330315
"2014-05-21",115.099998,115.32,114.160004,114.519997,1712700,96.814613
"2014-05-22",114.529999,115,114.400002,114.730003,1059900,96.992157
"2014-05-23",115.07,115.150002,114.510002,114.940002,1100300,97.169693
"2014-05-27",115,115.220001,113.620003,113.870003,2583900,96.265114
"2014-05-28",114,114.949997,113.959999,114.239998,2388800,96.577904
"2014-05-29",114.580002,115.190002,113.510002,114.139999,2976700,96.493362
"2014-05-30",114.610001,116.089996,114.010002,116.019997,2622400,98.082695
"2014-06-02",115.839996,116.139999,115.540001,115.68,1082100,97.79528
"2014-06-03",115.470001,116,115.269997,115.510002,1127400,97.651566
"2014-06-04",115.290001,116.489998,115.269997,116.309998,1293000,98.327866
"2014-06-05",117,117.940002,116.720001,117.75,2614300,99.545242
"2014-06-06",117.690002,118.239998,117.580002,118.230003,1664800,99.951027
"2014-06-09",118.209999,118.849998,117.470001,117.779999,1623100,99.570595
"2014-06-10",117.370003,117.730003,116.900002,117.099998,1089100,98.995743
"2014-06-11",116.459999,116.940002,115.980003,116.239998,1117100,98.2687
"2014-06-12",116.129997,116.43,115.07,115.440002,1423400,97.592384
"2014-06-13",115.699997,115.699997,114.669998,115.300003,1230000,97.474014
"2014-06-16",115.32,115.459999,114.949997,115.43,1503100,97.583923
"2014-06-17",115.400002,115.790001,115.139999,115.449997,1505800,97.60083
"2014-06-18",115.660004,116.339996,115.07,116.269997,2113100,98.294052
"2014-06-19",116.57,116.580002,115.779999,116.260002,1635800,98.285606
"2014-06-20",116.650002,116.650002,115.089996,115.360001,2958000,97.524742
"2014-06-23",115.199997,115.32,114.510002,115.220001,1501600,97.406395
"2014-06-24",115.529999,116.510002,115.080002,116.309998,1906600,98.327866
"2014-06-25",116,116.449997,115.68,116.269997,1188700,98.294052
"2014-06-26",116.239998,116.5,115.279999,115.639999,1252100,97.761459
"2014-06-27",115.629997,115.75,115.010002,115.489998,2477300,97.634651
"2014-06-30",115.620003,116.089996,115.099998,115.160004,1386600,97.355675
"2014-07-01",115.540001,115.699997,114.900002,115.440002,1501700,97.592384
"2014-07-02",115.25,115.910004,115.25,115.75,1122200,97.854439
"2014-07-03",115.860001,116.589996,115.800003,116.349998,976000,98.361679
"2014-07-07",116.330002,116.489998,115.879997,116.32,1576900,98.336319
"2014-07-08",116.449997,117.650002,116.110001,117.459999,2584200,99.300064
"2014-07-09",117.209999,117.989998,117.110001,117.919998,2328100,99.991173
"2014-07-10",117.5,118.639999,117.5,118.080002,2266400,100.126839
"2014-07-11",118.129997,118.25,117.089996,118.010002,1684700,100.06749
"2014-07-14",118.209999,118.489998,117.300003,117.360001,1695500,99.516312
"2014-07-15",118.160004,118.25,117.18,117.82,2634200,99.906357
"2014-07-16",118.089996,118.440002,117.660004,117.849998,1531200,99.931801
"2014-07-17",117.349998,117.540001,116.580002,116.790001,1433300,99.032982
"2014-07-18",117.32,117.800003,116.610001,117.739998,2148600,99.838531
"2014-07-21",117.43,117.910004,116.860001,117.040001,1334400,99.244987
"2014-07-22",117.279999,118.040001,117.099998,117.550003,1769000,99.677414
"2014-07-23",117.410004,117.760002,117.269997,117.589996,1155200,99.711327
"2014-07-24",117.5,118.279999,117.459999,118.139999,1347700,100.177704
"2014-07-25",117.959999,118.029999,117.07,117.550003,1543700,99.677414
"2014-07-28",117.440002,117.660004,116.809998,117.120003,1402600,99.31279
"2014-07-29",118.93,119.599998,118.529999,118.900002,2544900,100.822151
"2014-07-30",118.790001,119.07,117.440002,118.18,2024900,100.211632
"2014-07-31",117.540001,118.339996,117.279999,117.540001,2476800,99.66893
"2014-08-01",117.800003,118.330002,117.459999,117.879997,2089500,99.957253
"2014-08-04",117.550003,118.379997,117.110001,118.150002,1683800,100.186203
"2014-08-05",117.5,118.199997,117.290001,118.050003,1798600,100.101418
"2014-08-06",117.949997,119.970001,117.800003,119.589996,2859800,101.407242
"2014-08-07",118.220001,119,117.470001,117.800003,2698200,99.889389
"2014-08-08",117.959999,119.400002,117.809998,119.160004,2319900,101.042625
