"dates","AMCR.Open","AMCR.High","AMCR.Low","AMCR.Close","AMCR.Volume","AMCR.Adjusted"
"2014-02-27",9.59,9.59,9.59,9.59,0,7.15809
"2014-02-28",9.59,9.59,9.59,9.59,0,7.15809
"2014-03-03",9.59,9.59,9.59,9.59,0,7.15809
"2014-03-04",9.26,9.26,9.26,9.26,400,6.911773
"2014-03-05",9.26,9.26,9.26,9.26,0,6.911773
"2014-03-06",9.26,9.26,9.26,9.26,0,6.911773
"2014-03-07",9.15,9.15,9.15,9.15,200,6.829668
"2014-03-10",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-11",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-12",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-13",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-14",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-17",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-18",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-19",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-20",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-21",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-24",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-25",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-26",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-27",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-28",9.15,9.15,9.15,9.15,0,6.829668
"2014-03-31",9.15,9.15,9.15,9.15,0,6.829668
"2014-04-01",9.15,9.15,9.15,9.15,0,6.829668
"2014-04-02",9.15,9.15,9.15,9.15,0,6.829668
"2014-04-03",9.15,9.15,9.15,9.15,0,6.829668
"2014-04-04",9.41,9.41,9.41,9.41,1000,7.023735
"2014-04-07",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-08",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-09",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-10",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-11",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-14",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-15",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-16",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-17",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-21",9.41,9.41,9.41,9.41,0,7.023735
"2014-04-22",9.49,9.49,9.49,9.49,30000,7.083447
"2014-04-23",9.49,9.49,9.49,9.49,0,7.083447
"2014-04-24",9.49,9.49,9.49,9.49,0,7.083447
"2014-04-25",9.49,9.49,9.49,9.49,0,7.083447
"2014-04-28",9.49,9.49,9.49,9.49,0,7.083447
"2014-04-29",9.49,9.49,9.49,9.49,0,7.083447
"2014-04-30",9.49,9.49,9.49,9.49,0,7.083447
"2014-05-01",9.49,9.49,9.49,9.49,0,7.083447
"2014-05-02",9.49,9.49,9.49,9.49,0,7.083447
"2014-05-05",9.49,9.49,9.49,9.49,0,7.083447
"2014-05-06",9.6,9.6,9.6,9.6,200,7.165554
"2014-05-07",9.6,9.6,9.6,9.6,0,7.165554
"2014-05-08",9.6,9.6,9.6,9.6,0,7.165554
"2014-05-09",9.6,9.6,9.6,9.6,0,7.165554
"2014-05-12",9.6,9.6,9.6,9.6,0,7.165554
"2014-05-13",9.6,9.6,9.6,9.6,0,7.165554
"2014-05-14",9.8,9.8,9.8,9.8,1500,7.314835
"2014-05-15",9.8,9.8,9.8,9.8,0,7.314835
"2014-05-16",9.7,9.7,9.7,9.7,400,7.240194
"2014-05-19",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-20",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-21",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-22",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-23",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-27",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-28",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-29",9.7,9.7,9.7,9.7,0,7.240194
"2014-05-30",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-02",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-03",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-04",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-05",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-06",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-09",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-10",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-11",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-12",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-13",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-16",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-17",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-18",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-19",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-20",9.7,9.7,9.7,9.7,0,7.240194
"2014-06-23",9.85,9.85,9.85,9.85,200,7.352156
"2014-06-24",9.85,9.85,9.85,9.85,0,7.352156
"2014-06-25",9.85,9.85,9.85,9.85,0,7.352156
"2014-06-26",9.85,9.85,9.85,9.85,0,7.352156
"2014-06-27",9.85,9.85,9.85,9.85,0,7.352156
"2014-06-30",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-01",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-02",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-03",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-07",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-08",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-09",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-10",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-11",9.85,9.85,9.85,9.85,0,7.352156
"2014-07-14",9.74,9.74,9.74,9.74,500,7.270051
"2014-07-15",9.74,9.74,9.74,9.74,0,7.270051
"2014-07-16",9.74,9.74,9.74,9.74,0,7.270051
"2014-07-17",9.51,9.51,9.51,9.51,4100,7.098376
"2014-07-18",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-21",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-22",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-23",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-24",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-25",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-28",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-29",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-30",9.51,9.51,9.51,9.51,0,7.098376
"2014-07-31",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-01",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-04",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-05",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-06",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-07",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-08",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-11",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-12",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-13",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-14",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-15",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-18",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-19",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-20",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-21",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-22",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-25",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-26",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-27",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-28",9.51,9.51,9.51,9.51,0,7.098376
"2014-08-29",9.51,9.51,9.51,9.51,0,7.098376
"2014-09-02",9.51,9.51,9.51,9.51,0,7.265692
"2014-09-03",9.51,9.51,9.51,9.51,0,7.265692
"2014-09-04",9.51,9.51,9.51,9.51,0,7.265692
"2014-09-05",9.51,9.51,9.51,9.51,0,7.265692
"2014-09-08",10.28,10.28,10.28,10.28,200,7.853977
"2014-09-09",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-10",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-11",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-12",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-15",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-16",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-17",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-18",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-19",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-22",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-23",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-24",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-25",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-26",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-29",10.28,10.28,10.28,10.28,0,7.853977
"2014-09-30",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-01",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-02",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-03",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-06",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-07",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-08",10.28,10.28,10.28,10.28,0,7.853977
"2014-10-09",9.84,9.84,9.84,9.84,300,7.517814
"2014-10-10",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-13",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-14",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-15",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-16",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-17",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-20",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-21",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-22",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-23",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-24",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-27",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-28",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-29",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-30",9.84,9.84,9.84,9.84,0,7.517814
"2014-10-31",9.84,9.84,9.84,9.84,0,7.517814
"2014-11-03",9.84,9.84,9.84,9.84,0,7.517814
"2014-11-04",9.84,9.84,9.84,9.84,0,7.517814
"2014-11-05",10.09,10.09,10.09,10.09,200,7.708817
"2014-11-06",10.34,10.34,10.34,10.34,1500,7.899818
"2014-11-07",10.34,10.34,10.34,10.34,0,7.899818
"2014-11-10",10.34,10.34,10.34,10.34,0,7.899818
"2014-11-11",10.43,10.43,10.43,10.43,600,7.968579
"2014-11-12",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-13",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-14",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-17",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-18",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-19",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-20",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-21",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-24",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-25",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-26",10.43,10.43,10.43,10.43,0,7.968579
"2014-11-28",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-01",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-02",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-03",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-04",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-05",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-08",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-09",10.43,10.43,10.43,10.43,0,7.968579
"2014-12-10",10.49,10.49,10.49,10.49,300,8.014419
"2014-12-11",10.49,10.49,10.49,10.49,0,8.014419
"2014-12-12",10.49,10.49,10.49,10.49,0,8.014419
"2014-12-15",10.49,10.49,10.49,10.49,0,8.014419
"2014-12-16",10.49,10.49,10.49,10.49,0,8.014419
"2014-12-17",10.59,10.59,10.59,10.59,300,8.090819
"2014-12-18",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-19",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-22",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-23",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-24",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-26",10.59,10.59,10.59,10.59,0,8.090819
"2014-12-29",11.2,11.2,11.2,11.2,300,8.556862
"2014-12-30",11.2,11.2,11.2,11.2,0,8.556862
"2014-12-31",11.2,11.2,11.2,11.2,0,8.556862
"2015-01-02",11.2,11.2,11.2,11.2,0,8.556862
"2015-01-05",11.2,11.2,11.2,11.2,0,8.556862
"2015-01-06",11.2,11.2,11.2,11.2,0,8.556862
"2015-01-07",10.72,10.72,10.72,10.72,800,8.190139
"2015-01-08",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-09",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-12",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-13",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-14",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-15",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-16",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-20",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-21",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-22",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-23",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-26",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-27",10.72,10.72,10.72,10.72,0,8.190139
"2015-01-28",9.98,9.98,9.98,9.98,3100,7.624777
"2015-01-29",9.83,9.83,9.83,9.83,1300,7.510175
"2015-01-30",9.83,9.83,9.83,9.83,0,7.510175
"2015-02-02",9.83,9.83,9.83,9.83,0,7.510175
"2015-02-03",9.83,9.83,9.83,9.83,0,7.510175
"2015-02-04",9.98,9.98,9.98,9.98,200,7.624777
"2015-02-05",9.98,9.98,9.98,9.98,0,7.624777
"2015-02-06",9.98,9.98,9.98,9.98,0,7.624777
"2015-02-09",10.19,10.19,10.19,10.19,200,7.785217
"2015-02-10",10.24,10.24,10.24,10.24,100,7.823415
"2015-02-11",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-12",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-13",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-17",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-18",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-19",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-20",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-23",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-24",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-25",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-26",10.24,10.24,10.24,10.24,0,7.823415
"2015-02-27",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-02",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-03",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-04",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-05",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-06",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-09",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-10",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-11",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-12",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-13",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-16",10.24,10.24,10.24,10.24,0,7.823415
"2015-03-17",10.8,10.8,10.8,10.8,300,8.251261
"2015-03-18",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-19",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-20",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-23",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-24",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-25",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-26",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-27",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-30",10.8,10.8,10.8,10.8,0,8.251261
"2015-03-31",10.61,10.61,10.61,10.61,100,8.106099
"2015-04-01",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-02",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-06",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-07",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-08",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-09",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-10",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-13",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-14",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-15",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-16",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-17",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-20",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-21",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-22",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-23",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-24",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-27",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-28",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-29",10.61,10.61,10.61,10.61,0,8.106099
"2015-04-30",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-01",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-04",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-05",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-06",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-07",10.45,10.45,10.45,10.45,1300,7.983858
"2015-05-08",10.61,10.61,10.61,10.61,500,8.106099
"2015-05-11",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-12",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-13",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-14",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-15",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-18",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-19",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-20",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-21",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-22",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-26",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-27",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-28",10.61,10.61,10.61,10.61,0,8.106099
"2015-05-29",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-01",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-02",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-03",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-04",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-05",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-08",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-09",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-10",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-11",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-12",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-15",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-16",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-17",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-18",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-19",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-22",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-23",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-24",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-25",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-26",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-29",10.61,10.61,10.61,10.61,0,8.106099
"2015-06-30",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-01",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-02",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-06",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-07",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-08",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-09",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-10",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-13",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-14",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-15",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-16",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-17",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-20",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-21",10.61,10.61,10.61,10.61,0,8.106099
"2015-07-22",10.48,10.48,10.48,10.48,1800,8.006779
"2015-07-23",10.48,10.48,10.48,10.48,0,8.006779
"2015-07-24",10.48,10.48,10.48,10.48,0,8.006779
"2015-07-27",10.48,10.48,10.48,10.48,0,8.006779
"2015-07-28",10.4,10.4,10.4,10.4,1000,7.945657
"2015-07-29",10.4,10.4,10.4,10.4,0,7.945657
"2015-07-30",10.4,10.4,10.4,10.4,0,7.945657
"2015-07-31",10.4,10.4,10.4,10.4,0,7.945657
"2015-08-03",10.3,10.3,10.3,10.3,1000,7.869259
"2015-08-04",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-05",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-06",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-07",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-10",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-11",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-12",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-13",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-14",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-17",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-18",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-19",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-20",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-21",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-24",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-25",10.3,10.3,10.3,10.3,0,7.869259
"2015-08-26",10.3,10.3,10.3,10.3,2000,7.869259
"2015-08-27",9.4,9.4,9.4,9.4,9100,7.181653
"2015-08-28",9.4,9.4,9.4,9.4,0,7.181653
"2015-08-31",9.4,9.4,9.4,9.4,0,7.181653
"2015-09-01",9.4,9.4,9.4,9.4,0,7.181653
"2015-09-02",9.4,9.4,9.4,9.4,0,7.181653
"2015-09-03",9.4,9.4,9.4,9.4,0,7.181653
"2015-09-04",9.4,9.4,9.4,9.4,0,7.181653
"2015-09-08",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-09",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-10",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-11",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-14",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-15",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-16",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-17",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-18",9.4,9.4,9.4,9.4,3100,7.335384
"2015-09-21",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-22",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-23",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-24",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-25",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-28",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-29",9.4,9.4,9.4,9.4,0,7.335384
"2015-09-30",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-01",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-02",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-05",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-06",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-07",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-08",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-09",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-12",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-13",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-14",9.4,9.4,9.4,9.4,0,7.335384
"2015-10-15",9.44,9.44,9.44,9.44,600,7.366597
"2015-10-16",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-19",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-20",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-21",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-22",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-23",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-26",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-27",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-28",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-29",9.44,9.44,9.44,9.44,0,7.366597
"2015-10-30",9.44,9.44,9.44,9.44,0,7.366597
"2015-11-02",9.44,9.44,9.44,9.44,0,7.366597
"2015-11-03",9.44,9.44,9.44,9.44,0,7.366597
"2015-11-04",9.44,9.44,9.44,9.44,0,7.366597
"2015-11-05",9.43,9.43,9.43,9.43,100,7.358793
"2015-11-06",9.43,9.43,9.43,9.43,0,7.358793
"2015-11-09",9.43,9.43,9.43,9.43,0,7.358793
"2015-11-10",9.43,9.43,9.43,9.43,0,7.358793
"2015-11-11",9.43,9.43,9.43,9.43,0,7.358793
"2015-11-12",9.66,9.66,9.66,9.66,100,7.538276
"2015-11-13",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-16",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-17",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-18",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-19",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-20",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-23",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-24",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-25",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-27",9.66,9.66,9.66,9.66,0,7.538276
"2015-11-30",9.66,9.66,9.66,9.66,0,7.538276
"2015-12-01",9.66,9.66,9.66,9.66,0,7.538276
"2015-12-02",9.66,9.66,9.66,9.66,0,7.538276
"2015-12-03",9.66,9.66,9.66,9.66,0,7.538276
"2015-12-04",9.66,9.66,9.66,9.66,0,7.538276
"2015-12-07",9.66,9.66,9.66,9.66,0,7.538276
