"dates","AMCR.Open","AMCR.High","AMCR.Low","AMCR.Close","AMCR.Volume","AMCR.Adjusted"
"2012-07-23",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-24",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-25",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-26",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-27",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-30",7.4,7.4,7.4,7.4,0,5.422079
"2012-07-31",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-01",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-02",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-03",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-06",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-07",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-08",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-09",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-10",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-13",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-14",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-15",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-16",7.4,7.4,7.4,7.4,0,5.422079
"2012-08-17",7.8,7.8,7.8,7.8,1000,5.715164
"2012-08-20",7.8,7.8,7.8,7.8,0,5.715164
"2012-08-21",7.8,7.8,7.8,7.8,0,5.715164
"2012-08-22",7.8,7.8,7.8,7.8,0,5.715164
"2012-08-23",7.74,7.74,7.74,7.74,500,5.671201
"2012-08-24",7.74,7.74,7.74,7.74,0,5.671201
"2012-08-27",7.74,7.74,7.74,7.74,0,5.671201
"2012-08-28",7.55,7.55,7.55,7.55,600,5.531985
"2012-08-29",7.55,7.55,7.55,7.55,0,5.531985
"2012-08-30",7.55,7.55,7.55,7.55,0,5.531985
"2012-08-31",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-04",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-05",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-06",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-07",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-10",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-11",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-12",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-13",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-14",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-17",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-18",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-19",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-20",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-21",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-24",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-25",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-26",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-27",7.55,7.55,7.55,7.55,0,5.531985
"2012-09-28",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-01",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-02",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-03",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-04",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-05",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-08",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-09",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-10",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-11",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-12",7.55,7.55,7.55,7.55,0,5.531985
"2012-10-15",7.95,7.95,7.95,7.95,10000,5.825071
"2012-10-16",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-17",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-18",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-19",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-22",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-23",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-24",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-25",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-26",7.95,7.95,7.95,7.95,0,5.825071
"2012-10-31",7.95,7.95,7.95,7.95,0,5.825071
"2012-11-01",7.9,7.9,7.9,7.9,5000,5.788435
"2012-11-02",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-05",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-06",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-07",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-08",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-09",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-12",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-13",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-14",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-15",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-16",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-19",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-20",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-21",7.9,7.9,7.9,7.9,12800,5.788435
"2012-11-23",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-26",7.9,7.9,7.9,7.9,0,5.788435
"2012-11-27",8.16,8.16,8.16,8.16,2100,5.97894
"2012-11-28",8.16,8.16,8.16,8.16,0,5.97894
"2012-11-29",8.16,8.16,8.16,8.16,0,5.97894
"2012-11-30",8.2,8.2,8.2,8.2,200,6.008249
"2012-12-03",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-04",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-05",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-06",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-07",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-10",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-11",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-12",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-13",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-14",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-17",8.2,8.2,8.2,8.2,0,6.008249
"2012-12-18",8.37,8.37,8.37,8.37,200,6.132811
"2012-12-19",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-20",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-21",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-24",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-26",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-27",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-28",8.37,8.37,8.37,8.37,0,6.132811
"2012-12-31",8.37,8.37,8.37,8.37,0,6.132811
"2013-01-02",8.37,8.37,8.37,8.37,0,6.132811
"2013-01-03",8.37,8.37,8.37,8.37,0,6.132811
"2013-01-04",8.37,8.37,8.37,8.37,0,6.132811
"2013-01-07",8.66,8.66,8.66,8.66,200,6.345298
"2013-01-08",8.66,8.66,8.66,8.66,0,6.345298
"2013-01-09",8.66,8.66,8.66,8.66,0,6.345298
"2013-01-10",8.66,8.66,8.66,8.66,0,6.345298
"2013-01-11",8.66,8.66,8.66,8.66,0,6.345298
"2013-01-14",8.66,8.66,8.66,8.66,0,6.345298
"2013-01-15",9.07,9.07,9.07,9.07,3000,6.645709
"2013-01-16",9.15,9.15,9.15,9.15,6200,6.704327
"2013-01-17",9.15,9.15,9.15,9.15,0,6.704327
"2013-01-18",9.15,9.15,9.15,9.15,0,6.704327
"2013-01-22",9.15,9.15,9.15,9.15,0,6.704327
"2013-01-23",8.84,8.84,8.84,8.84,122300,6.477186
"2013-01-24",8.84,8.84,8.84,8.84,0,6.477186
"2013-01-25",8.76,8.76,8.76,8.76,200,6.418569
"2013-01-28",8.73,8.73,8.73,8.73,600,6.396585
"2013-01-29",8.87,8.87,8.87,8.87,300,6.499168
"2013-01-30",8.87,8.87,8.87,8.87,0,6.499168
"2013-01-31",8.84,8.84,8.84,8.84,200,6.477186
"2013-02-01",8.84,8.84,8.84,8.84,0,6.477186
"2013-02-04",8.84,8.84,8.84,8.84,0,6.477186
"2013-02-05",8.85,8.9,8.85,8.9,1500,6.521149
"2013-02-06",8.99,9,8.99,9,500,6.594419
"2013-02-07",9,9,9,9,0,6.594419
"2013-02-08",9,9,9,9,0,6.594419
"2013-02-11",9.04,9.04,9.04,9.04,700,6.623728
"2013-02-12",9.04,9.04,9.04,9.04,0,6.623728
"2013-02-13",9.5,9.5,9.5,9.5,1300,6.960777
"2013-02-14",9.5,9.5,9.5,9.5,0,6.960777
"2013-02-15",9.5,9.5,9.5,9.5,0,6.960777
"2013-02-19",9.4,9.4,9.4,9.4,10000,6.887504
"2013-02-20",10.04,10.04,10.04,10.04,500,7.356441
"2013-02-21",9.59,9.59,9.59,9.59,200,7.026721
"2013-02-22",9.59,9.59,9.59,9.59,0,7.026721
"2013-02-25",9.61,9.61,9.61,9.61,400,7.041372
"2013-02-26",9.39,9.5,9.34,9.5,1300,6.960777
"2013-02-27",9.56,9.56,9.56,9.56,500,7.00474
"2013-02-28",9.56,9.56,9.56,9.56,0,7.00474
"2013-03-01",9.27,9.27,9.06,9.06,500,6.638382
"2013-03-04",8.86,8.86,8.86,8.86,1100,6.491839
"2013-03-05",9.23,9.23,9.04,9.04,800,6.623728
"2013-03-06",9.41,9.41,9.22,9.22,900,6.755616
"2013-03-07",9.22,9.22,9.22,9.22,0,6.755616
"2013-03-08",9.33,9.33,9.33,9.33,400,6.836215
"2013-03-11",9.66,9.66,9.66,9.66,500,7.07801
"2013-03-12",9.87,9.87,9.87,9.87,600,7.231882
"2013-03-13",9.8,9.8,9.5,9.5,1100,6.960777
"2013-03-14",9.68,9.68,9.68,9.68,300,7.092666
"2013-03-15",9.68,9.68,9.68,9.68,0,7.092666
"2013-03-18",9.68,9.68,9.68,9.68,0,7.092666
"2013-03-19",9.33,9.33,9.15,9.15,500,6.704327
"2013-03-20",9.61,9.61,9.61,9.61,800,7.041372
"2013-03-21",9.51,9.51,9.51,9.51,400,6.968104
"2013-03-22",9.51,9.51,9.51,9.51,300,6.968104
"2013-03-25",9.61,9.61,9.61,9.61,800,7.041372
"2013-03-26",9.5,9.51,9.5,9.51,500,6.968104
"2013-03-27",9.66,9.66,9.66,9.66,300,7.07801
"2013-03-28",9.76,9.76,9.76,9.76,100,7.151284
"2013-04-01",9.76,9.76,9.56,9.56,900,7.00474
"2013-04-02",9.95,9.95,9.95,9.95,600,7.290498
"2013-04-03",9.95,9.95,9.95,9.95,0,7.290498
"2013-04-04",9.95,9.95,9.95,9.95,0,7.290498
"2013-04-05",9.95,9.95,9.95,9.95,0,7.290498
"2013-04-08",9.78,9.78,9.78,9.78,200,7.165936
"2013-04-09",9.94,9.94,9.75,9.75,400,7.143953
"2013-04-10",10.09,10.09,10.09,10.09,500,7.393077
"2013-04-11",10.35,10.35,10.35,10.35,200,7.583582
"2013-04-12",10,10.25,10,10.25,500,7.510312
"2013-04-15",10.25,10.25,10.25,10.25,0,7.510312
"2013-04-16",9.85,9.85,9.85,9.85,300,7.217227
"2013-04-17",9.85,9.85,9.85,9.85,0,7.217227
"2013-04-18",9.85,9.85,9.85,9.85,0,7.217227
"2013-04-19",9.65,9.65,9.65,9.65,300,7.070683
"2013-04-22",9.65,9.65,9.65,9.65,0,7.070683
"2013-04-23",9.76,9.76,9.57,9.57,500,7.012065
"2013-04-24",10.16,10.16,10.16,10.16,200,7.444367
"2013-04-25",10.2,10.2,10.2,10.2,700,7.473677
"2013-04-26",10.2,10.2,10.2,10.2,0,7.473677
"2013-04-29",9.85,10.17,9.85,9.99,46300,7.319807
"2013-04-30",10.05,10.05,10.05,10.05,300,7.363769
"2013-05-01",10,10.2,10,10.2,700,7.473677
"2013-05-02",10.2,10.2,10.2,10.2,0,7.473677
"2013-05-03",10.2,10.2,10.2,10.2,0,7.473677
"2013-05-06",10.2,10.2,10.2,10.2,0,7.473677
"2013-05-07",9.9,9.9,9.9,9.9,500,7.253862
"2013-05-08",9.88,9.88,9.88,9.88,700,7.239207
"2013-05-09",9.92,9.92,9.85,9.85,1700,7.217227
"2013-05-10",9.95,9.95,9.95,9.95,500,7.290498
"2013-05-13",9.95,9.95,9.95,9.95,0,7.290498
"2013-05-14",10.29,10.29,10.29,10.29,500,7.539621
"2013-05-15",9.99,9.99,9.99,9.99,200,7.319807
"2013-05-16",9.99,9.99,9.99,9.99,0,7.319807
"2013-05-17",9.63,9.63,9.63,9.63,200,7.05603
"2013-05-20",9.63,9.63,9.63,9.63,0,7.05603
"2013-05-21",9.57,9.57,9.57,9.57,300,7.012065
"2013-05-22",9.57,9.57,9.57,9.57,0,7.012065
"2013-05-23",9.87,9.87,9.87,9.87,300,7.231882
"2013-05-24",9.87,9.87,9.87,9.87,0,7.231882
"2013-05-28",9.65,9.65,9.65,9.65,200,7.070683
"2013-05-29",9.65,9.65,9.65,9.65,0,7.070683
"2013-05-30",9.84,9.84,9.84,9.84,200,7.209897
"2013-05-31",9.61,9.61,9.61,9.61,500,7.041372
"2013-06-03",9.61,9.61,9.61,9.61,0,7.041372
"2013-06-04",9.55,9.55,9.3,9.3,600,6.814232
"2013-06-05",9.3,9.3,9.3,9.3,0,6.814232
"2013-06-06",9.07,9.07,9.07,9.07,200,6.645709
"2013-06-07",9.07,9.07,9.07,9.07,0,6.645709
"2013-06-10",9.1,9.1,9.1,9.1,200,6.667691
"2013-06-11",9.1,9.1,9.1,9.1,0,6.667691
"2013-06-12",9.22,9.22,9.22,9.22,200,6.755616
"2013-06-13",9.22,9.22,9.22,9.22,0,6.755616
"2013-06-14",9.22,9.22,9.22,9.22,0,6.755616
"2013-06-17",9.22,9.22,9.22,9.22,0,6.755616
"2013-06-18",9.22,9.22,9.22,9.22,0,6.755616
"2013-06-19",9.22,9.22,9.22,9.22,0,6.755616
"2013-06-20",8.8,8.8,8.8,8.8,300,6.447877
"2013-06-21",8.8,8.8,8.8,8.8,0,6.447877
"2013-06-24",9.17,9.17,9.17,9.17,200,6.71898
"2013-06-25",9.43,9.43,9.43,9.43,200,6.909487
"2013-06-26",9.43,9.43,9.43,9.43,0,6.909487
"2013-06-27",9.43,9.43,9.43,9.43,0,6.909487
"2013-06-28",9.18,9.18,9.18,9.18,11700,6.726308
"2013-07-01",9.24,9.24,9.24,9.24,6700,6.770271
"2013-07-02",9.4,9.4,9.36,9.36,900,6.858196
"2013-07-03",9.36,9.36,9.36,9.36,0,6.858196
"2013-07-05",9.36,9.36,9.36,9.36,0,6.858196
"2013-07-08",9.36,9.36,9.36,9.36,0,6.858196
"2013-07-09",9.36,9.36,9.36,9.36,0,6.858196
"2013-07-10",9.36,9.36,9.36,9.36,0,6.858196
"2013-07-11",9.78,9.78,9.78,9.78,500,7.165936
"2013-07-12",9.78,9.78,9.78,9.78,0,7.165936
"2013-07-15",9.78,9.78,9.78,9.78,0,7.165936
"2013-07-16",10,10,10,10,300,7.327133
"2013-07-17",9.98,9.98,9.98,9.98,200,7.312476
"2013-07-18",9.98,9.98,9.98,9.98,0,7.312476
"2013-07-19",9.98,9.98,9.98,9.98,0,7.312476
"2013-07-22",9.98,9.98,9.98,9.98,0,7.312476
"2013-07-23",9.5,9.5,9.5,9.5,200,6.960777
"2013-07-24",9.5,9.5,9.5,9.5,0,6.960777
"2013-07-25",9.47,9.47,9.47,9.47,200,6.938795
"2013-07-26",9.47,9.47,9.47,9.47,0,6.938795
"2013-07-29",9.53,9.53,9.53,9.53,4500,6.982757
"2013-07-30",9.53,9.53,9.53,9.53,0,6.982757
"2013-07-31",9.49,9.6,9.49,9.6,27400,7.034048
"2013-08-01",9.6,9.6,9.6,9.6,0,7.034048
"2013-08-02",9.6,9.6,9.6,9.6,0,7.034048
"2013-08-05",9.75,9.75,9.75,9.75,100,7.143953
"2013-08-06",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-07",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-08",9.69,9.69,9.69,9.69,300,7.099991
"2013-08-09",9.69,9.69,9.69,9.69,0,7.099991
"2013-08-12",9.69,9.69,9.69,9.69,0,7.099991
"2013-08-13",9.69,9.69,9.69,9.69,0,7.099991
"2013-08-14",9.95,9.95,9.95,9.95,100,7.290498
"2013-08-15",9.95,9.95,9.95,9.95,0,7.290498
"2013-08-16",9.95,9.95,9.95,9.95,0,7.290498
"2013-08-19",9.5,9.5,9.5,9.5,100,6.960777
"2013-08-20",9.6,9.6,9.6,9.6,6200,7.034048
"2013-08-21",9.75,9.75,9.75,9.75,300,7.143953
"2013-08-22",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-23",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-26",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-27",9.75,9.75,9.75,9.75,0,7.143953
"2013-08-28",9.35,9.35,9.35,9.35,700,6.850869
"2013-08-29",9.37,9.37,9.37,9.37,600,6.865524
"2013-08-30",9.4,9.4,9.4,9.4,300,6.887504
"2013-09-03",9.4,9.4,9.4,9.4,200,6.887504
"2013-09-04",9.4,9.4,9.4,9.4,0,6.887504
"2013-09-05",9.4,9.4,9.4,9.4,0,6.887504
"2013-09-06",9.86,9.86,9.86,9.86,400,7.224554
"2013-09-09",9.88,9.88,9.88,9.88,200,7.239207
"2013-09-10",9.88,9.88,9.88,9.88,0,7.239207
"2013-09-11",9.96,10.06,9.96,10.06,2300,7.371094
"2013-09-12",10.06,10.06,10.06,10.06,0,7.371094
"2013-09-13",10.06,10.06,10.06,10.06,0,7.371094
"2013-09-16",10.06,10.06,10.06,10.06,0,7.371094
"2013-09-17",10.34,10.34,10.34,10.34,500,7.576256
"2013-09-18",10.34,10.34,10.34,10.34,0,7.576256
"2013-09-19",9.98,9.98,9.98,9.98,100,7.312476
"2013-09-20",9.93,9.93,9.93,9.93,100,7.275844
"2013-09-23",9.93,9.93,9.93,9.93,0,7.275844
"2013-09-24",9.63,9.92,9.63,9.63,2700,7.05603
"2013-09-25",9.63,9.63,9.63,9.63,0,7.05603
"2013-09-26",9.63,9.63,9.63,9.63,0,7.05603
"2013-09-27",9.63,9.63,9.63,9.63,0,7.05603
"2013-09-30",9.85,9.85,9.85,9.85,700,7.217227
"2013-10-01",9.77,9.77,9.77,9.77,200,7.158609
"2013-10-02",9.89,9.89,9.89,9.89,100,7.246535
"2013-10-03",9.86,9.86,9.86,9.86,500,7.224554
"2013-10-04",9.98,9.98,9.98,9.98,100,7.312476
"2013-10-07",9.98,9.98,9.98,9.98,0,7.312476
"2013-10-08",9.84,9.84,9.84,9.84,500,7.209897
"2013-10-09",9.84,9.84,9.84,9.84,0,7.209897
"2013-10-10",9.6,9.6,9.6,9.6,1600,7.034048
"2013-10-11",9.6,9.6,9.6,9.6,0,7.034048
"2013-10-14",9.6,9.6,9.6,9.6,0,7.034048
"2013-10-15",9.6,9.6,9.6,9.6,0,7.034048
"2013-10-16",10.05,10.05,10.05,10.05,100,7.363769
"2013-10-17",10.2,10.2,10.2,10.2,300,7.473677
"2013-10-18",10.3,10.3,10.11,10.11,300,7.407732
"2013-10-21",10.45,10.45,10.45,10.45,15100,7.656853
"2013-10-22",10.45,10.45,10.45,10.45,0,7.656853
"2013-10-23",10.45,10.45,10.45,10.45,0,7.656853
"2013-10-24",10.4,10.4,10.4,10.4,500,7.620217
"2013-10-25",10.3,10.3,10.3,10.3,800,7.546947
"2013-10-28",10.3,10.3,10.3,10.3,700,7.546947
"2013-10-29",9.97,9.97,9.97,9.97,400,7.305151
"2013-10-30",10.3,10.3,10.3,10.3,20200,7.546947
"2013-10-31",10.3,10.3,10.3,10.3,0,7.546947
"2013-11-01",10.3,10.3,10.3,10.3,0,7.546947
"2013-11-04",10.3,10.3,10.3,10.3,0,7.546947
"2013-11-05",10.34,10.34,10.34,10.34,20900,7.576256
"2013-11-06",10.24,10.43,10.24,10.43,20500,7.6422
"2013-11-07",10.35,10.35,10.35,10.35,300,7.583582
"2013-11-08",10.23,10.23,10.23,10.23,5300,7.495656
"2013-11-11",10.23,10.23,10.23,10.23,0,7.495656
"2013-11-12",10.4,10.4,10.4,10.4,600,7.620217
"2013-11-13",10.23,10.23,10.23,10.23,100,7.495656
"2013-11-14",10.23,10.23,10.23,10.23,0,7.495656
"2013-11-15",10.23,10.23,10.23,10.23,0,7.495656
"2013-11-18",10.56,10.56,10.56,10.56,900,7.737452
"2013-11-19",10.52,10.52,10.52,10.52,100,7.708142
"2013-11-20",10.44,10.44,10.44,10.44,800,7.649529
"2013-11-21",10.44,10.44,10.44,10.44,0,7.649529
"2013-11-22",10.16,10.16,10.16,10.16,500,7.444367
"2013-11-25",10.28,10.28,10.28,10.28,700,7.532293
"2013-11-26",10.18,10.18,10.18,10.18,1000,7.459023
"2013-11-27",10.18,10.18,10.18,10.18,0,7.459023
"2013-11-29",10.15,10.15,10.15,10.15,300,7.437037
"2013-12-02",10.02,10.02,10.02,10.02,200,7.341787
"2013-12-03",10.02,10.02,10.02,10.02,0,7.341787
"2013-12-04",10,10,10,10,200,7.327133
"2013-12-05",10,10,10,10,0,7.327133
"2013-12-06",10.2,10.2,10.2,10.2,200,7.473677
"2013-12-09",10.11,10.11,10.11,10.11,300,7.407732
"2013-12-10",10.11,10.11,10.11,10.11,0,7.407732
"2013-12-11",10.21,10.21,10.21,10.21,200,7.481004
"2013-12-12",10.21,10.21,10.21,10.21,0,7.481004
"2013-12-13",10.18,10.18,10.18,10.18,1200,7.459023
"2013-12-16",10.4,10.4,10.4,10.4,700,7.620217
"2013-12-17",10.3,10.3,10.3,10.3,1300,7.546947
"2013-12-18",9.28,9.28,9.28,9.28,200,6.79958
"2013-12-19",9.32,9.32,9.32,9.32,1000,6.828888
"2013-12-20",9.37,9.37,9.37,9.37,200,6.865524
"2013-12-23",9.48,9.48,9.48,9.48,1000,6.946121
"2013-12-24",9.48,9.48,9.48,9.48,0,6.946121
"2013-12-26",9.25,9.45,9.25,9.45,400,6.924141
"2013-12-27",9.45,9.45,9.45,9.45,0,6.924141
"2013-12-30",9.3,9.3,9.3,9.3,4500,6.814232
"2013-12-31",9.3,9.3,9.3,9.3,0,6.814232
"2014-01-02",9.54,9.54,9.38,9.52,600,6.97543
"2014-01-03",9.43,9.43,9.43,9.43,400,6.909487
"2014-01-06",9.43,9.43,9.43,9.43,0,6.909487
"2014-01-07",9.58,9.6,9.45,9.45,1800,6.924141
"2014-01-08",9.49,9.49,9.49,9.49,300,6.953449
"2014-01-09",9.44,9.44,9.44,9.44,4300,6.916812
"2014-01-10",9.42,9.42,9.42,9.42,600,6.90216
"2014-01-13",9.42,9.42,9.42,9.42,0,6.90216
"2014-01-14",9.19,9.19,9.19,9.19,200,6.733636
"2014-01-15",9.19,9.19,9.19,9.19,0,6.733636
"2014-01-16",9.02,9.18,9.02,9.02,1500,6.609075
"2014-01-17",9.25,9.25,9.25,9.25,1000,6.777599
"2014-01-21",9.25,9.25,9.25,9.25,0,6.777599
"2014-01-22",9.26,9.26,9.26,9.26,200,6.784925
"2014-01-23",9.25,9.42,9.25,9.42,1100,6.90216
"2014-01-24",9.42,9.42,9.42,9.42,0,6.90216
"2014-01-27",9.42,9.42,9.42,9.42,0,6.90216
"2014-01-28",9.1,9.1,9.1,9.1,400,6.667691
"2014-01-29",9.18,9.34,9.18,9.34,2100,6.843544
"2014-01-30",9.45,9.45,9.3,9.3,1000,6.814232
"2014-01-31",9.32,9.32,9.32,9.32,300,6.828888
"2014-02-03",9.32,9.32,9.32,9.32,0,6.828888
"2014-02-04",9.32,9.32,9.32,9.32,0,6.828888
"2014-02-05",9.25,9.26,9.25,9.26,800,6.784925
"2014-02-06",9.26,9.26,9.26,9.26,0,6.784925
"2014-02-07",9.43,9.43,9.43,9.43,1800,6.909487
"2014-02-10",9.52,9.52,9.52,9.52,200,6.97543
"2014-02-11",9.52,9.52,9.52,9.52,0,6.97543
"2014-02-12",9.84,9.84,9.84,9.84,800,7.209897
"2014-02-13",9.84,9.84,9.84,9.84,0,7.209897
"2014-02-14",9.84,9.84,9.84,9.84,0,7.209897
"2014-02-18",9.84,9.84,9.84,9.84,0,7.209897
"2014-02-19",9.84,9.84,9.84,9.84,0,7.209897
"2014-02-20",9.55,9.8,9.55,9.8,1200,7.180591
"2014-02-21",9.59,9.59,9.59,9.59,1700,7.026721
"2014-02-24",9.59,9.59,9.59,9.59,0,7.026721
"2014-02-25",9.59,9.59,9.59,9.59,0,7.15809
"2014-02-26",9.59,9.59,9.59,9.59,0,7.15809
