"dates","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2011-08-03",31.221001,34.042,31.153999,33.847,51905000,32.115074
"2011-08-04",33.382999,33.561001,32.259998,32.259998,24544000,30.609282
"2011-08-05",32.876999,33.094002,31.334,32.653999,23768000,30.98312
"2011-08-08",31.487,32.23,29.167,29.195999,28694000,27.702061
"2011-08-09",29.992001,32.280998,29.454,32.280998,26779000,30.629208
"2011-08-10",31.400999,32.119999,30.361,30.371,29809000,28.816938
"2011-08-11",30.923,33,30.59,32.738998,25496000,31.06377
"2011-08-12",32.900002,33.271999,31.818001,32.806999,12999000,31.128284
"2011-08-15",33.102001,33.849998,32.605999,33.5,14919000,31.785831
"2011-08-16",33.382,33.799999,32.845001,33.5,14729000,31.785831
"2011-08-17",33.712002,33.754002,32.310001,32.622002,14693000,30.952759
"2011-08-18",31.754,32,30.271,30.490999,21241000,28.930798
"2011-08-19",30.129,31.030001,30,30.016001,15611000,28.480106
"2011-08-22",30.794001,30.870001,30.139999,30.6,10295000,29.034224
"2011-08-23",30.872999,32.249001,30.426001,32.238998,10723000,30.58935
"2011-08-24",32.230999,32.980999,31.895,32.52,11707000,30.855972
"2011-08-25",32.610001,32.949001,32.096001,32.285999,8263000,30.633949
"2011-08-26",32.083,32.701,31.337,32.533001,10520000,30.868317
"2011-08-29",32.946999,33.395,32.181999,32.737,15119000,31.061878
"2011-08-30",32.533001,33.18,32.101002,32.973,11211000,31.285786
"2011-08-31",33.293999,33.575001,32.612999,32.971001,10337000,31.283903
"2011-09-01",33.013,33.516998,32.848999,33.006001,10556000,31.317106
"2011-09-02",32.264999,32.661999,32.005001,32.068001,8722000,30.427103
"2011-09-06",31.308001,32.332001,31.152,32.299999,12269000,30.647232
"2011-09-07",32.813999,33.933998,32.734001,33.91,16441000,32.17485
"2011-09-08",33.724998,34.513,33.537998,33.791,16012000,32.061943
"2011-09-09",33.618,33.761002,32.188,32.202,17671000,30.554245
"2011-09-12",31.995001,32.549,31.469999,32.203999,15418000,30.556135
"2011-09-13",32.236,32.889,32.005001,32.886002,10394000,31.203243
"2011-09-14",33.002998,33.866001,32.639,33.723,17896000,31.997421
"2011-09-15",33.875,34.956001,33.053001,34.793999,22126000,33.013615
"2011-09-16",34.983002,35.200001,33.819,34.695,52441000,32.919685
"2011-09-19",34.154999,35.200001,33.893002,34.798,16494000,33.017422
"2011-09-20",34.830002,36.194,34.830002,35.377998,22902000,33.56773
"2011-09-21",35.456001,35.647999,34.092999,34.097,14182000,32.352299
"2011-09-22",33.203999,33.801998,32.323002,33.096001,22186000,31.4025
"2011-09-23",33.007999,33.813999,32.821999,33.702999,12941000,31.978445
"2011-09-26",33.984001,34.396,33.112999,33.439999,15891000,31.728903
"2011-09-27",33.908001,34.199001,33.347,33.811001,12272000,32.080914
"2011-09-28",33.806,34,32.915001,32.981998,10268000,31.294336
"2011-09-29",33.638,33.778999,32.146999,32.837002,10228000,31.156761
"2011-09-30",32.402,32.423,31.247999,31.716,17195000,30.093117
"2011-10-03",31.450001,32.400002,31.01,31.087999,14377000,29.497248
"2011-10-04",30.797001,30.867001,29.301001,30.766001,2.7e+07,29.191727
"2011-10-05",30.802999,31.378,30.228001,31.333,16059000,29.744217
"2011-10-06",31.250999,31.891001,30.921,31.625999,13364000,30.022348
"2011-10-07",31.753,31.924999,30.929001,31.146,12340000,29.5667
"2011-10-10",31.552999,32.582001,31.552999,32.581001,9527000,30.928934
"2011-10-11",32.312,33.317001,32.200001,32.951,10954000,31.280178
"2011-10-12",33.441002,33.737,32.709999,32.799,14183000,31.135883
"2011-10-13",32.709999,33.915001,32.654999,33.598999,12993000,31.895323
"2011-10-14",33.830002,34.492001,33.731998,34.158001,8943000,32.425972
"2011-10-17",34.084,34.216,33.377998,33.512001,9065000,31.812719
"2011-10-18",33.561001,34.147999,33.116001,33.988998,10625000,32.265537
"2011-10-19",34,34.011002,32.361,32.376999,12912000,30.735275
"2011-10-20",32.646999,32.937,32.249001,32.568001,12506000,30.916595
"2011-10-21",32.973,33.361,32.66,33.34,10032000,31.649448
"2011-10-24",33.279999,34.110001,33.279999,34.069,8156000,32.341476
"2011-10-25",33.813,33.983002,32.700001,32.750999,8323000,31.090317
"2011-10-26",33.259998,33.298,32.458,32.905998,10964000,31.237455
"2011-10-27",33.601002,34.959,33.118999,34.915001,16934000,33.144585
"2011-10-28",34.658001,35.5,34.617001,35.458,9729000,33.660053
"2011-10-31",35.115002,35.599998,34.609001,34.723999,9254000,32.963264
"2011-11-01",33.674,34.099998,33.335999,33.43,12690000,31.734882
"2011-11-02",36.105,36.48,35.143002,35.765999,30756000,33.952435
"2011-11-03",35.535,36.799,35.500999,36.659,14512000,34.800159
"2011-11-04",36.484001,36.898998,35.91,36.008999,12421000,34.183105
"2011-11-07",36.196999,36.595001,35.874001,36.591,10310000,34.7356
"2011-11-08",36.812,36.898998,36.305,36.806999,9154000,34.940655
"2011-11-09",36.168999,36.644001,35.743999,35.743999,11119000,33.931553
"2011-11-10",36.221001,36.271,35.536999,36.011002,6778000,34.185017
"2011-11-11",36.256001,37.036999,36.254002,37.014999,10283000,35.138096
"2011-11-14",36.626999,37.32,36.601002,36.727001,6941000,34.864693
"2011-11-15",36.743,37.355,36.700001,37.132999,8888000,35.250114
"2011-11-16",36.852001,36.983002,36.099998,36.099998,9753000,34.269493
"2011-11-17",36.193001,36.679001,35.662998,35.938999,11423000,34.116657
"2011-11-18",36.158001,36.200001,35.599998,36.042,10586000,34.214439
"2011-11-21",35.500999,35.681,34.881001,35.18,14079000,33.396149
"2011-11-22",35.205002,35.834999,35.200001,35.455002,7707000,33.657207
"2011-11-23",35.334,35.471001,34.657001,34.705002,9350000,32.94524
"2011-11-25",34.529999,35.157001,34.5,34.619999,3939000,32.86454
"2011-11-28",35.591999,35.999001,35.48,35.924999,10898000,34.103371
"2011-11-29",36.005001,36.146,35.5,35.768002,7204000,33.954338
"2011-11-30",36.801998,37.470001,36.605,37.455002,12752000,35.555779
"2011-12-01",37.241001,38.195999,37.241001,38.096001,12151000,36.164288
"2011-12-02",38.369999,38.499001,37.838001,37.838001,9320000,35.91938
"2011-12-05",38.299,38.334999,37.000999,37.284,10981000,35.393475
"2011-12-06",37.205002,37.498001,37.016998,37.130001,8895000,35.247269
"2011-12-07",37.116001,37.498001,36.636002,37.435001,7934000,35.536808
"2011-12-08",37.331001,37.811001,36.887001,36.931,8544000,35.058369
"2011-12-09",37.345001,37.93,36.983002,37.742001,8405000,35.828236
"2011-12-12",37.397999,37.530998,36.908001,37.127998,6025000,35.245361
"2011-12-13",37.464001,37.494999,36.623001,36.894001,7006000,35.023239
"2011-12-14",36.605,36.708,36,36.112,10399000,34.280888
"2011-12-15",36.793999,36.796001,35.896999,35.921001,7661000,34.099567
"2011-12-16",36.013,36.595001,35.828999,36.216,8399000,34.37962
"2011-12-19",36.27,36.799999,35.799999,35.874001,10939000,34.054947
"2011-12-20",36.331001,37.417,36.000999,37.390999,13179000,35.495033
"2011-12-21",37.313999,37.450001,36.668999,37.417999,7936000,35.52066
"2011-12-22",37.469002,37.655998,36.758999,37.125,9340000,35.242527
"2011-12-23",37.331001,37.814999,37.175999,37.814999,4655000,35.89753
"2011-12-27",37.879002,38.132,37.415001,37.474998,4448000,35.574768
"2011-12-28",37.689999,37.689999,37.139,37.377998,5252000,35.482704
"2011-12-29",37.398998,37.84,37.366001,37.827,4874000,35.908936
"2011-12-30",37.799,37.819,37.282001,37.282001,5216000,35.391556
"2012-01-03",37.837002,37.863998,36.561001,36.837002,14708000,34.969124
"2012-01-04",36.497002,36.674,35.257,35.625,22841000,33.818588
"2012-01-05",35.380001,35.563,35.055,35.241001,14757000,33.46814
"2012-01-06",35.335999,35.400002,34.178001,34.292,20887000,32.566895
"2012-01-09",34.487,34.782001,34.209,34.582001,11486000,32.842297
"2012-01-10",34.875,35.127998,34.523998,34.882999,10252000,33.128155
"2012-01-11",33.998001,34.556,33.904999,34.146999,14353000,32.42918
"2012-01-12",34.150002,34.485001,33.956001,34.330002,13262000,32.602985
"2012-01-13",34.159,34.597,33.731998,33.908001,12545000,32.202213
"2012-01-17",34.106998,34.700001,34.050999,34.597,11118000,32.856556
"2012-01-18",34.598999,35.451,34.567001,35.237999,12440000,33.46529
"2012-01-19",35.549,35.599998,35.051998,35.290001,8855000,33.514679
"2012-01-20",34.997002,35,33.75,34.066002,18952000,32.352261
"2012-01-23",33.994999,34.389999,33.625999,33.905998,10343000,32.20031
"2012-01-24",33.846001,34.459999,33.73,34.268002,6830000,32.544098
"2012-01-25",34.216,34.987999,34.099998,34.876999,8994000,33.122444
"2012-01-26",34.901001,35.493999,34.722,34.783001,9230000,33.03318
"2012-01-27",34.775002,35.169998,34.561001,34.879002,7243000,33.124348
"2012-01-30",34.696999,35.237,34.625,35.196999,8240000,33.426357
"2012-01-31",35.536999,35.865002,35.243999,35.556999,10633000,33.76825
"2012-02-01",35.824001,36.123001,35.599998,35.762001,14580000,33.962936
"2012-02-02",36.716,38.424999,36.716,38.157001,35026000,36.23745
"2012-02-03",38.205002,39.130001,38.205002,39.032001,22332000,37.068436
"2012-02-06",39.299999,39.299999,38.700001,39.131001,11256000,37.162445
"2012-02-07",39.199001,39.448002,38.865002,39.291,12568000,37.314407
"2012-02-08",39.301998,39.515999,39.025002,39.491001,10090000,37.504337
"2012-02-09",39.997002,40.179001,39.426998,39.639999,1e+07,37.645844
"2012-02-10",39.400002,39.698002,39.241001,39.613998,7484000,37.621155
"2012-02-13",39.952,40,39.532001,39.665001,5847000,37.669598
"2012-02-14",39.646999,39.654999,39.382,39.555,7660000,37.565117
"2012-02-15",39.880001,39.973,39.264999,39.296001,7305000,37.319164
"2012-02-16",39.41,39.587002,38.977001,39.314999,7223000,37.337196
"2012-02-17",39.472,39.699001,39.229,39.599998,7688000,37.607853
"2012-02-21",39.544998,40.078999,39.401001,39.955002,11588000,37.945004
"2012-02-22",39.798,40.854,39.798,40.682999,10087000,38.636375
"2012-02-23",40.679001,40.777,40.423,40.610001,8216000,38.567055
"2012-02-24",40.832001,41.875999,40.618999,41.561001,12869000,39.470211
"2012-02-27",41.233002,42.208,41.097,42.139999,8754000,40.020081
"2012-02-28",42.146999,42.599998,42.000999,42.396999,9691000,40.264153
"2012-02-29",42.412998,42.856998,41.761002,42,10991000,39.887123
"2012-03-01",42.249001,42.327999,41.700001,42.042999,8726000,39.927956
"2012-03-02",41.650002,41.946999,41.268002,41.278,9652000,39.20145
"2012-03-05",41.452,41.93,41.213001,41.762001,8318000,39.661091
"2012-03-06",41.097,41.213001,40.627998,40.834,9358000,38.779781
"2012-03-07",41.131001,41.499001,41.064999,41.174,8394000,39.102676
"2012-03-08",41.445999,41.893002,41.355,41.726002,7095000,39.626911
"2012-03-09",41.817001,42.106998,41.550999,41.952,7354000,39.841526
"2012-03-12",41.806999,42.362999,41.752998,41.986,6463000,39.873825
"2012-03-13",42.200001,42.334,41.68,42.321999,7528000,40.192928
"2012-03-14",42.242001,42.612999,41.866001,42.141998,6175000,40.021973
"2012-03-15",42.141998,42.299,41.799999,41.955002,5888000,39.844387
"2012-03-16",41.868999,42.137001,41.807999,42.016998,7608000,39.903271
"2012-03-19",41.977001,42.810001,41.922001,42.508999,8011000,40.370514
"2012-03-20",42.318001,42.391998,41.764,41.897999,5960000,39.790253
"2012-03-21",42.005001,42.297001,41.789001,41.793999,5995000,39.691483
"2012-03-22",41.744999,42.132999,41.500999,41.683998,6306000,39.587013
"2012-03-23",41.622002,42.636002,41.622002,42.401001,6644000,40.267956
"2012-03-26",42.729,43.756001,42.500999,43.568001,10460000,41.376247
"2012-03-27",43.550999,43.59,43.066002,43.066002,7299000,40.899494
"2012-03-28",43.380001,43.473999,42.480999,42.751999,6837000,40.601295
"2012-03-29",42.462002,42.832001,42.158001,42.821999,5092000,40.667778
"2012-03-30",42.862999,42.870998,42,42.054001,10180000,39.938412
"2012-04-02",42.183998,43.433998,41.900002,43.205002,8944000,41.031494
"2012-04-03",43.171001,44.060001,42.903999,43.801998,11526000,41.598473
"2012-04-04",43.438999,43.650002,42.612999,43.094002,9824000,40.954144
"2012-04-05",43.048,44.220001,42.868999,43.985001,8506000,41.8009
"2012-04-09",43.293999,44.287998,43.215,43.929001,8574000,41.747677
"2012-04-10",43.929001,44.095001,42.418999,42.473,12612000,40.363987
"2012-04-11",42.957001,43.242001,42.722,43.004002,5751000,40.868614
"2012-04-12",43.050999,43.422001,42.970001,43.397999,5312000,41.243046
"2012-04-13",43.362999,44.380001,43.098999,44.046001,10572000,41.858879
"2012-04-16",44.087002,44.146999,42.901001,43.265999,7687000,41.117611
"2012-04-17",43.481998,43.924,43.448002,43.842999,5232000,41.665955
"2012-04-18",43.730999,44.097,43.597,43.669998,5208000,41.501537
"2012-04-19",43.717999,44.078999,43.234001,43.681999,6880000,41.512936
"2012-04-20",44.000999,44.328999,43.748001,44.043999,9070000,41.856976
"2012-04-23",43.601002,43.743,42.075001,43.026001,12354000,40.889511
"2012-04-24",43.023998,43.587002,42.667999,43.029999,6525000,40.893307
"2012-04-25",43.467999,44.506001,43.174,44.506001,9781000,42.296024
"2012-04-26",44.449001,45.648998,44.449001,45.397999,10407000,43.143745
"2012-04-27",45.811001,46.234001,45.550999,45.757999,11799000,43.485847
"2012-04-30",45.939999,46.030998,45.133999,45.227001,9794000,42.981228
"2012-05-01",45.584999,46.698002,45.367001,45.59,17580000,43.326191
"2012-05-02",44.668999,45.82,44,45.145,21649000,42.903294
"2012-05-03",45.299999,45.477001,43.969002,44.243,15116000,42.046089
"2012-05-04",43.700001,44.191002,43.383999,43.969002,14684000,41.785694
"2012-05-07",43.465,44.282001,43.465,43.612,10801000,41.446415
"2012-05-08",43.401001,43.615002,42.305,43.164001,10400000,41.020657
"2012-05-09",42.582001,43.203999,42.099998,42.283001,9996000,40.183418
"2012-05-10",42.580002,42.935001,41.827,42.298,11555000,40.197666
"2012-05-11",42,42.762001,41.900002,42.240002,7891000,40.142551
"2012-05-14",41.817001,42.099998,41.444,41.444,12164000,39.386078
"2012-05-15",41.472,41.997002,41.337002,41.446999,6769000,39.388924
"2012-05-16",41.888,42.049999,40.868,40.937,12951000,38.904243
"2012-05-17",41.380001,41.380001,39.849998,39.858002,12020000,37.878822
"2012-05-18",40.202,40.457001,39.456001,39.456001,11113000,37.496788
"2012-05-21",39.599998,41.078999,39.419998,41.057999,12811000,39.019245
"2012-05-22",41.021,41.830002,40.826,41.344002,12319000,39.291031
"2012-05-23",41.115002,41.714001,40.657001,41.709,8750000,39.63792
"2012-05-24",42.006001,42.876999,41.610001,41.983002,10810000,39.8983
"2012-05-25",41.654999,42.195,41.212002,41.396,6948000,39.34045
"2012-05-29",41.733002,41.974998,41.319,41.605,4658000,39.539074
"2012-05-30",41.09,41.563,40.93,41.158001,6743000,39.114269
"2012-05-31",41.23,41.299,39.901001,40.651001,10662000,38.63245
"2012-06-01",39.861,39.924,38.990002,39.178001,11237000,37.23259
"2012-06-04",39.169998,40.152,39.009998,40.026001,9667000,38.038486
"2012-06-05",40.103001,40.979,40.023998,40.82,9693000,38.79306
"2012-06-06",41.457001,41.998001,41.277,41.998001,9733000,39.912552
"2012-06-07",42.451,42.507,41.397999,41.570999,9438000,39.506771
"2012-06-08",41.244999,41.660999,41.091,41.654999,7441000,39.586594
"2012-06-11",42.049999,42.125,41.351002,41.383999,5905000,39.329048
"2012-06-12",41.400002,41.990002,41.094002,41.775002,5788000,39.700645
"2012-06-13",41.507999,41.817001,40.799999,40.974998,6123000,38.940369
"2012-06-14",40.964001,41.998001,40.953999,41.904999,7452000,39.824181
"2012-06-15",42.275002,42.668999,41.994999,42.668999,8093000,40.550243
"2012-06-18",42.493,42.799,42.23,42.562,6307000,40.448551
"2012-06-19",42.898998,42.98,42.575001,42.757,6877000,40.633873
"2012-06-20",42.783001,42.999001,42.112,42.881001,4999000,40.751724
"2012-06-21",42.880001,43.27,42.104,42.117001,5544000,40.025646
"2012-06-22",42.158001,43.507999,42.060001,43.507999,8706000,41.347576
"2012-06-25",43.285,43.431,42.852001,42.852001,7e+06,40.724159
"2012-06-26",42.974998,43.431999,42.702999,43.222,6198000,41.075783
"2012-06-27",43.318001,43.573002,43.115002,43.192001,4446000,41.047283
"2012-06-28",42.929001,43.037998,41.675999,42.130001,9629000,40.03801
"2012-06-29",42.745998,43.022999,42.563,43.011002,9351000,40.875259
"2012-07-02",43.507,43.993,43.015999,43.990002,6180000,41.805641
"2012-07-03",43.955002,44.34,43.68,44.176998,4863000,41.983364
"2012-07-05",44.043999,44.5,43.842999,44.404999,5972000,42.228714
"2012-07-06",44.103001,44.525002,43.944,44.162998,8164000,41.998573
"2012-07-09",43.432999,43.498001,42.330002,43.126999,11064000,41.013348
"2012-07-10",43.18,43.643002,42.012001,42.025002,8211000,39.965359
"2012-07-11",41.895,42.030998,41.284,41.988998,6284000,39.931118
"2012-07-12",41.605,42.658001,41.446999,42.424999,7646000,40.345753
"2012-07-13",42.521999,43.025002,42.396,42.959999,6082000,40.854538
"2012-07-16",43.977001,44.799999,43.574001,43.688999,17479000,41.54781
"2012-07-17",43.832001,44,43.007,43.568001,6192000,41.432735
"2012-07-18",43.335999,43.945,43.200001,43.681999,5775000,41.541153
"2012-07-19",43.824001,43.898998,42.793999,42.793999,8195000,40.696663
"2012-07-20",42.490002,42.687,42.143002,42.314999,8963000,40.24115
"2012-07-23",41.626999,41.860001,41.127998,41.598,9147000,39.559292
"2012-07-24",41.728001,41.778,40.470001,40.988998,9457000,38.980133
"2012-07-25",41.299999,41.5,40.648998,41.233002,6069000,39.212189
"2012-07-26",41.882,42.743999,41.762001,42.376999,7061000,40.300106
"2012-07-27",42.381001,43.674999,42.321999,43.674999,9644000,41.534492
"2012-07-30",43.619999,44.674999,43.619999,44.115002,9897000,41.952934
"2012-07-31",44.301998,44.326,43.316002,43.657001,11530000,41.517372
"2012-08-01",42.409,43.299,42,42.720001,21723000,40.626301
"2012-08-02",42.577,42.908001,41.810001,42.342999,11444000,40.267773
"2012-08-03",42.842999,42.900002,42.299999,42.412998,10280000,40.334343
"2012-08-06",42.419998,42.756001,41.900002,41.985001,7637000,39.927338
"2012-08-07",42.129002,42.285,41.318001,41.639999,12179000,39.59922
"2012-08-08",41.597,42.700001,41.516998,42.445,10101000,40.364773
"2012-08-09",42.404999,42.785999,42.063999,42.594002,7074000,40.506485
"2012-08-10",42.335999,42.785999,42.334999,42.603001,4565000,40.515034
"2012-08-13",42.457001,42.675999,42.212002,42.563,4039000,40.476994
"2012-08-14",42.705002,43.314999,42.633999,42.807999,5696000,40.709984
"2012-08-15",42.807999,43.110001,42.619999,42.709,4050000,40.615841
"2012-08-16",42.723999,43.09,42.603001,42.852001,4134000,40.751835
"2012-08-17",42.794998,42.945999,42.515999,42.681,5416000,40.589214
"2012-08-20",42.709999,42.860001,42.368999,42.720001,4384000,40.626301
"2012-08-21",42.702999,42.980999,42.244999,42.331001,4232000,40.256371
"2012-08-22",42.110001,42.571999,41.882999,42.119999,6931000,40.055698
"2012-08-23",42.092999,42.279999,41.667,41.833,5744000,39.782764
"2012-08-24",41.860001,42.347,41.766998,42.244999,5130000,40.174576
"2012-08-27",42.249001,42.619999,42.051998,42.341999,4699000,40.266827
"2012-08-28",42.262001,42.59,42.262001,42.459999,3983000,40.379047
"2012-08-29",42.498001,42.646999,42.174,42.582001,4011000,40.495056
"2012-08-30",42.252998,42.395,42.027,42.095001,3801000,40.031937
"2012-08-31",42.23,42.362999,41.901001,42.290001,4649000,40.217381
"2012-09-04",41.754002,42.599998,41.754002,42.438,5091000,40.358128
"2012-09-05",42.394001,42.542,42.035999,42.209999,5526000,40.1413
"2012-09-06",42.5,43.259998,42.256001,43.259998,9617000,41.139828
"2012-09-07",43.289001,43.679001,43.106998,43.619999,6135000,41.482189
"2012-09-10",43.661999,44.119999,43.632999,43.749001,7534000,41.604874
"2012-09-11",43.799999,44.59,43.75,44.286999,7158000,42.116493
"2012-09-12",44.598999,44.833,44.375,44.640999,6168000,42.453148
"2012-09-13",44.639999,45.659,44.591999,45.526001,8119000,43.294781
"2012-09-14",45.506001,45.666,45.200001,45.417999,6875000,43.192074
"2012-09-17",45.431999,45.630001,45.25,45.349998,5157000,43.127403
"2012-09-18",45.299999,45.499001,45.074001,45.298,4771000,43.077957
"2012-09-19",45.285999,45.540001,45.169998,45.188999,5011000,42.974297
"2012-09-20",44.752998,45.931999,44.724998,45.417999,11339000,43.192074
"2012-09-21",45.931,46.179001,45.685001,45.952,12850000,43.699894
"2012-09-24",45.75,45.75,45.307999,45.528999,7608000,43.297642
"2012-09-25",45.759998,45.772999,45.129002,45.152,5510000,42.939095
"2012-09-26",45.132,45.201,44.577,44.584,4991000,42.398941
"2012-09-27",44.759998,45.216999,44.698002,45.216999,4342000,43.000916
"2012-09-28",45.112999,45.252998,44.863998,45.147999,5548000,42.93531
"2012-10-01",45.318001,46.013,45.25,45.688999,6957000,43.449783
"2012-10-02",45.695999,45.880001,45.401001,45.764999,3347000,43.522049
"2012-10-03",45.900002,47.467999,45.766998,47.375999,11976000,45.054111
"2012-10-04",47.275002,47.5,47.140999,47.487999,6340000,45.160614
"2012-10-05",47.799999,48.299999,47.286999,47.527,9005000,45.226273
"2012-10-08",47.424,47.548,46.981998,47.193001,5542000,44.908447
"2012-10-09",47.226002,47.299999,46.126999,46.487999,8103000,44.237576
"2012-10-10",46.499001,46.516998,46.048,46.209,5058000,43.972076
"2012-10-11",46.717999,47.582001,46.501999,47.257,12626000,44.969357
"2012-10-12",47.27,47.604,46.946999,47.335999,8243000,45.044533
"2012-10-15",47.234001,47.695,47.174999,47.582001,8995000,45.278618
"2012-10-16",47.928001,48.151001,47.609001,47.901001,4557000,45.582184
"2012-10-17",48.598999,48.608002,47.916,48.299999,7248000,45.961853
"2012-10-18",48.247002,48.564999,47.437,47.583,8788000,45.279572
"2012-10-19",47.463001,47.681,46.790001,47.006001,10070000,44.730492
"2012-10-22",47.298,47.298,46.200001,46.693001,7754000,44.432652
"2012-10-23",46.255001,46.474998,45.799999,45.986,7294000,43.759892
"2012-10-24",46.474998,46.501999,45.299999,45.453999,7083000,43.253632
"2012-10-25",45.650002,45.858002,44.737999,44.936001,8938000,42.760708
"2012-10-26",44.936001,45.77,44.820999,45.298,6852000,43.105183
"2012-10-31",45.251999,46.5,45.118,46.092999,11930000,43.861694
"2012-11-01",46.341,47.499001,46.207001,46.868999,9364000,44.600136
"2012-11-02",47.153999,47.699001,46.868,46.945,9514000,44.672451
"2012-11-05",46.726002,47.096001,46.467999,46.564999,6169000,44.310848
"2012-11-06",46.855999,47.289001,46.719002,47.178001,4120000,44.89418
"2012-11-07",47,47.118999,46.151001,46.470001,7637000,44.220451
"2012-11-08",46.431999,46.820999,46.18,46.18,6203000,43.944485
"2012-11-09",45.852001,46.869999,45.848,46.466,6420000,44.216644
"2012-11-12",46.568001,47.097,46.306999,47,7025000,44.724796
"2012-11-13",46.709999,47.692001,46.473999,47.122002,4959000,44.840889
"2012-11-14",47.266998,47.398998,46.233002,46.331001,6080000,44.088177
"2012-11-15",46.292999,46.292999,45.356998,45.716,7071000,43.502941
"2012-11-16",45.846001,47.046001,45.601002,46.459,9029000,44.209976
"2012-11-19",46.939999,47.868,46.839001,47.868,6813000,45.550777
"2012-11-20",47.904999,48.257999,47.222,47.757,6804000,45.445141
"2012-11-21",47.841999,48.07,47.755001,47.943001,2927000,45.622143
"2012-11-23",48.084999,48.200001,47.799999,48.124001,2391000,45.794384
"2012-11-26",48.018002,48.278,47.828999,48.002998,4976000,45.679241
"2012-11-27",48.008999,48.368,47.790001,47.848999,4877000,45.532696
"2012-11-28",47.573002,48.158001,47.477001,48.151001,6584000,45.82008
"2012-11-29",48.419998,49.075001,48.324001,48.620998,9080000,46.26733
"2012-11-30",48.577999,48.986,48.383999,48.868,9826000,46.502365
"2012-12-03",49.099998,49.451,48.556999,48.665001,8497000,46.309181
"2012-12-04",48.763,48.799999,48.057999,48.341999,6430000,46.00182
"2012-12-05",48.299999,48.400002,47.439999,47.799999,6645000,45.486069
"2012-12-06",47.575001,48.088001,47.386002,48.088001,5977000,45.760132
"2012-12-07",48.165001,48.284,47.601002,47.609001,6389000,45.304317
"2012-12-10",48.035999,48.046001,47.548,47.959999,5770000,45.638325
"2012-12-11",48,48.5,47.915001,48.152,8577000,45.821018
"2012-12-12",48.200001,48.737999,48.02,48.344002,9512000,46.003727
"2012-12-13",48.591,48.759998,48.251999,48.443001,5680000,46.097942
"2012-12-14",48.122002,48.48,48.027,48.23,5346000,45.895252
"2012-12-17",48.341999,48.990002,48.108002,48.931999,7181000,46.563278
"2012-12-18",49,49.498001,48.780998,49.287998,6621000,46.902035
"2012-12-19",49.48,49.488998,48.891998,48.938999,5629000,46.569927
"2012-12-20",49.223,49.862,48.946999,49.853001,9358000,47.43969
"2012-12-21",49.299999,49.688999,48.827,49.356998,8320000,46.967686
"2012-12-24",49.285999,49.625,49.248001,49.501999,2695000,47.105659
"2012-12-26",49.452999,49.594002,48.5,48.619999,5749000,46.266361
"2012-12-27",48.601002,49.285999,48.112,48.786999,6233000,46.425278
"2012-12-28",48.5,48.865002,48.285,48.307999,4686000,45.969463
"2012-12-31",48.337002,49.192001,48.290001,49.127998,6562000,46.749786
"2013-01-02",50.630001,51.027,50.099998,51.027,12278000,48.556854
"2013-01-03",51.046001,51.546001,50.814999,51.099998,9452000,48.626305
"2013-01-04",51.115002,51.220001,50.700001,51.098,11475000,48.624413
"2013-01-07",51.25,52.130001,51.166,51.952999,11398000,49.467064
"2013-01-08",52.002998,52.105,51.493999,51.782001,6983000,49.304253
"2013-01-09",52.52,53.238998,52.266998,53.238998,11461000,50.691528
"2013-01-10",53.247002,53.247002,52.429001,52.764999,12564000,50.240219
"2013-01-11",52.750999,52.979,52.551998,52.868,6424000,50.338291
"2013-01-14",52.955002,52.998001,52.123001,52.351002,9911000,49.846027
"2013-01-15",52.223999,52.34,51.919998,52.279999,5858000,49.778419
"2013-01-16",51.643002,52.255001,51.502998,52.129002,6190000,49.634647
"2013-01-17",52.466999,52.667,52.130001,52.334999,5250000,49.830791
"2013-01-18",51.956001,52.150002,51.341999,52.099998,10769000,49.607037
"2013-01-22",52.479,52.479,51.463001,51.976002,7462000,49.488968
"2013-01-23",51.960999,52.245998,51.512001,51.756001,4991000,49.279495
"2013-01-24",51.792999,52.57,51.772999,52.226002,5869000,49.727005
"2013-01-25",52.279999,52.279999,51.723999,51.942001,7157000,49.456596
"2013-01-28",52.094002,52.094002,51.346001,51.411999,8002000,48.951954
"2013-01-29",51.411999,52.075001,51.404999,51.848,8833000,49.367088
"2013-01-30",51.664001,52.16,51.389999,51.599998,11601000,49.130955
"2013-01-31",53.200001,53.535,51.299999,51.84,20412000,49.359478
"2013-02-01",52.081001,52.254002,51.368999,51.870998,9949000,49.388985
"2013-02-04",51.629002,51.799999,51.209,51.422001,6152000,48.961475
"2013-02-05",52.036999,52.202,51.68,52.069,7983000,49.577515
"2013-02-06",52.014999,52.387001,51.810001,52.355,6016000,49.849834
"2013-02-07",52.189999,52.330002,51.625,51.955002,6517000,49.468964
"2013-02-08",51.846001,52.446999,51.831001,52.446999,5214000,49.937435
"2013-02-11",52.562,52.616001,51.923,52.084999,5616000,49.592754
"2013-02-12",52.085999,52.213001,51.851002,51.964001,3379000,49.477547
"2013-02-13",52.125,52.189999,51.618,51.921001,4096000,49.4366
"2013-02-14",51.615002,52.326,51.615002,52.216,6656000,49.717476
"2013-02-15",51.631001,52.493999,51.631001,52.313,7032000,49.809841
"2013-02-19",52.5,52.648998,52.096001,52.285999,4234000,49.784126
