"dates","RE.Open","RE.High","RE.Low","RE.Close","RE.Volume","RE.Adjusted"
"2011-07-19",81.019997,81.290001,80.589996,80.839996,227800,65.960846
"2011-07-20",81.029999,81.209999,80.410004,80.550003,217100,65.724213
"2011-07-21",80.830002,82.230003,80.650002,81.709999,225600,66.670685
"2011-07-22",81.639999,81.910004,81.160004,81.5,152100,66.499344
"2011-07-25",80.849998,81.830002,80.5,81.309998,237800,66.344315
"2011-07-26",81.449997,82.650002,81.050003,82.169998,217400,67.046043
"2011-07-27",81.75,82.75,81.239998,81.239998,365000,66.287216
"2011-07-28",81.540001,84.730003,81.540001,83.32,589600,67.984344
"2011-07-29",82.68,82.940002,82.099998,82.120003,386800,67.005249
"2011-08-01",82.919998,83.059998,81,82.190002,380500,67.062363
"2011-08-02",81.779999,83.739998,81.75,82.660004,682600,67.445854
"2011-08-03",82.809998,83.519997,81.669998,83.389999,735400,68.041489
"2011-08-04",82.589996,82.93,79.889999,79.940002,693100,65.226494
"2011-08-05",80.529999,80.589996,77.300003,78.099998,508100,63.72514
"2011-08-08",76.839996,77.93,73.5,73.5,733400,59.971802
"2011-08-09",74.830002,78.989998,73.349998,78.910004,1032700,64.38607
"2011-08-10",77.239998,78.349998,75.800003,76.449997,650100,62.378834
"2011-08-11",76.660004,81.730003,76.660004,80.809998,786100,65.936356
"2011-08-12",81.150002,81.150002,78.480003,79.550003,462200,64.908279
"2011-08-15",79.550003,82.610001,79.529999,82.550003,370900,67.356094
"2011-08-16",81.620003,82.300003,81.080002,81.830002,333300,66.7686
"2011-08-17",82.389999,83.050003,82.029999,82.360001,172400,67.201065
"2011-08-18",80.559998,81.290001,79.019997,79.540001,419100,64.900124
"2011-08-19",78.529999,80.480003,78.529999,78.639999,349700,64.165764
"2011-08-22",80.309998,80.540001,76.970001,77.25,403300,63.031609
"2011-08-23",78.129997,78.150002,77.019997,77.910004,466600,63.570137
"2011-08-24",77.889999,79.279999,77.779999,78.480003,571700,64.03521
"2011-08-25",79.339996,79.339996,75.389999,75.959999,405300,61.979038
"2011-08-26",75.519997,77.980003,74.360001,77.660004,561700,63.366135
"2011-08-29",78.400002,81.010002,78.089996,81.010002,326800,66.51062
"2011-08-30",80.519997,80.800003,79.559998,80.330002,234900,65.952347
"2011-08-31",80.849998,81.610001,80.220001,80.699997,357500,66.256096
"2011-09-01",80.620003,81.809998,80.169998,80.699997,398500,66.256096
"2011-09-02",79.300003,80.059998,78.360001,78.379997,229700,64.351372
"2011-09-06",76.650002,78.75,76.620003,77.989998,445300,64.031158
"2011-09-07",78.589996,81.620003,78.550003,81.559998,401600,66.962181
"2011-09-08",81.099998,81.360001,79.32,79.790001,492900,65.508995
"2011-09-09",79.309998,79.580002,77.669998,78.25,431300,64.244621
"2011-09-12",77.360001,78.43,76.589996,78.360001,397200,64.334946
"2011-09-13",78.389999,79.370003,77.790001,79.080002,241600,64.926071
"2011-09-14",79.25,79.610001,77.699997,78.860001,325100,64.74543
"2011-09-15",79.440002,79.779999,78.279999,79.779999,283100,65.500778
"2011-09-16",80,80.300003,78.650002,78.769997,577800,64.671555
"2011-09-19",77.610001,78.599998,76.550003,78.120003,444000,64.137871
"2011-09-20",78.620003,80.279999,78.480003,79.419998,563200,65.205215
"2011-09-21",79.709999,80.839996,78.139999,78.139999,562700,64.15432
"2011-09-22",77.190002,77.540001,75.379997,76.269997,686700,62.618999
"2011-09-23",75.82,77.269997,75.150002,76.959999,612500,63.185482
"2011-09-26",77.529999,77.849998,76.199997,77.650002,604100,63.752018
"2011-09-27",78.57,80.32,78.169998,79.07,623200,64.917862
"2011-09-28",79.07,79.470001,77.589996,77.599998,449900,63.710938
"2011-09-29",79.010002,79.339996,77.589996,79.260002,269300,65.073845
"2011-09-30",78.110001,80.43,78.059998,79.379997,460200,65.172371
"2011-10-03",78.919998,79.889999,77.5,77.75,649100,63.834091
"2011-10-04",77.190002,79.949997,76.230003,79.760002,558800,65.484367
"2011-10-05",79.739998,80.040001,78.699997,79.709999,451600,65.443298
"2011-10-06",79.620003,80.470001,78.980003,80.419998,473800,66.026215
"2011-10-07",80.68,80.849998,78.300003,78.419998,431700,64.384193
"2011-10-10",80.129997,80.540001,79.110001,80.529999,316700,66.116547
"2011-10-11",80.07,81.349998,79.949997,80.099998,321200,65.763504
"2011-10-12",80.75,80.75,79.360001,80.120003,498500,65.77993
"2011-10-13",79.629997,79.629997,77.589996,78.150002,392400,64.162529
"2011-10-14",78.790001,78.82,77.139999,78.620003,320100,64.548393
"2011-10-17",78.230003,78.629997,76.489998,76.629997,362300,62.914585
"2011-10-18",77.010002,79.43,76.57,79.07,396100,64.917862
"2011-10-19",78.639999,81.519997,78.639999,80.779999,580300,66.321793
"2011-10-20",80.900002,82.760002,80.260002,82.650002,559600,67.857086
"2011-10-21",83.129997,85.129997,83.129997,85.080002,359500,69.852165
"2011-10-24",85.559998,88.089996,85.550003,87.080002,444900,71.494217
"2011-10-25",86.589996,87.410004,85.809998,85.989998,559200,70.599304
"2011-10-26",86.709999,87.260002,85.370003,85.940002,571300,70.558235
"2011-10-27",89.980003,91.5,88.839996,90.830002,566300,74.573029
"2011-10-28",90.480003,91.260002,88.349998,90.839996,607700,74.581223
"2011-10-31",90.400002,91.389999,89.150002,89.919998,417400,73.825897
"2011-11-01",88.620003,90.360001,87.870003,88.610001,581600,72.750359
"2011-11-02",89.75,90.989998,89.389999,90.349998,528900,74.178925
"2011-11-03",90.860001,91.800003,89.949997,91.449997,311600,75.082047
"2011-11-04",90.959999,92.080002,90.370003,91.510002,235600,75.131317
"2011-11-07",91.599998,92.970001,91.489998,92.599998,425600,76.026237
"2011-11-08",93.110001,93.309998,92.209999,92.589996,413300,76.017982
"2011-11-09",91,92.099998,90.360001,90.57,425000,74.35955
"2011-11-10",91.419998,91.620003,89.360001,89.550003,573500,73.522125
"2011-11-11",90.669998,91.089996,90.010002,90.730003,678800,74.490906
"2011-11-14",90.82,91.099998,88.5,88.540001,448400,72.692886
"2011-11-15",88.529999,89.190002,88.120003,88.610001,372500,72.750359
"2011-11-16",87.910004,88.489998,86.949997,86.959999,349000,71.395699
"2011-11-17",86.739998,87.410004,85.82,85.980003,266500,70.591072
"2011-11-18",86.440002,88.199997,86.099998,87.690002,368300,71.995033
"2011-11-21",86.519997,87.459999,86.360001,86.669998,411200,71.157585
"2011-11-22",86.25,86.610001,85.190002,85.209999,378100,69.9589
"2011-11-23",84.830002,85.169998,81.620003,81.699997,695200,67.077126
"2011-11-25",81.309998,83.949997,80.830002,83.93,301300,68.907997
"2011-11-28",87.18,87.18,83.980003,84.879997,605300,70.088799
"2011-11-29",84.849998,85.169998,84.43,84.82,253300,70.039276
"2011-11-30",86.449997,87.739998,85.860001,87.730003,464900,72.442177
"2011-12-01",87.730003,87.730003,85.220001,85.379997,411700,70.501694
"2011-12-02",86.110001,86.110001,83.940002,84.169998,655900,69.502518
"2011-12-05",85.019997,85.379997,83.690002,84.18,624800,69.510788
"2011-12-06",83.919998,85.660004,83.919998,84.940002,414600,70.138351
"2011-12-07",84.209999,84.870003,83.25,84.769997,565600,69.997963
"2011-12-08",84.360001,84.650002,82.970001,83.080002,295100,68.60247
"2011-12-09",83.269997,83.519997,82.82,83.239998,355600,68.734604
"2011-12-12",82.620003,82.779999,81.779999,82.169998,317200,67.851059
"2011-12-13",82.610001,83.489998,80.379997,80.93,384200,66.827164
"2011-12-14",80.760002,81.779999,80.470001,80.620003,392500,66.571175
"2011-12-15",81.470001,81.470001,79.639999,79.839996,596000,65.927086
"2011-12-16",79.720001,80.629997,79.489998,79.860001,699200,65.943611
"2011-12-19",79.650002,80.300003,78.379997,78.489998,448000,64.81234
"2011-12-20",79.43,80.550003,79.43,80.080002,796500,66.125259
"2011-12-21",79.839996,82.07,79.68,81.910004,432000,67.63636
"2011-12-22",81.989998,82.099998,81.540001,82.050003,503600,67.751961
"2011-12-23",82,86.489998,82,85.910004,908900,70.939323
"2011-12-27",85.360001,86.449997,84.989998,85.669998,425200,70.741142
"2011-12-28",85.400002,85.709999,84.559998,84.949997,326000,70.146629
"2011-12-29",85.209999,85.510002,84.879997,85.330002,195300,70.460373
"2011-12-30",85.050003,85.449997,84.080002,84.089996,344700,69.436501
"2012-01-03",85.389999,85.779999,84.199997,85.160004,388800,70.320038
"2012-01-04",85.099998,85.239998,83.309998,83.349998,286100,68.825432
"2012-01-05",83.190002,84.110001,82.160004,83.900002,264300,69.279587
"2012-01-06",84.010002,84.809998,84,84.040001,232800,69.395195
"2012-01-09",84.089996,85.169998,84.089996,84.919998,360500,70.121826
"2012-01-10",85.690002,86.57,85.169998,86.470001,386900,71.401749
"2012-01-11",85.989998,86.489998,85.540001,86.239998,244200,71.2118
"2012-01-12",86.400002,86.699997,85.190002,85.830002,312100,70.873268
"2012-01-13",85.300003,85.800003,84.540001,84.800003,337000,70.022758
"2012-01-17",85.199997,85.720001,83.940002,84.32,349600,69.626404
"2012-01-18",84.660004,85.150002,83.190002,85.110001,334100,70.278732
"2012-01-19",85.25,85.290001,84.629997,85.239998,289900,70.38607
"2012-01-20",84.959999,86.489998,84.940002,86.370003,250500,71.319153
"2012-01-23",86.389999,87,85.489998,85.540001,162300,70.633797
"2012-01-24",84.989998,85.93,84.360001,85.480003,204300,70.584274
"2012-01-25",85.059998,85.529999,84.400002,85.459999,364000,70.567749
"2012-01-26",85.919998,86.650002,85.699997,86.389999,305700,71.335663
"2012-01-27",86.019997,86.050003,85.050003,85.150002,339800,70.31176
"2012-01-30",85,85,84.07,84.75,260200,69.981476
"2012-01-31",84.849998,85.809998,84.550003,85.400002,304900,70.518196
"2012-02-01",85.919998,88.349998,85.919998,88.110001,520600,72.755966
"2012-02-02",88.43,88.730003,87.410004,87.610001,235800,72.343071
"2012-02-03",88.419998,88.419998,87.25,88.269997,333800,72.888069
"2012-02-06",87.529999,88.050003,86.75,87.75,262100,72.458672
"2012-02-07",87.5,88.269997,87.059998,88.129997,273400,72.772476
"2012-02-08",88.099998,88.459999,87.260002,88.059998,367300,72.714668
"2012-02-09",85.989998,89.389999,84.75,88.769997,793100,73.300919
"2012-02-10",88.169998,88.169998,86.650002,87.18,407300,71.988014
"2012-02-13",87.739998,89.010002,87.489998,88.970001,451700,73.46608
"2012-02-14",88.360001,88.82,87.550003,88.68,423200,73.226593
"2012-02-15",88.910004,90.57,88.57,89.629997,669200,74.01107
"2012-02-16",89.349998,90.220001,89.25,89.650002,443200,74.02758
"2012-02-17",89.82,90.199997,89.220001,90,395400,74.316597
"2012-02-21",90.260002,90.730003,89.5,90.610001,415800,74.820282
"2012-02-22",90.339996,90.650002,85.989998,89.169998,490500,73.631233
"2012-02-23",89.370003,89.919998,88.870003,89.360001,317600,73.788116
"2012-02-24",89.309998,89.769997,88.040001,88.940002,252600,73.441299
"2012-02-27",88.669998,88.910004,87.519997,88.209999,252300,72.838539
"2012-02-28",88.43,88.43,87.080002,87.300003,303200,72.087112
"2012-02-29",87.309998,88.470001,86.860001,87.849998,297500,72.541252
"2012-03-01",88.580002,89.440002,87.650002,89.169998,303900,73.631233
"2012-03-02",90.059998,91.410004,89.419998,89.660004,386500,74.035843
"2012-03-05",89.269997,90.379997,89.050003,90.300003,310000,74.965652
"2012-03-06",89.830002,89.830002,88.540001,88.540001,376000,73.504532
"2012-03-07",88.519997,89.730003,88.129997,89.589996,336600,74.376205
"2012-03-08",89.779999,90.489998,89.209999,90.349998,521800,75.007149
"2012-03-09",90.279999,91.309998,90.260002,91.300003,277900,75.79583
"2012-03-12",91.080002,91.440002,91,91.190002,176400,75.704514
"2012-03-13",91.510002,93.120003,91.129997,92.870003,650100,77.099228
"2012-03-14",92.940002,93.300003,92.5,92.940002,203800,77.157356
"2012-03-15",92.849998,93.480003,92.550003,93.309998,189100,77.4645
"2012-03-16",93.110001,93.559998,92.529999,92.580002,288600,76.858482
"2012-03-19",92.690002,93.580002,92.330002,93.169998,175100,77.348289
"2012-03-20",92.360001,93.870003,92.279999,93.540001,254600,77.655449
"2012-03-21",93.68,93.68,92.779999,92.779999,326000,77.024498
"2012-03-22",92.339996,92.709999,91.989998,92.25,238200,76.584496
"2012-03-23",92.389999,92.870003,91.900002,92.75,208900,76.999619
"2012-03-26",93.370003,93.970001,93.129997,93.870003,300900,77.92942
"2012-03-27",93.760002,93.900002,93.269997,93.279999,231400,77.439613
"2012-03-28",93.120003,93.879997,93.080002,93.860001,166800,77.921112
"2012-03-29",93.400002,93.599998,92.709999,93.330002,168800,77.481133
"2012-03-30",93.870003,93.870003,92.510002,92.519997,257000,76.808662
"2012-04-02",92.580002,94,92.279999,93.459999,353500,77.589027
"2012-04-03",93.330002,94.099998,92.610001,94.040001,328800,78.070557
"2012-04-04",93.190002,94.709999,93.190002,93.93,260300,77.979225
"2012-04-05",93.129997,94.160004,93.099998,93.940002,162400,77.987534
"2012-04-09",92.870003,93.330002,92.489998,92.879997,179100,77.107536
"2012-04-10",92.910004,93.230003,92.43,92.449997,299900,76.750557
"2012-04-11",93.050003,93.93,92.629997,93.43,349000,77.56414
"2012-04-12",93.510002,94.349998,93.050003,94.290001,154400,78.278099
"2012-04-13",94.330002,94.660004,92.919998,92.919998,287000,77.140747
"2012-04-16",93.480003,93.970001,92.769997,93.169998,300200,77.348289
"2012-04-17",93.470001,93.760002,92.839996,93.25,359000,77.414703
"2012-04-18",93.010002,93.330002,91.970001,92.970001,377300,77.182259
"2012-04-19",92.900002,94.839996,92.900002,94.169998,358700,78.178452
"2012-04-20",94.639999,95.699997,94.230003,95.400002,417000,79.1996
"2012-04-23",94.470001,94.739998,93.82,94.739998,214000,78.651657
"2012-04-24",94.529999,95.150002,94.110001,94.610001,312900,78.543739
"2012-04-25",95.230003,95.720001,94.620003,95.43,425200,79.224495
"2012-04-26",96.510002,100.150002,96.510002,99.739998,1447300,82.802567
"2012-04-27",99.93,100.300003,99.099998,99.440002,673800,82.553558
"2012-04-30",99.269997,99.910004,98.910004,99.099998,779400,82.271278
"2012-05-01",99.779999,100.550003,99.199997,100.099998,1078500,83.101486
"2012-05-02",99.650002,100.080002,98.809998,99.410004,1008700,82.528648
"2012-05-03",99.57,101.139999,99.57,100.540001,948800,83.466728
"2012-05-04",100.169998,101.050003,100.019997,100.699997,522500,83.599564
"2012-05-07",100.620003,101.25,100.019997,101.209999,368000,84.022957
"2012-05-08",100.760002,102.370003,100.410004,102.290001,544800,84.919556
"2012-05-09",101.839996,103,101.300003,102.290001,541200,84.919556
"2012-05-10",102.589996,103,102.050003,102.43,351300,85.035812
"2012-05-11",102.010002,104.129997,101.449997,103.190002,409700,85.666725
"2012-05-14",102.739998,103.029999,101.75,102.370003,565900,84.985977
"2012-05-15",102.190002,102.769997,101.18,101.309998,529800,84.105995
"2012-05-16",101.720001,102.220001,100.120003,100.239998,462500,83.217682
"2012-05-17",100.260002,100.360001,98.190002,98.580002,551400,81.8396
"2012-05-18",98.760002,99.169998,98.019997,98.379997,464400,81.673546
"2012-05-21",98.690002,98.839996,97.760002,98.269997,560800,81.582222
"2012-05-22",98.599998,99.599998,98.169998,99.279999,777200,82.420708
"2012-05-23",98.830002,100,98.389999,99.769997,370000,82.827499
"2012-05-24",99.760002,101.690002,99.540001,101.690002,420700,84.421455
"2012-05-25",101.040001,102.139999,100.57,100.830002,320900,84.1045
"2012-05-29",101.449997,102.129997,100.940002,101.190002,388300,84.404778
"2012-05-30",100.889999,101.510002,100.139999,101.220001,564600,84.429794
"2012-05-31",101.050003,102.82,100.190002,102.120003,646500,85.180511
"2012-06-01",101.050003,101.860001,100.739998,101.260002,577500,84.463158
"2012-06-04",101.199997,101.470001,100.529999,100.940002,287100,84.196251
"2012-06-05",100.720001,101.919998,100.720001,101.839996,517800,84.94693
"2012-06-06",102.510002,103.529999,102.209999,103.519997,311800,86.348267
"2012-06-07",104.309998,105.349998,100.989998,103.339996,502000,86.198128
"2012-06-08",102.779999,103.099998,100.779999,102.150002,659800,85.205521
"2012-06-11",102.540001,103.449997,102.010002,102.07,637500,85.138809
"2012-06-12",102.419998,103.190002,101.910004,103.129997,419700,86.022957
"2012-06-13",103.129997,103.389999,101.849998,102.07,386500,85.138809
"2012-06-14",102.25,104.059998,102.110001,103.510002,382800,86.339935
"2012-06-15",103.419998,103.5,101.949997,102,591900,85.080399
"2012-06-18",101.699997,103.370003,101.269997,103.25,287800,86.123055
"2012-06-19",103.190002,104.68,103.010002,104.480003,377600,87.149017
"2012-06-20",104.400002,105.839996,104.25,104.480003,355500,87.149017
"2012-06-21",104.43,105.110001,102.459999,102.760002,344800,85.71434
"2012-06-22",103.160004,104.260002,102.779999,103.349998,566400,86.20649
"2012-06-25",103,103,101.089996,102.470001,474000,85.472443
"2012-06-26",102.440002,103.800003,102.239998,103.480003,402400,86.314911
"2012-06-27",103.730003,104.739998,103.010002,104.220001,336100,86.932159
"2012-06-28",104.080002,105.169998,103.419998,105.129997,414400,87.691208
"2012-06-29",106.440002,106.440002,103.25,103.489998,877600,86.323257
"2012-07-02",104.169998,105.739998,103.809998,104.980003,384700,87.566116
"2012-07-03",105.209999,106.5,104.919998,106.18,178500,88.567039
"2012-07-05",106.349998,106.68,104.779999,104.93,486000,87.524384
"2012-07-06",104.480003,104.93,104.160004,104.589996,261800,87.240776
"2012-07-09",104.25,104.550003,103.400002,104.330002,319400,87.023903
"2012-07-10",105.029999,105.760002,103.639999,103.919998,243800,86.681923
"2012-07-11",104.050003,104.080002,102.599998,102.980003,315500,85.897858
"2012-07-12",102.779999,104.220001,102.260002,103.980003,354400,86.731987
"2012-07-13",104.099998,105.199997,103.940002,104.330002,391000,87.023903
"2012-07-16",104.18,105.120003,103.919998,104.75,219900,87.374252
"2012-07-17",105.5,105.5,103.650002,105.400002,273200,87.91642
"2012-07-18",105.18,105.790001,104.059998,104.43,189900,87.10733
"2012-07-19",104.279999,104.68,103.040001,103.129997,378100,86.022957
"2012-07-20",102.330002,103.059998,101.739998,101.849998,348600,84.955315
"2012-07-23",101.400002,101.959999,100.360001,101.540001,347600,84.696709
"2012-07-24",101.449997,101.620003,99.75,100.300003,291000,83.662392
"2012-07-25",100.5,102.309998,100.029999,102.080002,531300,85.147133
"2012-07-26",103.5,103.5,101.190002,101.809998,433200,84.921921
"2012-07-27",102.110001,103.629997,101.550003,103.339996,262100,86.198128
"2012-07-30",103.550003,105.220001,103.300003,104.480003,274100,87.149017
"2012-07-31",104.209999,104.529999,101.5,101.699997,450800,84.83017
"2012-08-01",102.080002,102.209999,100.989998,101.57,307200,84.721725
"2012-08-02",101.18,102.790001,100.870003,102.790001,269900,85.739357
"2012-08-03",103.489998,104.160004,102.440002,102.480003,296600,85.480789
"2012-08-06",102.610001,104.75,102.059998,102.080002,181500,85.147133
"2012-08-07",102.480003,102.82,102.010002,102.699997,285100,85.664299
"2012-08-08",102.480003,104.330002,102.160004,104,315100,86.748657
"2012-08-09",103.239998,104.900002,103.139999,103.510002,180900,86.339935
"2012-08-10",103.290001,103.870003,102.449997,103.599998,252300,86.414993
"2012-08-13",103.220001,103.599998,102.589996,103.489998,107900,86.323257
"2012-08-14",103.940002,104.75,103.440002,103.980003,243700,86.731987
"2012-08-15",103.849998,104.360001,103.5,104.220001,140400,86.932159
"2012-08-16",104.07,105.029999,103.720001,104.900002,167700,87.499352
"2012-08-17",104.739998,105.160004,104.269997,104.730003,171300,87.357552
"2012-08-20",104.790001,105.019997,103.989998,104.739998,137200,87.365898
"2012-08-21",104.730003,106.120003,104.290001,105.540001,251300,88.033203
"2012-08-22",105.309998,105.57,103.309998,103.620003,307400,86.431686
"2012-08-23",103.410004,103.650002,101.989998,102.830002,271600,85.77272
"2012-08-24",102.93,103.720001,102.300003,103.400002,209500,86.248161
"2012-08-27",103.389999,103.949997,102.82,102.980003,260300,86.298477
"2012-08-28",103.080002,104.480003,102.800003,103.849998,255200,87.027519
"2012-08-29",103.849998,104.410004,103.230003,103.449997,232700,86.692322
"2012-08-30",103.120003,103.629997,102.690002,103.269997,229700,86.541473
"2012-08-31",103.68,104.489998,103.279999,103.660004,233100,86.868332
"2012-09-04",103.860001,106.620003,103.629997,106.480003,369600,89.231499
"2012-09-05",106.730003,107,106.059998,106.730003,604900,89.441017
"2012-09-06",107.010002,109.150002,107.010002,108.690002,398800,91.083527
"2012-09-07",108.690002,109.040001,108.019997,108.709999,292400,91.100281
"2012-09-10",108.550003,109.059998,107.849998,108.519997,244100,90.941055
"2012-09-11",108.459999,109.489998,108.230003,108.75,218300,91.133789
"2012-09-12",109.029999,109.57,108.529999,109.129997,194600,91.45224
"2012-09-13",108.919998,110.43,108.889999,110.110001,206200,92.273491
"2012-09-14",110.190002,111.550003,110,110.889999,254600,92.927162
"2012-09-17",110.559998,110.989998,110.080002,110.150002,211100,92.307022
"2012-09-18",110.18,110.379997,109.370003,109.870003,204100,92.07235
"2012-09-19",109.849998,110.82,109.440002,110.32,188800,92.449455
"2012-09-20",109.650002,110.379997,109.339996,109.540001,316600,91.79583
"2012-09-21",110,110,108.5,108.620003,475100,91.024834
"2012-09-24",108.650002,109.970001,108.239998,108.93,275400,91.28463
"2012-09-25",109.230003,109.650002,107.360001,107.410004,557100,90.010872
"2012-09-26",107.699997,108.330002,106.949997,107.089996,184200,89.742683
"2012-09-27",107.199997,107.580002,106.349998,107.129997,257100,89.776215
"2012-09-28",106.599998,107.599998,106,106.959999,432700,89.633751
"2012-10-01",107.510002,108.589996,107.349998,108.300003,559200,90.756706
"2012-10-02",108.360001,109.010002,107.940002,108.209999,279800,90.681267
"2012-10-03",108.300003,109.040001,107.93,108.199997,388000,90.672882
"2012-10-04",108.550003,109.239998,108.32,109.07,297700,91.401947
"2012-10-05",109.25,109.709999,108.879997,109.150002,295900,91.469002
"2012-10-08",108.970001,109.910004,108.529999,109.599998,221200,91.846085
"2012-10-09",109.779999,110.209999,109.230003,109.650002,276200,91.888008
"2012-10-10",109.860001,109.989998,109.089996,109.510002,143200,91.770691
"2012-10-11",110.25,110.25,109.610001,109.690002,194500,91.921524
"2012-10-12",110.470001,110.470001,108.919998,109.239998,164300,91.544411
"2012-10-15",109.550003,110.709999,109.550003,110.669998,280100,92.74276
"2012-10-16",111,112.330002,110.779999,112.32,246500,94.125488
"2012-10-17",112.330002,112.559998,111.730003,111.900002,340400,93.773529
"2012-10-18",112,114.25,111.940002,112.779999,331100,94.510971
"2012-10-19",112.660004,112.68,110.699997,111.349998,236200,93.312622
"2012-10-22",110.830002,111.839996,110.690002,111.419998,217600,93.371292
"2012-10-23",110.68,111.68,110.419998,111.059998,235500,93.069595
"2012-10-24",111.300003,111.970001,110.790001,111.419998,275800,93.371292
"2012-10-25",112.5,114.599998,112.5,114.599998,617100,96.036163
"2012-10-26",114.25,114.419998,112.089996,113.540001,435800,95.147873
"2012-10-31",112.489998,112.489998,110.830002,111.050003,387200,93.061211
"2012-11-01",111.379997,112.5,109.370003,109.699997,487200,91.929909
"2012-11-02",110.089996,110.089996,106.050003,106.949997,499100,89.625374
"2012-11-05",106.669998,107.480003,104.43,107,436100,89.667267
"2012-11-06",107.07,108.019997,106.209999,107.889999,605600,90.413101
"2012-11-07",107.940002,107.940002,105.940002,106.540001,300600,89.281807
"2012-11-08",106.580002,107.660004,106.110001,106.150002,341700,88.954941
"2012-11-09",105.75,106.410004,104.639999,105.480003,263200,88.393501
"2012-11-12",105.980003,106.230003,104.330002,104.43,243300,87.513565
"2012-11-13",104.279999,105.940002,103.410004,103.470001,248700,86.709084
"2012-11-14",103.760002,104.959999,103,103.610001,425500,86.826439
"2012-11-15",103.610001,103.860001,101.660004,101.720001,428500,85.242554
"2012-11-16",101.959999,102.940002,101.739998,102.889999,252300,86.22303
"2012-11-19",103.800003,104.940002,103.099998,103.830002,238500,87.010757
"2012-11-20",103.669998,104.660004,103.18,104.510002,330500,87.580643
"2012-11-21",104.410004,104.790001,103.550003,104.720001,189900,87.756607
"2012-11-23",105.110001,105.25,104.309998,105.110001,107900,88.083435
"2012-11-26",104.400002,105.309998,103.809998,104.830002,248200,88.251816
"2012-11-27",105.019997,105.970001,104.269997,105.279999,345400,88.630646
"2012-11-28",104.940002,107.669998,104.75,107.610001,583200,90.592171
"2012-11-29",107.93,108.449997,106.690002,107.330002,289700,90.356438
"2012-11-30",107.199997,108.480003,106.989998,108.470001,440700,91.316162
"2012-12-03",108.230003,109.370003,106.769997,106.800003,469900,89.910271
"2012-12-04",106.93,108.220001,106.809998,107.370003,226100,90.390129
"2012-12-05",107.610001,109.379997,107.449997,109.050003,396800,91.80442
"2012-12-06",108.959999,109.68,107.769997,109.07,252700,91.821243
"2012-12-07",109.150002,109.32,108.290001,108.699997,175200,91.50975
"2012-12-10",108.809998,109.980003,108,109.660004,238000,92.317978
"2012-12-11",111.010002,111.010002,108.18,108.720001,303800,91.526627
"2012-12-12",109.330002,110.440002,108.309998,108.550003,297200,91.383522
"2012-12-13",108.599998,108.809998,106.730003,106.790001,354800,89.901825
"2012-12-14",107,107.480003,105.720001,105.830002,297400,89.093666
"2012-12-17",106.239998,107.099998,106.129997,107.089996,280700,90.154419
"2012-12-18",106.93,107.309998,105.879997,106.800003,242200,89.910271
"2012-12-19",107.139999,109.230003,106.389999,108.360001,448500,91.223549
"2012-12-20",109.470001,110.050003,108.040001,108.68,365500,91.492966
"2012-12-21",106.900002,108.769997,106.760002,108.190002,596800,91.080444
"2012-12-24",107.550003,109.25,107.550003,108.779999,200500,91.577126
"2012-12-26",108.75,109.260002,108.470001,108.790001,361300,91.585579
"2012-12-27",108.660004,109.660004,108.5,109.230003,376400,91.955963
"2012-12-28",108.75,109.669998,108.349998,108.980003,318700,91.745522
"2012-12-31",108.900002,109.949997,108.330002,109.949997,334800,92.562111
"2013-01-02",110.5,111.209999,110.400002,111.199997,310100,93.614426
"2013-01-03",111.199997,112.900002,111.110001,112.809998,523500,94.969841
"2013-01-04",112.650002,113.190002,112.370003,112.779999,293200,94.944572
"2013-01-07",112.25,112.550003,110.309998,110.910004,331900,93.370293
"2013-01-08",111.349998,112.610001,110.809998,111.510002,399800,93.875397
"2013-01-09",111.839996,112.120003,111.550003,112.110001,246700,94.380516
"2013-01-10",112.739998,113.019997,111.709999,113.010002,223000,95.138191
"2013-01-11",112.949997,113.25,112.330002,113.230003,184000,95.323387
"2013-01-14",112.849998,113.440002,112.669998,112.940002,157900,95.079269
"2013-01-15",112.339996,113.730003,112.339996,113.699997,167400,95.719063
"2013-01-16",113.300003,113.739998,112.690002,112.839996,118300,94.995064
"2013-01-17",113.040001,113.089996,112.199997,112.470001,521700,94.683586
"2013-01-18",112.629997,113.279999,112.269997,113.010002,189600,95.138191
"2013-01-22",112.690002,114.5,112.690002,114.489998,200400,96.38414
"2013-01-23",113.970001,114.139999,113,113.360001,218800,95.432831
"2013-01-24",113.68,114.900002,113.529999,114.669998,174400,96.53566
"2013-01-25",114.849998,114.949997,113.870003,114.949997,229300,96.771385
"2013-01-28",115.480003,115.480003,113.68,114.559998,150600,96.443062
"2013-01-29",114.449997,116.389999,114.150002,115.959999,283900,97.621651
"2013-01-30",115.669998,115.900002,114.739998,115.449997,344000,97.192314
"2013-01-31",115.57,116.419998,115.57,115.809998,291600,97.495361
"2013-02-01",116.379997,117.800003,116.230003,117.440002,302900,98.867599
"2013-02-04",116.910004,117.800003,116.769997,117.389999,258900,98.825531
"2013-02-05",117.559998,117.739998,116.790001,117.599998,154200,99.002289
"2013-02-06",117.169998,117.860001,116.5,117.699997,329600,99.086494
"2013-02-07",118.449997,118.629997,116.919998,118.559998,404300,99.810486
"2013-02-08",118.900002,120.019997,118.5,119.239998,251000,100.382935
"2013-02-11",119.459999,120.769997,119.459999,120.309998,321400,101.283737
"2013-02-12",120.07,122.32,120.07,121.290001,547500,102.10878
