"dates","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2011-07-13",94.739998,95.589996,93.989998,94.25,2133100,86.389618
"2011-07-14",94.459999,94.980003,92.779999,93.059998,2829000,85.298866
"2011-07-15",92.970001,93.279999,91.260002,92.199997,3206100,84.510551
"2011-07-18",91.800003,91.889999,90.050003,90.459999,3612000,82.91568
"2011-07-19",91.220001,92.239998,90.580002,91.769997,2550100,84.116417
"2011-07-20",92.010002,92.809998,91.300003,92.190002,2182100,84.501411
"2011-07-21",92.690002,94.07,92.330002,93.080002,1984100,85.317169
"2011-07-22",93.260002,93.620003,92.199997,92.790001,1635200,85.051376
"2011-07-25",91.699997,92.349998,91.480003,91.879997,1867500,84.217247
"2011-07-26",90.43,91.449997,88.699997,91,4588900,83.410652
"2011-07-27",90.239998,90.339996,88.550003,89.139999,4036700,81.705788
"2011-07-28",89.440002,90.18,87.739998,87.860001,3454700,80.532555
"2011-07-29",86.910004,88.169998,86.330002,86.879997,3024200,79.634254
"2011-08-01",88.050003,88.050003,85.019997,86,4119600,78.827667
"2011-08-02",85.370003,86.029999,83.959999,84.440002,4101600,77.397751
"2011-08-03",84.599998,86,83.459999,85.739998,4380700,78.589325
"2011-08-04",84.779999,85.040001,81.980003,82.099998,4364100,75.252899
"2011-08-05",83.220001,83.720001,80.18,82.360001,5026700,75.491196
"2011-08-08",80.339996,81.910004,77.5,77.540001,5679800,71.073212
"2011-08-09",79.190002,79.889999,75.5,79.75,4804200,73.0989
"2011-08-10",78.529999,78.669998,75.129997,75.32,4640500,69.038345
"2011-08-11",75.779999,81.300003,75.669998,79.879997,4746300,73.218071
"2011-08-12",80.290001,81.290001,79,80.480003,3280200,73.768021
"2011-08-15",81.199997,81.980003,80.150002,81.849998,2698900,75.023758
"2011-08-16",80.900002,81.699997,79.279999,80.099998,3826100,73.419685
"2011-08-17",80.519997,81.269997,78.470001,79.129997,2951400,72.530617
"2011-08-18",77.059998,77.339996,73.489998,74.459999,4502100,68.250092
"2011-08-19",74.110001,75.769997,72.889999,73.160004,3477900,67.058502
"2011-08-22",74.919998,75,72.160004,73,3420900,66.911858
"2011-08-23",73.57,74.790001,72.669998,74.790001,3857900,68.552567
"2011-08-24",74.699997,77,74.230003,76.599998,3685900,70.211609
"2011-08-25",77.290001,77.440002,74.150002,74.760002,2617400,68.525047
"2011-08-26",74.169998,75.849998,72.57,75.720001,4011800,69.404999
"2011-08-29",76.669998,78.790001,76.669998,78.75,2673300,72.182297
"2011-08-30",78.309998,79.330002,77.68,78.830002,2065500,72.255615
"2011-08-31",79.519997,80.709999,78.169998,78.720001,3246500,72.154808
"2011-09-01",78.720001,80.110001,77.900002,78.040001,2814000,71.531517
"2011-09-02",75.949997,76.489998,74.459999,74.900002,2739400,68.653358
"2011-09-06",72.43,73.82,71.330002,73.599998,4053700,67.461815
"2011-09-07",74.879997,76.639999,74.339996,76.269997,3250400,69.909126
"2011-09-08",75.709999,76.199997,74.650002,74.989998,2543800,68.853256
"2011-09-09",74.040001,75.080002,72.900002,73.400002,2555400,67.393356
"2011-09-12",72.389999,73.779999,71.540001,73.629997,3259500,67.60453
"2011-09-13",73.639999,75.459999,73.110001,74.970001,3226900,68.834846
"2011-09-14",75.629997,77.120003,73.75,76.010002,3146700,69.789742
"2011-09-15",77,77.330002,75.639999,77.080002,2218300,70.772194
"2011-09-16",77.57,77.919998,75.269997,76.400002,3689800,70.14785
"2011-09-19",74.989998,76.160004,74.68,75.760002,2869600,69.560234
"2011-09-20",75.949997,76.839996,75,75.220001,3036000,69.064407
"2011-09-21",75,75.32,72.5,72.5,4094900,66.567001
"2011-09-22",70.040001,70.089996,64.550003,66.580002,11368000,61.131466
"2011-09-23",66.860001,68.43,66.610001,67.300003,4468200,61.792557
"2011-09-26",68.099998,69.82,67.709999,69.75,4467100,64.04203
"2011-09-27",71.510002,71.620003,70.120003,70.529999,4112700,64.758217
"2011-09-28",70.940002,71.07,69.099998,69.199997,3511200,63.537052
"2011-09-29",70.459999,70.809998,68.239998,69.699997,3226500,63.996136
"2011-09-30",68.980003,69.550003,67.620003,67.68,2730900,62.141453
"2011-10-03",66.900002,67.919998,64.970001,65.150002,4643600,59.818481
"2011-10-04",64.18,67.910004,64.07,67.860001,4400000,62.306702
"2011-10-05",68.040001,70.919998,67.68,70.410004,4889800,64.648033
"2011-10-06",70.110001,72.519997,69.330002,72.199997,3260900,66.291534
"2011-10-07",72.309998,72.459999,70.879997,71.059998,3389600,65.244827
"2011-10-10",72.459999,73.629997,72.010002,73.620003,1957800,67.595352
"2011-10-11",73.25,73.699997,72.599998,73.43,2055700,67.420883
"2011-10-12",73.980003,76.129997,73.82,75.18,3034800,69.027702
"2011-10-13",74.419998,74.419998,73.260002,73.870003,3055800,67.824883
"2011-10-14",74.760002,75.82,74.650002,75.739998,2272800,69.54184
"2011-10-17",75.470001,75.550003,73.650002,73.970001,2543600,67.916702
"2011-10-18",73.839996,76.559998,73.470001,75.620003,2486000,69.431679
"2011-10-19",75.690002,76.150002,74.970001,75.279999,2037300,69.119514
"2011-10-20",75.330002,76.82,74.959999,76.589996,2634400,70.322289
"2011-10-21",77.419998,79.919998,77.18,79.339996,4153200,72.847244
"2011-10-24",79.900002,82.400002,79.900002,81.519997,3549200,74.848869
"2011-10-25",80.510002,81.860001,79.199997,80.720001,3689200,74.114357
"2011-10-26",81.949997,82.199997,79.940002,81.360001,2958000,74.70195
"2011-10-27",83.510002,85.75,82.93,84.730003,4106700,77.796173
"2011-10-28",84.400002,85,83.309998,84.25,2882400,77.355438
"2011-10-31",83.419998,84.160004,81.800003,81.830002,2542900,75.133492
"2011-11-01",78.910004,80.629997,78.610001,79.57,2703800,73.058434
"2011-11-02",80.900002,81.339996,79.529999,80.57,1952900,73.976578
"2011-11-03",81.540001,82.529999,80.349998,82.339996,1781900,75.601746
"2011-11-04",81.790001,82.209999,80.309998,82.010002,1634300,75.298759
"2011-11-07",82.040001,82.860001,80.599998,81.93,1867200,75.225319
"2011-11-08",82.379997,83.129997,81.260002,83.010002,1552000,76.216942
"2011-11-09",81.400002,81.489998,78.849998,79.349998,2199400,72.8564
"2011-11-10",80.349998,80.599998,79.400002,80.120003,1866800,73.5634
"2011-11-11",81.360001,82.389999,81.120003,82.230003,1814700,75.500771
"2011-11-14",81.620003,82.370003,80.779999,81.410004,1203200,74.747887
"2011-11-15",81.57,83.449997,81.150002,82.639999,2675800,75.877213
"2011-11-16",81.800003,83.120003,81.419998,81.489998,1911400,74.821304
"2011-11-17",81.330002,82.010002,79.68,80.279999,2236200,73.710342
"2011-11-18",81.190002,82.160004,80.800003,81.220001,2239700,74.573425
"2011-11-21",79.519997,80,78.220001,79.379997,2036000,72.883972
"2011-11-22",79.040001,79.370003,77.949997,78.209999,1598200,71.809723
"2011-11-23",77.370003,77.739998,76.330002,76.559998,2053100,70.294739
"2011-11-25",76.5,77.379997,76.059998,76.080002,1005200,69.854042
"2011-11-28",78.760002,80.519997,78.309998,78.93,2627300,72.470802
"2011-11-29",79.470001,80.379997,78.410004,78.580002,2683100,72.149452
"2011-11-30",81.360001,83.199997,81.099998,83.080002,3545100,76.281189
"2011-12-01",82.519997,82.75,81.610001,82.029999,2110000,75.317116
"2011-12-02",83.169998,83.459999,81.959999,82.139999,2646500,75.418091
"2011-12-05",83.860001,84.220001,82.379997,83.199997,2709800,76.391365
"2011-12-06",83.43,83.529999,82.099998,82.669998,2109400,75.904739
"2011-12-07",82.480003,84.660004,82.050003,84.190002,2450100,77.300354
"2011-12-08",83.510002,84.43,82.18,82.470001,2654100,75.721092
"2011-12-09",82.690002,83.639999,82.019997,83.239998,1803400,76.548752
"2011-12-12",81.940002,82.18,80.949997,81.629997,2377800,75.068184
"2011-12-13",82.089996,82.410004,78.290001,78.959999,3509400,72.612793
"2011-12-14",78.669998,79.07,76.949997,77.290001,4152100,71.077057
"2011-12-15",80.139999,83.809998,79.970001,83.470001,9170500,76.760277
"2011-12-16",84.099998,86.370003,83.919998,84.889999,5314900,78.066139
"2011-12-19",84.75,85.419998,80.910004,81.349998,3132100,74.810646
"2011-12-20",82.980003,84.389999,82.769997,83.809998,2591400,77.072937
"2011-12-21",83.599998,84.309998,82.379997,84.239998,1854600,77.468384
"2011-12-22",84.559998,85.360001,84.029999,84.470001,1247900,77.679901
"2011-12-23",84.720001,85.050003,83.809998,84.919998,1247700,78.093735
"2011-12-27",84.82,85.410004,84.57,84.699997,1127600,77.891403
"2011-12-28",84.57,84.699997,82.779999,82.970001,1561800,76.300461
"2011-12-29",83.400002,84.389999,83,84.309998,1313300,77.532776
"2011-12-30",84.470001,84.510002,83.330002,83.510002,1447200,76.79705
"2012-01-03",85.470001,85.910004,84.480003,85.169998,2210000,78.323631
"2012-01-04",84.730003,85.169998,84.209999,84.959999,1443400,78.130493
"2012-01-05",84.419998,84.489998,82.790001,84.089996,2218600,77.330444
"2012-01-06",84.559998,86.059998,84.529999,85.489998,2156700,78.617912
"2012-01-09",85.839996,85.980003,85.239998,85.849998,1659600,78.948967
"2012-01-10",87.160004,89.400002,87.150002,88.510002,3403000,81.395134
"2012-01-11",88.080002,90.029999,87.769997,89.760002,3055300,82.54467
"2012-01-12",90.080002,91.400002,89.889999,91.190002,3324400,83.859703
"2012-01-13",90.019997,90.5,88.849998,90.370003,2659800,83.105644
"2012-01-17",90.139999,90.860001,89.07,89.980003,2424800,82.746964
"2012-01-18",90.050003,91.459999,89.879997,91.139999,2189600,83.813713
"2012-01-19",91.68,93.519997,91.449997,93.040001,2781500,85.560974
"2012-01-20",92.589996,92.599998,91.25,91.57,2448100,84.209175
"2012-01-23",91.739998,92.519997,90.519997,91.059998,1662900,83.740158
"2012-01-24",90.400002,91.199997,89.669998,90.790001,1467800,83.491867
"2012-01-25",90.690002,92.629997,90.07,92.589996,1727400,85.147163
"2012-01-26",92.75,93.5,92.269997,92.739998,1659200,85.285126
"2012-01-27",92.239998,93.480003,91.779999,92.949997,1910600,85.478249
"2012-01-30",92.110001,92.339996,91.5,92.160004,1723400,84.751732
"2012-01-31",92.330002,92.330002,90.419998,91.489998,1723900,84.135597
"2012-02-01",92.790001,93.239998,91.989998,92.699997,2013800,85.248314
"2012-02-02",93.07,93.440002,92.080002,92.790001,1299700,85.331093
"2012-02-03",93.769997,94.540001,93.610001,94.540001,1620600,86.940399
"2012-02-06",94.559998,95.599998,94.519997,95.25,2122700,87.593346
"2012-02-07",94.550003,95.089996,93.599998,94.720001,1837500,87.105957
"2012-02-08",94.949997,95.330002,94.040001,94.480003,1361200,86.885239
"2012-02-09",94.419998,95.260002,94.25,94.800003,1573000,87.17952
"2012-02-10",93.889999,95.349998,93.599998,95.269997,1585900,87.611725
"2012-02-13",95.800003,97.190002,95.650002,96.980003,2120500,89.18425
"2012-02-14",96.519997,96.980003,94.839996,95.550003,2307200,87.869225
"2012-02-15",95.970001,95.970001,93.699997,94.150002,1714300,86.581772
"2012-02-16",93.989998,95.330002,93.989998,95,1847900,87.363403
"2012-02-17",95.730003,95.839996,92.510002,92.989998,5154300,85.514999
"2012-02-21",93.110001,93.150002,90.410004,91.010002,3594300,83.694176
"2012-02-22",90.739998,91.839996,90.660004,90.75,1843300,83.455086
"2012-02-23",91.199997,92.300003,90.5,91.970001,1568300,84.577019
"2012-02-24",91.989998,92.220001,89.839996,90.239998,2300300,82.986076
"2012-02-27",89.529999,92.43,89.419998,91.360001,2105400,84.016029
"2012-02-28",91.43,91.910004,90.400002,90.980003,2204400,83.666573
"2012-02-29",90.980003,91.849998,89.769997,89.989998,2953200,82.756165
"2012-03-01",90.150002,91.760002,90.150002,91.120003,2019300,83.795341
"2012-03-02",91.169998,91.68,90.510002,90.779999,1147400,83.482674
"2012-03-05",90.580002,90.730003,89.800003,90.43,1263100,83.16082
"2012-03-06",89.110001,89.370003,88.029999,88.75,2257900,81.61586
"2012-03-07",89.230003,90.18,89.029999,89.760002,1724800,82.54467
"2012-03-08",90.620003,91.5,89.669998,90.989998,2103400,83.79715
"2012-03-09",91.440002,92.190002,90.07,91.790001,1801100,84.533897
"2012-03-12",91.830002,91.93,90.360001,91.330002,1408600,84.11026
"2012-03-13",92,92.970001,91.400002,92.879997,1625000,85.537743
"2012-03-14",92.900002,92.970001,91.449997,92.199997,1434600,84.911499
"2012-03-15",92.5,95.040001,92.339996,94.610001,2629000,87.131012
"2012-03-16",94.860001,95.080002,93.57,94.339996,2477000,86.882324
"2012-03-19",95.870003,95.980003,94.489998,94.889999,2442300,87.388847
"2012-03-20",94.57,95.260002,93.879997,94.639999,1637600,87.158623
"2012-03-21",94.970001,96.889999,94.419998,95.82,4099600,88.245323
"2012-03-22",93.360001,94.150002,91.260002,92.5,6667800,85.18779
"2012-03-23",92.32,92.519997,90.389999,92.379997,3633800,85.077278
"2012-03-26",93.150002,93.290001,92.239998,92.769997,3102700,85.436424
"2012-03-27",92.919998,93.18,91.889999,91.900002,2429600,84.635201
"2012-03-28",92.129997,92.230003,90.510002,91.489998,2569800,84.257622
"2012-03-29",90.699997,91.870003,89.900002,91.739998,2118500,84.487869
"2012-03-30",92.080002,92.309998,91.040001,91.959999,1684200,84.690453
"2012-04-02",92.040001,92.849998,91.5,92.190002,1658300,84.902283
"2012-04-03",91.970001,92.279999,90.559998,91.489998,1825100,84.257622
"2012-04-04",90.849998,91.080002,90.120003,90.639999,1457900,83.474846
"2012-04-05",90.269997,90.620003,90.029999,90.389999,1230700,83.244553
"2012-04-09",88.900002,89.269997,88.160004,88.470001,2118200,81.476349
"2012-04-10",88.150002,88.300003,86.419998,86.629997,2575300,79.781822
"2012-04-11",87.809998,88.5,87.580002,87.910004,2360400,80.960632
"2012-04-12",88.059998,90.349998,88.040001,89.839996,2631700,82.738045
"2012-04-13",89.230003,89.779999,88,88.029999,2058900,81.071129
"2012-04-16",88.57,88.900002,87.739998,88.18,1550400,81.209274
"2012-04-17",89,90.769997,88.739998,90.459999,2306000,83.309044
"2012-04-18",90.25,90.849998,89.849998,90.389999,1371600,83.244553
"2012-04-19",90.419998,90.690002,88.699997,89.389999,2058400,82.323639
"2012-04-20",89.519997,90.129997,88.970001,89.669998,2421700,82.581482
"2012-04-23",88.650002,88.75,87.559998,88.110001,1876200,81.144806
"2012-04-24",88.559998,89.190002,88.150002,88.940002,1257200,81.909203
"2012-04-25",89.330002,89.830002,87.699997,88.220001,1788000,81.246117
"2012-04-26",87.290001,87.730003,86.199997,87.550003,2988900,80.629082
"2012-04-27",88.099998,88.480003,87,88.239998,1698900,81.264534
"2012-04-30",88.290001,88.75,87.830002,88.239998,1243800,81.264534
"2012-05-01",88.139999,89.830002,87.57,89.040001,1385200,82.001297
"2012-05-02",88.75,89.57,88.470001,89.349998,943200,82.286797
"2012-05-03",89.150002,89.75,88.75,88.860001,2199300,81.835526
"2012-05-04",89.019997,89.660004,88.199997,89.300003,2839900,82.240738
"2012-05-07",88.239998,90.120003,88.110001,89.370003,1797100,82.305214
"2012-05-08",88.720001,89.029999,87.82,88.959999,2156300,81.92762
"2012-05-09",87.760002,87.800003,86.669998,87.129997,2547100,80.242294
"2012-05-10",87.510002,88.589996,86.470001,86.650002,1714700,79.800247
"2012-05-11",86.169998,88.059998,86.169998,87.800003,1628800,80.859344
"2012-05-14",86.830002,88.330002,86.800003,87.779999,1578300,80.840889
"2012-05-15",87.75,88.839996,87.379997,87.809998,1976500,80.868538
"2012-05-16",88.379997,89.5,87.790001,87.889999,1609500,80.942207
"2012-05-17",87.919998,88.459999,86.68,86.769997,3414200,79.910759
"2012-05-18",87.260002,87.349998,84.860001,85.07,2555400,78.345116
"2012-05-21",85.010002,86.900002,84.900002,86.699997,1547900,79.846268
"2012-05-22",86.900002,87.790001,86.32,86.849998,1730600,79.984398
"2012-05-23",86.099998,88.900002,85.82,88.739998,2152500,81.725044
"2012-05-24",88.839996,90.400002,88.739998,90.019997,2244100,82.903816
"2012-05-25",90.239998,90.5,88.68,89.279999,1301700,82.222313
"2012-05-29",89.669998,91.43,89.510002,90.980003,1565600,83.787941
"2012-05-30",89.440002,90.239998,88.650002,88.93,1649400,81.900002
"2012-05-31",88.800003,89.959999,87.620003,89.139999,1619700,82.093384
"2012-06-01",87.220001,87.550003,85.089996,85.25,3163500,78.510887
"2012-06-04",85.190002,85.989998,84.519997,85.199997,1956800,78.464821
"2012-06-05",85.099998,85.690002,83.800003,84.339996,2227900,77.672829
"2012-06-06",85,86.830002,84.910004,86.830002,2402800,79.966019
"2012-06-07",88.019997,88.360001,86,86.099998,2643400,79.293716
"2012-06-08",86.449997,87.629997,86,87.57,1760300,80.647514
"2012-06-11",88.169998,88.349998,86.120003,86.279999,2126500,79.459503
"2012-06-12",86.470001,87.830002,85.970001,87.690002,1783300,80.758034
"2012-06-13",87.089996,87.410004,85.57,86.190002,2573000,79.37661
"2012-06-14",86.529999,87.440002,85.989998,86.839996,2333700,80.105354
"2012-06-15",87.349998,87.669998,86.540001,87.629997,2093600,80.834061
"2012-06-18",87.400002,88.989998,87.160004,88.510002,2619200,81.645798
"2012-06-19",87.019997,91.949997,86.790001,91.010002,4691900,83.951942
"2012-06-20",90.639999,92.309998,90.309998,91.339996,3132200,84.25631
"2012-06-21",91.760002,92.160004,90.550003,90.629997,2893600,83.601395
"2012-06-22",91.260002,91.260002,89.830002,90.540001,2713300,83.518356
"2012-06-25",89.57,89.629997,87.82,88.809998,1933400,81.922531
"2012-06-26",88.830002,89.019997,87.18,87.550003,2202800,80.760262
"2012-06-27",87.599998,88.209999,87.129997,87.900002,1836500,81.083122
"2012-06-28",87.419998,88.900002,87.309998,88.790001,1432300,81.904091
"2012-06-29",90.290001,91.610001,89.68,91.610001,2078200,84.505409
"2012-07-02",91.589996,91.870003,89.550003,91.540001,1833700,84.440834
"2012-07-03",91.440002,92.800003,91.129997,92.599998,1033100,85.418625
"2012-07-05",91.910004,92.57,91.400002,92.110001,1398500,84.966629
"2012-07-06",91.25,91.989998,90.5,91.279999,1310300,84.200989
"2012-07-09",91.07,91.760002,90.650002,91.129997,1162900,84.06263
"2012-07-10",90.989998,91.980003,89.919998,90.480003,1668100,83.463036
"2012-07-11",90.309998,90.980003,89.980003,90.610001,1637900,83.582954
"2012-07-12",90,90.099998,88.93,89.5,2173600,82.559044
"2012-07-13",89.629997,92.57,89.629997,92.349998,1847300,85.188026
"2012-07-16",92.07,92.290001,91.419998,91.919998,1210500,84.791367
"2012-07-17",92.089996,92.089996,90.209999,91.25,2011900,84.173317
"2012-07-18",91.080002,93,90.910004,92.720001,1322200,85.529305
"2012-07-19",92.790001,93.169998,92.529999,92.790001,1289300,85.593887
"2012-07-20",92.080002,92.290001,89.980003,90.080002,2135900,83.094055
"2012-07-23",88.690002,89.559998,88.400002,89.260002,1476500,82.337662
"2012-07-24",88.160004,88.470001,86.220001,87.669998,3751500,80.870934
"2012-07-25",87.959999,88.050003,86.839996,87.230003,2105300,80.465088
"2012-07-26",88.739998,89.339996,88.199997,88.550003,1893600,81.682732
"2012-07-27",89.510002,91.809998,88.949997,90.889999,2397900,83.841255
"2012-07-30",90.519997,91.169998,90.330002,90.989998,1396900,83.933487
"2012-07-31",90.949997,91.209999,90.290001,90.300003,1760700,83.296989
"2012-08-01",90.660004,90.800003,88.400002,88.849998,1725100,81.959442
"2012-08-02",87.709999,88.349998,87.040001,87.919998,1901200,81.101547
"2012-08-03",89.040001,90.209999,89.019997,89.82,1623400,82.854202
"2012-08-06",90.330002,90.800003,89.860001,90.120003,906600,83.130943
"2012-08-07",90.68,90.68,89.389999,89.82,1411700,82.854202
"2012-08-08",89.5,89.529999,88.699997,89.309998,1345800,82.383789
"2012-08-09",89.300003,89.459999,88.5,88.660004,1481500,81.784172
"2012-08-10",88.050003,88.379997,87.230003,87.800003,2222900,80.990898
"2012-08-13",87.690002,88.339996,87.040001,87.769997,1334200,80.963211
"2012-08-14",87.919998,88.330002,87.400002,87.580002,1551400,80.787926
"2012-08-15",87.730003,89.779999,87.589996,89.550003,2490900,82.605141
"2012-08-16",89.480003,90.110001,88.919998,89.739998,1935900,82.780418
"2012-08-17",89.949997,90.459999,89.75,90,1679500,83.020279
"2012-08-20",89.639999,90.099998,89.32,89.980003,1817600,83.001816
"2012-08-21",90.019997,91.120003,89.779999,90.309998,1944300,83.306213
"2012-08-22",90.010002,90.330002,89.43,89.540001,1415300,82.59594
"2012-08-23",89.540001,89.75,88.459999,88.860001,1049500,81.968674
"2012-08-24",88.529999,89.379997,88.18,89.07,948400,82.162384
"2012-08-27",89.18,89.260002,87.82,88,1102300,81.175369
"2012-08-28",87.900002,88.080002,86.870003,87.459999,2002100,80.677231
"2012-08-29",87.370003,87.919998,87.18,87.629997,1516300,80.834061
"2012-08-30",87.5,87.650002,86.879997,87.190002,1811600,80.428169
"2012-08-31",87.699997,87.970001,87.160004,87.629997,1484400,80.834061
"2012-09-04",87.370003,88.110001,86.870003,87.540001,1982400,80.751045
"2012-09-05",85.599998,87.169998,85.309998,85.800003,5980600,79.145988
"2012-09-06",85.870003,87.639999,85.870003,87.540001,2692900,80.883018
"2012-09-07",87.5,87.580002,87.019997,87.379997,1530900,80.735184
"2012-09-10",87.190002,88.269997,87.110001,87.959999,2305000,81.271072
"2012-09-11",88.209999,89.089996,88.099998,88.699997,2089200,81.954803
"2012-09-12",88.980003,89.129997,88.400002,89.080002,1421800,82.305931
"2012-09-13",89.010002,90.919998,88.230003,90.360001,2144400,83.488571
"2012-09-14",90.099998,90.739998,89.809998,90.150002,2294200,83.294533
"2012-09-17",89.709999,90.089996,88.919998,89.279999,2381300,82.490685
"2012-09-18",86.949997,88.330002,86.360001,86.550003,6413300,79.968315
"2012-09-19",86.510002,87.080002,85.900002,86.900002,4024500,80.291679
"2012-09-20",86.300003,86.580002,84.900002,85.169998,4071400,78.693253
"2012-09-21",85.889999,85.889999,84.150002,84.389999,5200800,77.972549
"2012-09-24",84,85.5,83.919998,85.160004,2831600,78.684013
"2012-09-25",85.589996,85.849998,84.529999,84.540001,2829800,78.111145
"2012-09-26",84.269997,84.949997,83.980003,84.389999,2369300,77.972549
"2012-09-27",84.959999,85.800003,84.559998,85.769997,2500100,79.24762
"2012-09-28",85.379997,85.470001,84.169998,84.620003,2408000,78.185089
"2012-10-01",84.93,85.940002,84.529999,85.019997,2037100,78.554642
"2012-10-02",85.18,85.809998,84.209999,84.5,1683300,78.074181
"2012-10-03",84.800003,85.879997,84.400002,85.620003,1726300,79.109039
"2012-10-04",85.919998,86.620003,85.610001,86.529999,2060200,79.949821
"2012-10-05",86.849998,87.480003,86.389999,86.470001,2734400,79.894402
"2012-10-08",86.339996,86.82,85.900002,86.370003,1611000,79.802002
"2012-10-09",86.529999,86.779999,85.550003,85.580002,2013100,79.072044
"2012-10-10",88.309998,90.93,88.190002,89.989998,8995100,83.146706
"2012-10-11",91.699997,92.5,90,90,4171000,83.155968
"2012-10-12",90.279999,91.089996,90.010002,90.400002,2629900,83.525536
"2012-10-15",90.510002,91.199997,90.209999,90.650002,2526800,83.756523
"2012-10-16",91,91.959999,90.279999,91.919998,2602000,84.929939
"2012-10-17",91.989998,93.089996,91.830002,92.949997,2378500,85.881615
"2012-10-18",92.489998,94.260002,92.489998,93.489998,2346200,86.380547
"2012-10-19",93.239998,93.449997,91.480003,92.110001,2474300,85.105499
"2012-10-22",92.120003,92.25,90.860001,91.480003,1678400,84.523392
"2012-10-23",91.550003,92.099998,91.019997,91.790001,2192400,84.809814
"2012-10-24",92.110001,92.110001,90.650002,90.830002,1447600,83.922829
"2012-10-25",91.18,91.720001,90.07,91.120003,1532200,84.190796
"2012-10-26",90.790001,91.559998,90.139999,90.690002,1639000,83.79348
"2012-10-31",90.940002,92.110001,90.620003,91.989998,1844400,84.994614
"2012-11-01",91.540001,93.199997,91.540001,93.010002,1738000,85.937035
"2012-11-02",93.370003,93.980003,92.370003,92.639999,1384100,85.595192
"2012-11-05",92.470001,92.940002,92.139999,92.839996,1066800,85.779976
"2012-11-06",92.889999,93.790001,92.550003,93.389999,1349000,86.288155
"2012-11-07",92.709999,92.730003,91,91.510002,1575700,84.551117
"2012-11-08",91.410004,91.739998,90,90.029999,1461300,83.18367
"2012-11-09",89.949997,90.410004,89.32,89.730003,1938700,82.906479
"2012-11-12",89.730003,90.580002,89.580002,90.080002,1347700,83.229858
"2012-11-13",89.669998,91.5,89.25,90.459999,1682000,83.580963
"2012-11-14",90.489998,90.660004,86.940002,87.120003,2591500,80.49498
"2012-11-15",87.120003,87.769997,85.93,86.540001,2410400,79.959076
"2012-11-16",86.230003,86.739998,85.150002,86.129997,2142600,79.580238
"2012-11-19",87.050003,87.389999,85.800003,87,1984300,80.514961
"2012-11-20",87.25,87.839996,86.809998,87.349998,1803500,80.838852
"2012-11-21",87.900002,88.059998,87.220001,87.650002,1550300,81.116501
"2012-11-23",87.800003,87.949997,86.849998,87.730003,850500,81.190536
"2012-11-26",87.120003,88.480003,87.120003,88.459999,1721000,81.866119
"2012-11-27",88.790001,89.660004,88.419998,88.699997,2421700,82.088249
"2012-11-28",88.32,89.519997,87.940002,89.489998,2049600,82.819344
"2012-11-29",89.970001,91.160004,89.809998,90.800003,2623100,84.0317
"2012-11-30",90.849998,90.940002,89.040001,89.529999,2029700,82.856361
"2012-12-03",89.980003,89.980003,87.989998,88.129997,1845700,81.56073
"2012-12-04",88.150002,89.07,88.019997,88.389999,1488400,81.801346
"2012-12-05",88.559998,89.93,88.07,89.43,1837000,82.763824
"2012-12-06",89.300003,89.5,88.650002,89.260002,1078000,82.606506
"2012-12-07",89.540001,89.910004,88.800003,89.360001,1108600,82.699036
"2012-12-10",89.389999,90.589996,89.220001,90.529999,1406900,83.781822
"2012-12-11",90.650002,91.489998,89.690002,90.25,2276300,83.52269
"2012-12-12",89.089996,90.529999,89.019997,89.709999,2113400,83.022926
"2012-12-13",89.580002,90.5,89.290001,89.709999,1699000,83.022926
"2012-12-14",89.760002,90.93,89.349998,90.089996,1813500,83.374603
"2012-12-17",90.400002,91.150002,90.360001,91.019997,1832000,84.235291
"2012-12-18",90.889999,93.209999,90.410004,92.360001,3130100,85.475426
"2012-12-19",93.120003,95.440002,93.050003,93.199997,5324300,86.252808
"2012-12-20",93,93.629997,91.540001,93.269997,4270900,86.317566
"2012-12-21",92.07,93.290001,91.839996,92.739998,2912600,85.827095
"2012-12-24",92.709999,92.800003,91.940002,92.139999,607300,85.271812
"2012-12-26",92.339996,92.970001,91.739998,92.07,904700,85.207031
"2012-12-27",91.959999,91.970001,90.150002,91.5,1580300,84.679535
"2012-12-28",91,91.480003,90.349998,90.389999,981300,83.652245
"2012-12-31",90.330002,91.800003,90.050003,91.720001,1451700,84.883095
"2013-01-02",93.459999,95.190002,93.370003,94.25,2020100,87.224541
"2013-01-03",94.120003,95.169998,94.120003,94.599998,1723800,87.548447
"2013-01-04",94.800003,95.050003,94.360001,94.910004,1500600,87.83535
"2013-01-07",94.410004,94.75,94.25,94.720001,1148600,87.659492
"2013-01-08",94.419998,95.540001,94.160004,95.110001,2177600,88.020424
"2013-01-09",95.040001,96.910004,94.779999,96.769997,2345100,89.556679
"2013-01-10",97.339996,97.699997,96.660004,97.699997,2009700,90.417374
"2013-01-11",97.550003,97.779999,97.110001,97.400002,1272400,90.13974
"2013-01-14",97.360001,98.739998,97.209999,98.419998,2253600,91.083687
"2013-01-15",98.120003,98.790001,97.739998,98.669998,1655900,91.315071
"2013-01-16",98.489998,99.620003,98.489998,99.540001,2061200,92.120209
"2013-01-17",99.93,100.57,99.419998,99.93,2312800,92.481163
"2013-01-18",100,100.18,98.410004,99.82,2320600,92.379349
"2013-01-22",99.540001,100.699997,99.410004,100.599998,1515900,93.101189
