"dates","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2011-02-07",62.358582,62.425694,62.042187,62.262703,3956829,44.292366
"2011-02-08",62.301056,62.521572,62.080536,62.387344,2561817,44.381031
"2011-02-09",62.320229,62.559921,62.157238,62.396931,2247248,44.387852
"2011-02-10",62.329819,62.780441,62.013424,62.310642,2286047,44.326473
"2011-02-11",62.051773,63.279003,62.032597,63.135185,2679884,44.913029
"2011-02-14",62.799618,62.799618,62.320229,62.377754,2717849,44.374214
"2011-02-15",62.396931,62.550335,62.090126,62.281879,2505703,44.306015
"2011-02-16",62.243526,62.44487,62.061359,62.377754,2512587,44.374214
"2011-02-17",62.272289,62.722916,62.214764,62.674976,2453032,44.58564
"2011-02-18",62.646214,62.981785,62.531158,62.953018,2558062,44.783443
"2011-02-22",62.377754,62.962608,62.320229,62.377754,3403726,44.374214
"2011-02-23",62.44487,62.837967,62.44487,62.521572,2573811,44.476517
"2011-02-24",62.44487,62.492809,61.783318,62.147652,3172806,44.210526
"2011-02-25",62.195591,62.406521,62.118889,62.396931,2711070,44.387852
"2011-02-28",62.396931,63.279003,62.358582,63.183125,3810809,44.947136
"2011-03-01",62.905083,63.470757,62.742088,62.770851,2890779,44.653847
"2011-03-02",62.176414,62.195591,61.725792,61.792904,3537752,44.433243
"2011-03-03",62.186001,62.6558,61.917545,62.540749,2929370,44.970989
"2011-03-04",62.607861,62.713326,61.697029,62.099712,3825828,44.653854
"2011-03-07",62.195591,62.301056,61.457336,61.6395,3795268,44.322937
"2011-03-08",61.744965,62.128475,61.610737,61.936722,2289489,44.536659
"2011-03-09",61.936722,62.205177,61.43816,62.080536,2033224,44.640064
"2011-03-10",61.802494,62.339405,61.754555,62.205177,3712976,44.729691
"2011-03-11",61.946308,62.301056,61.697029,61.984661,2053458,44.571121
"2011-03-14",61.81208,61.879196,61.399807,61.716202,2365107,44.378078
"2011-03-15",60.958775,61.351871,60.891659,61.140942,3412905,43.964432
"2011-03-16",61.0163,61.169704,60.460213,60.651966,3712976,43.612839
"2011-03-17",61.131351,61.323105,61.0163,61.160114,2765723,43.978226
"2011-03-18",61.735378,61.955894,61.246407,61.6395,3775973,44.322937
"2011-03-21",61.936722,62.636623,61.869606,62.492809,2767913,44.93652
"2011-03-22",62.502396,62.847553,62.23394,62.329819,2307638,44.819324
"2011-03-23",62.23394,62.694153,61.917545,62.176414,2381273,44.709011
"2011-03-24",62.23394,62.607861,61.927132,62.550335,2603119,44.977879
"2011-03-25",62.492809,62.579098,62.118889,62.416107,2370426,44.881367
"2011-03-28",62.540749,62.790028,61.744965,62.531158,2199374,44.964096
"2011-03-29",62.521572,62.847553,62.435284,62.703739,2275930,45.088192
"2011-03-30",62.885906,63.259827,62.885906,63.058483,2261850,45.343277
"2011-03-31",63.058483,63.231064,62.473633,62.579098,2709193,44.998562
"2011-04-01",62.368168,62.914669,62.368168,62.684563,2542417,45.074421
"2011-04-04",63.221478,63.279003,62.722916,63.144775,3646328,45.405323
"2011-04-05",63.211887,63.211887,62.636623,62.684563,2855838,45.074421
"2011-04-06",62.962608,63.336529,62.809204,63.020134,3202010,45.315704
"2011-04-07",62.895493,62.991371,62.540749,62.828381,3153093,45.177814
"2011-04-08",62.943432,63.135185,62.588688,62.732502,2062741,45.108868
"2011-04-11",62.87632,63.058483,62.732502,62.732502,2541374,45.108868
"2011-04-12",62.559921,63.422817,62.559921,62.991371,3248111,45.295017
"2011-04-13",63.096836,63.096836,62.464046,62.540749,3423335,44.970989
"2011-04-14",62.320229,62.847553,62.320229,62.674976,2379917,45.067501
"2011-04-15",62.742088,63.010548,62.051773,62.885906,2502157,45.219177
"2011-04-18",62.511986,63.221478,62.329819,63.03931,3391836,45.329491
"2011-04-19",62.895493,63.231064,62.780441,63.106422,2241824,45.377743
"2011-04-20",63.279003,63.624161,63.154362,63.537872,2190613,45.687996
"2011-04-21",63.528282,63.758389,63.106422,63.326942,2208031,45.536316
"2011-04-25",61.81208,62.224354,60.786194,61.591564,7573953,44.288464
"2011-04-26",61.677853,62.559921,61.399807,62.138062,4276300,44.681431
"2011-04-27",62.464046,62.521572,62.118889,62.320229,2692400,44.812428
"2011-04-28",62.23394,62.991371,61.965485,62.87632,2733390,45.212284
"2011-04-29",62.895493,63.652924,62.86673,63.336529,2525520,45.543209
"2011-05-02",63.451584,63.566635,63.231064,63.528282,2361352,45.681099
"2011-05-03",63.221478,64.209015,63.221478,64.199425,2685621,46.163692
"2011-05-04",64.141899,64.525406,63.854267,64.46788,3375357,46.356739
"2011-05-05",63.844681,64.47747,63.691277,64.074783,2573603,46.074055
"2011-05-06",64.46788,64.592522,63.854267,64.122726,2356346,46.108536
"2011-05-09",64.180252,64.66922,63.978909,64.429527,2172569,46.329144
"2011-05-10",64.381592,64.985619,64.362419,64.88015,1975755,46.653191
"2011-05-11",64.88015,65.11026,64.46788,64.69799,2295122,46.522186
"2011-05-12",64.6884,65.666344,64.630875,65.580055,2421637,47.15646
"2011-05-13",65.512939,65.666344,65.11026,65.474594,1942796,47.08062
"2011-05-16",65.196548,65.608818,65.11026,65.282837,1523093,46.94273
"2011-05-17",65.292427,65.666344,65.263664,65.53212,1798966,47.121986
"2011-05-18",65.53212,65.54171,65.11026,65.474594,1403461,47.08062
"2011-05-19",65.397888,65.666344,65.292427,65.608818,1499417,47.177143
"2011-05-20",65.54171,65.618408,65.225311,65.369125,1576286,47.004787
"2011-05-23",65.052734,65.3116,64.995209,65.139023,1488883,46.839325
"2011-05-24",65.139023,65.666344,65.052734,65.53212,2452093,47.121986
"2011-05-25",65.369125,65.455414,64.496643,64.832214,2659859,46.618698
"2011-05-26",64.803452,65.071907,64.199425,64.918503,1957189,46.680759
"2011-05-27",65.071907,65.148613,64.67881,64.870567,1384895,46.64629
"2011-05-31",65.282837,65.560883,65.014381,65.484177,2988508,47.087513
"2011-06-01",65.33078,65.455414,64.67881,64.717163,2505390,46.535988
"2011-06-02",64.793861,64.793861,63.595398,64.141899,2768852,46.122326
"2011-06-03",63.528282,63.566635,62.837967,63.29818,3486019,45.51564
"2011-06-06",63.307766,63.700863,63.096836,63.422817,2973280,45.605251
"2011-06-07",63.585812,63.633747,63.183125,63.183125,2244119,45.432899
"2011-06-08",62.703739,63.08725,62.464046,62.761265,2567345,45.614082
"2011-06-09",63.03931,63.259827,62.6558,62.732502,2032181,45.59317
"2011-06-10",62.579098,62.674976,61.907959,61.955894,2619807,45.028755
"2011-06-13",62.243526,62.531158,61.927132,62.224354,2814744,45.223854
"2011-06-14",62.368168,63.231064,62.281879,62.895493,2499654,45.711632
"2011-06-15",62.540749,62.885906,62.147652,62.473633,2727236,45.405025
"2011-06-16",62.464046,63.116013,62.44487,63.010548,2219921,45.795254
"2011-06-17",63.24065,63.585812,63.163952,63.489933,4403442,46.143658
"2011-06-20",63.518696,64.161072,63.46117,64.026848,2085166,46.533886
"2011-06-21",64.266541,64.381592,63.863853,64.093964,1618215,46.582672
"2011-06-22",63.969318,64.228188,63.595398,63.6721,1729398,46.276062
"2011-06-23",63.403645,63.432407,62.703739,63.355705,2183416,46.046104
"2011-06-24",63.384468,63.557049,62.483219,62.665386,2364585,45.544392
"2011-06-27",62.598274,63.08725,62.598274,62.722916,1408259,45.586208
"2011-06-28",63.010548,63.03931,62.617451,63.010548,1780088,45.795254
"2011-06-29",63.29818,63.681686,63.192715,63.441994,2057109,46.108826
"2011-06-30",63.604984,63.863853,63.374882,63.815914,1903996,46.380585
"2011-07-01",63.614574,64.218597,63.528282,64.141899,2255383,46.617493
"2011-07-05",64.391182,64.573349,63.767979,63.777565,2476186,46.352703
"2011-07-06",63.892616,64.199425,63.624161,63.6721,2599469,46.276062
"2011-07-07",63.998081,64.237778,63.873444,63.959732,2425914,46.485107
"2011-07-08",63.652924,63.873444,63.384468,63.873444,2310558,46.422394
"2011-07-11",63.509109,64.180252,63.355705,63.854267,2626691,46.408463
"2011-07-12",64.03643,64.46788,63.787151,63.959732,1975442,46.485107
"2011-07-13",64.170662,64.429527,63.835091,63.988495,1634903,46.506008
"2011-07-14",64.084373,64.084373,63.509109,63.643337,2408078,46.25515
"2011-07-15",63.873444,64.419945,63.729626,64.333656,3560072,46.75687
"2011-07-18",64.170662,64.170662,63.499519,63.643337,2376267,46.25515
"2011-07-19",63.767979,64.24736,63.547459,64.074783,2137003,46.568726
"2011-07-20",64.25695,64.630875,64.074783,64.209015,1845693,46.666275
"2011-07-21",64.352829,65.186958,64.343239,65.014381,2214080,47.251614
"2011-07-22",64.956856,65.148613,64.525406,65.10067,2717119,47.314327
"2011-07-25",64.554169,65.129433,63.681686,63.739216,3931693,46.324844
"2011-07-26",63.969318,65.10067,63.969318,64.170662,3289622,46.638393
"2011-07-27",64.093964,64.209015,63.346115,63.470757,2243910,46.129726
"2011-07-28",63.576221,63.787151,62.933846,63.08725,1785512,45.850986
"2011-07-29",62.751678,63.269417,62.464046,62.665386,2326933,45.544392
"2011-08-01",63.163952,63.231064,62.128475,62.483219,2361352,45.412003
"2011-08-02",62.186001,62.416107,61.744965,61.869606,2264144,44.966034
"2011-08-03",61.927132,61.927132,61.102589,61.888783,2761551,44.979969
"2011-08-04",61.505272,61.744965,60.42186,60.441036,4287877,43.927757
"2011-08-05",61.265579,61.754555,60.057526,61.42857,4901266,44.6455
"2011-08-08",60.699905,61.553211,60.201344,60.268456,6692097,43.80233
"2011-08-09",60.930012,61.744965,58.485138,61.591564,6860437,44.763958
"2011-08-10",61.447746,61.85043,59.837009,59.990414,8106613,43.600258
"2011-08-11",60.354748,62.531158,60.115051,61.936722,4644166,45.014809
"2011-08-12",62.454456,62.694153,61.658676,62.454456,3268241,45.391098
"2011-08-15",62.857143,63.470757,62.559921,63.374882,3081022,46.060051
"2011-08-16",63.192715,63.681686,62.87632,63.365292,3149130,46.05307
"2011-08-17",63.451584,63.930969,62.81879,63.25024,2902043,45.969456
"2011-08-18",62.627037,63.02972,61.994247,62.885906,4121414,45.704655
"2011-08-19",62.559921,63.394054,62.425694,62.6558,3386934,45.537426
"2011-08-22",63.46117,63.566635,62.464046,63.058483,3032835,45.830093
"2011-08-23",63.595398,64.515823,63.29818,64.487061,3534101,46.868355
"2011-08-24",64.352829,65.196548,64.093964,65.129433,3140056,47.335228
"2011-08-25",65.186958,65.196548,64.276131,64.525406,8226141,46.896229
"2011-08-26",64.276131,65.139023,63.46117,65.033554,3832816,47.265545
"2011-08-29",65.397888,65.666344,65.139023,65.608818,6176959,47.68364
"2011-08-30",65.244484,65.944389,64.765099,65.695107,3473816,47.746353
"2011-08-31",65.819748,66.529243,65.810165,66.308723,4427118,48.192322
"2011-09-01",66.203262,66.759346,65.906036,65.944389,3060266,47.927528
"2011-09-02",65.10067,65.762222,64.956856,65.32119,2312435,47.474606
"2011-09-06",64.333656,65.54171,64.189835,65.445831,3451600,47.565186
"2011-09-07",65.417068,65.838928,65.148613,65.656761,2707211,48.212917
"2011-09-08",65.570473,66.27037,65.273247,65.30201,3516474,47.952412
"2011-09-09",65.014381,65.052734,64.084373,64.45829,2855630,47.332851
"2011-09-12",64.132309,64.602112,63.557049,64.47747,2955653,47.346931
"2011-09-13",64.439117,64.89933,63.978909,64.717163,2145138,47.522938
"2011-09-14",65.11026,66.021095,64.295303,65.397888,2424766,48.022808
"2011-09-15",65.656761,65.925217,65.254074,65.925217,2597279,48.410038
"2011-09-16",66.069031,66.999039,65.953979,66.903168,3404873,49.128178
"2011-09-19",66.021095,67.114098,66.001915,67.008629,3105115,49.205601
"2011-09-20",67.094917,67.98658,66.91275,67.54554,3324563,49.599876
"2011-09-21",67.593483,67.9674,66.385429,66.433365,3364718,48.783176
"2011-09-22",65.407478,66.510071,65.033554,66.347076,5747869,48.719814
"2011-09-23",66.395012,67.114098,65.656761,67.085335,3678035,49.261932
"2011-09-26",67.238731,67.929054,67.114098,67.881111,3015939,49.846283
"2011-09-27",68.139984,68.820709,67.900291,68.245445,3488835,50.113834
"2011-09-28",67.325027,68.063278,66.855225,66.941513,3407168,49.156319
"2011-09-29",67.679771,68.40844,67.583893,68.293381,4816574,50.149014
"2011-09-30",68.120804,68.696068,68.044106,68.082451,4162822,49.994141
"2011-10-03",68.159157,68.437202,67.622246,67.746887,4629564,49.747723
"2011-10-04",67.027802,67.622246,66.1745,67.478432,5215000,49.550591
"2011-10-05",67.794823,68.015343,67.027802,67.440079,4509306,49.522423
"2011-10-06",67.392136,68.082451,66.960693,68.053688,3210771,49.973011
"2011-10-07",68.168747,68.494728,67.574303,68.034515,2928535,49.958942
"2011-10-10",68.552254,68.734421,68.063278,68.705658,2508311,50.451756
"2011-10-11",68.40844,68.705658,68.149567,68.504311,2334025,50.303913
"2011-10-12",68.638542,69.300095,68.360497,69.022049,3253430,50.684093
"2011-10-13",68.638542,68.897408,68.101631,68.456375,1978571,50.268711
"2011-10-14",68.830299,69.185043,68.456375,68.945351,1987749,50.627766
"2011-10-17",68.657715,69.223396,68.19751,68.283798,1703740,50.141979
"2011-10-18",68.072868,69.319267,67.698944,68.820709,2279164,50.536243
"2011-10-19",68.600189,69.012466,68.475548,68.61937,1742123,50.388393
"2011-10-20",68.772774,69.213806,68.609779,68.744011,2307533,50.479923
"2011-10-21",69.319267,70.21093,69.213806,69.99041,3402370,51.395187
"2011-10-24",67.9674,67.9674,66.212845,66.778526,7735305,49.036633
"2011-10-25",66.883987,67.660591,66.634705,66.682648,3697122,48.966236
"2011-10-26",67.35379,67.401726,66.442955,67.382553,3348239,49.480183
"2011-10-27",68.024925,68.437202,67.209969,68.092041,3931693,50.001167
"2011-10-28",68.044106,68.149567,67.372963,67.468842,2276243,49.543556
"2011-10-31",67.114098,67.535957,66.778526,66.836052,2918940,49.07888
"2011-11-01",65.877274,66.519653,65.695107,65.867691,3278775,48.36779
"2011-11-02",66.500481,66.634705,65.781403,66.251198,1840269,48.649418
"2011-11-03",66.634705,66.903168,66.107384,66.816872,1938520,49.0648
"2011-11-04",66.4813,66.855225,66.155319,66.836052,1648253,49.07888
"2011-11-07",66.634705,67.325027,66.423775,67.296265,1348912,49.416828
"2011-11-08",67.746887,68.034515,67.13327,67.957817,1775290,49.902599
"2011-11-09",67.257912,67.488014,66.548416,66.893578,2230351,49.121124
"2011-11-10",67.507195,67.670181,66.92234,67.54554,1715109,49.599876
"2011-11-11",67.98658,68.245445,67.938637,68.168747,1799592,50.05751
"2011-11-14",67.929054,68.360497,67.651009,68.235855,2263101,50.106773
"2011-11-15",68.293381,68.552254,67.948227,68.437202,1518921,50.254623
"2011-11-16",67.890701,68.168747,67.372963,67.401726,2111554,49.494263
"2011-11-17",67.257912,67.641418,66.682648,67.14286,3172076,49.304184
"2011-11-18",67.478432,67.727707,67.12368,67.209969,3339999,49.353451
"2011-11-21",66.308723,66.778526,66.155319,66.586769,9276025,48.895824
"2011-11-22",66.69223,66.970276,66.27037,66.538834,1889916,48.860626
"2011-11-23",66.155319,66.232025,65.484177,65.695107,2586536,48.24107
"2011-11-25",65.484177,66.27037,65.455414,65.858101,1139999,48.36076
"2011-11-28",66.70182,67.018219,66.538834,66.797699,2111554,49.050713
"2011-11-29",66.749763,67.085335,66.548416,66.874397,2701892,49.107021
"2011-11-30",68.015343,68.561844,67.833176,68.523491,3385056,50.317997
"2011-12-01",68.302971,68.667305,68.101631,68.360497,2863557,50.198318
"2011-12-02",68.791946,68.811119,67.689362,67.813995,2657668,49.797001
"2011-12-05",68.523491,68.609779,67.305847,67.516777,2891405,49.578751
"2011-12-06",67.622246,68.149567,67.33461,67.871521,2537202,49.839249
"2011-12-07",67.046982,67.881111,66.855225,67.708534,2269359,50.216122
"2011-12-08",67.535957,67.660591,66.788109,66.941513,2130119,49.647263
"2011-12-09",67.008629,67.449661,67.008629,67.248322,2089129,49.874798
"2011-12-12",67.075745,67.305847,66.577179,67.027802,1782278,49.71125
"2011-12-13",67.075745,67.861938,67.075745,67.229149,2704082,49.860573
"2011-12-14",67.315437,67.670181,67.219559,67.315437,2067852,49.92458
"2011-12-15",67.631828,68.456375,67.449661,68.312561,2325786,50.664097
"2011-12-16",68.581017,68.667305,67.97699,68.341324,3679913,50.685417
"2011-12-19",68.331734,68.887825,68.111221,68.255035,1664732,50.621445
"2011-12-20",68.744011,69.693192,68.485138,69.606903,3046812,51.624046
"2011-12-21",69.817833,70.086288,69.56855,70.038353,2551074,51.944027
"2011-12-22",70.047935,70.21093,69.674019,69.913712,1686322,51.851589
"2011-12-23",70.182167,70.719078,69.961647,70.690315,1495036,52.427544
"2011-12-27",70.651962,70.949188,70.354744,70.776604,1091500,52.491547
"2011-12-28",70.843719,70.939598,70.316399,70.354744,1500877,52.178673
"2011-12-29",70.63279,71.006714,70.536911,70.949188,1283829,52.619553
"2011-12-30",70.517738,70.728668,70.278046,70.527328,1451647,52.306683
"2012-01-03",70.910835,70.930008,70.162994,70.20134,2479837,52.064915
"2012-01-04",70.268456,70.469795,69.78907,69.980827,2391078,51.901371
"2012-01-05",69.99041,70.153404,69.511024,69.78907,2579548,51.759144
"2012-01-06",69.721954,69.884949,69.443909,69.635666,2252776,51.645378
"2012-01-09",69.827423,69.904121,69.463089,69.712364,2052624,51.702255
"2012-01-10",70.162994,70.239693,69.769897,69.875359,2833205,51.823151
"2012-01-11",69.865768,70.086288,69.443909,69.539787,2722439,51.574284
"2012-01-12",69.539787,69.932884,69.376801,69.837006,2175385,51.794697
"2012-01-13",69.683601,69.894531,69.348038,69.702782,2063471,51.695145
"2012-01-17",70.239693,70.747841,70.20134,70.613617,2870753,52.37067
"2012-01-18",70.661552,71.006714,70.488976,70.920425,2482549,52.598221
"2012-01-19",70.949188,71.140938,70.604027,71.102592,2625648,52.733322
"2012-01-20",71.093002,71.188881,70.230103,70.786194,3178855,52.498676
"2012-01-23",70.776604,70.862892,70.239693,70.488976,2970255,52.278229
"2012-01-24",68.993286,69.741135,67.881111,69.290504,6502792,51.3894
"2012-01-25",68.600189,69.223396,68.331734,68.906998,4270355,51.104965
"2012-01-26",68.887825,69.443909,68.705658,69.012466,2754563,51.183193
"2012-01-27",69.012466,69.117928,68.159157,68.19751,2562860,50.578758
"2012-01-30",68.044106,68.657715,67.593483,68.398849,3171346,50.728085
"2012-01-31",68.523491,68.868645,68.360497,68.609779,2253193,50.884533
"2012-02-01",68.676895,69.328857,68.61937,69.079575,2494022,51.232952
"2012-02-02",69.280922,69.453499,68.983704,69.328857,1876670,51.417812
"2012-02-03",69.597313,69.731544,69.089165,69.252159,1970540,51.360954
"2012-02-06",69.185043,69.654839,69.089165,69.223396,1911923,51.339611
"2012-02-07",69.050812,69.290504,68.782356,68.782356,2729010,51.01252
"2012-02-08",68.954941,69.022049,68.552254,68.744011,2013407,50.984074
"2012-02-09",68.744011,68.93576,68.456375,68.916588,1771431,51.112064
"2012-02-10",68.71524,68.763184,68.427612,68.609779,2159219,50.884533
"2012-02-13",68.916588,69.031639,68.696068,68.782356,1543014,51.01252
"2012-02-14",68.600189,68.92617,68.302971,68.676895,2438221,50.934303
"2012-02-15",68.350914,68.581017,68.111221,68.264618,2633784,50.628532
"2012-02-16",68.552254,68.763184,68.312561,68.485138,2207822,50.792088
"2012-02-17",68.839882,68.945351,68.360497,68.61937,2334443,50.891632
"2012-02-21",68.61937,68.782356,68.245445,68.456375,1920267,50.770752
"2012-02-22",68.763184,68.763184,68.015343,68.293381,2621581,50.64986
"2012-02-23",68.139984,69.041229,68.130394,68.93576,2001621,51.126305
"2012-02-24",68.887825,68.887825,68.370087,68.849472,2228578,51.062294
"2012-02-27",68.552254,69.002876,68.533081,68.887825,1825146,51.090733
"2012-02-28",69.012466,69.348038,68.801537,69.252159,2135438,51.360954
"2012-02-29",69.213806,70.095879,69.185043,69.875359,3791409,51.823151
"2012-03-01",69.760307,69.99041,68.897408,69.194633,2765306,51.318283
"2012-03-02",69.434326,69.57814,69.175453,69.36721,1876983,51.446281
"2012-03-05",69.376801,69.77948,69.36721,69.664429,2080576,51.66671
"2012-03-06",69.472672,69.846596,69.415146,69.606903,2722647,51.624046
"2012-03-07",68.945351,68.945351,68.322151,68.494728,3671360,51.322311
"2012-03-08",68.801537,69.031639,68.628952,68.830299,2126468,51.57375
"2012-03-09",68.945351,69.022049,68.686478,68.811119,1773934,51.559376
"2012-03-12",68.71524,69.309685,68.71524,69.232979,2154734,51.875477
"2012-03-13",69.376801,70.057526,69.376801,70.038353,2402655,52.478931
"2012-03-14",69.99041,70.239693,69.549377,69.808243,2092154,52.306511
"2012-03-15",69.769897,70.086288,69.520615,69.913712,2153586,52.385544
"2012-03-16",69.904121,69.99041,69.645256,69.913712,2436761,52.385544
"2012-03-19",69.827423,70.134232,69.57814,70,1508595,52.450195
"2012-03-20",69.645256,70.450623,69.645256,70.364334,1832864,52.723194
"2012-03-21",70.306808,70.604027,70.230103,70.393097,1509534,52.744732
"2012-03-22",70.278046,70.498566,70.105469,70.335571,1930071,52.701645
"2012-03-23",70.441032,70.536911,69.99041,70.115051,1676727,52.536407
"2012-03-26",70.268456,70.690315,70.153404,70.661552,2346541,52.945889
"2012-03-27",70.786194,70.882072,70.613617,70.64238,1698943,52.93153
"2012-03-28",70.565674,70.872482,70.450623,70.85331,2161722,53.089577
"2012-03-29",70.728668,70.901245,70.22052,70.795784,2552117,53.046482
"2012-03-30",70.882072,71.323105,70.795784,70.843719,3153511,53.082394
"2012-04-02",70.719078,71.754555,70.671143,71.495689,2537619,53.570904
"2012-04-03",71.438156,71.658676,71.198463,71.371048,2016536,53.477509
"2012-04-04",71.217644,71.629913,71.093002,71.160118,2818395,53.319443
"2012-04-05",71.06424,71.342285,70.776604,71.303932,1625307,53.427235
"2012-04-09",71.006714,71.169701,70.824547,70.977951,1492950,53.182953
"2012-04-10",70.872482,70.977951,70.306808,70.498566,2092362,52.823761
"2012-04-11",71.102592,71.102592,70.594437,70.891663,1929550,53.118309
"2012-04-12",70.872482,71.188881,70.527328,71.112175,1611644,53.283531
"2012-04-13",71.035477,71.706619,70.958771,71.28476,2083392,53.412857
"2012-04-16",71.409393,71.850433,71.323105,71.649086,2021647,53.685848
"2012-04-17",71.773727,72.387344,71.601151,72.387344,2546380,54.23901
"2012-04-18",72.253113,72.636627,72.214767,72.540749,2075674,54.353966
"2012-04-19",72.511986,72.64621,71.888779,72.166824,2367089,54.073772
"2012-04-20",72.895493,73.911797,72.770851,73.317352,4053724,54.935852
"2012-04-23",72.761269,73.585808,72.396935,73.489929,3519186,55.065159
"2012-04-24",73.489929,75.484177,73.413231,75.455414,5798037,56.537876
"2012-04-25",75.436241,75.944389,75.186958,75.484177,3693367,56.559437
"2012-04-26",75.292427,75.982742,75.234901,75.781403,2447608,56.782143
"2012-04-27",75.819748,75.819748,75.292427,75.436241,2693860,56.52351
"2012-04-30",74.6884,75.282837,74.602112,75.234901,3567477,56.372639
"2012-05-01",74.69799,75.627998,74.640457,75.052734,3496136,56.236145
"2012-05-02",74.650047,75.417068,74.534996,75.30201,3710577,56.422924
"2012-05-03",75.033554,75.762222,75.033554,75.493767,3140264,56.566601
"2012-05-04",75.369125,75.74305,75.014381,75.062317,2481297,56.243332
"2012-05-07",74.793861,75.934799,74.793861,75.74305,2860845,56.753403
"2012-05-08",75.445831,75.944389,75.369125,75.627998,3361276,56.667206
"2012-05-09",75.32119,76.510071,75.263664,76.260788,4198805,57.141327
"2012-05-10",76.586769,76.634705,76.251198,76.452538,2548883,57.285011
"2012-05-11",76.442955,76.490891,76.078621,76.116966,1742436,57.033585
"2012-05-14",75.915627,76.462128,75.915627,76.251198,2391286,57.134155
"2012-05-15",76.327904,76.548416,75.886864,76.404602,2724629,57.249081
"2012-05-16",76.586769,76.70182,76.299133,76.471718,3079562,57.299377
"2012-05-17",76.596359,76.644295,75.75264,75.75264,2066287,56.760586
"2012-05-18",75.838928,76.289551,75.407478,75.580055,2565154,56.631271
"2012-05-21",75.608818,75.627998,74.976028,75.397888,2618764,56.494797
"2012-05-22",75.397888,75.810165,75.254074,75.436241,1945508,56.52351
"2012-05-23",75.254074,75.551292,74.832214,75.254074,2024254,56.387016
"2012-05-24",75.244484,76.078621,75.206139,75.944389,8068857,56.904278
"2012-05-25",75.781403,76.423775,75.781403,76.184082,7587095,57.083847
"2012-05-29",76.347076,76.577179,76.069031,76.471718,8443294,57.299377
"2012-05-30",76.097794,76.625122,75.944389,75.992332,2193429,56.940197
"2012-05-31",76.078621,76.462128,75.877274,76.078621,2420490,57.004848
"2012-06-01",75.637581,75.74305,74.947266,75.052734,2431963,56.236145
"2012-06-04",75.10067,75.637581,74.592522,75.608818,2584554,56.65284
"2012-06-05",75.52253,76.001915,75.033554,75.982742,3960062,56.932987
"2012-06-06",75.599236,76.941513,75.426651,76.92234,4527037,58.18029
"2012-06-07",77.181206,77.468842,76.883987,77.277084,4522970,58.448605
"2012-06-08",77.229149,77.98658,77.085335,77.852348,2440307,58.88369
"2012-06-11",78.101631,78.312561,77.679771,77.794823,2616574,58.840191
"2012-06-12",77.929054,78.149567,77.497604,78.149567,2552221,59.108517
"2012-06-13",77.929054,78.350914,77.612656,78.283798,2330375,59.210033
"2012-06-14",78.504311,79.175453,78.130394,79.165871,2570891,59.877197
"2012-06-15",79.300095,79.511024,78.964523,79.079575,3402475,59.811928
"2012-06-18",79.041229,79.376801,78.811119,79.376801,1763817,60.036724
"2012-06-19",79.539787,79.894531,79.185043,79.77948,2397648,60.341286
"2012-06-20",79.280922,79.424736,78.092041,78.245445,4618300,59.181015
"2012-06-21",78.370087,78.456375,77.286674,77.382553,2975053,58.528381
"2012-06-22",77.957817,78.226273,77.535957,78.024925,2081202,59.014221
"2012-06-25",77.660591,77.957817,77.468842,77.660591,1681420,58.738663
"2012-06-26",77.909874,78.523491,77.574303,78.302971,2211682,59.224533
"2012-06-27",78.590607,78.92617,78.40844,78.485138,1935599,59.362312
"2012-06-28",78.293381,79.185043,77.948227,79.156281,1980553,59.869934
"2012-06-29",79.56855,80.316399,78.993286,80.316399,2536367,60.747387
"2012-07-02",80.00959,80.441032,79.626076,80.441032,1998284,60.841652
"2012-07-03",80.536911,80.709496,80.335571,80.536911,1523406,60.914162
"2012-07-05",80.64238,80.738258,80.354744,80.63279,1658579,60.986698
"2012-07-06",80.297218,80.757431,80.153404,80.450623,1380202,60.848904
"2012-07-09",80.450623,80.872482,80.297218,80.824547,1583274,61.131714
"2012-07-10",81.016296,81.275169,80.738258,81.275169,1983369,61.472553
"2012-07-11",81.208054,81.399811,80.690315,80.872482,2208553,61.167984
"2012-07-12",80.824547,81.093002,80.565674,80.85331,2356450,61.153481
"2012-07-13",80.987534,81.831253,80.910835,81.697029,1672450,61.79163
"2012-07-16",81.409393,82.205177,81.409393,81.687439,1504006,61.784367
"2012-07-17",82.186005,82.588684,81.744965,82.281876,2091632,62.234013
"2012-07-18",82.186005,82.694153,82.01342,82.521568,1687365,62.415283
"2012-07-19",82.531158,82.684563,81.927132,82.339409,1893566,62.277493
"2012-07-20",81.81208,82.24353,81.150528,81.332695,3398303,61.516071
"2012-07-23",80.920425,81.59156,80.920425,81.208054,2364168,61.421795
"2012-07-24",81.150528,81.246407,79.635666,80.047935,3428862,60.544331
"2012-07-25",80.047935,80.594437,79.78907,79.961647,2589873,60.479069
"2012-07-26",80.536911,82.694153,80.42186,82.186005,2962224,62.161469
"2012-07-27",82.24353,84.074783,81.744965,83.720039,3375878,63.321739
"2012-07-30",83.528282,84.372002,83.317352,84.304893,2530318,63.764095
"2012-07-31",84.122726,84.276131,83.30777,83.326942,2695008,63.024418
"2012-08-01",83.509109,84.113136,83.30777,83.576225,3498326,63.212967
"2012-08-02",83.720039,83.969322,82.809204,83.29818,3090305,63.00267
"2012-08-03",83.988495,84.611694,81.677849,81.831253,4957692,61.89315
