"dates","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2010-09-01",62.061359,62.799618,61.888783,62.694153,3338434,43.685146
"2010-09-02",62.703739,63.24065,62.703739,63.173538,2431963,44.019196
"2010-09-03",63.384468,63.451584,62.847553,63.451584,2260911,44.212933
"2010-09-07",63.231064,63.854267,63.231064,63.614574,2908301,44.3265
"2010-09-08",62.981785,63.767979,62.809204,63.355705,2861783,44.589661
"2010-09-09",63.604984,63.6721,63.202301,63.394054,1882302,44.616657
"2010-09-10",63.441994,63.652924,63.279003,63.528282,1451752,44.711124
"2010-09-13",63.892616,64.103546,63.585812,63.748802,1529560,44.866329
"2010-09-14",63.643337,63.921383,63.585812,63.720039,1858730,44.846081
"2010-09-15",63.739216,63.930969,63.528282,63.863853,2259972,44.947308
"2010-09-16",63.566635,63.969318,63.528282,63.844681,2902356,44.933796
"2010-09-17",63.911793,64.170662,63.614574,63.633747,3352306,44.785351
"2010-09-20",63.959732,64.46788,63.950146,64.151489,3176352,45.149746
"2010-09-21",64.122726,64.122726,63.480347,63.767979,3807576,44.879829
"2010-09-22",63.796741,64.285713,63.767979,64.007668,3092286,45.048515
"2010-09-23",63.720039,64.055611,63.374882,63.739216,1474593,44.859589
"2010-09-24",63.681686,63.854267,63.288589,63.326942,3635898,44.569424
"2010-09-27",63.288589,63.355705,62.598274,62.627037,3539420,44.076824
"2010-09-28",62.751678,62.751678,62.042187,62.051773,4153122,43.671955
"2010-09-29",62.051773,62.483219,61.754555,62.377754,3198568,43.901386
"2010-09-30",62.607861,62.703739,62.109299,62.368168,3066733,43.894638
"2010-10-01",62.387344,62.828381,62.186001,62.348991,2215749,43.881145
"2010-10-04",62.387344,62.857143,62.310642,62.492809,1911923,43.982361
"2010-10-05",62.885906,63.058483,62.502396,62.809204,2302735,44.205036
"2010-10-06",62.770851,63.480347,62.751678,63.317352,2628673,44.562675
"2010-10-07",63.604984,63.604984,63.125599,63.355705,1729085,44.589661
"2010-10-08",63.489933,63.863853,63.355705,63.710449,1751718,44.83934
"2010-10-11",63.499519,63.988495,63.394054,63.595398,1338065,44.758369
"2010-10-12",63.758389,64.141899,63.451584,63.940556,1725122,45.001293
"2010-10-13",64.074783,64.45829,63.902206,64.065201,1947385,45.089016
"2010-10-14",63.892616,64.113136,63.336529,63.700863,2724316,44.832584
"2010-10-15",63.835091,63.969318,63.537872,63.643337,2511440,44.792099
"2010-10-18",63.729626,64.103546,63.6721,64.055611,3289101,45.082249
"2010-10-19",63.739216,63.748802,62.703739,63.346115,4215076,44.58292
"2010-10-20",63.470757,64.209015,63.441994,63.835091,1869160,44.927052
"2010-10-21",64.074783,64.304893,63.835091,64.103546,1589219,45.115997
"2010-10-22",63.815914,64.161072,63.576221,63.815914,1935391,44.913555
"2010-10-25",64.103546,64.218597,63.633747,63.729626,2834353,44.852833
"2010-10-26",62.214764,62.224354,59.837009,60.028763,11179187,42.248169
"2010-10-27",60.21093,60.469799,59.539787,59.779484,5515697,42.072727
"2010-10-28",60.086288,60.239693,59.731544,59.961651,4021391,42.200935
"2010-10-29",59.875359,60.757431,59.837009,60.728668,3829792,42.740749
"2010-11-01",60.728668,60.757431,59.443913,59.606903,4416375,41.951271
"2010-11-02",59.932884,60.460213,59.57814,60.354748,3821761,42.477592
"2010-11-03",60.383511,60.402683,59.894535,60.37392,2430607,42.491089
"2010-11-04",60.604027,60.64238,60.258869,60.383511,2962433,42.497837
"2010-11-05",60.402683,60.488976,59.923298,60.43145,2760404,42.53159
"2010-11-08",60.335571,60.43145,59.990414,60.230106,1815550,42.389862
"2010-11-09",60.124641,60.124641,59.434322,59.597317,3854511,41.944523
"2010-11-10",59.683605,59.827419,59.252155,59.309685,3518769,41.742088
"2010-11-11",59.213806,59.721954,59.20422,59.587727,2463149,41.937763
"2010-11-12",59.137104,59.482262,59.117928,59.463085,2932082,41.850037
"2010-11-15",59.798656,59.894535,59.56855,59.616489,1608202,41.958012
"2010-11-16",59.558964,59.712368,58.763184,58.99329,3047437,41.519402
"2010-11-17",58.945351,59.328857,58.906998,59.127518,2014450,41.613873
"2010-11-18",59.491852,59.760307,59.280918,59.539787,2383672,41.904018
"2010-11-19",59.56855,59.693192,59.089165,59.290508,3023448,41.728584
"2010-11-22",59.232983,59.558964,58.916588,59.558964,2591334,41.91753
"2010-11-23",59.463085,59.463085,58.878235,58.926174,2358745,41.47216
"2010-11-24",59.089165,59.156281,58.581017,58.763184,2763011,41.357452
"2010-11-26",58.753593,59.606903,58.724831,59.098755,1624785,41.59362
"2010-11-29",58.763184,59.127518,58.542664,58.99329,2136168,41.519402
"2010-11-30",58.820709,59.606903,58.820709,59.338448,5164206,41.762333
"2010-12-01",59.779484,60.287632,59.693192,59.884949,3951614,42.146946
"2010-12-02",59.952061,60.153404,59.069988,59.137104,9906623,41.620625
"2010-12-03",59.079578,59.664429,59.079578,59.453499,3036173,41.8433
"2010-12-06",59.463085,59.62608,59.117928,59.137104,2655791,41.620625
"2010-12-07",59.56855,59.587727,59.20422,59.386387,3613682,41.796066
"2010-12-08",58.744007,59.453499,58.696068,59.376797,2485365,42.239388
"2010-12-09",59.386387,59.539787,59.165867,59.424736,2313896,42.273506
"2010-12-10",59.309685,59.674019,59.137104,59.156281,2588935,42.082527
"2010-12-13",59.376797,59.472675,58.93576,59.098755,2736519,42.041603
"2010-12-14",59.185043,59.731544,59.185043,59.453499,2031242,42.293972
"2010-12-15",59.491852,59.731544,59.36721,59.434322,2056587,42.280319
"2010-12-16",59.520615,59.721954,59.252155,59.664429,2224615,42.444004
"2010-12-17",59.57814,60.191753,59.453499,60.153404,3401640,42.791862
"2010-12-20",60.191753,60.64238,60.134228,60.450623,2682179,43.003296
"2010-12-21",60.814957,60.882072,60.287632,60.43145,1894297,42.989666
"2010-12-22",60.393097,60.58485,60.191753,60.58485,1326487,43.098793
"2010-12-23",60.738255,60.786194,60.575264,60.613613,1123415,43.119236
"2010-12-27",60.556087,60.63279,60.335571,60.546501,979794,43.071507
"2010-12-28",60.450623,60.814957,60.335571,60.767017,1201536,43.228371
"2010-12-29",60.862896,60.882072,60.498562,60.556087,1225734,43.078316
"2010-12-30",60.412273,60.709492,60.067116,60.441036,1082217,42.996464
"2010-12-31",60.402683,60.651966,60.383511,60.441036,923264,42.996464
"2011-01-03",60.575264,60.613613,60.019176,60.047939,3064543,42.716835
"2011-01-04",60.258869,60.441036,59.760307,60.306808,3215465,42.900993
"2011-01-05",60.37392,60.604027,59.980824,60.508148,2980373,43.044216
"2011-01-06",60.575264,60.747845,60.201344,60.42186,2584554,42.98283
"2011-01-07",60.441036,60.498562,60.086288,60.393097,2002143,42.962368
"2011-01-10",60.249283,60.498562,60.038349,60.316395,1916721,42.907803
"2011-01-11",60.297218,60.364334,60.028763,60.191753,1722410,42.819145
"2011-01-12",60.191753,61.255993,60.182167,61.236816,2877428,43.562576
"2011-01-13",61.323105,61.323105,60.824547,60.977947,2110406,43.378418
"2011-01-14",61.073826,61.121765,60.738255,61.0163,1789266,43.405712
"2011-01-18",61.160114,61.323105,60.930012,61.246407,1838183,43.569393
"2011-01-19",61.236816,61.524448,60.882072,61.409397,2318172,43.685345
"2011-01-20",61.466923,62.224354,61.43816,61.879196,2860532,44.019547
"2011-01-21",62.138062,62.205177,61.313519,61.629913,3291395,43.84222
"2011-01-24",61.879196,61.879196,61.093002,61.332695,3515849,43.630775
"2011-01-25",63.25024,63.911793,62.636623,62.905083,7259697,44.749344
"2011-01-26",62.531158,62.799618,62.416107,62.44487,3315801,44.421951
"2011-01-27",62.186001,62.646214,62.186001,62.44487,2998521,44.421951
"2011-01-28",62.579098,62.809204,61.994247,62.061359,2683118,44.149136
"2011-01-31",62.253117,62.368168,61.955894,62.061359,2223467,44.149136
"2011-02-01",62.166824,62.243526,61.534035,61.86002,2954506,44.005909
"2011-02-02",61.783318,61.86002,61.131351,61.342281,3010828,43.6376
"2011-02-03",61.361458,62.368168,61.361458,62.147652,4527872,44.210526
"2011-02-04",62.157238,62.339405,61.792904,62.329819,5203631,44.340115
