"dates","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"2011-06-14",50.060001,50.619999,49.685001,50.384998,1729600,39.348751
"2011-06-15",49.810001,50.014999,48.044998,48.349998,3120000,37.759499
"2011-06-16",48.310001,48.525002,46.814999,47.625,2182200,37.193295
"2011-06-17",48.09,48.215,47.07,47.509998,2096400,37.103485
"2011-06-20",47.215,48.424999,47.115002,48.235001,1314600,37.669697
"2011-06-21",48.700001,50.384998,48.665001,50.049999,1823600,39.087135
"2011-06-22",49.869999,50.59,49.580002,49.869999,1770600,38.946548
"2011-06-23",49.035,49.605,48.25,49.485001,1769600,38.645893
"2011-06-24",49.555,49.735001,48.810001,49.290001,3160400,38.493603
"2011-06-27",49.080002,49.650002,48.5,49.43,1248400,38.602932
"2011-06-28",49.674999,49.740002,49.355,49.715,1740200,38.825493
"2011-06-29",49.974998,50.669998,49.380001,50.544998,1582800,39.473701
"2011-06-30",50.740002,51.310001,50.220001,51.035,1481400,39.856373
"2011-07-01",51.23,52.130001,50.985001,51.994999,1249600,40.606098
"2011-07-05",52.029999,52.139999,51.59,51.709999,1149400,40.38353
"2011-07-06",51.669998,52.130001,51.215,51.93,1384200,40.555336
"2011-07-07",52.584999,53.310001,52.584999,52.834999,1493600,41.262108
"2011-07-08",52.014999,52.360001,51.474998,52.330002,1264600,40.867729
"2011-07-11",51.450001,51.75,51.115002,51.235001,1428200,40.012569
"2011-07-12",51.055,51.509998,50.895,50.950001,1082400,39.789986
"2011-07-13",51.299999,51.695,50.610001,50.720001,1157200,39.610386
"2011-07-14",50.865002,51.400002,49.990002,50.200001,1131000,39.204277
