"dates","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"2011-07-15",50.470001,50.544998,49.935001,50.415001,1073400,39.372189
"2011-07-18",50.189999,50.325001,49.139999,49.799999,1157800,38.891888
"2011-07-19",50.384998,51.040001,50.200001,51.009998,1006200,39.836864
"2011-07-20",51.139999,51.43,50.875,51.325001,1074600,40.08287
"2011-07-21",51.630001,52.529999,51.330002,52.235001,1256600,40.793537
"2011-07-22",52.075001,52.314999,51.650002,52.220001,1226000,40.781822
"2011-07-25",51.549999,52.555,51.25,52.150002,821400,40.727146
"2011-07-26",52.290001,52.314999,51.419998,52.075001,1079600,40.668575
"2011-07-27",51.959999,52.099998,50.494999,50.66,1305600,39.563522
"2011-07-28",50.759998,51.59,50.025002,50.080002,2652400,39.110561
"2011-07-29",47.224998,49.029999,46.75,48.294998,4030800,37.716537
"2011-08-01",49.075001,49.305,47.93,48.395,1953400,37.79464
"2011-08-02",47.735001,48.57,46.439999,46.490002,2132200,36.3069
"2011-08-03",46.5,46.855,44.924999,46.095001,2893600,35.998432
"2011-08-04",45.575001,45.625,42.855,42.895,2910200,33.499352
"2011-08-05",43.599998,44.494999,41.25,43,3735600,33.581356
"2011-08-08",41.82,41.825001,38.439999,39.035,3851800,30.484842
"2011-08-09",40.095001,41.939999,39.169998,41.895,2240400,32.718399
"2011-08-10",39.990002,41.814999,39.77,40.384998,3553600,31.539129
"2011-08-11",40.615002,42.744999,40.310001,42.009998,2297400,32.808208
"2011-08-12",41.16,43.130001,41.16,42.474998,3294000,33.171352
"2011-08-15",42.939999,43.185001,42.41,43.07,1285400,33.636028
"2011-08-16",42.345001,42.900002,41.744999,42.084999,1947200,32.866772
"2011-08-17",42.599998,43.095001,41.549999,41.709999,1576600,32.573917
"2011-08-18",40.169998,40.185001,38.334999,38.705002,3280600,30.227127
"2011-08-19",38.029999,39.310001,37.924999,38,1814400,29.676546
"2011-08-22",39.014999,39.119999,37.275002,37.43,1873000,29.231388
"2011-08-23",37.645,38.759998,37.290001,38.759998,2170800,30.270079
"2011-08-24",38.755001,39.105,38.165001,39.025002,2887600,30.477032
"2011-08-25",39.18,39.445,38.349998,38.619999,1969400,30.160746
"2011-08-26",38.255001,39.924999,37.564999,39.525002,1885200,30.867516
"2011-08-29",40.209999,41.169998,40.130001,41.125,1499800,32.117046
"2011-08-30",40.82,41.935001,40.77,41.494999,1468800,32.405998
"2011-08-31",41.755001,42.264999,40.939999,41.365002,1644600,32.304474
"2011-09-01",41.384998,41.494999,40.415001,40.485001,1614800,31.617233
"2011-09-02",39.384998,39.904999,38.955002,39.110001,1210000,30.543419
"2011-09-06",37.66,38.27,36.900002,37.41,4025200,29.215773
"2011-09-07",38.02,39.384998,38.02,38.400002,4427600,29.988941
"2011-09-08",38.279999,38.799999,37.555,37.759998,2468000,29.489111
"2011-09-09",37.25,37.285,35.705002,36.25,3376000,28.309851
"2011-09-12",35.615002,36.220001,35.255001,36.014999,2238200,28.126341
"2011-09-13",35.75,36.974998,35.665001,36.735001,2339400,28.897236
"2011-09-14",36.849998,37.84,35.924999,37.18,2269600,29.247299
"2011-09-15",37.564999,38.119999,37.150002,38.110001,2068200,29.978865
"2011-09-16",38.275002,38.544998,37.549999,38.119999,1798200,29.986744
"2011-09-19",37.235001,37.814999,36.674999,37.59,1576800,29.569824
"2011-09-20",37.695,37.775002,36.540001,36.595001,2039000,28.787109
"2011-09-21",36.665001,36.875,35.474998,35.509998,2593400,27.933609
"2011-09-22",34.445,34.445,32.445,33.305,3267200,26.199064
"2011-09-23",33.084999,34.424999,33.084999,33.474998,2399200,26.332788
"2011-09-26",33.965,35.384998,33.580002,35.375,3063600,27.827412
"2011-09-27",36.290001,36.869999,35.634998,35.865002,2449000,28.212868
"2011-09-28",35.974998,36.119999,34.424999,34.790001,2867600,27.367222
"2011-09-29",35.68,36.445,34.555,35.369999,2680800,27.823479
"2011-09-30",34.825001,35.145,34.110001,34.264999,2852400,26.954235
"2011-10-03",33.945,34.915001,33.764999,34.23,3589400,26.926708
"2011-10-04",33.560001,35.959999,33.209999,35.799999,3700000,28.161734
"2011-10-05",35.880001,36.139999,34.900002,35.57,3731500,27.98081
"2011-10-06",35.490002,36.279999,34.830002,35.91,3359800,28.248262
"2011-10-07",36.330002,36.439999,35.099998,35.48,2856500,27.910007
"2011-10-10",36.349998,36.869999,36.169998,36.869999,1360700,29.003431
"2011-10-11",36.619999,37.389999,36.389999,37.040001,1491400,29.137161
"2011-10-12",37.349998,37.98,37.099998,37.360001,1559800,29.388887
"2011-10-13",37.080002,37.349998,36.639999,37.150002,1566500,29.223696
"2011-10-14",37.91,38.299999,37.299999,38.189999,1407000,30.041805
"2011-10-17",38,38.220001,37.169998,37.240002,1898400,29.294493
"2011-10-18",37.110001,38.16,36.299999,37.869999,2240100,29.790073
"2011-10-19",37.970001,37.970001,36.02,36.139999,1756400,28.42919
"2011-10-20",35.540001,36.470001,35.080002,36.189999,2456700,28.468523
"2011-10-21",36.84,37.540001,36.529999,37.459999,1214700,29.46755
"2011-10-24",37.599998,38.82,37.450001,38.82,1229900,30.537386
"2011-10-25",38.740002,38.889999,36.869999,36.959999,1694100,29.074244
"2011-10-26",37.610001,38.080002,36.689999,37.619999,1525300,29.593422
"2011-10-27",39.630001,40.91,38.82,40.049999,2811000,31.504955
"2011-10-28",39.32,42.619999,39.32,41.919998,3419300,32.975979
"2011-10-31",41.209999,41.279999,39.279999,39.290001,1997600,30.907104
"2011-11-01",37.5,39.470001,37.5,38.299999,2983300,30.128345
"2011-11-02",39.110001,39.439999,38.220001,38.950001,1712800,30.639656
"2011-11-03",39.700001,40.380001,38.75,40.25,1463600,31.662285
"2011-11-04",39.799999,40.209999,39.060001,39.82,1237800,31.32403
"2011-11-07",39.759998,40.130001,38.84,39.720001,1300700,31.245369
"2011-11-08",40.119999,41.709999,40.029999,41.48,2450300,32.629852
"2011-11-09",40.080002,40.130001,38.799999,39.029999,1900900,30.702574
"2011-11-10",39.799999,40.25,39.400002,39.880001,1613700,31.371233
"2011-11-11",40.610001,41.150002,40.349998,40.59,1403600,31.929741
"2011-11-14",40.330002,40.740002,39.98,40.450001,1043200,31.819616
"2011-11-15",40.150002,41.220001,39.959999,40.869999,1295000,32.149998
"2011-11-16",40.380001,40.950001,39.75,39.869999,1531600,31.363342
"2011-11-17",39.630001,39.66,37.66,38,1547900,29.892347
"2011-11-18",38.360001,38.43,37.599998,37.799999,1498100,29.735018
"2011-11-21",37.07,37.169998,36.369999,36.950001,1622600,29.066376
"2011-11-22",37,37.43,36.669998,36.990002,1493000,29.097828
"2011-11-23",36.439999,36.68,35.650002,35.669998,1031000,28.059465
"2011-11-25",35.540001,35.970001,35.400002,35.470001,463000,27.90214
"2011-11-28",36.919998,37.189999,36.110001,36.560001,1479000,28.759583
"2011-11-29",36.849998,37.470001,36.419998,37.029999,1314000,29.129305
"2011-11-30",38.59,39.669998,38.580002,39.619999,1861600,31.1667
"2011-12-01",39.599998,39.91,38.73,38.91,1508400,30.608185
"2011-12-02",39.490002,39.68,38.310001,38.419998,1363700,30.222723
"2011-12-05",39.259998,39.720001,38.630001,38.919998,1570600,30.616043
"2011-12-06",39.029999,39.439999,38.509998,39.029999,991100,30.702574
"2011-12-07",38.959999,39.419998,38.400002,39.16,1190500,30.80485
"2011-12-08",38.66,39.32,38,38.080002,1731600,29.955259
"2011-12-09",37.52,38.66,37.16,38.5,1679300,30.285662
"2011-12-12",37.830002,37.880001,36.610001,37.09,1884700,29.1765
"2011-12-13",37.099998,37.740002,36.200001,36.470001,1996300,28.891315
"2011-12-14",36.139999,36.709999,35.900002,36.150002,1340600,28.637804
"2011-12-15",36.849998,36.950001,35.889999,36.209999,1418900,28.685349
"2011-12-16",36.669998,37.560001,36.040001,36.740002,3924500,29.105196
"2011-12-19",36.700001,36.970001,35.68,35.799999,1114000,28.36054
"2011-12-20",36.709999,39.02,36.709999,38.700001,2394900,30.6579
"2011-12-21",38.650002,38.75,37.849998,38.59,1559800,30.570759
"2011-12-22",38.68,39.490002,38.599998,39.119999,1217700,30.990622
"2011-12-23",39.439999,39.59,39.049999,39.439999,959500,31.244129
"2011-12-27",39.349998,39.68,39.150002,39.380001,839000,31.196598
"2011-12-28",39.389999,39.5,38.389999,38.540001,932500,30.531162
"2011-12-29",38.66,39.41,38.549999,39.34,929100,31.164904
"2011-12-30",39.27,39.529999,39.060001,39.060001,1090700,30.943094
"2012-01-03",40.220001,40.619999,40,40.200001,1466300,31.846197
"2012-01-04",40.029999,40.43,39.889999,40.09,1514100,31.759052
"2012-01-05",39.790001,40.23,39.16,40.099998,1846800,31.76697
"2012-01-06",40.16,41.73,39.860001,41.32,2769300,32.733448
"2012-01-09",41.630001,41.82,41.220001,41.450001,1568300,32.836433
"2012-01-10",42.18,43.43,42.139999,43.259998,2523400,34.270298
"2012-01-11",43.049999,45.09,42.849998,44.709999,3457200,35.418983
"2012-01-12",45.02,46.18,44.169998,46.09,3375200,36.512222
"2012-01-13",45.740002,45.93,44.650002,45.200001,3011300,35.807167
"2012-01-17",46.029999,46.049999,44.91,45.110001,1297300,35.735863
"2012-01-18",45.099998,46.07,44.919998,46.07,1249300,36.496365
"2012-01-19",46.080002,46.59,45.900002,46.5,1008300,36.837013
"2012-01-20",46.389999,46.490002,45.630001,45.990002,1220100,36.433002
"2012-01-23",46.049999,46.700001,45.900002,46.290001,711300,36.670654
"2012-01-24",45.740002,46.25,45.619999,46.25,995300,36.638962
"2012-01-25",46.099998,47.189999,45.869999,46.939999,1294600,37.185581
"2012-01-26",47.240002,47.639999,46.529999,47.119999,1949300,37.328178
"2012-01-27",51.060001,52.369999,49.16,50.41,15500500,39.934502
"2012-01-30",49.810001,50.990002,49.27,50.279999,3422600,39.831505
"2012-01-31",50.290001,50.84,49.82,50.32,3436300,39.863197
"2012-02-01",50.900002,52.740002,50.860001,52.439999,3196600,41.542633
"2012-02-02",52.419998,52.57,51.790001,52.200001,1952700,41.35252
"2012-02-03",54.299999,54.529999,53.540001,53.669998,2784600,42.517048
"2012-02-06",53.330002,54.5,53.150002,54.299999,1969200,43.016129
"2012-02-07",54.110001,54.439999,53.580002,54.18,1541300,42.921066
"2012-02-08",54.349998,54.689999,53.869999,54.470001,1748100,43.150791
"2012-02-09",54.459999,54.830002,54.009998,54.529999,1997600,43.198326
"2012-02-10",53.68,54.16,53.209999,53.759998,1604500,42.588329
"2012-02-13",54.419998,54.630001,54.099998,54.220001,1622100,42.952759
"2012-02-14",53.950001,54.310001,53.419998,54.139999,1355000,42.889378
"2012-02-15",54.619999,54.619999,53.41,53.599998,1557500,42.461586
"2012-02-16",53.68,54.599998,53.439999,54.490002,2072900,43.166649
"2012-02-17",54.900002,54.959999,54.240002,54.610001,1188500,43.2617
"2012-02-21",54.700001,54.939999,54.150002,54.389999,1421200,43.087421
"2012-02-22",54.18,54.380001,53.439999,53.93,1560700,42.723015
"2012-02-23",53.860001,54.189999,53.5,54.049999,1596800,42.818085
"2012-02-24",54.200001,54.529999,53.689999,53.799999,1073600,42.620037
"2012-02-27",53.48,54.419998,52.860001,54.130001,1603500,42.881451
"2012-02-28",54.189999,55,53.790001,54.959999,2070200,43.538971
"2012-02-29",55,55.139999,53.82,54.130001,2109000,42.881451
"2012-03-01",54.34,54.619999,53.439999,53.790001,1854400,42.61211
"2012-03-02",53.720001,54.150002,53.189999,53.549999,1109500,42.421974
"2012-03-05",53.369999,53.43,52.110001,52.240002,1432700,41.384209
"2012-03-06",50.990002,51.400002,49.720001,50.119999,2653700,39.704758
"2012-03-07",50.240002,51.349998,50.189999,51.169998,1641700,40.536549
"2012-03-08",51.75,52.57,51.639999,52.470001,1554700,41.566406
"2012-03-09",52.5,52.560001,51.75,52.080002,2176500,41.257469
"2012-03-12",52.209999,52.209999,51.610001,51.689999,1113400,40.948498
"2012-03-13",51.810001,52.16,51.34,52.119999,1933800,41.497868
"2012-03-14",52.099998,52.52,51.349998,51.52,2021300,41.020149
"2012-03-15",51.75,52,51.200001,51.950001,1873500,41.362526
"2012-03-16",52.16,52.439999,51.669998,52.029999,1765000,41.426224
"2012-03-19",51.900002,52.119999,51.43,51.860001,1342800,41.290871
"2012-03-20",51.369999,51.75,51.139999,51.490002,1417600,40.996277
"2012-03-21",51.509998,51.799999,51.330002,51.470001,1372500,40.98035
"2012-03-22",51.09,51.419998,50.48,50.82,1086600,40.462814
"2012-03-23",51.029999,51.619999,50.299999,51.220001,1102200,40.781296
"2012-03-26",51.869999,52.419998,51.669998,51.93,1473700,41.346607
"2012-03-27",52.080002,52.41,51.889999,51.970001,1922200,41.378445
"2012-03-28",51.849998,51.91,50.400002,51.119999,2096300,40.701679
"2012-03-29",50.560001,51.299999,50.200001,51.220001,1781800,40.781296
"2012-03-30",51.639999,51.84,51.07,51.689999,2303600,41.15551
"2012-04-02",51.639999,52.889999,51.290001,52.810001,3314100,42.047253
"2012-04-03",52.720001,53.380001,52.689999,53.34,2979900,42.469238
"2012-04-04",52.689999,52.93,52.360001,52.810001,1942100,42.047253
"2012-04-05",52.529999,53.790001,52,52.080002,2350900,41.466042
"2012-04-09",51.66,51.82,51.029999,51.66,2670100,41.131622
"2012-04-10",51.66,51.869999,49.700001,49.91,2609800,39.738289
"2012-04-11",50.700001,51.169998,50.310001,50.919998,2306700,40.542431
"2012-04-12",50.939999,53.09,50.939999,52.77,1998500,42.015408
"2012-04-13",52.439999,52.91,52,52.139999,1514800,41.513798
"2012-04-16",52.57,52.77,51.759998,52.450001,1325100,41.760624
"2012-04-17",53.060001,53.950001,52.98,53.549999,1513500,42.63644
"2012-04-18",53.07,53.32,52.650002,52.91,1146800,42.126869
"2012-04-19",52.98,53.380001,52.299999,52.75,1086600,41.999481
"2012-04-20",52.98,53.279999,52.720001,52.759998,1099600,42.007446
"2012-04-23",52,52.290001,51.299999,52.220001,1379700,41.577503
"2012-04-24",51.990002,52.490002,51.150002,51.779999,1710300,41.227177
"2012-04-25",52.549999,54,52.48,53.919998,2257400,42.931038
"2012-04-26",53.330002,54.380001,52.77,54.209999,1854700,43.16193
"2012-04-27",53.040001,55.529999,52.970001,54.049999,3064300,43.034557
"2012-04-30",54.060001,54.130001,53.16,53.970001,1475800,42.970856
"2012-05-01",53.990002,55.310001,53.48,54.389999,2415800,43.305244
"2012-05-02",54,54.200001,53.360001,54.110001,2387100,43.082317
"2012-05-03",54.080002,54.349998,52.66,52.900002,2116000,42.118908
"2012-05-04",52.560001,52.599998,50.66,50.709999,2107900,40.375237
"2012-05-07",50.459999,51.59,50.380001,51.23,2103900,40.789253
"2012-05-08",50.779999,50.830002,49.580002,50.630001,2687700,40.311543
"2012-05-09",49.799999,50.849998,49.369999,50.139999,2284900,39.921398
"2012-05-10",50.869999,51.040001,49.869999,50,1376600,39.809937
"2012-05-11",49.52,50.16,49.419998,49.68,1165700,39.555153
"2012-05-14",48.849998,48.880001,48.200001,48.25,1724200,38.416576
"2012-05-15",48.290001,48.540001,47.099998,47.25,1646500,37.620392
"2012-05-16",47.380001,48.150002,46.299999,46.330002,1813800,36.88789
"2012-05-17",46.41,46.439999,44.419998,44.43,2295600,35.375107
"2012-05-18",44.560001,45,44,44.240002,1985400,35.22385
"2012-05-21",44.279999,45.990002,44.119999,45.869999,2234300,36.521626
"2012-05-22",46.130001,46.43,45.169998,45.470001,1741400,36.203152
"2012-05-23",44.790001,46.240002,44,45.990002,2137600,36.617176
"2012-05-24",46.09,47.009998,45.889999,47,3226600,37.421337
"2012-05-25",47.880001,48.110001,47.25,47.619999,3063900,37.914982
"2012-05-29",48.279999,49.799999,48.130001,49.490002,3372600,39.403877
"2012-05-30",48.450001,48.790001,47.380001,47.43,3060900,37.76371
"2012-05-31",47.540001,47.540001,45.459999,46.560001,3433000,37.071011
"2012-06-01",45.259998,45.259998,43.060001,43.610001,3918400,34.722221
"2012-06-04",43.610001,43.93,41.540001,43.259998,4179400,34.443542
"2012-06-05",42.939999,44.869999,42.900002,44.759998,2823700,35.637867
"2012-06-06",45.509998,46.490002,45.450001,46.490002,2563900,37.01527
"2012-06-07",47.029999,47.919998,47,47.310001,3323700,37.668163
"2012-06-08",46.98,47.75,46.310001,47.720001,1456100,37.994602
"2012-06-11",48.470001,48.470001,45.77,45.860001,1697800,36.513683
"2012-06-12",46.220001,47.41,45.73,47.360001,2080600,37.707977
"2012-06-13",46.970001,46.970001,45.650002,45.919998,1593200,36.763271
"2012-06-14",45.939999,47.009998,45.919998,46.740002,1758000,37.419769
"2012-06-15",47,47.549999,46.540001,47.360001,1497000,37.916126
"2012-06-18",47.139999,47.959999,46.84,47.779999,892400,38.252373
"2012-06-19",48.380001,49.57,48.240002,49.330002,1668200,39.493294
"2012-06-20",49.209999,49.689999,48.419998,49,1544100,39.229103
"2012-06-21",48.990002,49.310001,46.43,46.599998,1590100,37.307667
"2012-06-22",47,47.169998,46.389999,46.990002,2434000,37.619911
"2012-06-25",46.259998,46.259998,45.43,45.84,2145800,36.699226
"2012-06-26",46.259998,47.619999,46.110001,47.16,2597900,37.756016
"2012-06-27",47.560001,48.330002,47.240002,48.23,2931300,38.612644
"2012-06-28",47.560001,48.27,47.16,48.130001,3033200,38.532589
"2012-06-29",49.57,50.650002,49.240002,50.369999,2532800,40.32592
"2012-07-02",50.709999,50.869999,49.57,49.720001,4389000,39.805531
"2012-07-03",51.25,51.25,50.110001,50.889999,1283600,40.742218
"2012-07-05",50.84,50.990002,50.099998,50.259998,1837000,40.237846
"2012-07-06",49.57,50.290001,49.259998,50.150002,2192200,40.149792
"2012-07-09",50.34,50.369999,49.18,49.389999,1563500,39.541332
"2012-07-10",49.700001,50.419998,48.41,48.84,1603300,39.100994
"2012-07-11",48.959999,48.970001,47.07,47.470001,2046700,38.004196
"2012-07-12",46.849998,47.860001,46.18,47.509998,2435300,38.036217
"2012-07-13",48.150002,49,48.139999,48.790001,1471000,39.060974
"2012-07-16",48.5,48.619999,47.75,48.59,1006600,38.900864
"2012-07-17",48.810001,49.130001,47.849998,48.939999,1282300,39.181072
"2012-07-18",48.599998,50.200001,48.16,49.959999,1656500,39.997677
"2012-07-19",50.169998,50.5,49.66,49.84,1370600,39.901592
"2012-07-20",49.330002,49.330002,48.830002,49.189999,1413000,39.38121
"2012-07-23",47.889999,48.34,47.700001,48.200001,1207700,38.588615
"2012-07-24",48.18,48.970001,47.34,47.93,1670000,38.372475
"2012-07-25",48.290001,48.48,47.490002,48.48,1341900,38.812798
"2012-07-26",49.73,50.130001,49,49.59,1866200,39.701435
"2012-07-27",50.099998,52.049999,50.029999,51.740002,3050000,41.422722
"2012-07-30",51.330002,51.759998,50.610001,51,2657300,40.830288
"2012-07-31",51,52.900002,50.349998,52.279999,3441900,41.855042
"2012-08-01",52.599998,53.470001,51.849998,51.98,1902700,41.614864
"2012-08-02",51.290001,53,51.220001,52.720001,2921000,42.207306
"2012-08-03",53.790001,53.900002,52.959999,53.169998,1565400,42.567574
"2012-08-06",53.610001,54.59,53.48,54.290001,1410100,43.464252
"2012-08-07",54.57,55.200001,54.290001,54.869999,1714900,43.928589
"2012-08-08",54.540001,54.990002,54.060001,54.389999,1233400,43.5443
"2012-08-09",54.220001,54.759998,53.889999,54.68,1064100,43.776474
"2012-08-10",54.099998,54.59,53.799999,54.540001,764400,43.664391
"2012-08-13",54.27,54.470001,53.740002,54.389999,887000,43.5443
"2012-08-14",54.700001,54.73,53.349998,53.509998,1189500,42.839764
"2012-08-15",53.5,54.16,53.209999,53.93,1068900,43.176029
"2012-08-16",53.939999,54.900002,53.66,54.810001,980900,43.880562
"2012-08-17",54.82,56.220001,54.720001,55.709999,1786900,44.601082
"2012-08-20",55.400002,56,55.16,55.529999,1377100,44.456974
"2012-08-21",55.84,56,55.459999,55.740002,1884400,44.625107
"2012-08-22",55.419998,55.970001,55.240002,55.93,1436800,44.777218
"2012-08-23",55.830002,56.189999,55.529999,55.580002,1527400,44.497009
"2012-08-24",55.439999,55.450001,54.57,55.27,1341700,44.248825
"2012-08-27",55.529999,55.830002,54.959999,55.380001,1238800,44.336887
"2012-08-28",55.240002,56,55.23,55.68,1444700,44.577068
"2012-08-29",55.720001,55.77,54.77,55.080002,1324400,44.096725
"2012-08-30",54.75,55.169998,54.540001,54.549999,1814000,43.67239
"2012-08-31",55.25,55.41,54.560001,55.259998,1785700,44.240822
"2012-09-04",55.279999,55.32,54.189999,54.540001,1354800,43.664391
"2012-09-05",54.5,55.25,54.169998,55.060001,1320100,44.0807
"2012-09-06",55.540001,56.700001,55.450001,56.68,1286800,45.377666
"2012-09-07",56.639999,57.490002,56.299999,57.369999,1362500,45.930065
"2012-09-10",57.080002,58.09,56.939999,57.169998,1464200,45.769951
"2012-09-11",57.029999,57.360001,56.470001,56.540001,1201400,45.265579
"2012-09-12",56.32,56.82,56.040001,56.349998,1156300,45.321873
"2012-09-13",56.369999,58.669998,56.02,58.169998,1375600,46.785683
"2012-09-14",58.380001,59.560001,58.16,58.639999,1834700,47.163704
"2012-09-17",58.560001,58.560001,57.5,57.77,696900,46.463978
"2012-09-18",57.709999,57.790001,57.189999,57.549999,1638400,46.287037
"2012-09-19",57.91,58.450001,57.110001,58.16,1574500,46.777641
"2012-09-20",57.59,57.59,56.439999,57.360001,1431600,46.13422
"2012-09-21",57.830002,58,56.98,57.18,2192500,45.989426
"2012-09-24",56.720001,57,56.369999,56.66,1052500,45.571209
"2012-09-25",57.049999,57.07,56,56,1472900,45.040375
"2012-09-26",56.080002,56.490002,54.91,55.330002,1245200,44.501514
"2012-09-27",55.75,56.52,55.290001,56.369999,995400,45.337952
"2012-09-28",56.060001,57.25,55.669998,57.009998,1554200,45.852715
"2012-10-01",57.169998,58.130001,56.900002,57.16,1531100,45.973347
"2012-10-02",57.279999,57.419998,56.209999,56.689999,1147300,45.595341
"2012-10-03",56.75,56.91,56.32,56.5,1463100,45.442524
"2012-10-04",57,57.549999,56.630001,57.5,1037100,46.246822
"2012-10-05",57.970001,59.450001,57.84,59.130001,2173100,47.557812
"2012-10-08",58.48,58.540001,56.52,57,2949800,45.844673
"2012-10-09",56.970001,57.48,56.150002,56.310001,1705000,45.289719
"2012-10-10",56.369999,56.470001,55.349998,55.540001,1051200,44.670403
"2012-10-11",56.02,56.360001,54.639999,54.720001,1638100,44.010872
"2012-10-12",54.610001,55.259998,53.93,54.25,1233800,43.632862
"2012-10-15",54.34,55.75,54.150002,55.66,1172400,44.766918
"2012-10-16",55.93,57.57,55.580002,57.220001,2151700,46.021618
"2012-10-17",57.380001,57.869999,57.060001,57.669998,1138600,46.383541
"2012-10-18",57.580002,58.209999,57.040001,58.049999,1126800,46.689175
"2012-10-19",57.599998,57.740002,55.709999,56.080002,1462800,45.104725
"2012-10-22",55.900002,56.200001,55.419998,56.200001,1570200,45.201233
"2012-10-23",55.209999,55.209999,54.16,54.27,1602300,43.648956
"2012-10-24",54.810001,55.400002,54.299999,54.459999,1031800,43.801754
"2012-10-25",54.959999,55.09,52.93,53.650002,2685300,43.150291
"2012-10-26",57.689999,61.220001,57.41,60.189999,7007300,48.410366
"2012-10-31",60.52,61.48,58.950001,59.240002,2354900,47.646278
"2012-11-01",59.02,60.669998,58.5,60.639999,1432100,48.772289
"2012-11-02",61,61,59.099998,59.299999,1445400,47.694538
"2012-11-05",58.810001,60.119999,58.759998,60.060001,1108000,48.305786
"2012-11-06",59.450001,60.720001,59.450001,60.48,1279400,48.643608
"2012-11-07",59.470001,60.389999,58.950001,60.040001,1721500,48.289722
"2012-11-08",59.84,60.07,58.040001,58.049999,1127200,46.689175
"2012-11-09",57.889999,58.860001,57.470001,57.529999,1151000,46.270939
"2012-11-12",57.77,57.919998,56.759998,57.220001,912200,46.021618
"2012-11-13",56.84,57.959999,56.84,57.18,1467300,45.989426
"2012-11-14",57.34,57.400002,55.32,55.5,1790600,44.638222
"2012-11-15",55.57,56.02,54.650002,55.049999,1437400,44.276291
"2012-11-16",55.599998,56.040001,54.68,55.689999,1208000,44.791039
"2012-11-19",56.709999,58.450001,56.610001,58.369999,2178400,46.946548
"2012-11-20",58.169998,59.25,57.900002,58.650002,1578200,47.171749
"2012-11-21",58.700001,59.139999,58.369999,59.119999,1540200,47.549767
"2012-11-23",59.599998,60.09,58.990002,60.049999,478900,48.297775
"2012-11-26",59.41,59.610001,58.619999,59.25,1515800,47.654327
"2012-11-27",59.73,60.18,58.990002,59.029999,1644800,47.477371
"2012-11-28",58.700001,60.029999,58.02,59.939999,2215400,48.209301
"2012-11-29",60.43,60.880001,59.959999,60.619999,1786900,48.756207
"2012-11-30",60.529999,60.959999,60.32,60.849998,1496600,48.941196
"2012-12-03",61.349998,61.77,59.939999,59.990002,1815900,48.249516
"2012-12-04",59.990002,60.73,59.459999,59.66,951100,47.984085
"2012-12-05",59.59,60.48,59.32,60.27,1375900,48.474709
"2012-12-06",60,60.880001,59.619999,60.849998,1282500,48.941196
"2012-12-07",61.040001,61.950001,60.959999,61.849998,1506300,49.745476
"2012-12-10",61.689999,63.049999,61.490002,62.709999,2358500,50.437176
"2012-12-11",63.5,64.120003,61.73,62.16,2203300,49.994823
"2012-12-12",62.549999,64.089996,61.700001,63.650002,3646600,51.193218
"2012-12-13",63.91,64.639999,62.869999,63.759998,3187400,51.52454
"2012-12-14",63.669998,65.07,63.669998,64.68,2007200,52.26799
"2012-12-17",65.160004,65.769997,64.699997,65.760002,2498600,53.140739
"2012-12-18",65.889999,66.470001,65.550003,66.389999,1767900,53.649841
"2012-12-19",66.650002,66.650002,65.650002,65.730003,1396100,53.116501
"2012-12-20",65.690002,67.169998,65.120003,66.650002,2389500,53.859955
"2012-12-21",65.199997,66.349998,65.199997,66,6545900,53.334694
"2012-12-24",65.68,67.050003,65.5,66.720001,481600,53.916512
"2012-12-26",66.989998,67.290001,66.559998,66.699997,950700,53.900349
"2012-12-27",66.889999,67.300003,65.669998,66.720001,1072500,53.916512
"2012-12-28",66.150002,66.790001,65.82,66.050003,742800,53.375092
"2012-12-31",66.059998,68.220001,66.040001,68.050003,1511100,54.991299
"2013-01-02",69.889999,70.43,69.440002,69.779999,2208200,56.389317
"2013-01-03",69.910004,69.970001,68.699997,68.879997,1308200,55.662014
"2013-01-04",68.830002,70.279999,68.800003,70.160004,2678500,56.696384
"2013-01-07",69.879997,70.419998,69.739998,70.139999,1179900,56.680202
"2013-01-08",70.010002,70.400002,69.389999,69.510002,1590800,56.171108
"2013-01-09",69.870003,70.629997,69.510002,70.580002,1211600,57.035793
"2013-01-10",71.120003,71.199997,69.940002,71.169998,1547100,57.512577
"2013-01-11",71.25,71.480003,70.370003,70.519997,1021300,56.987305
"2013-01-14",70.400002,70.739998,70.040001,70.5,877700,56.971127
"2013-01-15",70.050003,70.419998,69.790001,70.18,1230600,56.712559
"2013-01-16",69.889999,70.089996,69.57,70,712600,56.567066
"2013-01-17",70.489998,72.010002,70.449997,71.519997,1501400,57.795391
"2013-01-18",72.110001,72.110001,70.82,71.220001,1200800,57.552986
"2013-01-22",71.349998,71.830002,71.110001,71.459999,894500,57.746922
"2013-01-23",71.300003,71.589996,70.470001,70.949997,1413000,57.334785
"2013-01-24",71.169998,72.019997,70.889999,71.239998,920300,57.569126
"2013-01-25",71.470001,71.93,70.839996,71.900002,979300,58.102474
"2013-01-28",71.879997,71.93,70.970001,71.629997,1183600,57.884296
"2013-01-29",71.489998,72.529999,71.290001,72.470001,1006300,58.56311
"2013-01-30",72.25,72.720001,71.32,71.510002,1507900,57.787319
"2013-01-31",71.099998,72.43,70.790001,71.150002,2130700,57.496418
"2013-02-01",72.129997,74.309998,71.099998,73.5,2824700,59.395454
"2013-02-04",72.919998,73.089996,71.779999,72.480003,1676700,58.571175
