"dates","CNC.Open","CNC.High","CNC.Low","CNC.Close","CNC.Volume","CNC.Adjusted"
"2013-03-25",11.2075,11.3075,11.1,11.1475,1001600,11.1475
"2013-03-26",11.2075,11.3125,11.0525,11.13,1541200,11.13
"2013-03-27",11.0875,11.215,11.03,11.0425,1762000,11.0425
"2013-03-28",11.0725,11.0775,10.9675,11.01,1732800,11.01
"2013-04-01",10.995,11.3075,10.9275,11.145,1514800,11.145
"2013-04-02",11.21,11.345,11.1125,11.1425,1620000,11.1425
"2013-04-03",11.13,11.21,10.925,10.94,1382000,10.94
"2013-04-04",10.9375,11.02,10.76,10.9025,1575200,10.9025
"2013-04-05",10.665,10.8175,10.535,10.5625,2449200,10.5625
"2013-04-08",10.585,10.6125,10.535,10.595,1382000,10.595
"2013-04-09",10.6375,11.4975,10.6375,11.3025,3805200,11.3025
"2013-04-10",11.31,11.47,11.27,11.45,1271200,11.45
"2013-04-11",11.475,11.8725,11.455,11.8375,2952800,11.8375
"2013-04-12",11.805,12.025,11.795,11.925,2482000,11.925
"2013-04-15",11.85,11.95,11.4575,11.4825,1549200,11.4825
"2013-04-16",11.55,11.7325,11.39,11.5875,2298800,11.5875
"2013-04-17",11.545,11.67,11.2475,11.2775,2250800,11.2775
"2013-04-18",11.165,11.2375,10.8725,11.0725,3104800,11.0725
"2013-04-19",11.085,11.4,11.0325,11.3725,1862800,11.3725
"2013-04-22",11.3775,11.455,11.2425,11.3375,2846400,11.3375
"2013-04-23",11.64,12.0675,11.6375,11.7675,5945600,11.7675
"2013-04-24",11.8125,11.9075,11.735,11.835,3382400,11.835
"2013-04-25",11.8675,12.005,11.7875,11.91,2170000,11.91
"2013-04-26",11.8475,11.9675,11.7375,11.795,1364400,11.795
"2013-04-29",11.89,11.92,11.645,11.65,1628800,11.65
"2013-04-30",11.595,11.6475,11.3125,11.55,2403200,11.55
"2013-05-01",11.545,11.6525,11.485,11.6,2529600,11.6
"2013-05-02",11.665,11.8275,11.615,11.7725,1497600,11.7725
"2013-05-03",11.88,12.03,11.795,11.8825,1544000,11.8825
"2013-05-06",11.88,11.9825,11.785,11.955,1225200,11.955
"2013-05-07",11.9475,12.115,11.8625,12.03,1885200,12.03
"2013-05-08",12.025,12.19,12.025,12.1875,1151600,12.1875
"2013-05-09",12.1875,12.3525,12.0725,12.305,1410000,12.305
"2013-05-10",12.3375,12.675,12.295,12.655,1006400,12.655
"2013-05-13",12.6225,12.735,12.4775,12.7275,1082000,12.7275
"2013-05-14",12.7025,12.9325,12.7025,12.8725,1409600,12.8725
"2013-05-15",12.87,13,12.68,12.9225,3086000,12.9225
"2013-05-16",12.9,13.15,12.8225,13.0375,1548400,13.0375
"2013-05-17",13.1075,13.15,12.845,12.965,1790000,12.965
"2013-05-20",12.9225,12.94,12.5075,12.6225,2482400,12.6225
"2013-05-21",12.62,12.7225,12.415,12.6925,1789600,12.6925
"2013-05-22",12.7075,12.9525,12.6125,12.7225,1345200,12.7225
"2013-05-23",12.5975,12.8925,12.495,12.835,1283600,12.835
"2013-05-24",12.535,12.585,12.3125,12.515,1380400,12.515
"2013-05-28",12.6325,12.8775,12.595,12.8075,1284800,12.8075
"2013-05-29",12.7275,12.755,12.4875,12.7325,841600,12.7325
"2013-05-30",12.7375,12.8275,12.5775,12.8125,975200,12.8125
"2013-05-31",12.735,12.855,12.365,12.375,1602400,12.375
"2013-06-03",12.3075,12.345,11.955,12.2175,3377600,12.2175
"2013-06-04",12.2225,12.4475,12.06,12.27,1079200,12.27
"2013-06-05",12.265,12.285,11.95,11.9825,692000,11.9825
"2013-06-06",11.98,12.25,11.95,12.0775,1634800,12.0775
"2013-06-07",12.15,12.565,12.15,12.4275,1167600,12.4275
"2013-06-10",12.4425,12.555,12.3775,12.5475,1128800,12.5475
"2013-06-11",12.4475,12.49,12.27,12.3875,954800,12.3875
"2013-06-12",12.43,12.4575,12.1775,12.335,1580000,12.335
"2013-06-13",12.32,12.575,12.1925,12.5425,2850800,12.5425
"2013-06-14",12.515,12.775,12.4375,12.61,2895200,12.61
"2013-06-17",12.67,12.975,12.6225,12.7025,1924800,12.7025
"2013-06-18",12.7525,13.0075,12.6575,12.995,1001600,12.995
"2013-06-19",12.9975,13.0575,12.87,12.915,902000,12.915
"2013-06-20",12.77,12.78,12.54,12.595,1231600,12.595
"2013-06-21",12.64,12.7225,12.3,12.52,3444800,12.52
"2013-06-24",12.455,12.5875,12.36,12.46,1492000,12.46
"2013-06-25",12.56,12.56,12.2225,12.3275,1368800,12.3275
"2013-06-26",12.4325,12.5175,12.255,12.3425,1367200,12.3425
"2013-06-27",12.52,13.1025,12.52,12.99,2822000,12.99
"2013-06-28",12.9475,13.185,12.8925,13.115,2188400,13.115
"2013-07-01",13.15,13.36,13.1125,13.135,1906400,13.135
"2013-07-02",13.165,13.36,13.065,13.285,1165200,13.285
"2013-07-03",13.2125,13.2625,13.005,13.205,690400,13.205
"2013-07-05",13.375,13.4475,13.2025,13.44,723600,13.44
"2013-07-08",13.515,13.6575,13.43,13.6225,1042000,13.6225
"2013-07-09",13.7,13.8775,13.5875,13.6775,1577600,13.6775
"2013-07-10",13.6925,13.7475,13.5075,13.64,1486800,13.64
"2013-07-11",13.765,13.81,13.5675,13.64,1082800,13.64
"2013-07-12",13.66,13.7525,13.5775,13.605,1052400,13.605
"2013-07-15",13.5875,13.9375,13.525,13.745,3868800,13.745
"2013-07-16",13.7175,13.885,13.5175,13.85,2328400,13.85
"2013-07-17",13.86,13.925,13.6625,13.78,1448800,13.78
"2013-07-18",13.85,14.11,13.77,13.8075,1926000,13.8075
"2013-07-19",13.7275,13.915,13.595,13.87,1054800,13.87
"2013-07-22",13.8475,14.035,13.8075,13.98,1037600,13.98
"2013-07-23",14.335,14.6525,14.2425,14.5525,2765600,14.5525
"2013-07-24",14.6775,14.99,14.655,14.6925,2814000,14.6925
"2013-07-25",14.6525,14.6525,14.1675,14.315,2552000,14.315
"2013-07-26",14.1375,14.3375,13.9575,14.02,2100400,14.02
"2013-07-29",13.985,14.09,13.86,14.0125,1618000,14.0125
"2013-07-30",14.09,14.13,13.9425,14.0225,1616400,14.0225
"2013-07-31",14.0325,14.115,13.8575,13.8675,1323600,13.8675
"2013-08-01",13.96,14.0725,13.9175,14.025,2430000,14.025
"2013-08-02",14,14.2575,13.955,14.2475,1626400,14.2475
"2013-08-05",14.21,14.4125,14.1725,14.4125,1594800,14.4125
"2013-08-06",14.38,14.5275,14.1725,14.47,1815200,14.47
"2013-08-07",14.4675,14.725,14.195,14.21,2233600,14.21
"2013-08-08",14.28,14.35,14.125,14.3225,1861200,14.3225
"2013-08-09",14.3125,14.525,14.255,14.4025,1453600,14.4025
"2013-08-12",14.3375,14.3925,14.1875,14.2775,1079600,14.2775
"2013-08-13",14.2525,14.355,13.9925,14.3025,818400,14.3025
"2013-08-14",14.29,14.345,14.125,14.13,969600,14.13
"2013-08-15",14,14.07,13.8375,13.8825,1996800,13.8825
"2013-08-16",13.81,14.195,13.77,13.9875,1377200,13.9875
"2013-08-19",14.0025,14.23,13.985,14.065,2167600,14.065
"2013-08-20",14.0375,14.29,14.0125,14.23,1414000,14.23
"2013-08-21",14.1825,14.2575,14.0325,14.1,838800,14.1
"2013-08-22",14.1075,14.2425,14.06,14.225,479600,14.225
"2013-08-23",14.2475,14.42,14.1475,14.4,789600,14.4
"2013-08-26",14.4275,14.55,14.36,14.4375,856800,14.4375
"2013-08-27",14.325,14.3825,14.24,14.325,1718000,14.325
"2013-08-28",14.3025,14.4075,14.255,14.375,1050800,14.375
"2013-08-29",14.3475,14.63,14.315,14.5625,864800,14.5625
"2013-08-30",14.54,14.555,14.2325,14.2875,1621600,14.2875
"2013-09-03",14.4225,14.695,14.4225,14.47,1747200,14.47
"2013-09-04",14.465,14.8625,14.3625,14.835,1552800,14.835
"2013-09-05",14.8725,14.9425,14.7425,14.8325,911200,14.8325
"2013-09-06",14.92,14.92,14.505,14.6875,1133600,14.6875
"2013-09-09",14.695,14.8,14.59,14.6775,1134800,14.6775
"2013-09-10",14.7225,14.84,14.585,14.665,1697200,14.665
"2013-09-11",14.6025,14.9725,14.6025,14.9725,1187200,14.9725
"2013-09-12",14.925,14.9975,14.7975,14.8975,866400,14.8975
"2013-09-13",14.97,15.29,14.87,15.2,1171200,15.2
"2013-09-16",15.4075,15.4925,15.265,15.34,1006000,15.34
"2013-09-17",15.3225,15.36,15.0825,15.195,1401600,15.195
"2013-09-18",15.15,15.2475,14.985,15.1225,1071200,15.1225
"2013-09-19",15.125,15.255,14.7375,14.75,1274000,14.75
"2013-09-20",14.7425,14.8725,14.5175,14.63,2820800,14.63
"2013-09-23",14.675,15.34,14.365,15.2975,6112000,15.2975
"2013-09-24",15.64,16.24,15.3825,16.190001,4593600,16.190001
"2013-09-25",16.184999,16.217501,15.9725,15.9875,2611200,15.9875
"2013-09-26",15.985,16.26,15.8825,16.0425,2042000,16.0425
"2013-09-27",15.9725,16.205,15.9125,16.157499,1752000,16.157499
"2013-09-30",15.97,16.012501,15.8575,15.99,1652800,15.99
"2013-10-01",15.9925,16.262501,15.9725,16.2425,1802400,16.2425
"2013-10-02",16.165001,16.165001,15.95,16.075001,1689600,16.075001
"2013-10-03",16.09,16.1425,15.84,16.1425,1519200,16.1425
"2013-10-04",16.1175,16.6525,16.0975,16.387501,1368000,16.387501
"2013-10-07",16.2125,16.2925,16.02,16.202499,949200,16.202499
"2013-10-08",16.200001,16.272499,15.95,16.047501,957600,16.047501
"2013-10-09",16.065001,16.1675,15.86,16.049999,1114000,16.049999
"2013-10-10",16.2125,16.4625,16.055,16.440001,1341600,16.440001
"2013-10-11",16.41,16.5525,16.35,16.5,1206000,16.5
"2013-10-14",16.3675,16.57,16.264999,16.514999,1037200,16.514999
"2013-10-15",16.455,16.547501,16.282499,16.355,1196000,16.355
"2013-10-16",16.502501,16.7325,16.43,16.594999,1199600,16.594999
"2013-10-17",16.530001,16.637501,16.307501,16.375,2191600,16.375
"2013-10-18",16.49,16.620001,16.172501,16.52,1882400,16.52
"2013-10-21",16.540001,16.764999,16.442499,16.5275,3332400,16.5275
"2013-10-22",16.875,16.959999,16.252501,16.48,3094400,16.48
"2013-10-23",16.254999,16.2575,15.4,15.845,3474800,15.845
"2013-10-24",15.8275,15.9475,15.015,15.02,4114000,15.02
"2013-10-25",15.0825,15.1425,14.635,14.7625,4784800,14.7625
"2013-10-28",14.7625,14.8725,14.635,14.7425,3240400,14.7425
"2013-10-29",14.7425,14.8075,14.55,14.6575,2102800,14.6575
"2013-10-30",14.7,14.7275,14.37,14.3825,2723200,14.3825
"2013-10-31",14.4175,14.46,14.035,14.04,4552400,14.04
"2013-11-01",13.99,14.085,13.785,14,5251600,14
"2013-11-04",14.07,14.52,14.055,14.4825,3772800,14.4825
"2013-11-05",14.4125,14.47,14.26,14.3425,1847600,14.3425
"2013-11-06",14.4925,14.525,14.2075,14.3075,1210400,14.3075
"2013-11-07",14.3325,14.3875,13.7575,13.9,3449600,13.9
"2013-11-08",13.8725,14.245,13.8725,14.1975,2056400,14.1975
"2013-11-11",14.1725,14.375,14.13,14.36,1558400,14.36
"2013-11-12",14.355,14.355,14.0775,14.225,1141600,14.225
"2013-11-13",14.2675,14.53,14.1725,14.4975,1794400,14.4975
"2013-11-14",14.4625,14.565,14.3675,14.445,816800,14.445
"2013-11-15",14.42,14.42,14.1575,14.2425,1622000,14.2425
"2013-11-18",14.255,14.435,14.1425,14.3925,2247600,14.3925
"2013-11-19",14.4875,14.5425,14.3225,14.4375,2028800,14.4375
"2013-11-20",14.455,14.58,14.31,14.3325,2251200,14.3325
"2013-11-21",14.315,14.3625,14.01,14.28,3041600,14.28
"2013-11-22",14.3225,14.645,14.2525,14.6325,1685600,14.6325
"2013-11-25",14.69,14.9575,14.5875,14.8575,2527200,14.8575
"2013-11-26",14.88,14.9625,14.775,14.885,2248400,14.885
"2013-11-27",14.93,14.98,14.8275,14.9375,934000,14.9375
"2013-11-29",14.95,15.02,14.8875,14.9325,518400,14.9325
"2013-12-02",14.8925,15.0775,14.8425,15.005,1277600,15.005
"2013-12-03",14.9375,15.3125,14.85,15.285,2547200,15.285
"2013-12-04",15.2525,15.5325,15.1125,15.2325,2561600,15.2325
"2013-12-05",15.21,15.2425,14.9625,14.9925,1300400,14.9925
"2013-12-06",15.075,15.08,14.8675,15.0475,1591200,15.0475
"2013-12-09",15.005,15.11,14.31,14.33,3584800,14.33
"2013-12-10",14.2125,14.44,14.065,14.155,3669600,14.155
"2013-12-11",14.1775,14.215,13.8625,13.9325,3431600,13.9325
"2013-12-12",13.985,14.135,13.53,13.565,4492800,13.565
"2013-12-13",13.99,14.7825,13.9425,14.395,7598800,14.395
"2013-12-16",14.7225,14.7825,14.1875,14.2025,4711200,14.2025
"2013-12-17",14.2025,14.2625,13.925,14.0275,2941200,14.0275
"2013-12-18",14.09,14.335,14,14.2775,2039600,14.2775
"2013-12-19",14.2375,14.26,13.9925,14.0675,1275600,14.0675
"2013-12-20",14.1,14.2975,14.0325,14.2825,2132800,14.2825
"2013-12-23",14.3575,14.4575,14.215,14.3,1409200,14.3
"2013-12-24",14.3,14.4125,14.2425,14.3525,925600,14.3525
"2013-12-26",14.445,14.5675,14.2675,14.37,966400,14.37
"2013-12-27",14.43,14.4475,14.235,14.35,682000,14.35
"2013-12-30",14.33,14.6175,14.31,14.5275,1212800,14.5275
"2013-12-31",14.58,14.7675,14.5275,14.7375,1595600,14.7375
"2014-01-02",14.74,14.82,14.6075,14.76,2011200,14.76
"2014-01-03",14.75,14.79,14.645,14.73,1103600,14.73
"2014-01-06",14.7875,14.8425,14.5775,14.665,1466400,14.665
"2014-01-07",14.6575,15.05,14.5375,15.0475,1508000,15.0475
"2014-01-08",15.13,15.375,15.0975,15.36,2079200,15.36
"2014-01-09",15.3775,15.6825,15.3775,15.43,2550800,15.43
"2014-01-10",15.43,15.4325,15.02,15.0575,2706400,15.0575
"2014-01-13",15.095,15.345,15.045,15.1425,1768000,15.1425
"2014-01-14",15.1425,15.315,15.0025,15.29,1868400,15.29
"2014-01-15",15.3125,15.6325,15.1525,15.535,2034800,15.535
"2014-01-16",15.5225,15.715,15.4075,15.5,2119200,15.5
"2014-01-17",15.4375,15.455,15.2,15.43,1665200,15.43
"2014-01-21",15.4975,15.4975,15.2975,15.41,1910800,15.41
"2014-01-22",15.4575,15.4575,15.225,15.365,1906000,15.365
"2014-01-23",15.5425,15.7725,15.4775,15.635,3278000,15.635
"2014-01-24",15.5675,15.5675,15.2975,15.37,1506000,15.37
"2014-01-27",15.3575,15.4075,15.125,15.2625,1807200,15.2625
"2014-01-28",15.0775,15.255,14.9775,15.075,4241200,15.075
"2014-01-29",14.9525,15.41,14.875,15.075,2307200,15.075
"2014-01-30",15.1925,15.4275,15.115,15.2275,2310400,15.2275
"2014-01-31",15.0275,15.17,14.9675,15.15,2628800,15.15
"2014-02-03",15.185,15.2,14.71,14.7775,3782000,14.7775
"2014-02-04",14.845,14.99,14.22,14.6975,5395600,14.6975
"2014-02-05",14.895,15.74,14.655,15.4475,5796400,15.4475
"2014-02-06",15.4625,15.5325,15.1825,15.385,2502800,15.385
"2014-02-07",15.3475,15.4575,15.2475,15.345,1521200,15.345
"2014-02-10",15.295,15.38,15.0725,15.3625,1654000,15.3625
"2014-02-11",15.3525,15.415,15.23,15.285,1901600,15.285
"2014-02-12",15.2475,15.3525,14.5025,14.555,3500800,14.555
"2014-02-13",14.5325,14.865,14.5325,14.865,2814000,14.865
"2014-02-14",14.885,15.2925,14.83,15.225,1869200,15.225
"2014-02-18",15.245,15.4925,15.245,15.395,1291200,15.395
"2014-02-19",15.335,15.47,15.0475,15.0775,1501200,15.0775
"2014-02-20",15.135,15.3375,15.045,15.3175,1054000,15.3175
"2014-02-21",15.3825,15.54,15.3375,15.3825,1895200,15.3825
"2014-02-24",15.36,15.8625,15.34,15.845,2047600,15.845
"2014-02-25",15.8975,15.995,15.59,15.64,2032800,15.64
"2014-02-26",15.6475,15.8625,15.58,15.7,1042400,15.7
"2014-02-27",15.7,15.8075,15.6525,15.7125,1051200,15.7125
"2014-02-28",15.755,16.0175,15.73,15.92,1868000,15.92
"2014-03-03",15.86,15.885,15.5025,15.68,1757600,15.68
"2014-03-04",15.8825,16.0625,15.7675,15.97,2816800,15.97
"2014-03-05",15.9175,15.9675,15.725,15.7875,1589600,15.7875
"2014-03-06",15.78,15.9325,15.68,15.7075,1450400,15.7075
"2014-03-07",15.8075,15.86,15.6975,15.8575,3014800,15.8575
"2014-03-10",15.835,16.040001,15.7675,16.040001,1636000,16.040001
"2014-03-11",16.0875,16.219999,15.9575,15.9975,1899200,15.9975
"2014-03-12",15.885,16.1075,15.81,16.102501,1254000,16.102501
"2014-03-13",16.174999,16.18,15.85,15.905,1494400,15.905
"2014-03-14",15.865,16.077499,15.755,15.765,1478000,15.765
"2014-03-17",15.8125,16.045,15.7025,15.9375,953200,15.9375
"2014-03-18",15.9425,16.184999,15.9425,16.120001,1392400,16.120001
"2014-03-19",16.1675,16.297501,16.032499,16.192499,1827200,16.192499
"2014-03-20",16.1875,16.4175,16.1875,16.299999,1293600,16.299999
"2014-03-21",16.405001,16.5875,16.2925,16.2925,1930400,16.2925
"2014-03-24",16.405001,16.4375,15.945,15.95,2037200,15.95
"2014-03-25",16.02,16.137501,15.605,15.755,2615600,15.755
"2014-03-26",15.855,15.9575,15.6325,15.715,1385600,15.715
"2014-03-27",15.745,15.7875,15.3475,15.35,1932000,15.35
"2014-03-28",15.345,15.715,15.3275,15.445,890400,15.445
"2014-03-31",15.565,15.64,15.355,15.5625,2126000,15.5625
"2014-04-01",15.7275,16.077499,15.555,15.625,3244800,15.625
"2014-04-02",15.6175,15.685,15.305,15.3375,2131600,15.3375
"2014-04-03",15.3,15.43,14.985,15.3025,2216000,15.3025
"2014-04-04",15.3325,15.4375,14.64,14.7825,2890800,14.7825
"2014-04-07",14.7525,14.8225,14.4275,14.5125,2241600,14.5125
"2014-04-08",14.51,14.9275,14.4225,14.9075,2875600,14.9075
"2014-04-09",14.91,15.055,14.79,14.9425,1409200,14.9425
"2014-04-10",14.99,15.0075,14.4825,14.5475,2803600,14.5475
"2014-04-11",14.395,14.65,14.395,14.575,3045200,14.575
"2014-04-14",14.685,14.6925,14.43,14.5225,2281200,14.5225
"2014-04-15",14.595,14.6425,14.3125,14.4875,1646000,14.4875
"2014-04-16",14.5075,14.545,14.235,14.2375,2324800,14.2375
"2014-04-17",14.105,14.21,13.7775,13.915,6628000,13.915
"2014-04-21",14.01,14.5025,13.985,14.3225,6727600,14.3225
"2014-04-22",16.122499,16.9475,15.64,16.0725,12882400,16.0725
"2014-04-23",16.135,16.465,15.87,16.295,4080000,16.295
"2014-04-24",16.450001,17.065001,16.379999,16.6775,3905200,16.6775
"2014-04-25",16.692499,16.825001,16.4125,16.625,3076000,16.625
"2014-04-28",16.705,16.709999,16.254999,16.5,3303200,16.5
"2014-04-29",16.51,16.629999,16.309999,16.377501,2953200,16.377501
"2014-04-30",16.395,16.695,16.355,16.6,2176400,16.6
"2014-05-01",16.647499,16.647499,16.309999,16.502501,2271200,16.502501
"2014-05-02",16.555,16.7775,16.5,16.58,1610000,16.58
"2014-05-05",16.4725,16.924999,16.297501,16.875,2116400,16.875
"2014-05-06",16.887501,17,16.752501,16.875,2227200,16.875
"2014-05-07",16.842501,17.16,16.615,17.139999,2519600,17.139999
"2014-05-08",17.045,17.26,16.922501,16.9475,1768000,16.9475
"2014-05-09",16.825001,17.3475,16.825001,17.309999,1829600,17.309999
"2014-05-12",17.48,17.76,17.395,17.737499,2638800,17.737499
"2014-05-13",17.695,17.8225,17.5725,17.592501,1851200,17.592501
"2014-05-14",17.605,17.610001,17.397499,17.452499,1674000,17.452499
"2014-05-15",17.375,17.6325,17.035,17.602501,1981600,17.602501
"2014-05-16",17.565001,17.620001,17.215,17.5175,1832000,17.5175
"2014-05-19",17.5,17.82,17.477501,17.719999,1776400,17.719999
"2014-05-20",17.6875,17.885,17.504999,17.6975,2630800,17.6975
"2014-05-21",17.7075,17.932501,17.682501,17.762501,1951200,17.762501
"2014-05-22",17.752501,17.870001,17.504999,17.797501,2009600,17.797501
"2014-05-23",17.8475,18,17.717501,17.75,1700800,17.75
"2014-05-27",17.8925,18.525,17.797501,18.504999,6005200,18.504999
"2014-05-28",18.514999,18.65,18.0525,18.307501,2236800,18.307501
"2014-05-29",18.307501,18.442499,18.102501,18.4375,2718800,18.4375
"2014-05-30",18.51,18.655001,18.452499,18.629999,2627200,18.629999
"2014-06-02",18.6775,18.975,18.6625,18.922501,2860800,18.922501
"2014-06-03",17.915001,18.3475,17.915001,18.0975,5401200,18.0975
"2014-06-04",18.122499,18.342501,17.969999,18.282499,1894000,18.282499
"2014-06-05",17.797501,18.530001,17.797501,18.34,1876400,18.34
"2014-06-06",18.459999,18.7575,18.362499,18.5725,2903200,18.5725
"2014-06-09",18.535,18.625,18.247499,18.35,3280000,18.35
"2014-06-10",18.395,18.512501,18.1975,18.497499,2718400,18.497499
"2014-06-11",18.459999,18.66,18.4175,18.5625,2057600,18.5625
"2014-06-12",18.6175,18.8225,18.43,18.7775,2136000,18.7775
"2014-06-13",18.762501,18.945,18.3025,18.532499,2158800,18.532499
"2014-06-16",18.557501,18.797501,18.334999,18.790001,3338800,18.790001
"2014-06-17",18.91,19.049999,18.65,18.985001,2184000,18.985001
"2014-06-18",18.9375,19.254999,18.834999,19.235001,2745600,19.235001
"2014-06-19",19.375,19.42,19.1,19.1425,2779200,19.1425
"2014-06-20",19.1425,19.209999,18.754999,19.055,3622000,19.055
"2014-06-23",19.105,19.1525,18.945,19.059999,2103600,19.059999
"2014-06-24",19.07,19.07,18.4,18.415001,3062400,18.415001
"2014-06-25",18.42,18.695,18.25,18.682501,2774800,18.682501
"2014-06-26",18.795,18.795,18.535,18.7075,1476800,18.7075
"2014-06-27",18.692499,18.762501,18.372499,18.700001,18988000,18.700001
"2014-06-30",18.647499,18.950001,18.6175,18.9025,2498800,18.9025
"2014-07-01",18.950001,19.547501,18.950001,19.4725,2550800,19.4725
"2014-07-02",19.5725,19.932501,19.290001,19.907499,4362000,19.907499
"2014-07-03",19.932501,20.2075,19.82,20.1,4359200,20.1
"2014-07-07",20.002501,20.092501,19.639999,19.7075,3496400,19.7075
"2014-07-08",19.68,19.68,19.24,19.24,2214000,19.24
"2014-07-09",19.307501,19.4375,19.047501,19.155001,2760400,19.155001
"2014-07-10",19.094999,19.4725,19.022499,19.2775,2753200,19.2775
"2014-07-11",19.262501,19.3375,18.940001,19.139999,3344800,19.139999
"2014-07-14",19.370001,19.705,19.25,19.275,2072000,19.275
"2014-07-15",19.219999,19.372499,19.17,19.272499,2056400,19.272499
"2014-07-16",19.432501,19.4925,19.0975,19.1,2320000,19.1
"2014-07-17",18.952499,19.85,18.9,19.495001,3074400,19.495001
"2014-07-18",19.4725,19.5975,19.245001,19.355,4553600,19.355
"2014-07-21",19.25,19.2675,18.834999,18.895,6378000,18.895
"2014-07-22",20.2875,20.495001,19.674999,19.995001,6280000,19.995001
"2014-07-23",20.0175,20.09,19.834999,19.9825,2896000,19.9825
"2014-07-24",19.98,20.17,19.889999,19.91,3799200,19.91
"2014-07-25",18.395,18.8225,18.049999,18.5525,12470800,18.5525
"2014-07-28",18.5725,18.955,18.557501,18.885,5460800,18.885
"2014-07-29",18.8825,18.8825,18.522499,18.695,3101200,18.695
"2014-07-30",19.129999,19.1875,18.2575,18.504999,6680800,18.504999
"2014-07-31",18.375,18.375,17.92,18.022499,5702000,18.022499
"2014-08-01",18.0275,18.295,17.93,17.995001,1926000,17.995001
"2014-08-04",17.945,18.272499,17.879999,18.209999,2116800,18.209999
"2014-08-05",18.184999,18.184999,17.772499,17.93,2750800,17.93
"2014-08-06",17.875,18.465,17.745001,18.360001,2881600,18.360001
"2014-08-07",18.307501,18.3125,17.797501,17.844999,1985200,17.844999
"2014-08-08",17.8375,18.165001,17.752501,18.102501,1437600,18.102501
"2014-08-11",18.120001,18.15,17.907499,18.059999,3392400,18.059999
"2014-08-12",18.075001,18.719999,17.969999,18.1,2364400,18.1
"2014-08-13",18.127501,18.5425,18.127501,18.385,2095600,18.385
"2014-08-14",18.3375,18.5825,18.280001,18.5275,1465200,18.5275
"2014-08-15",18.637501,18.637501,18.290001,18.422501,2584400,18.422501
"2014-08-18",18.5275,18.605,18.344999,18.5725,994000,18.5725
"2014-08-19",18.645,18.870001,18.5175,18.85,1341600,18.85
"2014-08-20",18.76,19.022499,18.700001,19.012501,1245200,19.012501
"2014-08-21",19.0375,19.129999,18.9575,19.105,2794800,19.105
"2014-08-22",18.985001,18.9925,18.67,18.877501,1726800,18.877501
"2014-08-25",18.98,19.055,18.8375,18.844999,1018800,18.844999
"2014-08-26",18.915001,19.077499,18.799999,18.862499,3181600,18.862499
"2014-08-27",18.795,19.0375,18.6425,18.907499,1983200,18.907499
"2014-08-28",19.0525,19.559999,19.047501,19.455,2951200,19.455
"2014-08-29",19.469999,19.629999,19.385,19.532499,2009200,19.532499
"2014-09-02",19.5175,19.545,19.254999,19.334999,1784000,19.334999
"2014-09-03",19.3375,19.497499,18.955,19.02,35676800,19.02
"2014-09-04",19.047501,19.555,19.025,19.122499,3389200,19.122499
"2014-09-05",19.077499,19.4725,19.059999,19.4625,2268400,19.4625
"2014-09-08",19.4625,19.780001,19.3375,19.7325,2466800,19.7325
"2014-09-09",19.754999,19.922501,19.682501,19.8375,2941200,19.8375
"2014-09-10",19.815001,19.9025,19.535,19.872499,3054400,19.872499
"2014-09-11",19.754999,19.842501,19.4925,19.66,3639200,19.66
"2014-09-12",19.674999,19.674999,19.272499,19.415001,2737600,19.415001
"2014-09-15",19.4475,19.535,19.262501,19.3025,1785200,19.3025
"2014-09-16",19.227501,19.752501,19.192499,19.737499,3972000,19.737499
"2014-09-17",19.717501,19.9925,19.6625,19.9625,5506400,19.9625
"2014-09-18",20,20.342501,19.940001,20.3125,3080800,20.3125
"2014-09-19",20.325001,20.4825,20.2425,20.445,5199200,20.445
"2014-09-22",20.3225,20.557501,20.315001,20.450001,5158400,20.450001
"2014-09-23",20.4175,20.455,20.2575,20.370001,2264800,20.370001
"2014-09-24",20.3575,20.83,20.33,20.8125,3513600,20.8125
"2014-09-25",20.727501,20.862499,20.442499,20.5975,2776400,20.5975
"2014-09-26",20.639999,20.7925,20.532499,20.702499,1756000,20.702499
"2014-09-29",20.59,20.9925,20.487499,20.93,2791600,20.93
"2014-09-30",20.907499,20.945,20.610001,20.6775,2218000,20.6775
"2014-10-01",20.684999,20.709999,20.252501,20.362499,2610000,20.362499
"2014-10-02",20.32,20.407499,19.887501,20.172501,3080800,20.172501
"2014-10-03",20.2775,20.73,20.1675,20.547501,2540800,20.547501
"2014-10-06",20.6,20.844999,20.147499,20.16,2746400,20.16
"2014-10-07",20.08,20.285,19.99,19.995001,2710400,19.995001
"2014-10-08",19.934999,20.5825,19.934999,20.577499,2218400,20.577499
"2014-10-09",20.5625,20.5625,20.202499,20.209999,1803600,20.209999
"2014-10-10",20.2425,20.352501,19.635,19.65,3326800,19.65
"2014-10-13",19.547501,19.975,19.41,19.4275,2508400,19.4275
"2014-10-14",19.475,19.475,18.865,19.315001,3180800,19.315001
"2014-10-15",18.955,19.6875,18.764999,19.48,3406400,19.48
"2014-10-16",19.299999,19.965,19.17,19.5725,3862400,19.5725
"2014-10-17",19.705,19.8375,19.6,19.7075,2268400,19.7075
"2014-10-20",19.7125,20.02,19.540001,20.01,2242400,20.01
"2014-10-21",20.09,20.690001,20.09,20.639999,1698800,20.639999
"2014-10-22",20.717501,20.872499,20.362499,20.370001,1470800,20.370001
