"dates","MET.Open","MET.High","MET.Low","MET.Close","MET.Volume","MET.Adjusted"
"2010-07-29",35.481281,36.319073,34.79501,35.828876,13309388,25.663454
"2010-07-30",36.764706,37.691624,36.096256,37.486629,12860140,26.850872
"2010-08-02",37.183601,38.431374,37.183601,38.083778,15942049,27.278584
"2010-08-03",37.64706,38.181816,36.978611,37.147949,74518415,26.608278
"2010-08-04",37.42424,37.42424,36.524063,37.147949,23593192,26.608278
"2010-08-05",36.996433,37.415329,36.648842,37.299465,10048071,26.716805
"2010-08-06",36.925133,37.21925,36.301247,36.916222,10747638,26.442293
"2010-08-09",37.272728,37.754009,37.040997,37.718361,9485949,27.016848
"2010-08-10",37.42424,38.083778,37.023174,37.807487,13683014,27.08069
"2010-08-11",37.049911,37.165775,36.21212,36.229946,12522979,25.950741
"2010-08-12",35.499107,35.846703,35.40107,35.525848,10107200,25.4464
"2010-08-13",36.122993,36.14082,35.222816,35.258469,8567368,25.254883
"2010-08-16",35.053474,35.124779,33.752228,34.607841,11329507,24.788847
"2010-08-17",35.106953,35.40107,34.857399,34.973263,8746214,25.050589
"2010-08-18",35.124779,35.356506,34.385029,35.169338,9666703,25.19104
"2010-08-19",34.946526,35.454544,33.672012,33.823528,12334483,24.227066
"2010-08-20",33.5205,33.707664,32.843136,33.226379,12732232,23.799339
"2010-08-23",32.807487,33.565063,32.673798,33.101604,13112365,23.709967
"2010-08-24",32.620319,33.244205,32.237076,32.522282,22079165,23.295008
"2010-08-25",32.326202,33.039215,31.532976,32.932262,19597189,23.588671
"2010-08-26",33.074867,33.368984,32.344028,32.549019,8906885,23.314161
"2010-08-27",32.807487,33.885918,32.174686,33.707664,18636981,24.144079
"2010-08-30",33.538322,33.761143,33.012478,33.039215,8866605,23.665276
"2010-08-31",33.021389,33.912655,32.727272,33.556149,16030351,24.035551
"2010-09-01",33.92157,35.26738,33.92157,35.240643,14051591,25.242111
"2010-09-02",35.294117,35.802139,35.222816,35.766487,7843004,25.618765
"2010-09-03",36.4795,36.987522,36.042782,36.951874,13726660,26.467829
"2010-09-07",36.524063,36.5508,35.704102,35.748665,8321537,25.606003
"2010-09-08",36.069519,36.532978,35.784313,36.203209,6049712,25.931589
"2010-09-09",36.907307,37.058823,36.096256,36.41711,5262629,26.084793
"2010-09-10",36.470589,36.470589,35.677361,36.087345,6548777,25.848589
"2010-09-13",36.648842,36.978611,36.497326,36.809269,5978240,26.365681
"2010-09-14",36.5508,36.773621,36.131908,36.506241,6713599,26.148636
"2010-09-15",36.21212,36.301247,35.784313,36.256683,6551246,25.969881
"2010-09-16",36.096256,36.131908,35.730839,35.998219,6365555,25.784748
"2010-09-17",36.265598,36.319073,35.650623,35.793224,9486510,25.637913
"2010-09-20",35.828876,37.201427,35.793224,36.969696,9714164,26.480604
"2010-09-21",37.103386,37.245991,36.541889,36.631016,8062355,26.238008
"2010-09-22",36.319073,36.336899,34.86631,35.106953,13647447,25.146355
"2010-09-23",34.857399,34.857399,33.65419,33.743317,12856549,24.169613
"2010-09-24",34.768272,34.910873,34.215687,34.893047,11822963,24.993139
"2010-09-27",34.86631,34.928699,34.438503,34.563278,7007563,24.756939
"2010-09-28",34.563278,35.098038,34.001781,35.026737,7490584,25.088898
"2010-09-29",34.884136,35.017826,34.12656,34.572193,7655406,24.763319
"2010-09-30",34.420677,35.026737,34.037434,34.269161,13653730,24.546265
"2010-10-01",34.572193,35.071301,34.340462,34.705883,7126159,24.859079
"2010-10-04",34.572193,35.320854,34.269161,34.616756,7663933,24.795238
"2010-10-05",35.115864,35.668449,34.563278,35.47237,16221539,25.408092
"2010-10-06",35.365417,35.53476,34.812836,35.169338,8909690,25.19104
"2010-10-07",35.303028,35.614971,34.857399,35.196079,6285107,25.210194
"2010-10-08",35.249554,35.320854,34.634583,34.919785,7693778,25.012293
"2010-10-11",34.901962,35.080215,34.52763,34.652405,4902916,24.820768
"2010-10-12",34.456329,35,34.073086,34.928699,8442826,25.018671
"2010-10-13",35.124779,35.855614,35.115864,35.436722,7458495,25.382559
"2010-10-14",35.320854,35.971481,34.946526,35.329769,7638688,25.305952
"2010-10-15",35.641712,35.721924,34.099823,34.955437,15252917,25.037832
"2010-10-18",35.080215,36.176472,35,36.07843,20796719,25.842199
"2010-10-19",35.766487,36.310162,35.285206,35.588234,19400726,25.491087
"2010-10-20",35.623886,36.229946,35.383244,35.953655,11724563,25.752827
"2010-10-21",36.114082,36.283421,35.668449,36.042782,17583423,25.816669
"2010-10-22",36.033867,36.21212,35.757576,35.953655,20692261,25.752827
"2010-10-25",36.274509,36.426025,35.525848,35.793224,19814408,25.637913
"2010-10-26",35.641712,36.203209,35.641712,36.105167,6571891,25.861355
"2010-10-27",35.828876,36.363636,35.579323,35.989304,6795056,25.778368
"2010-10-28",36.283421,36.497326,35.516933,36.060604,6381263,25.829432
"2010-10-29",34.937611,36.532978,34.901962,35.94474,9540927,25.746447
"2010-11-01",36.452763,36.675579,35.320854,35.614971,6411669,25.510242
"2010-11-02",36.069519,36.221035,35.650623,35.837791,4060181,25.669838
"2010-11-03",35.935829,36.978611,35.766487,36.844921,10615579,26.391222
"2010-11-04",37.344028,38.288769,37.281639,38.235294,13622090,27.387121
"2010-11-05",36.951874,37.860962,36.916222,37.522282,11259943,27.348141
"2010-11-08",37.281639,37.513371,36.836006,37.067738,5851342,27.016848
"2010-11-09",37.103386,37.228165,35.998219,36.122993,9204776,26.328272
"2010-11-10",36.354725,36.631016,35.713013,36.470589,9416273,26.58161
"2010-11-11",35.766487,36.033867,35.365417,35.766487,8960853,26.068424
"2010-11-12",35.347595,35.953655,35.196079,35.329769,8445967,25.750124
"2010-11-15",35.47237,35.998219,35.294117,35.409981,6391697,25.808586
"2010-11-16",35.187164,35.356506,34.402851,34.643494,9832086,25.249945
"2010-11-17",34.73262,34.875221,34.278076,34.420677,8426108,25.087542
"2010-11-18",35.053474,35.285206,34.821747,34.910873,6269848,25.444818
"2010-11-19",34.875221,34.937611,34.491978,34.625668,7237573,25.236952
"2010-11-22",34.402851,34.554367,34.099823,34.518719,5934707,25.158995
"2010-11-23",34.135471,34.135471,33.707664,33.725491,8654098,24.580851
"2010-11-24",34.081997,34.18895,33.877007,34.073086,5684164,24.834192
"2010-11-26",33.734402,33.894833,33.547237,33.636364,7729570,24.515892
"2010-11-29",33.493759,34.001781,33.270947,33.92157,7355495,24.723764
"2010-11-30",33.689838,34.233513,33.475937,34.001781,10882166,24.782223
"2010-12-01",34.679146,35.089127,34.331551,35.026737,9278940,25.529259
"2010-12-02",35.008911,36.114082,34.928699,36.069519,10193594,26.289288
"2010-12-03",35.721924,35.926914,35.33868,35.775402,13049870,26.074926
"2010-12-06",35.864529,36.4795,35.570412,36.319073,9652566,26.471178
"2010-12-07",36.737968,36.907307,36.541889,36.693405,10609856,26.744015
"2010-12-08",36.586452,38.627453,36.586452,38.137257,16615586,27.79637
"2010-12-09",38.306595,39.349377,38.288769,39.286987,12613748,28.634344
"2010-12-10",39.340462,39.402851,38.573975,39.18895,9242251,28.562889
"2010-12-13",39.483067,39.625668,39.046345,39.144386,7788700,28.530409
"2010-12-14",39.224598,39.616756,38.850266,39.001781,10024060,28.426474
"2010-12-15",38.850266,39.509804,38.850266,38.877007,6603419,28.335535
"2010-12-16",38.850266,39.18895,38.58289,38.841354,7265399,28.309544
"2010-12-17",38.752228,39.18895,38.636364,39.153297,8936618,28.536909
"2010-12-20",39.295898,39.696972,39.269161,39.39394,5798496,28.712301
"2010-12-21",39.634583,39.86631,39.438503,39.696972,4211876,28.933174
"2010-12-22",39.821747,40.187164,39.688057,39.86631,5408152,29.056585
"2010-12-23",39.79501,40.044563,39.607841,39.786095,3258849,28.998131
"2010-12-27",39.518719,40.062389,39.447414,39.893047,3263449,29.076077
"2010-12-28",39.928699,40.160427,39.652405,40.035652,4746621,29.180019
"2010-12-29",40.062389,40.169338,39.830662,39.884136,2738802,29.069584
"2010-12-30",39.848484,39.928699,39.483067,39.616756,2263074,28.874702
"2010-12-31",39.52763,39.821747,39.429588,39.607841,2571063,28.8682
"2011-01-03",40.062389,41.336899,39.973263,41.096256,6625186,29.953043
"2011-01-04",41.21212,41.327988,40.499107,40.846703,5862450,29.771152
"2011-01-05",40.418896,41.41711,40.392159,41.372547,7387248,30.154417
"2011-01-06",41.497326,41.764706,41.21212,41.336899,7106075,30.128428
"2011-01-07",41.506241,41.74688,40.704102,41.060604,5323441,29.927059
"2011-01-10",40.677361,40.73975,40.151516,40.499107,5611346,29.517796
"2011-01-11",40.793224,41.14082,40.60606,40.87344,4314427,29.790634
"2011-01-12",41.301247,41.844921,41.194298,41.515152,5350481,30.258347
"2011-01-13",41.399288,41.434937,40.508022,40.668449,5690447,29.641235
"2011-01-14",40.641712,41.5508,40.552586,41.5508,5285405,30.284323
"2011-01-18",41.515152,41.737968,41.033867,41.657753,6347266,30.362284
"2011-01-19",41.336899,41.524063,40.427807,40.632797,6973454,29.615242
"2011-01-20",40.704102,41.00713,39.901962,40.561497,7940394,29.563276
"2011-01-21",41.051693,41.319073,40.650623,41.185383,5428573,30.018003
"2011-01-24",41.247772,41.336899,40.828876,41.060604,4900447,29.927059
"2011-01-25",40.918003,41.381462,40.686275,41.336899,4375688,30.128428
"2011-01-26",41.399288,41.809269,41.34581,41.497326,4459950,30.245352
"2011-01-27",41.541889,42.147949,41.34581,42.032085,4849060,30.635115
"2011-01-28",41.648842,42.121212,40.525848,40.552586,7433811,29.556787
"2011-01-31",40.704102,41.14082,40.47237,40.793224,4991441,29.732172
"2011-02-01",41.21212,42.005348,41.158646,41.853832,6692169,30.505203
"2011-02-02",41.61319,41.969696,41.042782,41.158646,5145155,29.998505
"2011-02-03",41.256683,41.559715,40.748665,41.470589,6202865,30.22587
"2011-02-04",41.327988,42.335117,41.327988,42.192513,7370530,30.752047
"2011-02-07",42.237076,43.422459,42.147949,43.342247,8785036,31.590031
"2011-02-08",43.368984,43.422459,42.950089,43.199642,7177322,31.486094
"2011-02-09",42.691624,43.092693,42.308376,42.42424,7834926,30.92094
"2011-02-10",41.595364,42.754009,41.443851,42.130123,11133382,30.706564
"2011-02-11",42.032085,43.306595,41.729053,42.985741,5780768,31.330183
"2011-02-14",42.691624,42.789661,41.577541,41.800358,6327631,30.466225
"2011-02-15",41.532978,41.996433,41.461678,41.782532,5008832,30.453224
"2011-02-16",41.880569,42.486629,41.853832,42.35294,5978016,30.868967
"2011-02-17",42.174686,42.673798,42.023174,42.531193,4808555,30.998892
"2011-02-18",42.450981,42.64706,42.121212,42.468807,5880178,30.953423
"2011-02-22",41.595364,41.996433,40.918003,41.238857,7507190,30.056974
"2011-02-23",40.26738,41.372547,40.187164,40.81105,7361891,29.745159
"2011-02-24",40.757576,41.265598,40.579323,41.194298,6024242,30.0245
"2011-02-25",41.426025,41.755795,41.301247,41.693405,4198748,30.388277
"2011-02-28",41.853832,42.317291,41.622105,42.210339,7030228,30.765039
"2011-03-01",42.335117,42.433155,40.784313,41.033867,9219698,29.907553
"2011-03-02",39.830662,39.901962,38.636364,38.689838,38812561,28.199114
"2011-03-03",39.358288,40.329769,39.224598,40.329769,151462370,29.394381
"2011-03-04",40.695187,40.784313,39.821747,40.614971,33922324,29.602251
"2011-03-07",40.713013,41.114082,40.26738,40.579323,22822153,29.57626
"2011-03-08",40.864529,41.319073,40.53476,41.274509,20367217,30.082958
"2011-03-09",41.149734,41.648842,41.149734,41.265598,13276177,30.076462
"2011-03-10",40.846703,40.962566,40.196079,40.704102,15712151,29.667213
"2011-03-11",40.213905,41.033867,39.937611,40.864529,12421999,29.784143
"2011-03-14",39.821747,40.160427,39.73262,39.875221,18215670,29.063089
"2011-03-15",38.547237,38.903744,36.764706,38.680927,37573199,28.192623
"2011-03-16",38.618538,38.78788,36.773621,37.682709,33934778,27.465075
"2011-03-17",38.458111,38.502674,37.682709,38.306595,12010112,27.919786
"2011-03-18",39.028519,39.563278,38.458111,39.233513,18349749,28.595373
"2011-03-21",39.830662,39.901962,39.411766,39.741531,8526639,28.965649
"2011-03-22",39.572193,40.320854,39.572193,39.73262,11018377,28.959146
"2011-03-23",39.590019,39.768272,38.948307,39.52763,9050389,28.809752
"2011-03-24",39.812836,40,39.447414,39.821747,6618005,29.024113
"2011-03-25",40.071301,40.329769,39.670231,40.151516,6222500,29.264462
"2011-03-28",40.106953,40.320854,39.928699,39.946526,5204285,29.115059
"2011-03-29",39.73262,39.919785,39.153297,39.581104,8268018,28.848709
"2011-03-30",39.812836,40.222816,39.696972,39.973263,7940394,29.134548
"2011-03-31",39.688057,40.365417,39.483067,39.86631,11206312,29.056585
"2011-04-01",40.062389,40.775402,40.008911,40.33868,6985011,29.400883
"2011-04-04",40.080215,40.784313,40.080215,40.757576,7362901,29.706181
"2011-04-05",40.552586,40.641712,39.982174,40.089127,8251188,29.218994
"2011-04-06",40.249554,40.650623,40.035652,40.552586,7896187,29.556787
"2011-04-07",40.427807,40.695187,39.910873,40.098038,8632668,29.225489
"2011-04-08",40.231728,40.445633,39.536541,39.688057,5886685,28.926672
"2011-04-11",39.696972,40.178253,39.563278,39.73262,6607795,28.959146
"2011-04-12",39.429588,40.071301,39.215687,39.901962,6911183,29.082575
"2011-04-13",40.071301,40.196079,39.215687,39.367203,6657948,28.692818
"2011-04-14",39.215687,39.509804,38.770054,39.331551,5975435,28.666834
"2011-04-15",39.572193,39.634583,39.037434,39.180035,5689101,28.556395
"2011-04-18",38.529411,38.734402,38.110516,38.65419,7929959,28.173136
"2011-04-19",38.832443,38.832443,38.262032,38.573975,7806427,28.114664
"2011-04-20",39.206776,39.581104,39.037434,39.073086,6073610,28.478443
"2011-04-21",39.429588,39.572193,39.001781,39.554367,4473975,28.829229
"2011-04-25",39.39394,39.563278,39.162209,39.491978,4928497,28.783741
"2011-04-26",39.670231,40.080215,39.625668,39.884136,6844200,29.069584
"2011-04-27",40.035652,40.508022,39.554367,40.436722,7380965,29.472332
"2011-04-28",40.543671,41.577541,40.53476,41.399288,9032998,30.173906
"2011-04-29",41.319073,41.702316,41.033867,41.702316,8863800,30.394758
"2011-05-02",41.871658,41.978611,41.167557,41.434937,9086966,30.199881
"2011-05-03",41.114082,41.818184,41.096256,41.381462,6091114,30.160913
"2011-05-04",41.21212,41.443851,40.686275,41.131908,7704213,29.979033
"2011-05-05",40.87344,40.891266,39.474152,39.884136,15222623,29.069584
"2011-05-06",40.47237,40.60606,39.590019,39.955437,9832984,29.121546
"2011-05-09",39.884136,40.071301,39.652405,39.73262,6296215,28.959146
"2011-05-10",40.026737,40.490196,39.750446,40.347595,7817872,29.407375
"2011-05-11",40.178253,40.81105,40.026737,40.231728,8124065,29.322927
"2011-05-12",40.187164,40.33868,39.714794,40.169338,6684764,29.277441
"2011-05-13",40.222816,40.285206,39.304813,39.581104,7813608,28.848709
"2011-05-16",39.376114,39.848484,39.215687,39.331551,6949556,28.666834
"2011-05-17",39.206776,39.536541,38.975044,39.509804,8096352,28.796743
"2011-05-18",39.509804,39.893047,39.322639,39.857399,5018930,29.050098
"2011-05-19",40.053474,40.303028,39.705883,40.276291,7901685,29.355402
"2011-05-20",40.142601,40.329769,39.322639,39.411766,6060483,28.725296
"2011-05-23",38.627453,39.046345,38.538322,38.716579,5931004,28.218599
"2011-05-24",38.841354,39.019608,38.547237,38.698753,7513585,28.20561
"2011-05-25",38.404636,39.153297,38.360069,38.680927,7294459,28.192623
"2011-05-26",38.511585,38.885918,38.25312,38.734402,7642840,28.23159
"2011-05-27",38.903744,39.304813,38.707664,39.001781,5520240,28.426474
"2011-05-31",39.376114,39.616756,38.885918,39.304813,6881338,28.647341
"2011-06-01",39.001781,39.251335,37.932262,37.994652,14541232,27.69243
"2011-06-02",38.030304,38.38681,37.843136,38.039215,7667860,27.724909
"2011-06-03",37.513371,37.531193,37.005348,37.228165,12141050,27.133774
"2011-06-06",37.08556,37.317291,36.470589,36.907307,8030266,26.899914
"2011-06-07",37.299465,37.477718,36.880569,36.889484,8892635,26.886929
"2011-06-08",36.702316,37.040997,36.541889,36.755795,6742547,26.789482
"2011-06-09",36.853832,37.308376,36.577541,37.130123,5241199,27.062319
"2011-06-10",36.853832,36.996433,36.042782,36.461678,10017665,26.575119
"2011-06-13",36.532978,36.74688,36.256683,36.639931,6034565,26.705044
"2011-06-14",37.103386,37.459892,36.737968,36.791443,7824940,26.815479
"2011-06-15",36.461678,36.461678,34.875221,34.973263,17743532,25.49028
"2011-06-16",35.13369,35.926914,35.044563,35.53476,11524960,25.899536
"2011-06-17",35.926914,36.194298,35.748665,35.980392,9841847,26.224335
"2011-06-20",35.81105,36.399288,35.614971,36.114082,5615947,26.321766
"2011-06-21",36.283421,37.35294,36.283421,37.094475,10797343,27.036345
"2011-06-22",36.960785,37.495544,36.853832,37.076649,7839863,27.023342
"2011-06-23",36.541889,36.942959,35.980392,36.764706,10578553,26.795982
"2011-06-24",36.737968,36.853832,36.265598,36.532978,14022644,26.627092
"2011-06-27",36.452763,36.987522,36.408199,36.862743,5078621,26.867441
"2011-06-28",37.139038,37.513371,36.969696,37.459892,5661500,27.302662
"2011-06-29",37.941177,38.841354,37.860962,38.734402,11837437,28.23159
"2011-06-30",38.92157,39.251335,38.65419,39.099823,8083000,28.49794
"2011-07-01",39.162209,39.714794,38.939396,39.554367,7938038,28.829229
"2011-07-05",39.572193,39.572193,38.645275,38.966133,7598857,28.400496
"2011-07-06",38.85918,38.930481,38.377895,38.609627,9265364,28.14065
"2011-07-07",39.153297,39.491978,39.073086,39.456329,6938897,28.757776
"2011-07-08",38.850266,39.010696,38.618538,38.78788,9107611,28.270576
"2011-07-11",38.110516,38.493759,37.317291,37.433155,7841546,27.283188
"2011-07-12",37.237076,37.932262,36.951874,36.987522,7381862,26.958387
"2011-07-13",37.281639,37.860962,36.898396,37.290554,7465676,27.179251
"2011-07-14",37.397503,37.682709,36.996433,37.245991,7323967,27.146776
"2011-07-15",37.450981,37.540108,36.764706,37.049911,8648937,27.003855
"2011-07-18",36.791443,36.800358,35.60606,36.07843,8607311,26.295788
"2011-07-19",36.274509,36.390373,35.704102,36.087345,8624590,26.302294
"2011-07-20",36.274509,36.657753,36.033867,36.443851,6307435,26.56213
"2011-07-21",37.602497,38.199642,37.130123,37.468807,9595793,27.309164
"2011-07-22",37.486629,37.486629,36.853832,37.201427,5538080,27.114279
"2011-07-25",36.773621,36.996433,36.443851,36.791443,6778226,26.815479
"2011-07-26",36.711231,37.040997,36.532978,36.631016,6453856,26.698551
"2011-07-27",36.363636,36.470589,35.213905,35.285206,9786421,25.71764
"2011-07-28",35.588234,36.051693,35.231728,35.481281,10831227,25.860552
"2011-07-29",36.274509,36.969696,35.775402,36.729053,19155906,26.769999
"2011-08-01",37.192513,37.415329,36.122993,36.541889,12406739,26.633585
"2011-08-02",36.131908,36.319073,35.285206,35.294117,11665097,25.724142
"2011-08-03",35.311943,35.543671,34.429588,35.160427,13051328,25.626701
"2011-08-04",34.696972,34.86631,32.762924,32.887699,18722029,23.970222
"2011-08-05",33.413548,33.529411,31.131907,32.397503,24939031,23.612946
"2011-08-08",31.434938,32.139038,28.832441,29.180037,26526773,21.267893
"2011-08-09",29.705881,31.149733,28.440285,31.087343,25946250,22.658037
"2011-08-10",30.285206,30.294119,28.279858,28.368984,25184075,20.676756
"2011-08-11",28.467024,30.40107,28.181818,29.857397,22217956,21.761587
"2011-08-12",30.356506,30.64171,29.545456,29.643494,15172582,21.605682
"2011-08-15",29.991087,30.784313,29.803923,30.677362,9607798,22.359219
"2011-08-16",30.196077,30.606062,29.688057,29.96435,12032328,21.839535
"2011-08-17",30.249554,30.757576,29.723707,30.115866,11747677,21.94997
"2011-08-18",28.885918,29.010695,28.083778,28.404634,16518982,20.702738
"2011-08-19",27.959002,29.081997,27.691622,27.745098,13659789,20.222033
"2011-08-22",28.547237,28.68984,27.183601,27.237078,10540292,19.851759
"2011-08-23",27.370766,28.199642,26.844919,28.190731,17883221,20.546835
"2011-08-24",28.146168,29.108734,27.869875,29.055258,12205789,21.176945
"2011-08-25",29.2959,29.946524,27.843138,28.101604,12069691,20.481878
"2011-08-26",27.762922,28.449198,27.112299,28.039215,11140226,20.436405
"2011-08-29",28.600714,29.821747,28.600714,29.688057,8623580,21.638161
"2011-08-30",29.385027,29.652407,28.832441,29.393938,7968220,21.423796
"2011-08-31",29.714794,30.26738,29.49198,29.946524,10073204,21.826546
"2011-09-01",29.857397,29.973263,28.832441,28.850267,10762785,21.027538
"2011-09-02",27.976828,28.208555,27.406418,27.424242,11009513,19.988176
"2011-09-06",26.00713,26.568626,25.7041,26.292336,17490185,19.163189
"2011-09-07",27.005348,28.074865,26.800358,27.985741,10584948,20.397425
"2011-09-08",27.566845,27.816399,26.729055,26.773619,13088803,19.513975
"2011-09-09",26.31016,26.818182,25.935829,26.631016,15813019,19.410032
"2011-09-12",26.033869,27.085562,25.882353,27.005348,14671496,19.682871
"2011-09-13",27.023172,27.495544,26.791445,27.228165,11722095,19.845266
"2011-09-14",27.504456,28.315508,26.818182,27.798574,12595235,20.261009
"2011-09-15",28.155081,29.028521,27.959002,28.983957,13459175,21.124979
"2011-09-16",29.278074,29.79501,28.770054,29.447414,14948855,21.462776
"2011-09-19",28.55615,28.55615,27.219252,28.083778,19626024,20.468882
"2011-09-20",28.270945,28.600714,27.682709,27.691622,9190975,20.18306
"2011-09-21",27.647058,27.932264,25.83779,25.87344,12890995,18.857876
"2011-09-22",25.03565,25.249554,23.520498,24.019608,25041806,17.506704
"2011-09-23",23.983957,24.420677,23.752228,23.903744,18110651,17.422258
"2011-09-26",24.438503,25.499109,23.975044,25.463457,15125794,18.559061
"2011-09-27",26.327986,27.139036,25.7754,26.051693,17111285,18.987793
"2011-09-28",26.194296,26.488415,25.09804,25.124777,8791655,18.312206
"2011-09-29",26.033869,26.657755,25.365419,26.114082,11198906,19.033264
"2011-09-30",25.50802,25.802139,24.946524,24.96435,10304897,18.195286
"2011-10-03",24.96435,25.320856,23.707664,23.707664,13242966,17.279343
"2011-10-04",23.351158,24.590017,22.825312,24.500891,19077142,17.857492
"2011-10-05",24.536543,26.185383,24.233513,26.024956,17596775,18.968309
"2011-10-06",25.855616,27.352942,25.516933,27.352942,20254681,19.936213
"2011-10-07",27.566845,27.620321,25.632799,25.668449,14658593,18.708467
"2011-10-10",26.426025,27.094475,26.417112,27.094475,10476451,19.747831
"2011-10-11",26.889482,27.976828,26.586452,27.254902,12496163,19.864756
"2011-10-12",27.513369,28.78788,27.245989,28.297684,15296899,20.624794
"2011-10-13",29.35829,29.376114,27.219252,27.843138,11447429,20.293495
"2011-10-14",28.395721,28.966131,27.994652,28.672014,9769478,20.897621
"2011-10-17",28.493761,28.493761,27.406418,27.486631,8874908,20.033653
"2011-10-18",27.602495,29.233513,26.925135,28.903744,11898137,21.066511
"2011-10-19",28.805704,29.090908,27.896612,27.967915,9140149,20.384432
"2011-10-20",28.092691,28.672014,27.299465,28.609627,27366029,20.852148
"2011-10-21",29.197861,29.991087,29.001783,29.86631,29076293,21.768078
"2011-10-24",29.857397,31.194296,29.79501,30.918003,37730728,22.534607
"2011-10-25",30.258467,30.392157,29.171124,29.26025,12547999,21.326357
"2011-10-26",28.297684,29.777184,27.941175,29.581104,25412627,21.560205
"2011-10-27",31.221033,32.379681,30.57041,31.791445,20310668,23.171213
"2011-10-28",32.852051,33.333332,32.192513,32.816399,17920696,23.918261
"2011-10-31",31.871658,32.35294,31.283422,31.336899,14599576,22.83992
"2011-11-01",29.340464,30.294119,29.090908,29.376114,15607020,21.410801
"2011-11-02",30.124777,30.935829,30.017824,30.757576,10965530,22.417683
"2011-11-03",31.051693,31.363636,30.017824,31.149733,13162855,22.703508
"2011-11-04",30.659536,31.149733,30.142603,30.989305,7087001,22.586575
"2011-11-07",30.13369,30.40107,29.46524,30.160427,20234597,22.460466
"2011-11-08",30.499109,30.606062,29.812834,30.516933,10599422,22.725962
"2011-11-09",29.286987,29.420677,28.467024,28.565062,11640189,21.272404
"2011-11-10",29.242424,29.35829,28.449198,28.796791,9328645,21.444969
"2011-11-11",29.153297,29.777184,29.064171,29.474154,7208177,21.949398
"2011-11-14",29.331551,29.331551,28.449198,28.85918,9294872,21.49143
"2011-11-15",28.449198,28.975044,28.253119,28.680927,7744268,21.358686
"2011-11-16",28.288771,29.2246,28.208555,28.493761,11110044,21.219301
"2011-11-17",28.440285,28.520498,27.192513,27.370766,13371098,20.383007
"2011-11-18",27.352942,27.611408,26.791445,27.290552,19900465,20.323271
"2011-11-21",26.702316,26.889482,26.149733,26.648842,10161842,19.845392
"2011-11-22",26.515152,27.049911,26.185383,26.21212,11347908,19.520166
"2011-11-23",25.918003,25.953653,24.803923,24.83066,11571523,18.491388
"2011-11-25",24.705881,25.588236,24.66132,24.875223,4147024,18.52458
"2011-11-28",25.909092,26.354725,25.463457,25.971479,22466479,19.34096
"2011-11-29",25.962566,26.194296,25.597149,25.757576,11707172,19.181665
"2011-11-30",26.880569,28.146168,26.639929,28.057041,17446763,20.894077
"2011-12-01",27.967915,28.119431,27.495544,27.745098,8641195,20.661772
"2011-12-02",28.190731,28.761141,28.119431,28.306595,10844915,21.079922
"2011-12-05",29.536543,30.03565,29.001783,29.340464,15474400,21.849846
"2011-12-06",29.206774,29.590017,28.716578,29.313725,9385979,21.829933
"2011-12-07",29.073084,29.607843,28.520498,29.393938,9424800,21.889668
"2011-12-08",28.983957,29.010695,27.504456,27.593582,11954125,20.548941
"2011-12-09",27.896612,28.538324,27.771835,28.333332,8506892,21.099829
"2011-12-12",27.976828,27.994652,27.272726,27.691622,8157389,20.621952
"2011-12-13",28.003565,28.377897,26.862745,27.183601,10608398,20.243629
"2011-12-14",27.023172,27.825312,26.818182,27.210339,9456104,20.26354
"2011-12-15",27.789661,27.914438,27.014259,27.058825,9434674,20.150705
"2011-12-16",27.228165,27.522282,26.782532,26.942959,11442829,20.064419
"2011-12-19",26.969698,27.085562,25.784313,25.87344,10913470,19.267948
"2011-12-20",26.479502,27.174688,26.479502,26.889482,12537452,20.024597
"2011-12-21",26.916222,27.139036,26.666668,27.103388,8383247,20.183893
"2011-12-22",27.237078,27.762922,27.130125,27.655972,7275721,20.595402
"2011-12-23",27.727274,27.798574,27.459892,27.718361,5478389,20.641861
"2011-12-27",28.163994,28.333332,27.780748,27.807487,7051994,20.708235
"2011-12-28",27.718361,28.012478,27.361855,27.477718,7362452,20.462658
"2011-12-29",27.682709,28.092691,27.540108,28.003565,6422440,20.854254
"2011-12-30",27.896612,27.959002,27.682709,27.789661,5161200,20.694963
"2012-01-03",28.582888,28.983957,28.511585,28.55615,10865224,21.265768
"2012-01-04",28.404634,28.85918,27.941175,28.707664,8738809,21.378599
"2012-01-05",28.547237,29.688057,28.199642,29.402851,11604285,21.896299
"2012-01-06",29.518717,29.848486,29.108734,29.322638,9559328,21.836573
"2012-01-09",29.812834,29.884134,29.269161,29.643494,8924612,22.075508
"2012-01-10",30.23173,31.042782,30.106953,30.793226,12988945,22.931721
"2012-01-11",30.659536,31.942959,30.47237,31.898396,15628899,23.754734
"2012-01-12",32.049911,32.442066,31.586452,32.023174,12545194,23.847656
"2012-01-13",31.345812,31.470589,30.196077,31.408199,12300037,23.389685
"2012-01-17",31.746881,32.067738,30.748663,30.882353,12076198,22.998087
"2012-01-18",30.891266,31.800358,30.659536,31.737968,8818696,23.635265
"2012-01-19",32.335117,32.486629,31.773619,31.925135,10609969,23.774649
"2012-01-20",31.818182,32.513371,31.613192,32.397503,9235294,24.126421
"2012-01-23",32.35294,33.262032,32.326202,32.762924,9518711,24.398548
"2012-01-24",32.317291,33.003567,31.934046,32.896614,9731218,24.49811
"2012-01-25",32.638145,32.923351,31.292336,32.040997,16408689,23.860929
