"dates","MLM.Open","MLM.High","MLM.Low","MLM.Close","MLM.Volume","MLM.Adjusted"
"2010-07-21",84.82,85.5,83.239998,83.93,620700,73.198883
"2010-07-22",85.290001,86.309998,84.830002,85.699997,452400,74.742584
"2010-07-23",85.32,87.290001,85,87.110001,309300,75.972321
"2010-07-26",87.410004,88.639999,86.879997,88.400002,307100,77.097343
"2010-07-27",88.720001,88.769997,86.25,86.339996,440200,75.300743
"2010-07-28",85.949997,86.269997,84.830002,85.43,388100,74.507111
"2010-07-29",85.849998,86.129997,83.459999,84.410004,419700,73.617516
"2010-07-30",83.489998,85.870003,82.839996,85.400002,542900,74.480949
"2010-08-02",87.080002,88.720001,86.260002,87.379997,796100,76.207779
"2010-08-03",85.019997,87.379997,82.050003,82.410004,1562100,71.873253
"2010-08-04",82.120003,82.970001,79.940002,81.589996,981000,71.158066
"2010-08-05",81.169998,82.440002,80.839996,82.190002,675600,71.681396
"2010-08-06",81.440002,82.809998,81.209999,82.610001,427300,72.047646
"2010-08-09",82.839996,83.260002,82.059998,82.860001,277000,72.265701
"2010-08-10",81.720001,82.300003,80.839996,81.830002,526200,71.367378
"2010-08-11",80.080002,80.57,78.419998,79.029999,776700,68.9254
"2010-08-12",78.410004,78.809998,77.349998,78.07,882600,68.08815
"2010-08-13",77.940002,78.82,77.75,77.779999,464400,67.835213
"2010-08-16",77.209999,78.099998,76.099998,76.610001,759600,66.814796
"2010-08-17",77.639999,79.139999,77.230003,78.639999,774600,68.585251
"2010-08-18",78.440002,79.82,78.059998,78.910004,401700,68.820732
"2010-08-19",79.040001,79.040001,76.540001,76.949997,469000,67.111351
"2010-08-20",76.510002,77.870003,76.010002,77.760002,375800,67.817802
"2010-08-23",78.379997,78.730003,76.699997,76.800003,464400,66.98053
"2010-08-24",75.599998,75.599998,72.370003,72.610001,1587100,63.326225
"2010-08-25",72.18,73.510002,71.5,73.050003,842800,63.709995
"2010-08-26",73.300003,74.239998,72.660004,73.120003,355800,63.771038
"2010-08-27",73.720001,75.330002,72.629997,75.160004,338300,65.550209
"2010-08-30",74.669998,74.669998,73,73.120003,309300,64.112244
"2010-08-31",72.900002,73.559998,72.459999,73.199997,514500,64.182365
"2010-09-01",74.099998,75.870003,74.019997,75.650002,596200,66.330582
"2010-09-02",75.739998,77.239998,75.5,77.150002,273500,67.64579
"2010-09-03",78.339996,79.699997,76.839996,77.279999,413800,67.759727
"2010-09-07",77.889999,80.68,77.889999,78.790001,1229300,69.08374
"2010-09-08",78.879997,79.099998,76.849998,77.010002,672800,67.523026
"2010-09-09",78.080002,78.220001,76.529999,77.18,389200,67.672089
"2010-09-10",77.18,77.830002,76.980003,77.349998,250700,67.821159
"2010-09-13",78.339996,79.25,77.559998,78.550003,310900,68.873322
"2010-09-14",79.220001,79.589996,77.559998,77.650002,281000,68.084175
"2010-09-15",77.139999,77.769997,76.629997,76.870003,330000,67.400284
"2010-09-16",76.800003,77.220001,75.610001,76.370003,290900,66.961876
"2010-09-17",75.410004,75.860001,74.830002,75.300003,585400,66.023697
"2010-09-20",75.709999,75.970001,74.779999,75.43,491800,66.137672
"2010-09-21",75.889999,77.870003,75.889999,76.349998,694700,66.944336
"2010-09-22",76.309998,76.970001,75.260002,75.489998,313600,66.190262
"2010-09-23",74.720001,75.32,73.980003,74.339996,365100,65.181953
"2010-09-24",75.629997,76.809998,74.889999,76.440002,418200,67.023247
"2010-09-27",76.610001,76.650002,75.550003,75.93,162600,66.576065
"2010-09-28",76,76.339996,74.779999,76.120003,417100,66.742668
"2010-09-29",75.910004,77.059998,75.629997,77,416900,67.514275
"2010-09-30",77.639999,78.18,76.940002,76.970001,425000,67.487968
"2010-10-01",77.879997,78.5,77.269997,78.18,518800,68.548882
"2010-10-04",77.900002,78.169998,76.940002,77.589996,426300,68.031563
"2010-10-05",78.480003,79.239998,77.970001,78.580002,369300,68.899605
"2010-10-06",77.68,79.559998,77.489998,79.230003,349400,69.469536
"2010-10-07",79.860001,79.860001,77.809998,78.370003,464700,68.715485
"2010-10-08",78.389999,79.260002,77.580002,78.959999,616700,69.232788
"2010-10-11",79.129997,79.650002,78.900002,79.25,545500,69.487061
"2010-10-12",78.82,79.010002,77.389999,78.099998,372600,68.478722
"2010-10-13",78.900002,79.080002,77.769997,78.379997,404700,68.724258
"2010-10-14",78.440002,79.57,78.190002,78.75,349100,69.048668
"2010-10-15",80.209999,80.209999,78.459999,79.540001,466000,69.741348
"2010-10-18",79.879997,79.879997,78.370003,78.660004,285100,68.969765
"2010-10-19",77.080002,79.160004,77,77.839996,548600,68.250786
"2010-10-20",77.93,78.889999,77.529999,78.540001,354600,68.864563
"2010-10-21",79.07,79.349998,77.980003,78.860001,335300,69.145142
"2010-10-22",78.889999,79.160004,78.25,78.910004,240300,69.18895
"2010-10-25",79.910004,80.809998,79.620003,79.910004,360000,70.065765
"2010-10-26",79.639999,81.709999,79.459999,80.410004,435200,70.504181
"2010-10-27",80.18,80.25,78.43,80.169998,330800,70.293732
"2010-10-28",81.360001,81.360001,79.419998,79.870003,242100,70.030701
"2010-10-29",79.839996,80.870003,79.129997,80.480003,311900,70.565559
"2010-11-01",81.470001,81.470001,79.660004,80.260002,414000,70.37265
"2010-11-02",79.540001,83.889999,79.540001,82.690002,844100,72.503296
"2010-11-03",82.419998,82.800003,81.160004,82.279999,554000,72.143814
"2010-11-04",83.730003,85.870003,83.139999,85.650002,479000,75.098648
"2010-11-05",85.629997,88.309998,85.410004,86.959999,421300,76.247261
"2010-11-08",86.93,89.260002,86.449997,89.07,621500,78.097328
"2010-11-09",89.099998,89.879997,88.360001,89.160004,526100,78.176262
"2010-11-10",89,89.059998,86.699997,88.589996,412400,77.676453
"2010-11-11",87.870003,88.370003,87.470001,88,274500,77.159157
"2010-11-12",87.230003,88.370003,85.959999,86.160004,346500,75.545822
"2010-11-15",86.870003,87.139999,85.580002,85.650002,266200,75.098648
"2010-11-16",85.160004,85.970001,83.5,84.019997,448800,73.669456
"2010-11-17",84.209999,85.330002,83.669998,84.910004,228700,74.449821
"2010-11-18",86.370003,86.620003,85.059998,85.169998,221300,74.67778
"2010-11-19",84.980003,85.470001,84.68,85.120003,142400,74.633942
"2010-11-22",84.699997,85.959999,84.510002,85.769997,205700,75.20388
"2010-11-23",85.440002,85.779999,84.349998,85.480003,265900,74.949615
"2010-11-24",85.949997,87.160004,85.949997,86.970001,219100,76.256027
"2010-11-26",86.410004,86.410004,84.970001,85.139999,127300,74.651474
"2010-11-29",84.839996,85.370003,83.760002,85.089996,148200,74.959824
"2010-11-30",84.129997,85.269997,84,84.540001,278600,74.475296
"2010-12-01",85.620003,88.660004,85.620003,88.389999,368100,77.866936
"2010-12-02",88.639999,91.139999,88.410004,90.150002,428000,79.417412
"2010-12-03",89.68,90.370003,88.510002,89.610001,351600,78.941673
"2010-12-06",89.559998,89.559998,88.400002,88.900002,177200,78.316238
"2010-12-07",90.379997,90.379997,88.940002,89.029999,266400,78.43074
"2010-12-08",89.349998,89.519997,88.139999,88.989998,167500,78.395515
"2010-12-09",89.589996,89.849998,88.910004,89.510002,259600,78.853607
"2010-12-10",89.910004,90.949997,89.599998,90.5,179600,79.725754
"2010-12-13",90.650002,92.230003,90.650002,91.75,313800,80.826904
"2010-12-14",91.669998,93.610001,91.669998,93.589996,568500,82.447861
"2010-12-15",93.419998,94.82,93.18,93.540001,536100,82.403816
"2010-12-16",93.82,94.989998,93.419998,94.800003,252500,83.513832
"2010-12-17",94.889999,95,93.730003,93.739998,397900,82.580017
"2010-12-20",93.790001,94,92.839996,93.080002,373800,81.998596
"2010-12-21",93.349998,94.510002,93.349998,93.919998,287700,82.738571
"2010-12-22",94.080002,94.370003,93.32,93.75,206400,82.588821
"2010-12-23",93.769997,93.900002,92.470001,92.68,187300,81.646194
"2010-12-27",92.459999,93.709999,92.18,93.400002,136000,82.280472
"2010-12-28",93.489998,93.57,92.779999,93.139999,203200,82.051437
"2010-12-29",93.230003,94.040001,93.230003,94,189500,82.809074
"2010-12-30",93.620003,94.370003,92.879997,92.980003,231900,81.910484
"2010-12-31",93.010002,94,92.190002,92.239998,288400,81.258598
"2011-01-03",92.970001,93.910004,92.669998,93,344900,81.928093
"2011-01-04",90.410004,90.410004,85.949997,86.980003,989700,76.62484
"2011-01-05",86.480003,86.480003,84.580002,84.730003,1001000,74.642685
"2011-01-06",84.5,84.599998,81.800003,82.849998,1167900,72.986481
"2011-01-07",83.099998,84.040001,81.25,81.620003,919100,71.902901
"2011-01-10",81.470001,83.300003,80.379997,82.669998,572700,72.827919
"2011-01-11",82.800003,83.540001,82.410004,82.970001,223300,73.092216
"2011-01-12",82.93,84.489998,82.93,83.599998,426500,73.647202
"2011-01-13",83.379997,83.68,82.900002,83.139999,312100,73.241974
"2011-01-14",82.870003,84.099998,82.470001,83.889999,620800,73.902672
"2011-01-18",83.879997,84.110001,83.040001,83.980003,428800,73.981949
"2011-01-19",83.790001,84.129997,83.150002,83.5,614200,73.559113
"2011-01-20",83.080002,84.620003,83.080002,83.349998,530700,73.426964
"2011-01-21",84.07,84.489998,82.599998,83.529999,417200,73.585533
"2011-01-24",83.480003,86.160004,83.480003,84.919998,671400,74.810051
"2011-01-25",84.309998,85.620003,83.510002,84.540001,382200,74.475296
"2011-01-26",84.900002,85.059998,83.379997,84.400002,469600,74.351967
"2011-01-27",84.139999,85.050003,83.730003,84.709999,272200,74.625038
"2011-01-28",84.699997,84.919998,81.800003,82.290001,501800,72.493156
"2011-01-31",82.510002,83.82,82,83.5,576000,73.559113
"2011-02-01",83.669998,85.050003,83.120003,83.830002,673400,73.849815
"2011-02-02",83.900002,85.080002,83.419998,84.220001,284300,74.193398
"2011-02-03",83.949997,86.599998,82.220001,86.209999,746200,75.946457
"2011-02-04",86.400002,86.949997,84.989998,86,386200,75.761482
"2011-02-07",86.209999,89.07,86.209999,88.620003,548200,78.069534
"2011-02-08",91.410004,94.309998,90.339996,90.650002,673800,79.857903
"2011-02-09",88.690002,89.290001,86.059998,88.129997,611900,77.637901
"2011-02-10",87.910004,89.209999,87.800003,88.769997,214000,78.201675
"2011-02-11",88.349998,89.620003,87.650002,89.540001,292300,78.880028
"2011-02-14",89.339996,91.139999,88.839996,90.800003,501500,79.990021
"2011-02-15",90.970001,91.75,89.32,89.5,379200,78.844788
"2011-02-16",89.959999,92.25,89.730003,91.589996,660000,80.685951
"2011-02-17",91.370003,92.449997,90.760002,92.080002,487400,81.117645
"2011-02-18",92.230003,93.050003,90.93,92.139999,359700,81.170494
"2011-02-22",90.910004,94.199997,88.279999,88.389999,301700,77.866936
"2011-02-23",88.629997,89.07,85.459999,86.779999,320300,76.448639
"2011-02-24",86.720001,88.309998,85.839996,87.040001,275100,76.67765
"2011-02-25",87.07,88.330002,86.699997,88.080002,228500,77.952095
"2011-02-28",88.599998,89.629997,88.43,88.860001,339900,78.64238
"2011-03-01",89.459999,89.699997,86,86.25,304600,76.332497
"2011-03-02",86.260002,87.379997,85.690002,86.120003,354600,76.217453
"2011-03-03",87.190002,87.849998,85.769997,86.82,333400,76.836967
"2011-03-04",86.940002,87.629997,85.440002,86.449997,229900,76.509499
"2011-03-07",86.720001,86.949997,84.949997,85.150002,278500,75.358994
"2011-03-08",85.529999,86.940002,85.010002,86.059998,325200,76.164345
"2011-03-09",85.980003,86.300003,84.889999,85.580002,234200,75.73954
"2011-03-10",84.419998,84.690002,83.620003,84.25,329000,74.5625
"2011-03-11",83.730003,85.5,83.730003,84.919998,126700,75.155426
"2011-03-14",84.669998,85.669998,83.809998,84.779999,179000,75.03154
"2011-03-15",82.269997,86.540001,82,85.650002,483400,75.801491
"2011-03-16",85.290001,85.459999,83.489998,83.860001,306100,74.217293
"2011-03-17",85.470001,85.690002,84.050003,84.330002,204400,74.633263
"2011-03-18",85.400002,85.989998,84.139999,84.830002,356100,75.075775
"2011-03-21",86.139999,86.309998,85.029999,85.57,290900,75.730705
"2011-03-22",85.370003,85.889999,83.720001,84.269997,340300,74.580177
"2011-03-23",84.07,84.720001,83.370003,84.389999,431600,74.686394
"2011-03-24",84.959999,87.400002,84.580002,87.290001,403000,77.252922
"2011-03-25",87.699997,88.690002,87.220001,88.190002,211300,78.049438
"2011-03-28",88.599998,88.599998,87.68,87.839996,207900,77.739693
"2011-03-29",87.540001,89.029999,87.129997,88.330002,234000,78.173355
"2011-03-30",88.730003,89.82,88.059998,89.349998,148000,79.076057
"2011-03-31",89.080002,90.019997,88.720001,89.669998,162500,79.359253
"2011-04-01",90.379997,91.610001,90.190002,91.190002,505600,80.704491
"2011-04-04",91.169998,91.169998,88.730003,89.279999,269000,79.014122
"2011-04-05",89.730003,90.540001,89.010002,90.449997,202000,80.049561
"2011-04-06",90.989998,91.519997,90.519997,91.169998,183800,80.686783
"2011-04-07",91.019997,92.32,90.800003,90.93,249100,80.474373
"2011-04-08",91.580002,91.800003,89.650002,90.110001,315300,79.74865
"2011-04-11",90.019997,90.019997,88,88.449997,266700,78.279526
"2011-04-12",87.699997,88.889999,87.580002,88,323900,77.881294
"2011-04-13",88.709999,88.910004,87.599998,88.709999,338000,78.509628
"2011-04-14",88.089996,88.849998,87.620003,88.720001,236200,78.518509
"2011-04-15",88.769997,89.720001,88.209999,89.010002,127200,78.775154
"2011-04-18",87.610001,87.800003,86.349998,86.559998,479200,76.606873
"2011-04-19",86.879997,87.089996,85.639999,86.559998,248500,76.606873
"2011-04-20",87.790001,88.330002,87.089996,87.989998,247600,77.872414
"2011-04-21",88.650002,90.349998,88.57,90.209999,304200,79.837143
"2011-04-25",90.239998,91.050003,89.790001,90.93,346600,80.474373
"2011-04-26",91.730003,92.050003,91.449997,91.669998,399800,81.129288
"2011-04-27",91.669998,92.220001,91.309998,92.059998,631100,81.474442
"2011-04-28",91.75,92.370003,91.110001,91.519997,237500,80.996521
"2011-04-29",91.449997,92.199997,91,91.190002,317000,80.704491
"2011-05-02",91.57,92,90.889999,90.919998,448700,80.465515
"2011-05-03",90.790001,90.980003,88.160004,89.110001,677400,78.863625
"2011-05-04",89.010002,89.660004,86.870003,87.970001,428400,77.854729
"2011-05-05",87.32,88.699997,86.610001,86.980003,338300,76.9786
"2011-05-06",88.040001,88.529999,86.910004,87.190002,233200,77.164406
"2011-05-09",87.029999,87.360001,86.25,86.68,219000,76.713066
"2011-05-10",87.199997,88.470001,86.769997,88.360001,440200,78.199898
"2011-05-11",88.290001,88.309998,86.010002,87.57,425800,77.500732
"2011-05-12",87.309998,87.660004,86,86.900002,170000,76.907784
"2011-05-13",87.139999,87.139999,85.860001,86.470001,186700,76.527214
"2011-05-16",85.93,87.199997,85.93,86.75,255200,76.774994
"2011-05-17",86.370003,87.32,86.339996,86.529999,292700,76.580307
"2011-05-18",86.660004,86.970001,85.760002,86.650002,238400,76.686508
"2011-05-19",86.970001,87.379997,85.910004,86.849998,118800,76.863525
"2011-05-20",86.540001,86.889999,85.870003,86.279999,207900,76.359055
"2011-05-23",84.699997,85.889999,84.5,85.199997,181900,75.403236
"2011-05-24",85.419998,85.510002,84.440002,84.93,313500,75.164276
"2011-05-25",84.650002,84.650002,83.209999,83.559998,762800,73.95179
"2011-05-26",83.150002,83.279999,81.980003,83.220001,833400,73.650925
"2011-05-27",82.540001,84.68,82.540001,84.139999,520400,74.824776
"2011-05-31",84.769997,85.75,84.5,85.660004,344400,76.176491
"2011-06-01",85.660004,85.660004,84.160004,84.230003,484600,74.904823
"2011-06-02",84.169998,84.57,83.370003,83.68,139000,74.41568
"2011-06-03",82.540001,82.989998,81.779999,82.010002,279000,72.930603
"2011-06-06",81.760002,81.839996,80.669998,81.050003,233500,72.076866
"2011-06-07",81.82,81.849998,80.519997,81.010002,192000,72.041313
"2011-06-08",80.75,81.129997,80.279999,80.459999,172000,71.55217
"2011-06-09",80.550003,81.059998,80.160004,80.650002,251400,71.721153
"2011-06-10",80.239998,80.400002,78.75,79.07,207000,70.316055
"2011-06-13",79.160004,79.93,78.949997,79.370003,195000,70.58287
"2011-06-14",80.260002,82.900002,80.260002,82.379997,692300,73.259613
"2011-06-15",81.239998,81.650002,79.169998,79.760002,481200,70.929695
"2011-06-16",79.800003,81.040001,79.129997,79.989998,325300,71.134209
"2011-06-17",80.489998,81.110001,79.93,80.860001,304000,71.907906
"2011-06-20",80.440002,82,79.989998,81.300003,251800,72.299194
"2011-06-21",81.760002,82.639999,81.370003,82.370003,178200,73.250732
"2011-06-22",81.860001,81.989998,81.139999,81.239998,188800,72.245834
"2011-06-23",80.07,81.239998,79.309998,81.110001,355000,72.130219
"2011-06-24",81.360001,81.459999,78.940002,79.459999,690300,70.662895
"2011-06-27",79.650002,80.309998,78.949997,79.360001,195200,70.573967
"2011-06-28",79.769997,80.739998,79.480003,80.339996,230900,71.445457
"2011-06-29",80.800003,81.169998,79.660004,80.050003,294100,71.187607
"2011-06-30",80.160004,80.550003,79.82,79.970001,484500,71.116425
"2011-07-01",80.07,82.019997,79.580002,81.110001,413900,72.130219
"2011-07-05",81.18,81.720001,79.889999,81.370003,388100,72.361435
"2011-07-06",81.18,82.650002,80.459999,80.559998,442700,71.641106
"2011-07-07",81.459999,81.68,80.199997,80.839996,447800,71.890106
"2011-07-08",79.949997,80.389999,78.900002,79.75,619700,70.920776
"2011-07-11",78.709999,78.769997,77.120003,77.660004,588300,69.06218
"2011-07-12",78.260002,78.839996,77.599998,78.400002,764000,69.720261
"2011-07-13",78.830002,79.910004,78.720001,78.959999,547600,70.218246
"2011-07-14",79.5,79.720001,77.239998,77.510002,494500,68.928787
"2011-07-15",77.669998,77.870003,76.730003,77.75,381000,69.142204
"2011-07-18",77.349998,77.589996,75.959999,76.230003,296300,67.79052
"2011-07-19",76.639999,77.739998,76.639999,77.139999,373600,68.599747
"2011-07-20",77.18,77.889999,77.010002,77.760002,309400,69.151108
"2011-07-21",78.07,79.43,78.07,79.080002,271800,70.324982
"2011-07-22",78.760002,79.709999,77.580002,79.160004,423000,70.396111
"2011-07-25",78.050003,79.690002,78.050003,78.82,161300,70.09375
