"dates","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"2010-04-30",46.219357,46.362358,45.256451,45.256451,5735342,35.474922
"2010-05-03",45.580597,46.267021,45.523396,46.247955,4266132,36.25214
"2010-05-04",45.628265,45.723602,44.312614,44.674896,7638696,35.019066
"2010-05-05",43.874065,44.150543,43.282974,43.740593,6090503,34.286705
"2010-05-06",43.378311,44.064739,38.115715,42.234268,10313000,33.105934
"2010-05-07",41.652714,42.539349,40.86142,41.490643,9093011,32.523033
"2010-05-10",43.559456,44.24588,43.23531,43.921734,6557059,34.428688
"2010-05-11",43.511784,44.436554,43.445049,43.711994,4776217,34.264282
"2010-05-12",44.017071,44.808369,43.912201,44.684429,4299802,35.026527
"2010-05-13",44.646294,44.751163,43.978935,44.036137,2956147,34.518368
"2010-05-14",43.654793,43.759663,42.644218,43.359245,8956129,33.987774
"2010-05-17",43.397381,43.673859,42.558414,43.32111,7189238,33.95789
"2010-05-18",43.378311,43.950336,42.453545,42.634686,7800753,33.644165
"2010-05-19",42.205669,42.501213,41.280899,41.814789,7861170,32.997154
"2010-05-20",40.499138,40.890018,39.564835,39.841312,9928679,31.439844
"2010-05-21",38.992813,40.565872,38.868877,40.108257,11651621,31.650486
"2010-05-24",40.184525,40.680279,39.793644,39.888981,6737157,31.477448
"2010-05-25",38.687737,39.879448,38.230118,39.841312,8108189,31.439844
"2010-05-26",40.184525,40.985355,39.984318,40.146393,8937773,31.680588
"2010-05-27",41.14743,41.471573,40.661209,41.395306,6046134,32.666138
"2010-05-28",41.338104,41.500175,40.432404,40.775616,4776217,32.177135
"2010-06-01",40.270329,44.388885,39.879448,39.946182,5353748,31.522596
"2010-06-02",40.24173,40.956757,39.993851,40.928154,5293121,32.297501
"2010-06-03",40.994888,41.404839,40.851883,41.242767,3634582,32.545765
"2010-06-04",40.089188,40.422867,38.973747,39.154884,5834359,30.898165
"2010-06-07",39.21209,39.278824,38.115715,38.134781,5526294,30.093174
"2010-06-08",38.106178,38.611465,37.476955,38.544731,8476671,30.41667
"2010-06-09",38.725868,39.4981,38.077579,38.144314,10798122,30.100689
"2010-06-10",38.887943,39.536236,38.735405,39.336025,7619081,31.041096
"2010-06-11",38.849808,39.450432,38.582867,39.39323,6964771,31.086248
"2010-06-14",39.421829,40.22266,39.421829,39.593437,6371087,31.24423
"2010-06-15",40.003384,41.042557,39.850845,41.033024,5662128,32.380249
"2010-06-16",40.594475,40.994888,40.527737,40.756546,5477834,32.162067
"2010-06-17",40.870953,40.909084,40.098721,40.661209,6833027,32.086849
"2010-06-18",40.775616,40.956757,40.518204,40.918621,9066684,32.289982
"2010-06-21",41.395306,41.728985,40.661209,40.928154,5572131,32.297501
"2010-06-22",41.099758,41.261833,40.155926,40.232193,4986314,31.748302
"2010-06-23",40.203594,40.356133,39.564835,39.888981,5280953,31.477448
"2010-06-24",39.669704,39.831779,38.992813,39.08815,5436717,30.84551
"2010-06-25",39.202557,39.888981,39.030949,39.660172,6577617,31.296902
"2010-06-28",39.869915,39.917583,39.19302,39.278824,3165509,30.995958
"2010-06-29",38.5924,38.649601,37.248146,37.496021,7947391,29.589109
"2010-06-30",36.790531,38.048977,36.742863,37.210014,8611981,29.363419
"2010-07-01",37.171879,37.171879,36.123173,36.752396,8430729,29.0023
"2010-07-02",36.790531,37.210014,36.399647,36.73333,5350391,28.987246
"2010-07-06",37.314884,37.515091,36.580788,36.904934,5762613,29.122652
"2010-07-07",36.933537,38.315922,36.904934,38.315922,6228225,30.236115
"2010-07-08",38.77354,38.945145,38.287319,38.830742,4133549,30.642374
"2010-07-09",38.935612,39.421829,38.706802,39.345558,5242878,31.048632
"2010-07-12",39.21209,39.440899,38.77354,38.916546,3117889,30.710085
"2010-07-13",39.488567,40.136856,39.383694,39.898514,4923275,31.48498
"2010-07-14",39.70784,40.070122,39.459965,39.745975,3697937,31.364597
"2010-07-15",39.803177,40.098721,38.821205,39.841312,5477100,31.439844
"2010-07-16",39.4981,39.612503,38.211052,38.315922,5786738,30.236115
"2010-07-19",38.544731,38.659134,38.163383,38.46846,4169317,30.356493
"2010-07-20",37.896439,39.345558,37.753433,39.278824,4608496,30.995958
"2010-07-21",39.526699,39.974785,38.954678,39.21209,5132637,30.943302
"2010-07-22",39.698307,40.785149,39.660172,40.670746,6092916,32.094364
"2010-07-23",41.299969,41.824322,40.518204,41.471573,8547263,32.726326
"2010-07-26",41.423904,42.167534,41.338104,41.843388,5716881,33.019722
"2010-07-27",42.177067,42.234268,41.338104,41.404839,6665726,32.673664
"2010-07-28",41.471573,41.471573,40.994888,41.223698,4340080,32.530708
"2010-07-29",41.423904,41.585979,40.270329,40.727947,7362098,32.139511
"2010-07-30",40.546806,41.042557,39.860378,40.86142,4654544,32.244831
"2010-08-02",41.624111,41.87199,41.309502,41.690849,4742442,32.899357
"2010-08-03",41.547844,41.56691,41.013958,41.128361,5294799,32.455486
"2010-08-04",41.347637,42.1008,41.233231,41.929192,5008132,33.08744
"2010-08-05",41.624111,42.110332,41.576447,42.062664,3324524,33.192772
"2010-08-06",41.471573,41.99593,41.042557,41.728985,3429940,32.929451
"2010-08-09",42.014996,42.043594,41.624111,41.843388,2208587,33.019722
"2010-08-10",41.509708,41.652714,40.96629,41.395306,3577941,32.666138
"2010-08-11",40.584942,40.708878,39.622036,39.860378,5761774,31.454874
"2010-08-12",39.231155,39.593437,39.145351,39.364628,3605527,31.063677
"2010-08-13",39.202557,39.574368,39.154884,39.39323,3394591,31.086248
"2010-08-16",39.116753,39.440899,38.620998,39.259758,3069534,30.980925
"2010-08-17",39.927116,41.013958,39.70784,40.413334,6340878,31.891239
"2010-08-18",40.298931,40.413334,39.784111,40.194057,4239385,31.946543
"2010-08-19",39.936649,39.936649,38.57333,38.868877,6355563,30.893305
"2010-08-20",38.477993,38.849808,38.182449,38.744938,4697759,30.794773
"2010-08-23",38.868877,39.135818,38.268253,38.287319,3308686,30.431063
"2010-08-24",37.839237,37.858303,36.914467,37.505558,7071550,29.809704
"2010-08-25",37.12421,37.276749,36.30431,37.009804,8038121,29.415682
"2010-08-26",37.372086,37.524624,36.771461,36.895401,4803069,29.324745
"2010-08-27",37.238613,37.839237,36.599857,37.801102,4334835,30.044603
"2010-08-30",37.581825,37.896439,37.019341,37.047939,3078030,29.445995
"2010-08-31",36.933537,37.45789,36.50452,37.238613,7061480,29.59754
"2010-09-01",37.7439,39.19302,37.610428,38.973747,7002217,30.976637
"2010-09-02",39.050014,40.051052,39.050014,40.051052,6942639,31.832891
"2010-09-03",40.384731,41.233231,40.384731,40.823284,5952886,32.446671
"2010-09-07",40.499138,40.689812,39.888981,39.974785,4823733,31.772263
"2010-09-08",39.946182,40.537273,39.946182,40.22266,4006421,31.969288
"2010-09-09",40.785149,40.918621,39.860378,40.01292,4278928,31.802582
"2010-09-10",40.194057,40.890018,39.974785,40.813747,4757547,32.439083
"2010-09-13",41.290436,41.557377,41.080692,41.280899,4412245,32.810379
"2010-09-14",41.261833,41.748051,41.042557,41.509708,5146693,32.992237
"2010-09-15",41.338104,41.595512,41.137894,41.538311,5158441,33.01498
"2010-09-16",41.319035,41.814789,41.290436,41.690849,4586050,33.136204
"2010-09-17",41.843388,42.024529,41.509708,41.776653,6490558,33.204414
"2010-09-20",41.986393,42.339142,41.643181,42.243805,4859396,33.57571
"2010-09-21",42.281937,42.434479,41.843388,42.243805,5113967,33.57571
"2010-09-22",42.072197,42.253338,41.35717,41.643181,4629894,33.098328
"2010-09-23",41.547844,41.910126,41.080692,41.214165,5192111,32.757339
"2010-09-24",41.662247,42.415409,41.662247,42.38681,4252286,33.689373
"2010-09-27",42.434479,42.434479,41.662247,41.795719,4258999,33.21957
"2010-09-28",41.900593,42.253338,41.185562,42.129398,4814712,33.484768
"2010-09-29",41.852921,42.224735,41.700382,41.986393,4328122,33.371109
"2010-09-30",42.281937,42.796757,41.662247,41.891056,5700413,33.295341
"2010-10-01",42.158001,42.625153,41.967327,42.091267,5094772,33.454468
"2010-10-04",42.091267,42.463078,41.385773,41.576447,4210854,33.04528
"2010-10-05",41.99593,43.120903,41.938725,42.911163,6727192,34.106121
"2010-10-06",42.911163,43.711994,42.90163,43.588055,5832576,34.644127
"2010-10-07",43.721527,43.721527,42.958832,43.359245,4513465,34.462265
"2010-10-08",43.445049,43.750126,43.063702,43.616657,3769682,34.666851
"2010-10-11",43.540386,43.711994,43.292511,43.483185,3322007,34.560783
"2010-10-12",43.282974,43.540386,42.663284,43.425983,3773039,34.515301
"2010-10-13",43.73106,44.503288,43.588055,44.24588,4993866,35.166965
"2010-10-14",44.217278,44.236347,43.597588,44.017071,4179072,34.985111
"2010-10-15",44.388885,44.522358,43.788261,44.322147,4997957,35.227577
"2010-10-18",44.341217,44.827435,44.14101,44.808369,4576819,35.614025
"2010-10-19",44.14101,44.646294,43.588055,44.007538,7788166,34.977528
"2010-10-20",44.179146,45.084846,44.102875,44.24588,9711030,35.166965
"2010-10-21",44.531891,45.056244,44.217278,44.493755,6243854,35.363987
"2010-10-22",44.465157,45.142048,43.23531,45.056244,7467619,35.811047
"2010-10-25",45.523396,46.028683,45.227852,45.313652,5165154,36.015625
"2010-10-26",45.208782,45.246918,44.703499,45.07531,4176450,35.826218
"2010-10-27",44.465157,44.951374,44.102875,44.894173,4251762,35.682236
"2010-10-28",45.256451,45.551994,44.45562,44.903706,3418821,35.689816
"2010-10-29",44.693962,45.008575,44.436554,44.913239,3248478,35.697399
"2010-11-01",44.741631,45.161114,44.388885,44.617695,4612272,35.46249
"2010-11-02",44.875103,45.189716,44.741631,45.037174,3068800,35.795898
"2010-11-03",45.180183,45.38039,44.560493,45.227852,3413577,35.947453
"2010-11-04",45.733135,46.734173,45.618732,46.72464,8471951,37.137123
"2010-11-05",46.715107,47.039253,46.476765,46.982052,8128223,37.341705
"2010-11-08",46.686504,47.077389,46.476765,46.819977,5989178,37.212879
"2010-11-09",47.02972,47.02972,46.476765,46.734173,6785197,37.144688
"2010-11-10",46.696037,46.696037,46.219357,46.553036,4777056,37.000713
"2010-11-11",46.228889,46.438629,45.666401,46.057281,4558254,36.606689
"2010-11-12",45.799873,45.952412,44.999043,45.304119,5225046,36.00808
"2010-11-15",45.428059,45.828472,45.304119,45.370857,3350642,36.061108
"2010-11-16",45.714069,47.191792,45.714069,46.181221,14557524,36.705193
"2010-11-17",46.238422,46.82951,45.923809,46.543499,9349365,37.225979
"2010-11-18",47.13459,47.639874,47.010651,47.420601,4968692,37.927505
"2010-11-19",47.325264,47.468269,46.839046,47.458736,4916457,37.958015
"2010-11-22",47.086922,47.716145,46.74371,47.334797,4600839,37.858883
"2010-11-23",46.905781,47.592209,46.791374,47.287128,4972469,37.820747
"2010-11-24",47.506405,48.087959,47.411064,48.059357,5320602,38.438393
"2010-11-26",47.468269,47.944954,47.23946,47.792416,1660007,38.224888
"2010-11-29",47.458736,47.716145,46.896248,47.601742,4008834,38.072388
"2010-11-30",47.306194,47.706612,46.810444,47.391998,4333682,37.904625
"2010-12-01",48.059357,48.841122,48.059357,48.507442,5347769,38.79678
"2010-12-02",48.469307,49.088997,48.240498,48.802986,5493253,39.033161
"2010-12-03",48.707649,49.136665,48.402573,49.050861,3898803,39.2314
"2010-12-06",48.88879,49.012726,48.574177,48.78392,3261694,39.017902
