"dates","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"2011-07-12",131.419998,132.660004,130.100006,130.309998,4330900,111.901749
"2011-07-13",130.740005,131.770004,129.699997,129.919998,4410500,111.566879
"2011-07-14",131.699997,132.199997,129.75,129.889999,5357200,111.541077
"2011-07-15",131.309998,131.509995,129.179993,130.160004,5255100,111.772964
"2011-07-18",129.580002,130.160004,127.5,129.330002,5836500,111.060219
"2011-07-19",125.730003,129.929993,125.5,128.490005,15297700,110.338875
"2011-07-20",128,133.800003,127.580002,132.75,8578300,113.99704
"2011-07-21",133.520004,135.979996,133.25,135.580002,7671000,116.427338
"2011-07-22",135.029999,136.470001,134.440002,135.490005,4925500,116.350014
"2011-07-25",134.169998,137.130005,133.5,136.850006,5856700,117.517929
"2011-07-26",136.610001,139.25,136.020004,137.600006,5464700,118.161934
"2011-07-27",136.789993,137.25,134.440002,134.720001,5250000,115.688766
"2011-07-28",134.970001,138.130005,134.649994,135.839996,4429700,116.65062
"2011-07-29",134.100006,136.600006,133.130005,134.970001,5340300,115.903465
"2011-08-01",136.919998,137.339996,133.75,134.149994,5880700,115.199272
"2011-08-02",132.080002,134.759995,131.179993,131.229996,7594500,112.691803
"2011-08-03",131.350006,133.270004,130.710007,132.080002,6499400,113.421715
"2011-08-04",130.839996,131.889999,126.209999,126.230003,8193300,108.398125
"2011-08-05",127.75,129.229996,122.349998,125.18,11167300,107.496445
"2011-08-08",122.080002,125.440002,112.110001,117.660004,17378000,101.038757
"2011-08-09",120.510002,123.150002,111.599998,122.730003,15913400,105.392563
"2011-08-10",119.580002,119.669998,110.040001,110.339996,18592000,94.752823
"2011-08-11",112.940002,119.75,112.25,118.099998,11842200,101.416588
"2011-08-12",119.82,120.879997,115.290001,116.470001,9607900,100.016884
"2011-08-15",117.57,119.699997,116,119.129997,7257200,102.301094
"2011-08-16",117.599998,119.779999,115.5,116.870003,7413100,100.360374
"2011-08-17",117.360001,118.75,116.550003,117.25,4828600,100.686691
"2011-08-18",112.150002,114.5,112.040001,113.139999,9284600,97.157265
"2011-08-19",111.870003,115.300003,111.110001,111.760002,6829000,95.972244
"2011-08-22",114.169998,114.489998,105.099998,106.510002,11286600,91.463875
"2011-08-23",106.019997,108.800003,103.160004,106.860001,24482500,91.764435
"2011-08-24",106.900002,110.739998,106.389999,110.309998,10169800,94.727043
"2011-08-25",114.510002,118.099998,108.110001,109.839996,11939500,94.323463
"2011-08-26",108.629997,112.580002,107.720001,111.75,7355700,95.963623
"2011-08-29",113.650002,116.540001,112.330002,116.07,5177900,99.673393
"2011-08-30",115.330002,116,113.25,115.18,5298800,99.208244
"2011-08-31",115.400002,117.800003,114.669998,116.220001,6488100,100.104019
"2011-09-01",115.550003,115.550003,111.599998,112.160004,9855500,96.607025
"2011-09-02",108.580002,109.239998,105.800003,107.059998,8380900,92.214218
"2011-09-06",103.669998,105.599998,103.43,104.559998,7749300,90.060905
"2011-09-07",106,108.790001,105,108.339996,6526400,93.316727
"2011-09-08",107.129997,108,104.739998,104.790001,6508800,90.259026
"2011-09-09",104.379997,105.82,102.220001,102.25,8613700,88.071251
"2011-09-12",100.790001,103,99.779999,102.919998,8769600,88.648323
"2011-09-13",103.410004,105.18,101.5,104.089996,7119200,89.656075
"2011-09-14",104.910004,105.879997,103.529999,104.540001,6602200,90.043686
"2011-09-15",105.169998,108.190002,105.099998,107.970001,6354500,92.998047
"2011-09-16",109.07,109.660004,105.910004,107.489998,7999300,92.584618
"2011-09-19",105.32,105.599998,103.25,104.809998,5821600,90.276245
"2011-09-20",105,105.269997,102.529999,102.610001,4978100,88.38131
"2011-09-21",102.809998,102.830002,97.720001,97.860001,8586100,84.28997
"2011-09-22",95.959999,96.029999,91.400002,93.980003,12381300,80.948021
"2011-09-23",92.839996,96.519997,92.800003,95.18,17489100,81.981598
"2011-09-26",96.190002,99.730003,95,99.139999,7038600,85.392471
"2011-09-27",101.199997,104.080002,98.779999,99.550003,8583800,85.745636
"2011-09-28",99.980003,100.809998,96.209999,96.32,5676800,82.963539
"2011-09-29",98.650002,99.980003,97.199997,99.870003,5949200,86.021248
"2011-09-30",98.279999,98.400002,94.459999,94.550003,5780200,81.43895
"2011-10-03",93.739998,95.720001,89.879997,90.080002,7745200,77.588821
"2011-10-04",88.32,95.220001,84.269997,94.580002,1.2e+07,81.464806
"2011-10-05",93.870003,95.540001,90.82,94.290001,8455400,81.215034
"2011-10-06",94,98,91.760002,97.93,7604000,84.350273
"2011-10-07",98.07,98.07,92.25,92.690002,7636900,79.836906
"2011-10-10",94.919998,96.389999,93.949997,96.139999,6123500,82.808495
"2011-10-11",94.559998,98.809998,94,96.699997,7065300,83.290848
"2011-10-12",98.199997,101.129997,96.389999,99.110001,8237900,85.366646
"2011-10-13",97.870003,98.019997,94.519997,96.150002,6571500,82.817101
"2011-10-14",96.790001,97.839996,94.650002,96.730003,5557400,83.316681
"2011-10-17",95.510002,97.889999,95.169998,96.900002,7227800,83.463104
"2011-10-18",98.190002,103.739998,96.550003,102.25,16777200,88.071251
"2011-10-19",101.550003,104.940002,100.32,100.790001,9959400,86.813683
"2011-10-20",101.690002,102.169998,98.279999,100.860001,7351200,86.87397
"2011-10-21",101.739998,103.059998,100.589996,102.089996,5854800,87.933411
"2011-10-24",102.650002,104.730003,102.580002,103.980003,5616600,89.561333
"2011-10-25",103.050003,103.169998,100.080002,100.440002,5150100,86.512207
"2011-10-26",101.900002,106.739998,101.360001,106.330002,11751700,91.585457
"2011-10-27",110.330002,117.529999,110,116.400002,16477900,100.259087
"2011-10-28",114.339996,118.07,114,115.860001,8249500,99.793953
"2011-10-31",112.790001,113.889999,109.480003,109.550003,8071700,94.35894
"2011-11-01",103.489998,107.099998,102.709999,103.540001,10225400,89.182343
"2011-11-02",106.449997,107.25,104.75,106.129997,5602800,91.413216
"2011-11-03",108.029999,108.709999,102.089996,107.68,8295100,92.748253
"2011-11-04",106.330002,106.57,103.809998,105.040001,6074600,90.474342
"2011-11-07",104.949997,106.150002,103.75,105.57,4696900,90.930847
"2011-11-08",106.410004,109.260002,106.199997,108.580002,6138600,93.523483
"2011-11-09",104.989998,105,98.830002,99.669998,10596500,85.848991
"2011-11-10",101.870003,101.940002,98.139999,99.5,8536500,85.702553
"2011-11-11",100.889999,102.199997,100.260002,101.660004,4770400,87.563026
"2011-11-14",100.519997,100.610001,98.379997,99.290001,4826400,85.52169
"2011-11-15",98.300003,101.019997,98.059998,99.75,5664100,85.917915
"2011-11-16",98.870003,98.989998,95.25,95.599998,8889900,82.343353
"2011-11-17",95.989998,96.440002,91.82,92.349998,8994900,79.544044
"2011-11-18",92.470001,93.389999,91.309998,91.910004,6228700,79.165054
"2011-11-21",90.18,92.290001,88.900002,91.300003,7802900,78.639641
"2011-11-22",90.709999,91.800003,88.610001,89.400002,7087400,77.00312
"2011-11-23",88.980003,89.279999,87.599998,87.889999,6608600,75.702484
"2011-11-25",88.059998,91.440002,87.739998,88.75,3675000,76.443207
"2011-11-28",92.720001,93.75,89.370003,90.779999,8730600,78.19175
"2011-11-29",90.349998,91.290001,88.650002,88.809998,5877300,76.790955
"2011-11-30",92.400002,96.010002,91.370003,95.860001,10871200,82.886879
"2011-12-01",94.580002,95.620003,93.199997,94.43,6036600,81.650414
"2011-12-02",95.529999,102.419998,95.529999,97.25,15122900,84.088768
"2011-12-05",99.559998,102.190002,99.050003,99.82,8527400,86.310951
"2011-12-06",99.639999,102.099998,99,101.160004,6401800,87.469627
"2011-12-07",100.269997,106.099998,99.050003,105.129997,10620400,90.902344
"2011-12-08",103.68,104.690002,99.379997,99.919998,9218200,86.397423
"2011-12-09",101.120003,103.580002,100.790001,101.449997,7014600,87.720367
"2011-12-12",99.339996,99.449997,97.519997,98.029999,6133300,84.763222
"2011-12-13",99.190002,99.940002,93.349998,95.040001,10105700,82.177849
"2011-12-14",93.779999,95.709999,92.449997,93.25,8376300,80.630135
"2011-12-15",94.739998,95.099998,91.900002,91.900002,8163200,79.462791
"2011-12-16",92.709999,93.589996,89.900002,90.099998,10053500,77.906395
"2011-12-19",90.620003,90.919998,86.900002,87.699997,9545300,75.8312
"2011-12-20",89.82,91.5,88.150002,90.980003,8610800,78.667313
"2011-12-21",91.040001,92.209999,89.279999,92,6422500,79.549271
"2011-12-22",92.120003,94.949997,91.790001,94.419998,8280500,81.641739
"2011-12-23",94.800003,95,92.730003,93.790001,3919500,81.097046
"2011-12-27",93.5,93.839996,91.830002,91.900002,3672000,79.462791
"2011-12-28",91.660004,92.440002,90.040001,90.120003,3917400,77.923706
"2011-12-29",90.589996,91.43,90.25,91.010002,4290500,78.69323
"2011-12-30",90.529999,91.139999,90.139999,90.43,4182800,78.19175
"2012-01-03",92.970001,96.43,92.830002,95.360001,8645200,82.454552
"2012-01-04",94.730003,95.129997,93.68,94.739998,7406200,81.918457
"2012-01-05",93.949997,95.800003,92.5,94.580002,8131300,81.780121
"2012-01-06",93.800003,93.959999,92.419998,93.419998,5940900,80.7771
"2012-01-09",93.489998,95.110001,92.959999,94.690002,5018200,81.875229
"2012-01-10",97.360001,99.480003,97.040001,98.330002,7682700,85.022591
"2012-01-11",97.940002,100.620003,97.5,99.760002,7223000,86.259079
"2012-01-12",100.559998,101.449997,98.260002,101.209999,6858700,87.512833
"2012-01-13",98,99.43,97,98.959999,7615800,85.567337
"2012-01-17",98.620003,101.839996,96.949997,97.68,8041500,84.460571
"2012-01-18",99,105.830002,97.800003,104.309998,17960300,90.193298
"2012-01-19",106.25,108.300003,104.879997,107.68,11480900,93.107224
"2012-01-20",107.32,109.43,106.599998,108.739998,8439700,94.023758
"2012-01-23",108.489998,110.900002,107.519997,108.190002,7091800,93.548225
"2012-01-24",106.790001,109.099998,106.25,108.870003,4543900,94.136185
"2012-01-25",106.230003,108.949997,105.93,108.269997,7927600,93.617378
"2012-01-26",108.610001,110.300003,108.029999,108.559998,6909600,93.868126
"2012-01-27",107.769997,112.199997,107.620003,111.769997,8403600,96.643715
"2012-01-30",110.370003,110.419998,108.769997,109.730003,6356900,94.879784
"2012-01-31",110.690002,112.5,109.160004,111.470001,8028400,96.3843
"2012-02-01",112.610001,116.650002,111.610001,113.449997,11333000,98.096352
"2012-02-02",114.339996,115.410004,112.709999,113.389999,6624200,98.044472
"2012-02-03",115.610001,117.57,115.400002,117.529999,7454500,101.624199
"2012-02-06",116.389999,117.599998,116.330002,117.389999,3421900,101.50312
"2012-02-07",116.769997,116.980003,115.309998,115.980003,5727300,100.283936
"2012-02-08",116.610001,117.040001,114.540001,116.150002,4958200,100.430946
"2012-02-09",117.190002,117.389999,115.050003,115.879997,4769800,100.197495
"2012-02-10",114.519997,115.660004,113.260002,114.120003,5849400,98.675682
"2012-02-13",115.860001,116.07,113.980003,114.529999,3990000,99.030182
"2012-02-14",113.660004,113.849998,111.400002,112.870003,4870300,97.594849
"2012-02-15",113.279999,115.25,112.910004,113.169998,6111800,97.854218
"2012-02-16",112.449997,114.980003,111.620003,114.739998,6372400,99.211761
"2012-02-17",115.459999,116.650002,114.830002,115.910004,5182300,100.223419
"2012-02-21",116.220001,117.910004,115.93,116.629997,5320400,100.845993
"2012-02-22",116.220001,117.139999,114.290001,114.360001,4508500,98.883194
"2012-02-23",114.620003,115.82,113.220001,115.800003,5609600,100.128311
"2012-02-24",116.32,116.970001,115.110001,115.870003,4877500,100.18885
"2012-02-27",114.519997,116.650002,113.940002,116.230003,4370200,100.50013
"2012-02-28",116,118.660004,115.25,117.110001,6448200,101.566872
"2012-02-29",116.510002,118.129997,115.139999,115.139999,6650700,99.858315
"2012-03-01",115.970001,121.239998,115.839996,121.129997,10485800,105.053337
"2012-03-02",121.410004,122.18,119.860001,119.959999,7044100,104.038635
"2012-03-05",119.599998,119.949997,117.510002,118.629997,5612700,102.885132
"2012-03-06",116.120003,116.239998,113.110001,113.669998,8161100,98.583443
"2012-03-07",114.660004,116.730003,114.290001,116.400002,5595000,100.951126
"2012-03-08",117.730003,118.68,116.080002,117.169998,4784100,101.618904
"2012-03-09",117.620003,118.489998,116.239998,117.290001,5000600,101.722984
"2012-03-12",117.699997,117.870003,116.279999,116.989998,4060000,101.462784
"2012-03-13",118.400002,124.849998,118.400002,124.540001,11884700,108.01075
"2012-03-14",124.519997,124.870003,119.82,120.370003,14837200,104.394211
"2012-03-15",121.730003,123.550003,120.120003,123.059998,7245600,106.727158
"2012-03-16",123.099998,123.5,121.059998,122.93,7425700,106.614441
"2012-03-19",122.93,126,122.199997,124.300003,8020700,107.802612
"2012-03-20",123.489998,127.860001,123.260002,126.019997,8247000,109.294327
"2012-03-21",126.68,127.510002,124.510002,125.989998,4820500,109.268303
"2012-03-22",124.790001,125.57,124.089996,124.739998,5028400,108.184174
"2012-03-23",125.860001,126.800003,124.510002,126.18,5160600,109.43309
"2012-03-26",127.260002,128.210007,126.440002,128.070007,4444000,111.072258
"2012-03-27",128.589996,128.720001,126.199997,126.330002,5447000,109.563179
"2012-03-28",126.099998,127.239998,124.089996,126.360001,5187900,109.589203
"2012-03-29",125.660004,126.599998,122.889999,123.760002,5538800,107.334282
"2012-03-30",124.690002,125.470001,122.93,124.370003,4651400,107.863319
"2012-04-02",124.139999,125.540001,123.379997,124.900002,4084700,108.32296
"2012-04-03",124.32,124.43,121.699997,122.709999,5594800,106.42363
"2012-04-04",120.82,121.629997,119.860001,119.959999,5633800,104.038635
"2012-04-05",119.449997,120.589996,117.629997,118,6103700,102.33876
"2012-04-09",116.059998,117.989998,115.669998,117.019997,4043300,101.488831
"2012-04-10",117.279999,118.220001,114.449997,114.559998,5770400,99.355331
"2012-04-11",116.370003,117.019997,115.559998,115.93,4177500,100.543495
"2012-04-12",116.57,120.410004,116,120.389999,5514600,104.411568
"2012-04-13",119.989998,120.089996,114.889999,115.089996,6368200,99.815002
"2012-04-16",117.120003,118.410004,114.959999,117.730003,7137600,102.104584
"2012-04-17",119.370003,119.769997,116.239998,116.860001,12894400,101.350067
"2012-04-18",114.760002,116.790001,114.230003,115.330002,6637400,100.023109
"2012-04-19",115.099998,115.480003,112.470001,113.599998,9240300,98.522751
"2012-04-20",113.910004,114.169998,112.32,112.440002,5369600,97.516701
"2012-04-23",110.519997,111.940002,110.07,111.75,7047600,96.918274
"2012-04-24",111.559998,114.25,111.040001,114.110001,4701900,98.965057
"2012-04-25",115.110001,115.110001,112.720001,113.980003,5080600,98.852303
"2012-04-26",113.43,115.550003,113.080002,114.559998,4587600,99.355331
"2012-04-27",114.230003,114.989998,113.339996,114.410004,4008400,99.225243
"2012-04-30",114.190002,115.300003,113.610001,115.150002,4240300,99.867027
"2012-05-01",114.839996,116.480003,114.150002,115.330002,4308600,100.023109
"2012-05-02",114.099998,114.470001,112.769997,113.769997,3956400,98.670189
"2012-05-03",113.980003,114.279999,110.809998,111.529999,4854800,96.727455
"2012-05-04",110.779999,110.900002,108.800003,108.989998,5500100,94.524597
"2012-05-07",108.529999,110.860001,108.290001,110.040001,3267400,95.435242
"2012-05-08",108.989998,110.190002,107.769997,109.370003,4065900,94.854134
"2012-05-09",107.300003,108.639999,106.660004,107.290001,4777100,93.050217
"2012-05-10",108.559998,109.360001,106.120003,106.32,4694200,92.208946
"2012-05-11",103.419998,103.790001,101.589996,102.129997,10631800,88.57505
"2012-05-14",100.860001,101.07,99.32,99.769997,10075600,86.528275
"2012-05-15",100.139999,101.769997,99.779999,99.870003,5656700,86.615013
"2012-05-16",100.550003,102.139999,98.199997,98.199997,5797200,85.166656
"2012-05-17",98.57,99.940002,97.080002,97.080002,6375200,84.195305
"2012-05-18",97.529999,97.900002,95,95.489998,7184700,82.816322
"2012-05-21",94.800003,97.550003,94,96.510002,5314700,83.700951
"2012-05-22",96.879997,99.949997,96.589996,97.529999,5839700,84.585587
"2012-05-23",96.75,98.510002,95.510002,98.040001,5469700,85.027885
"2012-05-24",98.32,98.5,95.839996,96.860001,5177300,84.004509
"2012-05-25",96.540001,97.779999,96.510002,96.699997,3096000,83.865753
"2012-05-29",97.010002,97.879997,95.379997,97.860001,4528000,85.277451
"2012-05-30",96.68,96.900002,94.410004,94.610001,5713200,82.445305
"2012-05-31",94.900002,96.650002,93.699997,95.699997,4833000,83.39518
"2012-06-01",94.07,94.199997,92.190002,92.639999,5384700,80.728622
"2012-06-04",92.760002,93.019997,90.550003,91,5332600,79.2995
"2012-06-05",90.959999,93,90.709999,92.209999,4682900,80.353912
"2012-06-06",93.040001,95.07,92.900002,94.959999,6399600,82.75032
"2012-06-07",96.639999,97.5,93.290001,94,6068400,81.91375
"2012-06-08",93.629997,94.839996,92.889999,94.540001,3366700,82.384323
"2012-06-11",96.010002,96.760002,92.660004,92.800003,4941700,80.868042
"2012-06-12",92.910004,94.040001,92.519997,94.040001,3668500,81.948601
"2012-06-13",93.32,94.419998,92.269997,92.720001,4694700,80.79834
"2012-06-14",92.940002,94.290001,92.510002,93.82,4461000,81.756882
"2012-06-15",93.68,95.769997,92.75,95.660004,6186200,83.360336
"2012-06-18",95.239998,95.269997,93.32,93.629997,4081400,81.591324
"2012-06-19",94.300003,97.470001,94.150002,96.370003,5295200,83.979042
"2012-06-20",97.010002,97.599998,95.370003,96.550003,4941300,84.135887
"2012-06-21",96.800003,96.870003,93.870003,93.900002,5577700,81.826622
"2012-06-22",95.32,95.32,93.160004,93.629997,6720200,81.591324
"2012-06-25",92.360001,92.400002,90.660004,91.220001,4211300,79.491219
"2012-06-26",91.489998,91.830002,90.43,91.029999,4248000,79.32563
"2012-06-27",91.190002,93.790001,91.019997,93.269997,3576100,81.277641
"2012-06-28",92.089996,93.519997,91.330002,93.489998,4413500,81.469337
"2012-06-29",96.010002,96.18,94.519997,95.860001,6245300,83.534622
"2012-07-02",96.559998,97.300003,95.589996,97.129997,3515900,84.641304
"2012-07-03",97.129997,98.769997,96.629997,98.599998,2251100,85.922302
"2012-07-05",98.209999,98.209999,95.889999,95.919998,3736900,83.586868
"2012-07-06",94.639999,96,94.5,95.470001,3312800,83.194756
"2012-07-09",94.839996,95.349998,93.669998,94.470001,4121300,82.323341
"2012-07-10",94.860001,95.300003,93.150002,94.25,3668600,82.131584
"2012-07-11",93.879997,95.470001,93.75,95.129997,4516400,82.898476
"2012-07-12",94.339996,94.739998,93.230003,94.019997,3187000,81.93116
"2012-07-13",94.919998,97.860001,94.800003,97.43,4592400,84.902725
"2012-07-16",97.730003,98.150002,95.959999,97.68,4503000,85.120583
"2012-07-17",100.239998,100.489998,97.18,97.980003,9502200,85.382027
"2012-07-18",97.349998,97.809998,96.18,96.510002,4443200,84.101013
"2012-07-19",96.599998,96.639999,94.550003,95,6164100,82.785172
"2012-07-20",94.470001,95.300003,94.099998,94.160004,5543900,82.0532
"2012-07-23",91.940002,93.419998,91.150002,93.160004,4761200,81.181763
"2012-07-24",93.379997,94.599998,93.209999,94.470001,5301700,82.323341
"2012-07-25",95.059998,96.690002,94.849998,95.959999,4578900,83.621735
"2012-07-26",97.440002,98.199997,96.75,98.059998,5077400,85.451721
"2012-07-27",98.410004,102.050003,98.120003,101.639999,6397200,88.571404
"2012-07-30",101.150002,102.18,100.349998,100.879997,3659600,87.909142
"2012-07-31",100.260002,101.779999,100,100.900002,3664000,87.926575
"2012-08-01",101.269997,101.760002,99.82,100.089996,3092800,87.220703
"2012-08-02",98.5,99.029999,96.720001,97.809998,3980200,85.233902
"2012-08-03",99.349998,101.360001,99,100.980003,3283100,87.996284
"2012-08-06",101.25,102.849998,100.75,102.019997,2768700,88.90255
"2012-08-07",102.379997,104.379997,102.330002,103.239998,3845000,89.965683
"2012-08-08",102.5,103.309998,102.169998,102.5,2351100,89.320839
"2012-08-09",102.410004,104,102.300003,103.599998,2850200,90.279411
"2012-08-10",103.370003,103.379997,102.120003,103.019997,3121600,89.773987
"2012-08-13",102.550003,103.970001,102.550003,103.610001,2008600,90.288132
"2012-08-14",104.150002,105.629997,102.910004,103.260002,3148200,89.983139
"2012-08-15",103.349998,104.5,103.050003,103.129997,2452500,89.869843
"2012-08-16",103.260002,103.93,102.599998,103.489998,2417900,90.183548
"2012-08-17",103.449997,103.610001,102.800003,103.599998,2509700,90.279411
"2012-08-20",103.32,105.5,103.139999,105.279999,3860800,91.743408
"2012-08-21",105.690002,107.339996,104.75,105.32,4459800,91.778244
"2012-08-22",104.769997,106.349998,103.669998,104.669998,4202400,91.211838
"2012-08-23",104.589996,104.989998,103.650002,104.080002,3583100,90.697685
"2012-08-24",103.559998,105.220001,102.230003,104.959999,3527100,91.464523
"2012-08-27",105.120003,105.849998,104.580002,105.120003,2466800,91.603996
"2012-08-28",104.459999,105.889999,104.199997,105.029999,2611100,91.927818
"2012-08-29",105.360001,106.290001,105.040001,105.529999,2266900,92.365425
"2012-08-30",104.739998,105.199997,103.949997,104.720001,2823700,91.656502
"2012-08-31",105.410004,106.580002,105.309998,105.720001,3264100,92.531731
"2012-09-04",105.550003,107.25,105.540001,106.410004,3249200,93.135651
"2012-09-05",106.900002,110,106.790001,109.940002,6371600,96.225304
"2012-09-06",110.610001,113.779999,110.010002,113.540001,6521500,99.376198
"2012-09-07",113.800003,116.75,113.550003,116.330002,6137100,101.818184
"2012-09-10",116.059998,116.25,114.540001,114.68,4225100,100.374008
"2012-09-11",115.230003,117.760002,115.019997,116.690002,3898500,102.133301
"2012-09-12",117.400002,118.459999,116.690002,118.239998,4233700,103.489899
"2012-09-13",117.989998,121.050003,117.68,120.669998,5261600,105.616776
"2012-09-14",121.260002,122.599998,120.480003,121.360001,6187700,106.220711
"2012-09-17",120.32,121.110001,119.510002,119.900002,3598300,104.942833
"2012-09-18",119.43,120.360001,118.75,119.879997,3033300,104.925316
"2012-09-19",120.370003,120.370003,119.019997,119.019997,4818300,104.172607
"2012-09-20",117.639999,117.82,116.239998,117.629997,4448100,102.956009
"2012-09-21",118.360001,118.379997,116.559998,116.720001,8188700,102.159531
"2012-09-24",116.339996,117.43,114.900002,116.599998,3697500,102.054482
"2012-09-25",117.129997,117.650002,113.5,113.5,4547700,99.341232
"2012-09-26",113.220001,113.639999,111.900002,113.080002,5185100,98.973587
"2012-09-27",113.739998,115.860001,113.720001,115.230003,3898900,100.8554
"2012-09-28",115.010002,115.010002,113.230003,113.68,3653700,99.498764
"2012-10-01",116.669998,119.019997,116.400002,116.860001,5338600,102.282082
"2012-10-02",117.550003,118.239998,117.089996,117.25,3681300,102.62339
"2012-10-03",117.620003,118.169998,116.220001,117.910004,3036400,103.20108
"2012-10-04",118.660004,120.360001,117.93,119.900002,3743200,104.942833
"2012-10-05",120.830002,121.400002,118.580002,119.309998,3938300,104.42643
"2012-10-08",118.279999,119.720001,118.150002,119.459999,2140400,104.557709
"2012-10-09",119.389999,120.739998,119.019997,119.629997,3260600,104.706505
"2012-10-10",119.5,120.25,119.059998,120.080002,2829600,105.10038
"2012-10-11",120.949997,122.940002,120.75,121.989998,4707200,106.77211
"2012-10-12",121.620003,122.279999,119.889999,120.199997,4054900,105.205406
"2012-10-15",121.699997,124.610001,120.75,124.5,6412000,108.968994
"2012-10-16",124.230003,125.970001,122.349998,123.220001,10115900,107.848671
"2012-10-17",123.32,125.050003,123.050003,124.919998,6712400,109.336586
"2012-10-18",123.800003,126.480003,123.190002,125.150002,5375100,109.537933
"2012-10-19",124.459999,125.169998,123.019997,123.620003,5876400,108.198792
"2012-10-22",122.019997,124.360001,121.919998,122.769997,3643000,107.454819
"2012-10-23",120.470001,121.660004,118.120003,119,5818500,104.155106
"2012-10-24",119.830002,121.349998,119.769997,119.769997,3662000,104.829048
"2012-10-25",120.830002,122.190002,118.650002,119.720001,4128800,104.785271
"2012-10-26",119.239998,120.379997,118.379997,119.440002,3960900,104.540192
"2012-10-31",119.730003,122.599998,119.660004,122.389999,3679700,107.122215
"2012-11-01",122.82,124.879997,122.360001,124.849998,3336200,109.275337
"2012-11-02",125.349998,125.889999,123.059998,123.25,3188800,107.874931
"2012-11-05",123.190002,124.459999,122.110001,124.080002,2568700,108.601402
"2012-11-06",124.330002,126.730003,124.300003,126.25,3986000,110.500664
"2012-11-07",122.800003,123.120003,117.970001,117.980003,7075800,103.262352
"2012-11-08",119.209999,119.839996,115.260002,115.269997,6252100,100.890411
"2012-11-09",114.709999,117.849998,113.839996,116.150002,4823100,101.660645
"2012-11-12",116.790001,117.839996,116.300003,117.239998,2453600,102.614639
"2012-11-13",115.889999,118.349998,115.080002,116.470001,3156600,101.940727
"2012-11-14",116.650002,117.449997,113.879997,114.239998,3885700,99.988892
"2012-11-15",114.510002,116.360001,113.910004,115.440002,3702900,101.0392
"2012-11-16",115.529999,116.57,114.230003,115.839996,4515900,101.389305
"2012-11-19",117.199997,119.190002,117.190002,118.300003,3868600,103.542427
"2012-11-20",117.93,118.75,117.370003,118.089996,3304000,103.358658
"2012-11-21",118.18,118.230003,116.830002,117.699997,2075200,103.017288
"2012-11-23",118.669998,120.309998,118.269997,120.309998,1977500,105.301689
"2012-11-26",119.160004,120.949997,118.5,120.940002,3371000,105.853111
"2012-11-27",120.5,121.339996,118.379997,118.410004,3875200,103.638702
"2012-11-28",117.25,119.330002,116.57,119.330002,3811200,104.886864
"2012-11-29",120,120.449997,118.519997,118.730003,2980800,104.359459
"2012-11-30",117.959999,119.440002,117.690002,117.790001,4264300,103.533218
"2012-12-03",118.419998,119.639999,118.07,118.400002,3613900,104.069405
"2012-12-04",118.120003,118.389999,116.199997,116.580002,3591600,102.469673
"2012-12-05",117.019997,117.900002,116,117.129997,3283000,102.953102
"2012-12-06",117.220001,117.480003,116.199997,117.199997,2330900,103.014618
"2012-12-07",117.769997,118,116.139999,116.57,3960500,102.460907
"2012-12-10",116.610001,117.169998,115.620003,117.010002,3331900,102.847641
"2012-12-11",117.559998,119.800003,117.040001,118.860001,5696500,104.47374
"2012-12-12",119.290001,119.980003,118.080002,118.089996,5372400,103.796936
"2012-12-13",117.809998,119.160004,117.589996,118.5,3329100,104.157318
"2012-12-14",118.449997,120.07,118.300003,119.360001,3717200,104.913216
"2012-12-17",120.190002,123.489998,120.029999,123.489998,5476700,108.543335
"2012-12-18",124.82,128,124.489998,127.769997,8040300,112.305305
"2012-12-19",128.669998,129.300003,126.809998,127.25,5525400,111.848236
"2012-12-20",127.349998,129.720001,126.620003,129.720001,4402500,114.019279
"2012-12-21",126.629997,128.949997,125.629997,128.440002,6393300,112.894196
"2012-12-24",127.870003,128.5,127.400002,127.540001,1359300,112.103142
"2012-12-26",128.160004,129.300003,127.110001,127.160004,2210100,111.769142
"2012-12-27",127.550003,128.300003,124.57,126.669998,3263500,111.338425
"2012-12-28",125.730003,126.620003,125.339996,125.519997,1859200,110.327614
"2012-12-31",125.419998,127.68,124.790001,127.559998,3623000,112.120689
"2013-01-02",131.300003,131.660004,129.619995,131.660004,4449000,115.724495
"2013-01-03",131.699997,131.779999,130.070007,130.940002,4584600,115.091629
"2013-01-04",130.929993,134.639999,130.320007,134.509995,5234600,118.2295
"2013-01-07",134.119995,134.509995,132.880005,134.259995,3556900,118.009743
"2013-01-08",133.710007,133.949997,132.699997,133.050003,2760200,116.946251
"2013-01-09",133.399994,134.429993,133.270004,134.320007,3666500,118.062515
"2013-01-10",135.070007,138.149994,134.130005,137.369995,5960700,120.743347
"2013-01-11",137.020004,137.169998,136.130005,137.130005,3211700,120.532417
"2013-01-14",137.190002,137.320007,135.660004,136.130005,2855800,119.653427
"2013-01-15",135.550003,137.259995,135.119995,135.589996,4322800,119.178802
"2013-01-16",138.940002,141.580002,137.899994,141.089996,10650800,124.013092
"2013-01-17",140.889999,141.949997,139.619995,141.009995,6596000,123.942802
"2013-01-18",141.350006,144.809998,141.240005,144.449997,7349000,126.966446
"2013-01-22",144.009995,146.279999,143.339996,145.949997,5158400,128.284897
